dataset,group,seed,kind,map,sample_index,sample_id,iou,precision,coverage,pred_area_ratio,tp,fp,fn,taxonomy,GT_mean,FP_mean,GT_vs_FP_auroc,NearFP_mean,GT_vs_NearFP_auroc,FarFP_mean,GT_vs_FarFP_auroc,HighAUDFP_mean,GT_vs_HighAUDFP_auroc
vggss,C1,12345,best,AUD,0,-0BIyqJj9ZU_000030,0.3645156357519688,0.4047629154815978,0.7856789716545814,0.4694874043367347,9535.0,14022.0,2601.0,OVER,0.7447103261947632,0.6771960258483887,0.6693115234375,0.741033673286438,0.60845947265625,0.6404556035995483,0.6754913330078125,0.731142520904541,0.616188226744186
vggss,C1,12345,best,IQR,0,-0BIyqJj9ZU_000030,0.34741115305177694,0.3795813555365341,0.8038892551087673,0.5122369260204082,9756.0,15946.0,2380.0,OVER,0.7728372812271118,0.7130417823791504,0.6763153076171875,0.7749117016792297,0.611663818359375,0.678093671798706,0.6819000244140625,0.7620630264282227,0.6296027131782946
vggss,C1,12345,best,AUD,1,-0UuUoXQUoI_000107,0.4901029295328583,0.6392741221599292,0.6774546591619762,0.27016900510204084,8666.0,4890.0,4126.0,MIXED,0.6770663261413574,0.5545210838317871,0.7084808349609375,0.5540769100189209,0.71209716796875,,,0.5838072896003723,0.6710464015151515
vggss,C1,12345,best,IQR,1,-0UuUoXQUoI_000107,0.4943253467843632,0.6494954059346287,0.6741713570981863,0.26462850765306123,8624.0,4654.0,4168.0,MIXED,0.6768861413002014,0.5571429133415222,0.7019195556640625,0.5558719635009766,0.7061614990234375,,,0.588653564453125,0.6602154356060607
vggss,C1,12345,best,AUD,2,-2-wdcN5vOw_000017,0.485653030729584,0.9247453713248939,0.5056367243867244,0.4833187181122449,22426.0,1825.0,21926.0,UNDER,0.5818082690238953,0.6295632123947144,0.4663238525390625,0.6399655342102051,0.455474853515625,,,0.7140951752662659,0.3778872282608695
vggss,C1,12345,best,IQR,2,-2-wdcN5vOw_000017,0.48956463438371867,0.9231271155336243,0.5103715728715729,0.4886997767857143,22636.0,1885.0,21716.0,UNDER,0.5881914496421814,0.6316232085227966,0.4680938720703125,0.6417101621627808,0.457305908203125,,,0.7139153480529785,0.3773777173913043
vggss,C1,12345,best,AUD,3,-23CeprtibU_000030,0.4372617777100168,0.43786259541984734,0.9968717413972888,0.652702487244898,14340.0,18410.0,45.0,OVER,0.7833477854728699,0.6277523040771484,0.7962646484375,0.8110381364822388,0.4571533203125,0.5112795829772949,0.9590911865234375,0.7134565114974976,0.6465871710526316
vggss,C1,12345,best,IQR,3,-23CeprtibU_000030,0.4545280612244898,0.45643472413461844,0.9908932916232186,0.6223891900510204,14254.0,16975.0,131.0,OVER,0.8087090849876404,0.6112766861915588,0.84869384765625,0.7976230382919312,0.5489959716796875,0.4967978894710541,0.9782562255859375,0.6795462965965271,0.7528097587719298
vggss,C1,12345,best,AUD,4,-2Dm0VjW8oM_000001,0.5005347593582887,0.8177052999417589,0.5634028892455859,0.30797592474489793,12636.0,2817.0,9792.0,GOOD,0.6338897347450256,0.6600875854492188,0.5041046142578125,0.6846134662628174,0.47747802734375,,,0.8142083287239075,0.31640625
vggss,C1,12345,best,IQR,4,-2Dm0VjW8oM_000001,0.4970741736517476,0.8144597045866805,0.5605493133583022,0.30763711734693877,12572.0,2864.0,9856.0,UNDER,0.6331809759140015,0.6639598608016968,0.50042724609375,0.6874635219573975,0.476287841796875,,,0.8212826251983643,0.3275432180851064
vggss,C1,12345,best,AUD,5,-2sOH8XovEE_000484,0.15133322292149717,0.15133322292149717,1.0,0.48134566326530615,3655.0,20497.0,0.0,OVER,0.9099901914596558,0.7480596303939819,0.8364410400390625,0.8019374012947083,0.7583770751953125,0.7456814050674438,0.8347320556640625,0.8490149974822998,0.6642003676470587
vggss,C1,12345,best,IQR,5,-2sOH8XovEE_000484,0.14588488864053645,0.14588488864053645,1.0,0.4993223852040816,3655.0,21399.0,0.0,OVER,0.9206351041793823,0.7578075528144836,0.850311279296875,0.8181313872337341,0.775848388671875,0.7501415014266968,0.8509521484375,0.8568812608718872,0.6947150735294118
