comparison,measure,left_n,left_mean,left_median,left_p25,left_p75,left_p90,left_p95,left_bootstrap_mean_ci_low,left_bootstrap_mean_ci_high,right_n,right_mean,right_median,right_p25,right_p75,right_p90,right_p95,right_bootstrap_mean_ci_low,right_bootstrap_mean_ci_high,mean_diff_left_minus_right,bootstrap_ci_low,bootstrap_ci_high,mannwhitney_p,rank_biserial
Group-A vs non-Group-A,opportunity_gap_mean,428,5.6154579473609116e-05,3.484769149508793e-05,2.0625797787943156e-05,6.242944982659537e-05,0.00011742577407852001,0.00017186007826234476,4.9736811663591027e-05,6.32695219140451e-05,4730,5.032075794416627e-05,3.189270319126081e-05,1.8221173377241943e-05,5.755701749876607e-05,0.00010382328691774008,0.000153189963020785,4.8539927684125946e-05,5.2076255329625e-05,5.833821529442845e-06,-9.285865145375888e-07,1.3282138987050843e-05,0.0609298380519447,0.05461905514611454
Group-A vs non-Group-A,opportunity_gap_min,428,2.1336763060224494e-05,9.526747817290016e-06,2.9043421818641946e-06,2.3268803033715816e-05,4.812991901417266e-05,7.955894870974588e-05,1.776595277710165e-05,2.5300555469404067e-05,4730,1.8707299420357566e-05,9.74577596934978e-06,3.264118731749477e-06,2.12195809581317e-05,4.2562704402371315e-05,6.362113381328537e-05,1.772711758554876e-05,1.9751495628689926e-05,2.629463639866928e-06,-1.1753879892077524e-06,6.862791314869893e-06,0.7926695524403471,0.007652486613582088
Group-A vs non-Group-A,violation_fraction_pool,428,0.3042494158878505,0.21875,0.09375,0.5,0.71875,0.8125,0.27971488025700936,0.3286397488317757,4730,0.30182346723044395,0.21875,0.0625,0.46875,0.71875,0.84375,0.2941064349894292,0.30977140591966174,0.002425948657406529,-0.02449505557709785,0.02885545894790661,0.6318036157291889,0.013944597024362348
Group-A vs non-Group-A,random4_violation_fraction,428,0.29789719626168226,0.25,0.0,0.5,0.75,1.0,0.2692757009345794,0.32593457943925236,4730,0.303276955602537,0.25,0.0,0.5,0.75,1.0,0.2941860465116279,0.3125264270613108,-0.005379759340854717,-0.036451574262512096,0.025609897057951855,0.9233268102804754,0.002681729268340982
Group-A vs non-Group-A,missed_confusing_negative,428,0.2827102803738318,0.0,0.0,1.0,1.0,1.0,0.24065420560747663,0.32710280373831774,4730,0.29471458773784354,0.0,0.0,1.0,1.0,1.0,0.2818181818181818,0.3080338266384778,-0.012004307364011757,-0.05724249669044282,0.03340237300191656,0.6016168926691516,-0.012004307364011813
Group-A vs non-Group-A,pool_min,428,1.8043137595851254e-05,1.2977883216080954e-05,7.985216598171974e-06,2.2770546365791237e-05,3.8174468863871885e-05,4.96904574902146e-05,1.6585770030507576e-05,1.966086977415175e-05,4730,1.823602242234585e-05,1.3079731616016943e-05,8.196010639949236e-06,2.1691227630071808e-05,3.5325741919223226e-05,4.941025035805072e-05,1.7745760101584e-05,1.8747642402770517e-05,-1.928848264945962e-07,-1.7483997607838454e-06,1.4355729986600866e-06,0.9506868707611184,-0.0018029677342870087
Group-A vs non-Group-A,top4_mean,428,2.4417472336841962e-05,1.7246693460037932e-05,1.1134305168525316e-05,2.9364118290686747e-05,4.9854849203256896e-05,6.577731764991766e-05,2.23265500868292e-05,2.6666049365288057e-05,4730,2.418027671000887e-05,1.7886768546304666e-05,1.1473306130937999e-05,2.852754369087052e-05,4.5820804734830766e-05,6.405464118870445e-05,2.356162685175531e-05,2.4809475515034218e-05,2.3719562683309337e-07,-1.9193651966953033e-06,2.53692329078908e-06,0.7434115639690716,-0.009540910078836617
Group-A vs non-Group-A,top4_vs_random4_ratio,428,0.3520889538296751,0.34793429076671595,0.2364767454564571,0.45174219459295273,0.5530731022357941,0.5987669318914413,0.33776066157396745,0.3660242067493289,4730,0.3733624603788331,0.3641746938228607,0.25925832986831665,0.47421237826347346,0.5764209628105165,0.6443831264972687,0.36915090130766104,0.3777752035141314,-0.021273506549157994,-0.03561312301079556,-0.006798822579102016,0.007633961727542602,-0.07775582383276358
Group-A vs non-Group-A,pool_std,428,4.411741345660557e-05,2.9727160836046096e-05,1.8403180547466033e-05,5.066308131063124e-05,8.84733504790347e-05,0.00011574321651998497,3.9529955467254754e-05,4.970856285125551e-05,4730,4.043249168014867e-05,2.8465464311011605e-05,1.7872911485028453e-05,4.689564866566798e-05,8.14669401734136e-05,0.00011151036524096006,3.9277151434307155e-05,4.16322866902975e-05,3.6849217764569017e-06,-1.099720226907567e-06,9.4293844402912e-06,0.2505386821423683,0.03348975519155917
