dataset,group,pearson_mean,pearson_std,pearson_median,pearson_num_samples,spearman_mean,spearman_std,spearman_median,spearman_num_samples,js_divergence_mean,js_divergence_std,js_divergence_median,js_divergence_num_samples
vggss_144k,ALL,0.9958906178216977,0.005627481925835118,0.9977176358886157,5158,0.9947389870118177,0.0074915621317731525,0.9971220585071201,5158,4.537769625068237e-06,5.768028203313679e-06,3.075223308132229e-06,5158
vggss_144k,FULL_AUD_SUCCESS,0.9961852152520307,0.0054904892659824135,0.9979850955592164,2202,0.9950513726247193,0.007610428862396397,0.9974575789260106,2202,4.774394081625646e-06,6.421375451659207e-06,3.0702824652978798e-06,2202
vggss_144k,FULL_AUD_FAILURE,0.9956711646614836,0.00571754531035467,0.9974630501115869,2956,0.9945062829794739,0.007393201242876209,0.9967941077071936,2956,4.3615020156841314e-06,5.221575158344402e-06,3.0761506524825915e-06,2956
vggss_144k,OGL_RESCUE,0.9960393745591702,0.005731831240686676,0.9979563933789072,357,0.9951271940037443,0.007201131869201446,0.9974805228612335,357,4.295007989190862e-06,5.726907540769542e-06,3.163847898777308e-06,357
flickr_144k,ALL,0.9974073304451936,0.0026692235949922786,0.9981682834549035,250,0.9960812971432457,0.0035011116188469775,0.9970476827982266,250,6.131369688473616e-06,5.0053292695781385e-06,4.401967799046762e-06,250
flickr_144k,FULL_AUD_SUCCESS,0.9975178926629042,0.002554176400475304,0.9981805267010629,203,0.9962084051084594,0.003330851070878084,0.9969739711581626,203,6.171607219016028e-06,5.150475346136327e-06,4.409227881969624e-06,203
flickr_144k,FULL_AUD_FAILURE,0.9969297957601883,0.0030723698606881953,0.997875264728187,47,0.9955322989105135,0.004112261509598103,0.9972887397833011,47,5.957577801237246e-06,4.318492122642115e-06,4.378635964740501e-06,47
flickr_144k,OGL_RESCUE,0.9978696657388268,0.0019462122196524062,0.9986256131003125,19,0.9968407973656715,0.002157076966686477,0.9976133366271148,19,7.610797514047082e-06,4.142107522004775e-06,7.1876165297997e-06,19
