dataset,epoch,batch,sample_id,wrong_audio_1,wrong_audio_2,wrong_audio_3,wrong_audio_4,d_pos,d_neg_1,d_neg_2,d_neg_3,d_neg_4,d_neg_min,d_neg_mean,d_neg_max,d_neg_std,mean_minus_min,min_minus_pos,mean_minus_pos
flickr,0,0,5259626034,5604047102,3615517139,22062031386,24890125012,3.923205804312602e-05,6.191297870827839e-05,0.00011032557085854933,4.1503295506117865e-05,3.89492888643872e-05,3.89492888643872e-05,6.31727834843332e-05,0.00011032557085854933,2.8641389919452136e-05,2.4223494619945996e-05,-2.8276917873881757e-07,2.3940725441207178e-05
flickr,0,0,3619806799,5250385197,2563612288,2777833476,3371520193,3.0367598810698837e-05,2.8240203391760588e-05,5.204292756388895e-05,6.844942254247144e-05,6.63349565002136e-05,2.8240203391760588e-05,5.376687749958364e-05,6.844942254247144e-05,1.6032130496991737e-05,2.5526674107823055e-05,-2.1273954189382493e-06,2.3399278688884806e-05
flickr,0,0,4015256998,8505245989,5776165415,6043160735,4222330492,4.602534772857325e-06,2.7744854378397577e-06,2.247148768219631e-05,3.56906480192265e-06,6.027545168763027e-06,2.7744854378397577e-06,8.710645772680436e-06,2.247148768219631e-05,8.034825034019486e-06,5.936160334840679e-06,-1.8280493350175675e-06,4.108110999823111e-06
flickr,0,0,8800921005,4515197706,2944494036,21041971553,8109979179,1.2956532373209484e-05,4.1525625420035794e-05,2.0527460947050713e-05,4.770158193423413e-05,7.081667718011886e-05,2.0527460947050713e-05,4.5142836370359873e-05,7.081667718011886e-05,1.7921315542358274e-05,2.461537542330916e-05,7.570928573841229e-06,3.218630399715039e-05
flickr,0,0,8367767443,6171140310,16850817621,4251680170,5874827862,3.896485941368155e-05,8.841650560498238e-05,1.774163138179574e-05,3.391786594875157e-05,4.0275484934682027e-05,1.774163138179574e-05,4.508787196755293e-05,8.841650560498238e-05,2.6330189281862835e-05,2.7346240585757187e-05,-2.122322803188581e-05,6.1230125538713764e-06
flickr,0,0,7656622736,5749691899,8219293890,3012377297,23038933303,5.620035153697245e-06,4.856136001762934e-06,1.4118912076810375e-05,1.4911051039234735e-05,9.644509191275574e-06,4.856136001762934e-06,1.0882652077270905e-05,1.4911051039234735e-05,4.017252506249368e-06,6.0265160755079705e-06,-7.638991519343108e-07,5.26261692357366e-06
flickr,0,0,4515197706,8576064550,24863119065,18578316750,5514299760,2.3614668407390127e-06,9.746967407409102e-06,4.861201432504458e-06,3.120215751550859e-06,8.644283298053779e-06,3.120215751550859e-06,6.593166972379549e-06,9.746967407409102e-06,2.7025279914836337e-06,3.4729512208286906e-06,7.587489108118461e-07,4.231700131640537e-06
flickr,0,0,14419441773,2518698636,9244125158,3489826335,16850817621,2.111058529408183e-05,3.79952289222274e-05,4.396531585371122e-05,2.2490849005407654e-05,3.858522904920392e-05,2.2490849005407654e-05,3.5759155707637547e-05,4.396531585371122e-05,8.005868801079068e-06,1.3268306702229893e-05,1.3802637113258243e-06,1.4648570413555717e-05
flickr,0,0,3867435187,7769542964,2554899610,7898613804,14458984273,1.779154445102904e-05,1.4441726307268254e-05,1.623097159608733e-05,2.813552964653354e-05,2.202892937930301e-05,1.4441726307268254e-05,2.0209289232298033e-05,2.813552964653354e-05,5.367219267870834e-06,5.767562925029779e-06,-3.3498181437607855e-06,2.4177447812689934e-06
flickr,0,0,21041971553,2419243615,25365291553,8589693838,10333571816,3.616901449277066e-05,5.689841054845601e-05,6.813857180532068e-05,3.972317426814698e-05,6.125792424427345e-05,3.972317426814698e-05,5.650452021654928e-05,6.813857180532068e-05,1.0484687974070887e-05,1.6781345948402304e-05,3.55415977537632e-06,2.0335505723778624e-05
flickr,0,0,2478030774,7990236623,22530848298,16850817621,9876736855,1.1479982276796363e-05,7.163447298808023e-05,1.5498539141844958e-05,2.7461452191346325e-05,0.00011675863788696006,1.5498539141844958e-05,5.7838275552057894e-05,0.00011675863788696006,3.9929152376878886e-05,4.2339736410212936e-05,4.018556865048595e-06,4.635829327526153e-05
flickr,0,0,8234007632,4644381092,5805318603,4542780555,3357686323,1.5203120710793883e-05,3.056462901440682e-06,1.0259732334816363e-05,1.276007060369011e-05,1.849725958891213e-05,3.056462901440682e-06,1.1143381357214821e-05,1.849725958891213e-05,5.5423888096971895e-06,8.086918455774139e-06,-1.21466578093532e-05,-4.0597393535790616e-06
