name,tau,neff_mean,neff_median,neff_p25,neff_p75,neff_p90,neff_p95,neff_n,hardest_weight_mean,hardest_weight_median,hardest_weight_p25,hardest_weight_p75,hardest_weight_p90,hardest_weight_p95,hardest_weight_n,second_weight_mean,second_weight_median,second_weight_p25,second_weight_p75,second_weight_p90,second_weight_p95,second_weight_n
default_neff_2.5,8.700235267679427e-06,2.4999999999999982,2.5295086906808866,1.8145885606747254,3.2260082787398012,3.674178466075874,3.835101974027089,16384,0.5674401836495102,0.5197520053535533,0.4039329730318846,0.7039232629546976,0.8980790486341242,0.9669849849837863,16384,0.24588660887247998,0.2646682559866165,0.18668080869539444,0.3172897990671411,0.3713589941705538,0.40471844311769944,16384
stronger_neff_2.0,4.7308556872671955e-06,1.9999999999999987,1.9054075196519478,1.2515598110840762,2.5927410740742864,3.1921943535906134,3.522838328537837,16384,0.6835612953677784,0.6678970783124779,0.5018439715783815,0.8889609683363139,0.9879394542938592,0.998595368238936,16384,0.20609662825524225,0.2231597591714114,0.08248797636822386,0.310722319416624,0.3790646420253248,0.41674393573420226,16384
