dataset,sample_id,candidate_set,anchor_candidate_audio_cosine,candidate_pairwise_audio_cosine,unique_candidate_count,same_video_or_self_count,semantic_class_available,same_semantic_class_rate,unique_semantic_class_count
flickr,2819123278,top4_confusing,0.7441351,0.7403787,4,0,False,,
flickr,2858344348,top4_confusing,0.61216784,0.6530598,4,0,False,,
flickr,2895192729,top4_confusing,0.6837754,0.76119894,4,0,False,,
flickr,2897081671,top4_confusing,0.6226198,0.6833763,4,0,False,,
flickr,2897653916,top4_confusing,0.76592916,0.732745,4,0,False,,
flickr,2907554899,top4_confusing,0.65633273,0.6645913,4,0,False,,
flickr,2935372113,top4_confusing,0.70340145,0.6277363,4,0,False,,
flickr,2961466546,top4_confusing,0.6718822,0.61192816,4,0,False,,
flickr,3012435981,top4_confusing,0.5608966,0.67883056,4,0,False,,
flickr,3052033339,top4_confusing,0.67811924,0.67151046,4,0,False,,
flickr,3102685146,top4_confusing,0.7172192,0.74326944,4,0,False,,
flickr,3109408703,top4_confusing,0.68840337,0.655722,4,0,False,,
flickr,3202731977,top4_confusing,0.63981444,0.7158833,4,0,False,,
flickr,3207674548,top4_confusing,0.6887224,0.6424287,4,0,False,,
flickr,3230152596,top4_confusing,0.7260172,0.6630954,4,0,False,,
flickr,3403348616,top4_confusing,0.6000444,0.66271126,4,0,False,,
flickr,3413119417,top4_confusing,0.57036555,0.6997034,4,0,False,,
flickr,3416359816,top4_confusing,0.64811546,0.7087199,4,0,False,,
flickr,3484198977,top4_confusing,0.60638905,0.5826765,4,0,False,,
flickr,3535748358,top4_confusing,0.7009254,0.6178499,4,0,False,,
flickr,3568893693,top4_confusing,0.66782844,0.7043355,4,0,False,,
flickr,3668283413,top4_confusing,0.67552185,0.83166915,4,0,False,,
flickr,3709678770,top4_confusing,0.6007806,0.7438291,4,0,False,,
flickr,3719297546,top4_confusing,0.573032,0.5623831,4,0,False,,
flickr,3727937033,top4_confusing,0.80884826,0.8434681,4,0,False,,
flickr,3749326537,top4_confusing,0.68528056,0.72944283,4,0,False,,
flickr,3790233127,top4_confusing,0.53589493,0.5570297,4,0,False,,
flickr,3801318146,top4_confusing,0.5237229,0.69371,4,0,False,,
flickr,3828103578,top4_confusing,0.67725337,0.6547776,4,0,False,,
flickr,3896768873,top4_confusing,0.6377763,0.61236084,4,0,False,,
flickr,3908875350,top4_confusing,0.4991964,0.7107692,4,0,False,,
flickr,3956341886,top4_confusing,0.481166,0.52004033,4,0,False,,
flickr,4007045926,top4_confusing,0.39546114,0.68036103,4,0,False,,
flickr,4041216001,top4_confusing,0.68956625,0.7583918,4,0,False,,
flickr,4180455681,top4_confusing,0.6814065,0.7094011,4,0,False,,
flickr,4303617148,top4_confusing,0.66376835,0.6309151,4,0,False,,
flickr,4351373013,top4_confusing,0.5623819,0.65994793,4,0,False,,
flickr,4407899725,top4_confusing,0.7608808,0.8269873,4,0,False,,
flickr,4479260803,top4_confusing,0.63117635,0.69941705,4,0,False,,
flickr,4543136011,top4_confusing,0.69094616,0.66887695,4,0,False,,
flickr,4576746825,top4_confusing,0.642079,0.7551747,4,0,False,,
flickr,4646464908,top4_confusing,0.5175875,0.6879836,4,0,False,,
flickr,4657718822,top4_confusing,0.7748481,0.7593209,4,0,False,,
flickr,4717096777,top4_confusing,0.74914664,0.6743919,4,0,False,,
flickr,4755507106,top4_confusing,0.67751175,0.6760809,4,0,False,,
flickr,4758950312,top4_confusing,0.60116625,0.76668555,4,0,False,,
flickr,4767923306,top4_confusing,0.57542276,0.6309123,4,0,False,,
flickr,4876943924,top4_confusing,0.74275804,0.7134798,4,0,False,,
flickr,4938432980,top4_confusing,0.66775334,0.66500723,4,0,False,,
flickr,4957886467,top4_confusing,0.56731844,0.6806484,4,0,False,,
flickr,4965189170,top4_confusing,0.7227086,0.7222354,4,0,False,,
flickr,5006362787,top4_confusing,0.67435396,0.69995904,4,0,False,,
flickr,5130986168,top4_confusing,0.70778495,0.716863,4,0,False,,
flickr,5179649119,top4_confusing,0.62084424,0.55762196,4,0,False,,
flickr,5194793239,top4_confusing,0.73423177,0.7494119,4,0,False,,
flickr,5220919991,top4_confusing,0.5961687,0.63898927,4,0,False,,
flickr,5237296528,top4_confusing,0.7409767,0.7682926,4,0,False,,
flickr,5303633386,top4_confusing,0.61309284,0.6480759,4,0,False,,
flickr,5344317532,top4_confusing,0.68415475,0.70486015,4,0,False,,
flickr,5480070309,top4_confusing,0.80195355,0.75578046,4,0,False,,
flickr,5490101320,top4_confusing,0.68899775,0.66121024,4,0,False,,
flickr,5601291878,top4_confusing,0.57188797,0.549464,4,0,False,,
flickr,5607310495,top4_confusing,0.67868507,0.6904693,4,0,False,,
flickr,5697766486,top4_confusing,0.51544493,0.6486133,4,0,False,,
flickr,5801923729,top4_confusing,0.6261777,0.59200674,4,0,False,,
flickr,5873098388,top4_confusing,0.6509812,0.6451188,4,0,False,,
flickr,5906878321,top4_confusing,0.582794,0.83961207,4,0,False,,
flickr,5991393107,top4_confusing,0.70780885,0.6761708,4,0,False,,
flickr,6067281197,top4_confusing,0.6724426,0.724077,4,0,False,,
flickr,6098668510,top4_confusing,0.6514816,0.65548617,4,0,False,,
flickr,6158154336,top4_confusing,0.5561688,0.74188876,4,0,False,,
flickr,6185482260,top4_confusing,0.7057158,0.717282,4,0,False,,
flickr,6289328021,top4_confusing,0.569845,0.7075241,4,0,False,,
flickr,6458319057,top4_confusing,0.66630715,0.681942,4,0,False,,
flickr,6669466181,top4_confusing,0.5948723,0.64557123,4,0,False,,
flickr,6755812421,top4_confusing,0.6984906,0.7225887,4,0,False,,
flickr,6897499873,top4_confusing,0.6021013,0.6687546,4,0,False,,
flickr,7178293884,top4_confusing,0.60882354,0.7103753,4,0,False,,
flickr,7387939334,top4_confusing,0.6147905,0.64947516,4,0,False,,
flickr,7560517176,top4_confusing,0.6873003,0.66424304,4,0,False,,
flickr,7623513024,top4_confusing,0.6782329,0.6369025,4,0,False,,
flickr,7733838448,top4_confusing,0.644337,0.67104393,4,0,False,,
flickr,7740990330,top4_confusing,0.6813897,0.6661717,4,0,False,,
flickr,7897462346,top4_confusing,0.7453365,0.6353107,4,0,False,,
flickr,8250285374,top4_confusing,0.54128224,0.7373333,4,0,False,,
flickr,8294094053,top4_confusing,0.8354992,0.80331093,4,0,False,,
flickr,8311669586,top4_confusing,0.65303487,0.748648,4,0,False,,
flickr,8396975855,top4_confusing,0.55717385,0.7327911,4,0,False,,
flickr,9060997789,top4_confusing,0.65728533,0.7085278,4,0,False,,
flickr,9309351423,top4_confusing,0.5445306,0.76122,4,0,False,,
flickr,9456627660,top4_confusing,0.6458711,0.5928466,4,0,False,,
flickr,9636000842,top4_confusing,0.7492003,0.7280701,4,0,False,,
flickr,9761803312,top4_confusing,0.583983,0.61698407,4,0,False,,
