dataset,sample_id,candidate_set,anchor_candidate_audio_cosine,candidate_pairwise_audio_cosine,unique_candidate_count,same_video_or_self_count,semantic_class_available,same_semantic_class_rate,unique_semantic_class_count
vggss,0UF1FHDPM1A_000030,random4,0.59702694,0.52931553,4,0,True,0.0,4
vggss,0UeEkqkZmvo_000160,random4,0.63281316,0.6052835,4,0,True,0.0,4
vggss,0W1En_XsDnM_000000,random4,0.6131425,0.61675584,4,0,True,0.0,4
vggss,0W_wPc-zV3I_000101,random4,0.5104837,0.61839086,4,0,True,0.0,4
vggss,0Wkk9iNzA9c_000030,random4,0.503979,0.72793764,4,0,True,0.0,4
vggss,0Wxl_LzqguI_000288,random4,0.5747288,0.5618097,4,0,True,0.0,4
vggss,0XDEooC1h7s_000000,random4,0.6161717,0.56947374,4,0,True,0.0,3
vggss,0YTieIiZNN4_000010,random4,0.64465976,0.57495403,4,0,True,0.0,4
vggss,0ZxpQ87jdgQ_000037,random4,0.5373124,0.6386394,4,0,True,0.0,4
vggss,0_9-dbUW0hU_000030,random4,0.58347255,0.61766773,4,0,True,0.0,4
vggss,0_B2YnBAz3A_000220,random4,0.613184,0.59993356,4,0,True,0.0,4
vggss,0apGJGFHQO4_000067,random4,0.44816166,0.5607745,4,0,True,0.0,4
vggss,0bBJkY4_zs8_000033,random4,0.5684365,0.57546157,4,0,True,0.0,4
vggss,0bobzCB2ObQ_000076,random4,0.47673887,0.6934379,4,0,True,0.0,4
vggss,0eA2QcSRgh0_000063,random4,0.53579533,0.5974248,4,0,True,0.0,4
vggss,0eDN0YmnJRY_000002,random4,0.5333163,0.63363856,4,0,True,0.0,4
vggss,0g_-KI5NZ-E_000030,random4,0.5645959,0.6129079,4,0,True,0.25,4
vggss,0glBUluF4Yk_000175,random4,0.5301837,0.50972646,4,0,True,0.0,4
vggss,0hfU27A6tus_000070,random4,0.6405442,0.66258734,4,0,True,0.0,4
vggss,0hjqlmdPT6g_000050,random4,0.60602474,0.59393597,4,0,True,0.0,4
vggss,0iX0QmnbrK4_000085,random4,0.52121216,0.6530056,4,0,True,0.0,4
vggss,0jy-sVREk4o_000030,random4,0.6608112,0.5900173,4,0,True,0.0,4
vggss,0kQkVbOikzQ_000004,random4,0.582081,0.52473426,4,0,True,0.0,4
vggss,0m9-5BkL4Mc_000030,random4,0.6722006,0.62053615,4,0,True,0.0,4
vggss,0mNvPaqfwUI_000220,random4,0.64212406,0.558924,4,0,True,0.0,4
vggss,0n-Z2AQCRnU_000385,random4,0.6532356,0.5869656,4,0,True,0.0,4
vggss,0n56ajMNoMA_000118,random4,0.5773889,0.57008374,4,0,True,0.0,4
vggss,0nYltlo90Zc_000147,random4,0.5450113,0.63118786,4,0,True,0.0,4
vggss,0nYltlo90Zc_000161,random4,0.5423844,0.6175515,4,0,True,0.0,4
vggss,0nvBTp-q7tU_000112,random4,0.5091409,0.62033063,4,0,True,0.0,4
vggss,0oTdsarJHA4_000220,random4,0.58358324,0.5494124,4,0,True,0.0,4
vggss,0olhNr566Z0_000018,random4,0.55850023,0.6074766,4,0,True,0.0,4
vggss,0q5kQGcOn2I_000083,random4,0.6286986,0.6022678,4,0,True,0.0,4
vggss,0q6GOUn_dhU_000066,random4,0.6393722,0.6680277,4,0,True,0.0,4
vggss,0q9FUj_2qMc_000539,random4,0.5582208,0.6041421,4,0,True,0.0,4
vggss,0sT6vnChbrc_000000,random4,0.6303018,0.5859092,4,0,True,0.0,4
vggss,0slFEpnTKkY_000115,random4,0.59730905,0.6002802,4,0,True,0.0,4
vggss,0teMcpgy9Jo_000058,random4,0.61190325,0.6585301,4,0,True,0.0,4
vggss,0ti14lvd2Aw_000000,random4,0.51060206,0.5318973,4,0,True,0.0,4
vggss,0w9PLY1owzk_000108,random4,0.5976154,0.61060613,4,0,True,0.0,4
vggss,0wdNFZhpdQw_000368,random4,0.5544658,0.6568741,4,0,True,0.0,4
vggss,0welW-8hB1c_000071,random4,0.5009872,0.58452433,4,0,True,0.0,4
vggss,0wzsE67O5tE_000230,random4,0.59390837,0.61109805,4,0,True,0.0,4
vggss,0x9TnOQ5Nhw_000020,random4,0.5014141,0.60089153,4,0,True,0.0,4
vggss,0xPWkrfjMu0_000178,random4,0.70457,0.6408999,4,0,True,0.0,4
vggss,0yxJzCQW5zI_000030,random4,0.67177176,0.6398465,4,0,True,0.0,4
vggss,10YXuv9Go0E_000140,random4,0.615281,0.5729067,4,0,True,0.0,4
vggss,10aBef0Ghkc_000040,random4,0.56294036,0.63921624,4,0,True,0.0,4
