group,count,P_FG_purity,P_FG_recall,P_non_empty_rate,NA_BG_purity,NA_BG_coverage,NA_non_empty_rate
ALL,250,0.8601541124131944,0.2959534918391539,1.0,0.1854805572688231,0.015413632574962284,0.912
AUD_SUCCESS,203,0.9102938957551412,0.2800742881452659,1.0,0.13190611699148747,0.0120590866220658,0.916256157635468
IMG_ONLY,13,0.7775881589114011,0.4273073974866571,1.0,0.39846254006410253,0.02437922713760661,1.0
AUD_ONLY,15,0.7665782335069445,0.2426511683720635,1.0,0.2584635416666667,0.014840319175205905,0.8
BOTH_SUCCESS,188,0.9217605709345186,0.2830601753612129,1.0,0.12317801873802683,0.011837179769421644,0.925531914893617
BOTH_FAIL,34,0.5923594470340219,0.34053812644038095,1.0,0.4336212508979885,0.03201422372565668,0.8529411764705882
OGL_RESCUE,19,0.7641546289225668,0.3927029130976949,1.0,0.3462171052631579,0.025506181133598455,1.0
IMG_ONLY_SHRINK,10,0.8029132176959326,0.4689460942368006,1.0,0.46175130208333337,0.02617024122314864,1.0
