score,quartile,num_native_cells,score_min,score_max,purity
P_agreement_confidence,Q1,499,0.6837582588195801,0.8752946257591248,0.8274439504008017
P_agreement_confidence,Q2,499,0.8752989768981934,0.9163060188293457,0.8486719532815631
P_agreement_confidence,Q3,499,0.9163978695869446,0.9555437564849854,0.8863214710671342
P_agreement_confidence,Q4,499,0.9556186199188232,1.0,0.8847323553356713
NA_disagreement_magnitude,Q1,126,-0.045030057430267334,0.039065003395080566,0.1977694072420635
NA_disagreement_magnitude,Q2,126,0.0392879843711853,0.07384276390075684,0.19778490823412698
NA_disagreement_magnitude,Q3,126,0.07434409856796265,0.11597222089767456,0.1627681671626984
NA_disagreement_magnitude,Q4,126,0.11608189344406128,0.3032025098800659,0.20696149553571427
