dataset,group,seed,kind,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
vggss,C0,12345,best,0,-0BIyqJj9ZU_000030,FP,0.3063201904296875,0.25988273122753924,5287
vggss,C0,12345,best,0,-0BIyqJj9ZU_000030,NearFP,0.4406585693359375,0.3630829173261902,8213
vggss,C0,12345,best,0,-0BIyqJj9ZU_000030,FarFP,0.1883087158203125,0.13815473330129746,4162
vggss,C0,12345,best,0,-0BIyqJj9ZU_000030,HighAUDFP,0.31283386752136755,0.26482758620689656,4350
vggss,C0,12345,best,1,-0UuUoXQUoI_000107,FP,0.56683349609375,0.4915735320205783,5637
vggss,C0,12345,best,1,-0UuUoXQUoI_000107,NearFP,0.553009033203125,0.48023504273504275,5616
vggss,C0,12345,best,1,-0UuUoXQUoI_000107,FarFP,,,0
vggss,C0,12345,best,1,-0UuUoXQUoI_000107,HighAUDFP,0.3375,0.509090909090909,110
vggss,C0,12345,best,2,-2-wdcN5vOw_000017,FP,0.4855499267578125,0.45394539453945393,3333
vggss,C0,12345,best,2,-2-wdcN5vOw_000017,NearFP,0.4801483154296875,0.4518430439952438,3364
vggss,C0,12345,best,2,-2-wdcN5vOw_000017,FarFP,,,0
vggss,C0,12345,best,2,-2-wdcN5vOw_000017,HighAUDFP,,,0
vggss,C0,12345,best,3,-23CeprtibU_000030,FP,0.77960205078125,0.6576314940303324,3099
vggss,C0,12345,best,3,-23CeprtibU_000030,NearFP,0.575286865234375,0.46132848043676067,6594
vggss,C0,12345,best,3,-23CeprtibU_000030,FarFP,0.889495849609375,0.8002244668911336,1782
vggss,C0,12345,best,3,-23CeprtibU_000030,HighAUDFP,0.8717672413793104,0.9389736477115118,721
vggss,C0,12345,best,4,-2Dm0VjW8oM_000001,FP,0.343658447265625,0.17339075249320035,4412
vggss,C0,12345,best,4,-2Dm0VjW8oM_000001,NearFP,0.3360748291015625,0.19262381454162275,4745
vggss,C0,12345,best,4,-2Dm0VjW8oM_000001,FarFP,,,0
vggss,C0,12345,best,4,-2Dm0VjW8oM_000001,HighAUDFP,0.08081714527027027,0.10826666666666666,1875
vggss,C0,12345,best,5,-2sOH8XovEE_000484,FP,0.643402099609375,0.2608520900321543,4976
vggss,C0,12345,best,5,-2sOH8XovEE_000484,NearFP,0.682037353515625,0.3466928940250799,8134
vggss,C0,12345,best,5,-2sOH8XovEE_000484,FarFP,0.534576416015625,0.12068549360366884,4143
vggss,C0,12345,best,5,-2sOH8XovEE_000484,HighAUDFP,0.43177688953488375,0.26301597179008507,4821
vggss,C0,12345,best,6,-3Kv4fdm7Uk_000030,FP,0.8494873046875,0.5421223765888264,3383
vggss,C0,12345,best,6,-3Kv4fdm7Uk_000030,NearFP,0.8013763427734375,0.5465201465201465,6825
vggss,C0,12345,best,6,-3Kv4fdm7Uk_000030,FarFP,0.915618896484375,0.7429420505200595,673
vggss,C0,12345,best,6,-3Kv4fdm7Uk_000030,HighAUDFP,0.47233952702702703,0.399155722326454,2132
vggss,C0,12345,best,7,-4bPiXbovf0_000008,FP,0.06011962890625,0.02406600962640385,4363
vggss,C0,12345,best,7,-4bPiXbovf0_000008,NearFP,0.1170654296875,0.06151856641418806,5413
vggss,C0,12345,best,7,-4bPiXbovf0_000008,FarFP,0.007049560546875,0.0,3156
vggss,C0,12345,best,7,-4bPiXbovf0_000008,HighAUDFP,0.0400390625,0.05172413793103448,754
vggss,C0,12345,best,8,-5CGQGSFGyg_000060,FP,0.6986846923828125,0.2667753327900027,3681
vggss,C0,12345,best,8,-5CGQGSFGyg_000060,NearFP,0.725067138671875,0.34049623393885686,4514
vggss,C0,12345,best,8,-5CGQGSFGyg_000060,FarFP,0.688385009765625,0.0011043622308117063,1811
