sample_id,sample_index,gt_area_ratio,gt_components,AddTP,AddFP,RemoveTP,RemoveFP,aud_iou,aud_gt_response,aud_nearfp_response,aud_gap,aud_auroc,aud_coverage,aud_precision,aud_area,aud_entropy,ogl_iou,ogl_gt_response,ogl_nearfp_response,ogl_gap,ogl_auroc,ogl_coverage,ogl_precision,ogl_area,ogl_entropy,delta_iou,group,auto_taxonomy,spatial_error,audio_condition,over_diagnosis,size_bin,size_quartile,spatial_error_manual,manual_notes
XHukxF8iWE0_000400,3040,0.162109375,1,0,0,146,15613,0.28707045913947443,0.8505828976631165,0.7643692493438721,0.08621364831924438,0.793212890625,0.9777477383613586,0.28895832576390656,0.5485291772959183,0.9933854923212254,0.6456868745347779,0.8165395259857178,0.6485161781311035,0.16802334785461426,0.8977508544921875,0.9597983956336975,0.6636348180890853,0.2344547193877551,0.9902670799741758,0.3586164153953035,A_ogl_help,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
0n56ajMNoMA_000118,184,0.1639827806122449,1,3,0,262,17746,0.24548356424884543,0.8017192482948303,0.759702742099762,0.04201650619506836,0.6385040283203125,0.8785853385925293,0.25410383493268657,0.5669842155612245,0.9915842833924473,0.5956246795419586,0.7782115936279297,0.6555120348930359,0.1226995587348938,0.75091552734375,0.8471074104309082,0.6673688242052853,0.20814732142857142,0.9887909204406752,0.3501411152931132,A_ogl_help,GOOD,,,,large,Q2,,
aZ2SllViDNM_000165,3410,0.13400829081632654,1,0,0,90,13365,0.2667936356782923,0.832364559173584,0.7306922674179077,0.10167229175567627,0.8037109375,1.0,0.2667936356782923,0.5022919323979592,0.9897011292379689,0.5603987159993242,0.811384379863739,0.6862459182739258,0.12513846158981323,0.83868408203125,0.9866151213645935,0.5646918624446714,0.2341358418367347,0.9854367173151592,0.29360508032103194,A_ogl_help,GOOD,,,,large,Q2,,
snR9TvRupjU_000000,4769,0.24832589285714285,1,1,0,188,15964,0.3462810154969667,0.8504911661148071,0.7761504650115967,0.07434070110321045,0.7065277099609375,0.9666131734848022,0.35047286483340606,0.6848891900510204,0.9957569695303603,0.6301216984641548,0.8183758854866028,0.6657859683036804,0.15258991718292236,0.8303070068359375,0.9516051411628723,0.6509827605138904,0.36300223214285715,0.991290866616553,0.28384068296718806,A_ogl_help,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
skSyu-Q5nZI_000000,4767,0.7531688456632653,1,10852,408,0,196,0.33825175536786406,0.5288830995559692,0.5886697769165039,-0.05978667736053467,0.4078216552734375,0.35182979702949524,0.8975899547694592,0.2952208227040816,0.9912062779964753,0.6110323886639676,0.6517558097839355,0.6107574105262756,0.04099839925765991,0.5949859619140625,0.6389881372451782,0.933183908490165,0.5157246492346939,0.9930486357643954,0.2727806332961035,A_ogl_help,GOOD,,,,very_large,Q4,,
TZGKriaJKAY_000163,2729,0.3394052933673469,1,15,0,1000,13329,0.48116289524951295,0.8311818838119507,0.691781222820282,0.1394006609916687,0.7768630981445312,0.9426893591880798,0.4956621075056346,0.6455078125,0.9940020200031872,0.7520962267917748,0.7743403315544128,0.5714054107666016,0.20293492078781128,0.8755645751953125,0.884850263595581,0.8336929460580913,0.3602319834183674,0.9908316209000482,0.27093333154226185,A_ogl_help,GOOD,,,,very_large,Q3,,
GvRM_UnjJoE_000030,1665,0.26785714285714285,1,638,99,11,8592,0.45198342214328,0.7898029685020447,0.6796363592147827,0.11016660928726196,0.7208251953125,0.8520089387893677,0.49049087638139294,0.4652822066326531,0.9950946230125233,0.7171357320983256,0.7641211748123169,0.5809857249259949,0.18313544988632202,0.8742218017578125,0.8986607193946838,0.7802325581395348,0.3085140306122449,0.9910822146870282,0.2651523099550456,A_ogl_help,OVER,,,CALIBRATION_RECOVERABLE,large,Q3,,
lbnENIVqZk0_000207,4255,0.3483737244897959,1,24,0,460,16421,0.3994875494415284,0.8132686614990234,0.7681569457054138,0.04511171579360962,0.6348876953125,0.9187070727348328,0.41412656660993347,0.7728396045918368,0.9965226727683547,0.6570359155521911,0.775139331817627,0.6480786800384521,0.1270606517791748,0.8024978637695312,0.893764317035675,0.7126955887048948,0.43688217474489793,0.9948037615178604,0.2575483661106627,A_ogl_help,OVER,,,CALIBRATION_RECOVERABLE,very_large,Q3,,
M7rGKqfZh6k_000030,2128,0.1454480229591837,1,0,0,14,6856,0.40917246019286835,0.8981246948242188,0.7664607763290405,0.13166391849517822,0.90460205078125,1.0,0.40917246019286835,0.35546875,0.9954663723751352,0.6633879781420765,0.844437837600708,0.6820141077041626,0.1624237298965454,0.91473388671875,0.9980816841125488,0.6642349078971366,0.21855070153061223,0.9920845017218022,0.25421551794920816,A_ogl_help,GOOD,,,,large,Q2,,
h_Q_2UKcQX0_000368,3975,0.11551339285714286,1,0,0,0,8064,0.31849653808110784,0.9380098581314087,0.7898374199867249,0.14817243814468384,0.9511566162109375,1.0,0.31849653808110784,0.36268335459183676,0.9877010489388625,0.5719360568383659,0.8659154176712036,0.6792773604393005,0.18663805723190308,0.9063568115234375,1.0,0.5719360568383659,0.20196906887755103,0.9830274395664272,0.25343951875725806,A_ogl_help,OVER,,,CALIBRATION_RECOVERABLE,large,Q1,,
