dataset,state,step,precision,group,base_norm,weighted_cram_norm,raw_cram_norm,total_norm,ratio,cosine,sum_relative_error
flickr,short,5,amp,all_student,8.35365612172563e-05,1.280843703035438e-05,5.123374812141752e-10,8.729938346811919e-05,0.1533273197234329,0.22370058247104785,0.0004010972992993857
flickr,short,5,amp,proj3_spatial,1.2028796505778618e-05,1.1789729425148865e-06,4.715891770059546e-11,1.2439757589648915e-05,0.0980125436446206,0.30579315897610376,0.0008907906728919782
flickr,short,5,amp,adapter,8.266598523351051e-05,1.2754061390842178e-05,5.101624556336871e-10,8.640853421407223e-05,0.15428427248299503,0.22290701049377828,0.0003844051564070983
flickr,short,5,amp,adapter_output_conv,8.070226832275376e-05,1.2520212670201621e-05,5.008085068080648e-10,8.440310773218038e-05,0.15514077770564455,0.2247597493097063,0.0003697659651425796
flickr,short,5,amp,K34_activation,9.637706399160447e-06,2.2070803956029034e-06,8.828321582411613e-11,9.929636523704173e-06,0.22900473454920406,0.019770292222264927,0.00021166856165782475
flickr,short,5,amp,F34_activation,5.568773788135434e-06,1.0960056890899811e-06,4.384022756359925e-11,5.699594597423352e-06,0.1968127510269997,0.022355243623484757,0.0003927397225866024
flickr,short,6,amp,all_student,8.768970069623914e-05,1.4367570400168428e-05,5.747028160067371e-10,9.275427541712331e-05,0.1638455860390983,0.28081893839958566,0.00040848810024544105
flickr,short,6,amp,proj3_spatial,1.4313023687781959e-05,1.6592272059896638e-06,6.636908823958655e-11,1.5022442038041758e-05,0.11592429679313894,0.3803096188734198,0.0007572169545855111
flickr,short,6,amp,adapter,8.651370389197886e-05,1.4271441562880033e-05,5.708576625152013e-10,9.152967739137532e-05,0.16496162943964782,0.27923827378664073,0.0003948569772464753
flickr,short,6,amp,adapter_output_conv,8.345176190489135e-05,1.38539620682167e-05,5.541584827286681e-10,8.834827976020872e-05,0.16601161859237726,0.2808645634424131,0.0003833325764647199
flickr,short,6,amp,K34_activation,9.849404229014192e-06,2.3043204867132433e-06,9.217281946852974e-11,1.016899202869795e-05,0.23395531680233195,0.023964638513338802,0.00021157112010342148
flickr,short,6,amp,F34_activation,5.7695980923483635e-06,1.1927036931022002e-06,4.7708147724088006e-11,5.934004172035596e-06,0.20672214494177038,0.03644698901238609,0.00038929529358735663
flickr,short,7,amp,all_student,0.00010128539260767126,1.1677746754676353e-05,4.671098701870542e-10,0.0001037848935508479,0.11529546812253648,0.15905123922684014,0.0003826731890558521
flickr,short,7,amp,proj3_spatial,1.9042611196679447e-05,1.5355985591233891e-06,6.142394236493556e-11,1.9471929452693145e-05,0.0806401256247441,0.2429354077648588,0.0006280234565665949
flickr,short,7,amp,adapter,9.947919236957146e-05,1.1576342528258753e-05,4.630537011303501e-10,0.0001019418858602791,0.1163694864474966,0.15718891789382805,0.00037066352456451956
flickr,short,7,amp,adapter_output_conv,9.505678716679287e-05,1.118202421296951e-05,4.472809685187804e-10,9.750490334351384e-05,0.11763520045495329,0.16293234012068503,0.000360336535020066
flickr,short,7,amp,K34_activation,1.0016981932902798e-05,2.2007636618476864e-06,8.803054647390746e-11,1.0257453573394426e-05,0.21970326756992883,0.0007272745847134814,0.00021134955113854173
flickr,short,7,amp,F34_activation,5.866884878921782e-06,1.0991312529768023e-06,4.396525011907209e-11,5.980874156847062e-06,0.18734494977491375,0.011044651754146846,0.0003853015595883688
flickr,short,8,amp,all_student,0.00010424700448644157,1.4897472765833065e-05,5.958989106333225e-10,0.00010725795285203857,0.14290552365723505,0.1336038169254139,0.0003901359202700987
flickr,short,8,amp,proj3_spatial,2.234013291782839e-05,2.3152449740470584e-06,9.260979896188234e-11,2.2699910412648323e-05,0.10363613245109178,0.10490872343404342,0.0005675928041794988
flickr,short,8,amp,adapter,0.00010182512659265359,1.4716464776531343e-05,5.886585910612537e-10,0.0001048283478705444,0.1445268497961592,0.1348428505353872,0.0003797849738014058
flickr,short,8,amp,adapter_output_conv,9.64805843768487e-05,1.385916172153915e-05,5.54366468861566e-10,9.936008868664846e-05,0.14364715772663553,0.13906889663572036,0.00036925194132190564
flickr,short,8,amp,K34_activation,9.809641946933911e-06,2.1408485064299364e-06,8.563394025719746e-11,1.0043328237485396e-05,0.21823920975006406,0.0013353147912927936,0.00021160044235276314
flickr,short,8,amp,F34_activation,5.69030954787015e-06,1.1031163674545544e-06,4.4124654698182174e-11,5.813336407651511e-06,0.19385876254613327,0.01579812091830213,0.00038935133748702267
flickr,short,9,amp,all_student,0.00010185722198918934,1.3155943969648349e-05,5.26237758785934e-10,0.00010345201798709952,0.12916063989104926,0.0576626597194398,0.0004040265484175499
flickr,short,9,amp,proj3_spatial,2.2561973273011023e-05,1.993271964752959e-06,7.973087859011836e-11,2.2826153542226572e-05,0.08834652628266967,0.08947470597056391,0.0005795447874033207
flickr,short,9,amp,adapter,9.93269904576945e-05,1.3004065849074152e-05,5.201626339629661e-10,0.00010090236241074766,0.13092177452625892,0.056706875253557644,0.00039294117873129333
flickr,short,9,amp,adapter_output_conv,9.21656604357295e-05,1.2259455570768202e-05,4.903782228307281e-10,9.368423120701415e-05,0.13301543669094815,0.058443908570200154,0.00038364107296459194
flickr,short,9,amp,K34_activation,9.29022559131599e-06,2.131366885155121e-06,8.525467540620484e-11,9.55727225385748e-06,0.22942035844074762,0.012383690791778113,0.0002117817546273382
flickr,short,9,amp,F34_activation,5.54068367454097e-06,1.0946062960615565e-06,4.378425184246226e-11,5.68690274137971e-06,0.19755798388043538,0.03656653549116948,0.00039304146870564196
flickr,short,10,amp,all_student,0.0001036036374928238,1.2094801150699503e-05,4.837920460279801e-10,0.000105622338049388,0.11674108596367826,0.11019600571269851,0.00039210305521037895
flickr,short,10,amp,proj3_spatial,2.5535360770548695e-05,2.0883637137000356e-06,8.353454854800143e-11,2.58293502105638e-05,0.08178320770422237,0.10076311270477478,0.0005319800816069847
flickr,short,10,amp,adapter,0.00010040746512118692,1.1913141981621097e-05,4.765256792648438e-10,0.00010241544298942051,0.11864797071853687,0.11094541199578016,0.00038147511019200346
flickr,short,10,amp,adapter_output_conv,9.187889553291703e-05,1.1005780682811928e-05,4.4023122731247715e-10,9.375533280136256e-05,0.11978573119513543,0.11237807220566554,0.0003720238874193941
flickr,short,10,amp,K34_activation,9.730492325135055e-06,2.146840782807541e-06,8.587363131230164e-11,9.998470690158656e-06,0.22063023237395585,0.016228824426885814,0.00021175560106604144
flickr,short,10,amp,F34_activation,5.730253356628563e-06,1.0994634088501677e-06,4.3978536354006704e-11,5.86140289900549e-06,0.19186994717752676,0.02471686186034137,0.0003890047420617547
flickr,short,11,amp,all_student,0.00011080487981193295,1.287203001696094e-05,5.148812006784376e-10,0.00011351588884807469,0.11616843986301321,0.1550863189353458,0.00038886745092585833
flickr,short,11,amp,proj3_spatial,3.2163358457631494e-05,2.202672838876626e-06,8.810691355506505e-11,3.236824882346418e-05,0.06848391910870215,0.05907655959519089,0.00046666297612764466
flickr,short,11,amp,adapter,0.00010603414432560302,1.268216815542274e-05,5.072867262169097e-10,0.00010880327885257299,0.11960456922705136,0.1613779133804066,0.00038121843874530507
flickr,short,11,amp,adapter_output_conv,9.607566981222037e-05,1.1744674608355937e-05,4.697869843342375e-10,9.865204436809206e-05,0.12224400445306155,0.16116818142545752,0.00037225127102711073
flickr,short,11,amp,K34_activation,1.0027134029297674e-05,2.1938060090239466e-06,8.775224036095787e-11,1.0278969847843781e-05,0.21878694376817923,0.006842050375455275,0.0002118218462670676
flickr,short,11,amp,F34_activation,5.878974300858466e-06,1.1238337585229306e-06,4.495335034091722e-11,6.0058566969289055e-06,0.1911615361813752,0.01853997858691743,0.0003858070179269732
flickr,short,12,amp,all_student,8.79861465065607e-05,1.357507335385174e-05,5.430029341540696e-10,9.221228362985618e-05,0.15428648591672908,0.24168026680267507,0.0004065798769545208
flickr,short,12,amp,proj3_spatial,2.5440773330729234e-05,2.9748983117733127e-06,1.1899593247093252e-10,2.65974445494824e-05,0.11693427212686228,0.3390240975839163,0.0005185372259948406
flickr,short,12,amp,adapter,8.422783999016253e-05,1.3245097077676096e-05,5.298038831070438e-10,8.829315486304841e-05,0.15725319655856151,0.23575417545269164,0.00039485229989004575
flickr,short,12,amp,adapter_output_conv,7.608423248804596e-05,1.1828962599491123e-05,4.731585039796449e-10,7.983215277105975e-05,0.15547193173499702,0.2469574749485382,0.00037866963803637714
flickr,short,12,amp,K34_activation,9.345311768506139e-06,2.10555161320168e-06,8.42220645280672e-11,9.620431353148592e-06,0.22530565757018672,0.019934889285917804,0.00021119135443062377
flickr,short,12,amp,F34_activation,5.540817131491107e-06,1.0814167580151462e-06,4.3256670320605846e-11,5.682579522418048e-06,0.19517279353417727,0.03518247581943068,0.0003936201418384423
flickr,short,13,amp,all_student,9.462841928195009e-05,1.3379009766238404e-05,5.351603906495362e-10,9.656592646626327e-05,0.14138469043189847,0.075631314026909,0.0004125773104936136
flickr,short,13,amp,proj3_spatial,2.8959432812897947e-05,2.957309284486843e-06,1.1829237137947372e-10,2.9402765197047538e-05,0.10211903332477276,0.10010669623271294,0.0004980712262927595
flickr,short,13,amp,adapter,9.008822890342441e-05,1.3048073578923078e-05,5.219229431569231e-10,9.198073468425359e-05,0.14483660893046038,0.07416432343433829,0.00040282070018759044
flickr,short,13,amp,adapter_output_conv,7.964961022844579e-05,1.1674943804051529e-05,4.669977521620612e-10,8.1594214878651e-05,0.14657879392712936,0.09532332589311518,0.0003914942722986793
flickr,short,13,amp,K34_activation,9.556235566408381e-06,2.181011288809553e-06,8.724045155238211e-11,9.81574394813055e-06,0.22822912575283708,0.006486757168593247,0.0002115936197993962
flickr,short,13,amp,F34_activation,5.561383682135492e-06,1.1045330278820053e-06,4.418132111528021e-11,5.683773615368758e-06,0.19860759318405458,0.012717783019387096,0.0003942838186190534
flickr,short,14,amp,all_student,9.601238940247042e-05,1.372862760626846e-05,5.491451042507384e-10,9.923972268889038e-05,0.14298808405569396,0.1675155500686985,0.0004201058974770302
flickr,short,14,amp,proj3_spatial,3.1254920627881684e-05,3.408533318581548e-06,1.363413327432619e-10,3.23935062208714e-05,0.10905589424344549,0.28581087910339026,0.0004855439177244195
flickr,short,14,amp,adapter,9.078275637650815e-05,1.3298763723283301e-05,5.31950548931332e-10,9.380396214492345e-05,0.1464899751240052,0.1576717891600228,0.0004116084238529183
flickr,short,14,amp,adapter_output_conv,7.91726078144721e-05,1.163546595306493e-05,4.654186381225972e-10,8.206475794084686e-05,0.1469632777580185,0.17955759001064506,0.0003960600460214283
flickr,short,14,amp,K34_activation,9.440470401171296e-06,2.148130097408136e-06,8.592520389632544e-11,9.724118093771689e-06,0.2275448156843555,0.02025645791904521,0.00021122223582527842
flickr,short,14,amp,F34_activation,5.477010562879907e-06,1.0831521304966354e-06,4.332608521986542e-11,5.620445516412359e-06,0.19776338169541435,0.03527745635878085,0.0003955383492198119
flickr,short,15,amp,all_student,0.00010257024957197337,1.6160195238189054e-05,6.464078095275622e-10,0.00010936523363323584,0.15755246092922365,0.35564962628100866,0.0004128065124098568
flickr,short,15,amp,proj3_spatial,3.451838544474724e-05,4.419255395300201e-06,1.7677021581200803e-10,3.6790084859858335e-05,0.12802613269308316,0.4669943475115335,0.0004633535081642814
flickr,short,15,amp,adapter,9.658745862452727e-05,1.5544198013647992e-05,6.217679205459197e-10,0.00010299147529604906,0.16093391662859965,0.3451976605745487,0.0004059039961757954
flickr,short,15,amp,adapter_output_conv,8.345427454455373e-05,1.330528603745265e-05,5.322114414981061e-10,8.920570644806466e-05,0.15943204958721865,0.3674648809017343,0.0003900643774136605
flickr,short,15,amp,K34_activation,9.615696443099776e-06,2.1710275241487165e-06,8.684110096594866e-11,9.873152952316206e-06,0.22577954046237034,0.007284420532645288,0.00021149218213056478
flickr,short,15,amp,F34_activation,5.592942476143271e-06,1.0818509172689212e-06,4.327403669075685e-11,5.710965483477285e-06,0.19343144004851875,0.013530251039484235,0.0003922856658011296
flickr,short,16,amp,all_student,8.932219314646117e-05,1.1483594873333957e-05,4.593437949333583e-10,9.077096974012244e-05,0.12856373616469943,0.06297288539818553,0.00043646441752113573
flickr,short,16,amp,proj3_spatial,3.2840265416745965e-05,2.9889098917030347e-06,1.195563956681214e-10,3.298510548610379e-05,0.0910135729347341,0.0033014647202834974,0.00048043685578822804
flickr,short,16,amp,adapter,8.306606500762746e-05,1.1087802707215786e-05,4.4351210828863144e-10,8.456566539460817e-05,0.1334817377733935,0.06978103573455043,0.00042937988934700644
flickr,short,16,amp,adapter_output_conv,7.012236303674406e-05,9.545798953193156e-06,3.818319581277262e-10,7.141199222769315e-05,0.1361305942897441,0.06831322588738113,0.00041245312290041333
flickr,short,16,amp,K34_activation,9.128094607600728e-06,2.068509468709599e-06,8.274037874838397e-11,9.393498405166777e-06,0.22660911807237458,0.016867489679573355,0.00021111967291966745
flickr,short,16,amp,F34_activation,5.3414323946923476e-06,1.0477837930724123e-06,4.191135172289649e-11,5.472243410796611e-06,0.1961615753320345,0.02829584395117983,0.0003984655826080537
flickr,short,16,fp32,all_student,8.934677734605993e-05,1.1518879960840406e-05,4.6075519843361625e-10,9.08713500165837e-05,0.12892328411829812,0.06902534112406719,4.319611980624118e-05
flickr,short,16,fp32,proj3_spatial,3.283310906242109e-05,3.0043831008200775e-06,1.201753240328031e-10,3.300711422122251e-05,0.09150467886267656,0.012344592274820277,7.159419991555696e-05
flickr,short,16,fp32,adapter,8.309532821658248e-05,1.112017435725526e-05,4.448069742902104e-10,8.466482542723182e-05,0.13382430271255755,0.07556149519784279,3.701960000316954e-05
flickr,short,16,fp32,adapter_output_conv,7.014366770491466e-05,9.566589837003106e-06,3.826635934801242e-10,7.149482221227166e-05,0.13638565176329975,0.07440421851753581,4.602855485609181e-06
flickr,short,16,fp32,K34_activation,9.131765161807109e-06,2.0688974571086224e-06,8.27558982843449e-11,9.397110066052931e-06,0.2265605192916725,0.01683736086911551,2.5899202187500865e-08
flickr,short,16,fp32,F34_activation,5.343340824794184e-06,1.0478672573532518e-06,4.191469029413007e-11,5.474056778702547e-06,0.19610713441503402,0.02821703474461467,5.238547160637439e-07
flickr,short,17,amp,all_student,8.98994329090795e-05,1.899588525824632e-05,7.598354103298528e-10,9.30762766413372e-05,0.21130150261857555,0.06453256953624101,0.0004371876631977426
flickr,short,17,amp,proj3_spatial,3.1371939471052475e-05,5.596703906139415e-06,2.238681562455766e-10,3.163890368845942e-05,0.17839840317502867,-0.04126903519587126,0.0005126412553757606
flickr,short,17,amp,adapter,8.42479047288341e-05,1.815270123511825e-05,7.2610804940473e-10,8.753383943828308e-05,0.21546768781426362,0.07679816457242122,0.00042634496287962623
flickr,short,17,amp,adapter_output_conv,6.94271118381102e-05,1.4663830891534199e-05,5.86553235661368e-10,7.237875014913888e-05,0.21121188111248598,0.0999407664693952,0.0004095819586769089
flickr,short,17,amp,K34_activation,9.112790355408795e-06,2.1938919858058815e-06,8.775567943223526e-11,9.409244167066529e-06,0.24074865109825788,0.016949322458027907,0.0002113751796799162
flickr,short,17,amp,F34_activation,5.294941414481015e-06,1.1121353282562175e-06,4.44854131302487e-11,5.439936229531016e-06,0.21003732453293322,0.02714006179151,0.000398550298179877
flickr,short,18,amp,all_student,8.452555447018027e-05,1.4611253426381967e-05,5.844501370552787e-10,8.771634535812239e-05,0.17286196485746408,0.1361119051778878,0.00045050174643522815
flickr,short,18,amp,proj3_spatial,3.10780190986141e-05,4.052417184442896e-06,1.6209668737771584e-10,3.208261047955745e-05,0.13039496409292092,0.18668692314139743,0.0005083429439645045
flickr,short,18,amp,adapter,7.860487317843335e-05,1.4038042657478666e-05,5.615217062991467e-10,8.16386143182403e-05,0.17858997909216465,0.13103342411786,0.0004408930696014686
flickr,short,18,amp,adapter_output_conv,6.496927036393487e-05,1.1507351462305021e-05,4.6029405849220087e-10,6.773392996212013e-05,0.17711991219610299,0.15684574917476313,0.0004225898129740366
flickr,short,18,amp,K34_activation,9.389676358283919e-06,2.0547708867308144e-06,8.219083546923257e-11,9.650922505744644e-06,0.21883298298327605,0.01949216140631236,0.00021131896777958442
flickr,short,18,amp,F34_activation,5.493982453526191e-06,1.0475240425102976e-06,4.1900961700411905e-11,5.624730386831402e-06,0.1906675260380505,0.030968210127432467,0.00039442019285108654
flickr,short,19,amp,all_student,9.206157131376012e-05,1.764545217973368e-05,7.058180871893472e-10,9.421269084719436e-05,0.19167011737824072,0.02749412405573815,0.0004450501378717079
flickr,short,19,amp,proj3_spatial,3.6148036960325846e-05,5.374639660863558e-06,2.1498558643454232e-10,3.623908757796587e-05,0.14868413647918075,-0.05744460856982482,0.0004791491958473154
flickr,short,19,amp,adapter,8.466789436777944e-05,1.6806999468767187e-05,6.722799787506875e-10,8.69641285139197e-05,0.1985049893382388,0.03922930309578791,0.0004388589405081565
flickr,short,19,amp,adapter_output_conv,6.775348485446227e-05,1.3577661574857924e-05,5.431064629943169e-10,7.004233554497369e-05,0.20039798106360715,0.0712218364057102,0.00041679565375509533
flickr,short,19,amp,K34_activation,9.181638857029624e-06,2.082925534176552e-06,8.331702136706208e-11,9.412532204219494e-06,0.2268577066262879,-0.0011849888277374115,0.00021138706658109874
flickr,short,19,amp,F34_activation,5.196668130932999e-06,1.048679137697518e-06,4.1947165507900715e-11,5.307566993724749e-06,0.20179836604444476,0.005979845824832068,0.00040065976259992726
flickr,short,20,amp,all_student,9.30388136373942e-05,1.8807116173926813e-05,7.522846469570725e-10,9.642592137572737e-05,0.20214269119149483,0.08235389329447589,0.00044957548307035956
flickr,short,20,amp,proj3_spatial,3.6557503485908485e-05,5.956386191096664e-06,2.3825544764386656e-10,3.705740611878288e-05,0.16293197355209504,0.0031537450929356907,0.0004911946139107183
flickr,short,20,amp,adapter,8.55556531266728e-05,1.783897649312013e-05,7.135590597248052e-10,8.902082320954771e-05,0.20850727966167157,0.093967408853725,0.00044196517603237206
flickr,short,20,amp,adapter_output_conv,6.914958655360416e-05,1.399402180323473e-05,5.597608721293892e-10,7.241096756577395e-05,0.20237318110914063,0.13739916756073167,0.00041897731082378355
flickr,short,20,amp,K34_activation,9.389225561440258e-06,2.1770404383181375e-06,8.70816175327255e-11,9.654226507635347e-06,0.23186581513802626,0.00751030584641428,0.00021153631196631632
flickr,short,20,amp,F34_activation,5.4430865160476535e-06,1.109619277691668e-06,4.4384771107666715e-11,5.570959299606194e-06,0.20385846787851303,0.014667903212284464,0.000396493375376393
flickr,short,21,amp,all_student,0.00010076614716847599,1.5290528708943692e-05,6.116211483577477e-10,0.0001047033855114501,0.15174271457832647,0.1866124933171268,0.00044997403397880096
flickr,short,21,amp,proj3_spatial,3.982810875908551e-05,5.15550548672353e-06,2.0622021946894122e-10,4.104860471181127e-05,0.12944389395711556,0.17562631050280553,0.0004839318539062062
flickr,short,21,amp,adapter,9.256099701198891e-05,1.4395173891808144e-05,5.758069556723258e-10,9.632139424225964e-05,0.15552094679731698,0.18872595647534865,0.00044352790944529824
flickr,short,21,amp,adapter_output_conv,7.313505378988107e-05,1.0815627377613831e-05,4.3262509510455325e-10,7.640023368564474e-05,0.14788568295426993,0.2346150846716709,0.0004215459738753687
flickr,short,21,amp,K34_activation,9.308252000646556e-06,2.027442468406964e-06,8.109769873627855e-11,9.578167460018495e-06,0.21781129993753248,0.02615509471792389,0.00021113670637545255
flickr,short,21,amp,F34_activation,5.48811467393384e-06,1.0209757721792657e-06,4.0839030887170627e-11,5.628182712621092e-06,0.18603397210857436,0.045920260962621556,0.0003936106874214754
flickr,short,22,amp,all_student,9.908224321502593e-05,1.7364595593659236e-05,6.945838237463694e-10,0.00010566340830256174,0.17525436476014175,0.3040475591628245,0.00043315657862856224
flickr,short,22,amp,proj3_spatial,3.9359983028803934e-05,6.25730716528306e-06,2.5029228661132236e-10,4.207459575630656e-05,0.15897636847820576,0.3694623509918125,0.00046353206130449805
flickr,short,22,amp,adapter,9.092899788567902e-05,1.619800256731141e-05,6.479201026924565e-10,9.692514764526935e-05,0.1781390199381328,0.2933914258064645,0.000427190926659549
flickr,short,22,amp,adapter_output_conv,6.945343322160383e-05,1.2278671618070767e-05,4.911468647228307e-10,7.46147239768236e-05,0.17678998788862502,0.3476267068637434,0.00041014765431753074
flickr,short,22,amp,K34_activation,9.550699046534352e-06,2.032843944721346e-06,8.131375778885384e-11,9.755013495985744e-06,0.2128476601363542,-0.004841374409730985,0.00021157457370414034
flickr,short,22,amp,F34_activation,5.527091404137741e-06,1.0229003740742167e-06,4.091601496296867e-11,5.6177860885644096e-06,0.1850702836773142,-0.0031432156619002707,0.0003942409375565743
flickr,short,23,amp,all_student,0.00011579350262125905,1.9142096130174134e-05,7.656838452069654e-10,0.00011907412596707437,0.16531235083875725,0.09120204718310734,0.000425393480226373
flickr,short,23,amp,proj3_spatial,4.756447483818784e-05,6.294223260402023e-06,2.5176893041608094e-10,4.8339639578367846e-05,0.1323303427992148,0.058039505732059855,0.00043696718296572424
flickr,short,23,amp,adapter,0.00010557346249255502,1.807768231286969e-05,7.231072925147876e-10,0.00010882061716538917,0.1712332046904734,0.0968162849199274,0.00042307228652310925
flickr,short,23,amp,adapter_output_conv,7.890268664781648e-05,1.3784572227145644e-05,5.513828890858258e-10,8.24667754962685e-05,0.17470345830774206,0.17709898409917152,0.00040405037147756375
