dataset,batch,weighted_loss,parameter_group,gradient_l2
flickr,5,rec_aud,visual_l4_slot_branch,0.0
flickr,5,rec_aud,visual_fusion,0.0
flickr,5,rec_aud,audio_backbone,0.08301395789298983
flickr,5,rec_aud,audio_slot_branch,0.026428451339291063
flickr,5,rec_aud,shared_slots,0.0001766207809801388
flickr,5,rec_aud,image_decoder,0.0
flickr,5,rec_aud,audio_decoder,0.019941383931625475
flickr,5,div_img,visual_backbone,0.0009343158547834169
flickr,5,div_img,visual_l3_slot_branch,0.0036878575677979737
flickr,5,div_img,visual_l4_slot_branch,0.0032244963442803545
flickr,5,div_img,visual_fusion,0.0038628942058868618
flickr,5,div_img,audio_backbone,0.0
flickr,5,div_img,audio_slot_branch,0.0
flickr,5,div_img,shared_slots,4.236020374502657e-05
flickr,5,div_img,image_decoder,0.0
flickr,5,div_img,audio_decoder,0.0
flickr,5,div_aud,visual_backbone,0.0
flickr,5,div_aud,visual_l3_slot_branch,0.0
flickr,5,div_aud,visual_l4_slot_branch,0.0
flickr,5,div_aud,visual_fusion,0.0
flickr,5,div_aud,audio_backbone,0.1022720449186278
flickr,5,div_aud,audio_slot_branch,0.020815831518959767
flickr,5,div_aud,shared_slots,0.00018421623020452128
flickr,5,div_aud,image_decoder,0.0
flickr,5,div_aud,audio_decoder,0.0
flickr,5,att_space,visual_backbone,0.1301380521113878
flickr,5,att_space,visual_l3_slot_branch,0.0
flickr,5,att_space,visual_l4_slot_branch,0.006626109248099188
flickr,5,att_space,visual_fusion,0.0
flickr,5,att_space,audio_backbone,0.09786655299832778
flickr,5,att_space,audio_slot_branch,0.01309634589550626
flickr,5,att_space,shared_slots,0.00014470212274170962
flickr,5,att_space,image_decoder,0.0
flickr,5,att_space,audio_decoder,0.0
flickr,5,att_time,visual_backbone,0.008101092766841298
flickr,5,att_time,visual_l3_slot_branch,0.0
flickr,5,att_time,visual_l4_slot_branch,0.027026421436120232
flickr,5,att_time,visual_fusion,0.0
flickr,5,att_time,audio_backbone,0.905683295899985
flickr,5,att_time,audio_slot_branch,0.021497719647582708
flickr,5,att_time,shared_slots,0.00018611968951803994
flickr,5,att_time,image_decoder,0.0
flickr,5,att_time,audio_decoder,0.0
flickr,6,info,visual_backbone,9.537158249444516
flickr,6,info,visual_l3_slot_branch,1.865193048804675
flickr,6,info,visual_l4_slot_branch,3.9215240747478797
flickr,6,info,visual_fusion,2.0929108973727435
flickr,6,info,audio_backbone,59.67905769876933
flickr,6,info,audio_slot_branch,8.15698916380004
flickr,6,info,shared_slots,0.06284502675782311
flickr,6,info,image_decoder,0.0
flickr,6,info,audio_decoder,0.0
flickr,6,rec_img,visual_backbone,0.009114270354535738
flickr,6,rec_img,visual_l3_slot_branch,0.015200409261955353
flickr,6,rec_img,visual_l4_slot_branch,0.020014258630951864
flickr,6,rec_img,visual_fusion,0.015950904539954368
flickr,6,rec_img,audio_backbone,0.0
flickr,6,rec_img,audio_slot_branch,0.0
flickr,6,rec_img,shared_slots,0.00017804151837625147
flickr,6,rec_img,image_decoder,0.049483802846980826
flickr,6,rec_img,audio_decoder,0.0
flickr,6,rec_aud,visual_backbone,0.0
flickr,6,rec_aud,visual_l3_slot_branch,0.0
flickr,6,rec_aud,visual_l4_slot_branch,0.0
flickr,6,rec_aud,visual_fusion,0.0
flickr,6,rec_aud,audio_backbone,0.09023598647970239
flickr,6,rec_aud,audio_slot_branch,0.02616425928377448
flickr,6,rec_aud,shared_slots,0.0001523654232070577
flickr,6,rec_aud,image_decoder,0.0
flickr,6,rec_aud,audio_decoder,0.023728108321953847
flickr,6,div_img,visual_backbone,0.0015488870777440084
flickr,6,div_img,visual_l3_slot_branch,0.0037714409156663713
flickr,6,div_img,visual_l4_slot_branch,0.002723411820473509
flickr,6,div_img,visual_fusion,0.0036014808877813985
flickr,6,div_img,audio_backbone,0.0
flickr,6,div_img,audio_slot_branch,0.0
flickr,6,div_img,shared_slots,4.18528179924032e-05
flickr,6,div_img,image_decoder,0.0
flickr,6,div_img,audio_decoder,0.0
flickr,6,div_aud,visual_backbone,0.0
flickr,6,div_aud,visual_l3_slot_branch,0.0
flickr,6,div_aud,visual_l4_slot_branch,0.0
flickr,6,div_aud,visual_fusion,0.0
flickr,6,div_aud,audio_backbone,0.12039258256283365
flickr,6,div_aud,audio_slot_branch,0.026170168267954014
flickr,6,div_aud,shared_slots,0.0002185111011794923
flickr,6,div_aud,image_decoder,0.0
flickr,6,div_aud,audio_decoder,0.0
flickr,6,att_space,visual_backbone,0.06093855702727553
flickr,6,att_space,visual_l3_slot_branch,0.0
flickr,6,att_space,visual_l4_slot_branch,0.006277133577200722
flickr,6,att_space,visual_fusion,0.0
flickr,6,att_space,audio_backbone,0.07137799493105265
flickr,6,att_space,audio_slot_branch,0.011458078544400918
flickr,6,att_space,shared_slots,8.590806816830259e-05
flickr,6,att_space,image_decoder,0.0
flickr,6,att_space,audio_decoder,0.0
flickr,6,att_time,visual_backbone,0.008028715389053696
flickr,6,att_time,visual_l3_slot_branch,0.0
flickr,6,att_time,visual_l4_slot_branch,0.0265480347143006
flickr,6,att_time,visual_fusion,0.0
flickr,6,att_time,audio_backbone,1.0260451951981977
flickr,6,att_time,audio_slot_branch,0.021229645466780606
flickr,6,att_time,shared_slots,0.000188712681490996
flickr,6,att_time,image_decoder,0.0
flickr,6,att_time,audio_decoder,0.0
flickr,7,info,visual_backbone,6.499451757929223
flickr,7,info,visual_l3_slot_branch,1.8987043044475695
flickr,7,info,visual_l4_slot_branch,3.4689226155807495
flickr,7,info,visual_fusion,1.776236940907372
flickr,7,info,audio_backbone,50.22794297286786
flickr,7,info,audio_slot_branch,10.946024298960063
flickr,7,info,shared_slots,0.08212959901411618
flickr,7,info,image_decoder,0.0
flickr,7,info,audio_decoder,0.0
flickr,7,rec_img,visual_backbone,0.011225407346003151
flickr,7,rec_img,visual_l3_slot_branch,0.013419772002875459
flickr,7,rec_img,visual_l4_slot_branch,0.01786125458262718
flickr,7,rec_img,visual_fusion,0.014319772617543962
flickr,7,rec_img,audio_backbone,0.0
flickr,7,rec_img,audio_slot_branch,0.0
flickr,7,rec_img,shared_slots,0.00015470849142567214
flickr,7,rec_img,image_decoder,0.04356147221913625
flickr,7,rec_img,audio_decoder,0.0
flickr,7,rec_aud,visual_backbone,0.0
flickr,7,rec_aud,visual_l3_slot_branch,0.0
flickr,7,rec_aud,visual_l4_slot_branch,0.0
flickr,7,rec_aud,visual_fusion,0.0
flickr,7,rec_aud,audio_backbone,0.09541115566308452
flickr,7,rec_aud,audio_slot_branch,0.02780527710369223
flickr,7,rec_aud,shared_slots,0.0001814811290049104
flickr,7,rec_aud,image_decoder,0.0
flickr,7,rec_aud,audio_decoder,0.019628373169314043
flickr,7,div_img,visual_backbone,0.0006924206629343365
flickr,7,div_img,visual_l3_slot_branch,0.0027859144147261298
flickr,7,div_img,visual_l4_slot_branch,0.002208951123993374
flickr,7,div_img,visual_fusion,0.0026250902932726636
flickr,7,div_img,audio_backbone,0.0
flickr,7,div_img,audio_slot_branch,0.0
flickr,7,div_img,shared_slots,3.0939346690193816e-05
flickr,7,div_img,image_decoder,0.0
flickr,7,div_img,audio_decoder,0.0
flickr,7,div_aud,visual_backbone,0.0
flickr,7,div_aud,visual_l3_slot_branch,0.0
flickr,7,div_aud,visual_l4_slot_branch,0.0
flickr,7,div_aud,visual_fusion,0.0
flickr,7,div_aud,audio_backbone,0.057374129606359923
flickr,7,div_aud,audio_slot_branch,0.013998100930096348
flickr,7,div_aud,shared_slots,0.00011618313034876567
flickr,7,div_aud,image_decoder,0.0
flickr,7,div_aud,audio_decoder,0.0
flickr,7,att_space,visual_backbone,0.10835228456575771
flickr,7,att_space,visual_l3_slot_branch,0.0
flickr,7,att_space,visual_l4_slot_branch,0.005776885942121552
flickr,7,att_space,visual_fusion,0.0
flickr,7,att_space,audio_backbone,0.06838901148697565
flickr,7,att_space,audio_slot_branch,0.011113269267919305
flickr,7,att_space,shared_slots,7.28277766668964e-05
flickr,7,att_space,image_decoder,0.0
flickr,7,att_space,audio_decoder,0.0
flickr,7,att_time,visual_backbone,0.0038757860005214535
flickr,7,att_time,visual_l3_slot_branch,0.0
flickr,7,att_time,visual_l4_slot_branch,0.014119667411263914
flickr,7,att_time,visual_fusion,0.0
flickr,7,att_time,audio_backbone,0.392725858962657
flickr,7,att_time,audio_slot_branch,0.011950040170611211
flickr,7,att_time,shared_slots,9.395223824269472e-05
flickr,7,att_time,image_decoder,0.0
flickr,7,att_time,audio_decoder,0.0
flickr,8,info,visual_backbone,6.144789250146893
flickr,8,info,visual_l3_slot_branch,1.3970043304959012
flickr,8,info,visual_l4_slot_branch,3.0211018837039143
flickr,8,info,visual_fusion,1.5256985196109467
flickr,8,info,audio_backbone,48.511385463026166
flickr,8,info,audio_slot_branch,8.07100019174792
flickr,8,info,shared_slots,0.06854495679809593
flickr,8,info,image_decoder,0.0
flickr,8,info,audio_decoder,0.0
flickr,8,rec_img,visual_backbone,0.012975969064050982
flickr,8,rec_img,visual_l3_slot_branch,0.015056793266045193
flickr,8,rec_img,visual_l4_slot_branch,0.020332447244552708
flickr,8,rec_img,visual_fusion,0.01577628631994539
flickr,8,rec_img,audio_backbone,0.0
flickr,8,rec_img,audio_slot_branch,0.0
flickr,8,rec_img,shared_slots,0.000178834963595105
flickr,8,rec_img,image_decoder,0.043931648864804114
flickr,8,rec_img,audio_decoder,0.0
flickr,8,rec_aud,visual_backbone,0.0
flickr,8,rec_aud,visual_l3_slot_branch,0.0
flickr,8,rec_aud,visual_l4_slot_branch,0.0
flickr,8,rec_aud,visual_fusion,0.0
flickr,8,rec_aud,audio_backbone,0.060796875243419896
flickr,8,rec_aud,audio_slot_branch,0.02463457736598773
flickr,8,rec_aud,shared_slots,0.00015298707348128878
flickr,8,rec_aud,image_decoder,0.0
flickr,8,rec_aud,audio_decoder,0.024470909024161366
flickr,8,div_img,visual_backbone,0.002249631756591237
flickr,8,div_img,visual_l3_slot_branch,0.0074129997466211095
flickr,8,div_img,visual_l4_slot_branch,0.006188879524642556
flickr,8,div_img,visual_fusion,0.00735335533692388
flickr,8,div_img,audio_backbone,0.0
flickr,8,div_img,audio_slot_branch,0.0
flickr,8,div_img,shared_slots,9.103572933952855e-05
flickr,8,div_img,image_decoder,0.0
flickr,8,div_img,audio_decoder,0.0
flickr,8,div_aud,visual_backbone,0.0
flickr,8,div_aud,visual_l3_slot_branch,0.0
flickr,8,div_aud,visual_l4_slot_branch,0.0
flickr,8,div_aud,visual_fusion,0.0
flickr,8,div_aud,audio_backbone,0.06617422587127327
flickr,8,div_aud,audio_slot_branch,0.015655375352911182
flickr,8,div_aud,shared_slots,0.00013468949547104127
flickr,8,div_aud,image_decoder,0.0
