dataset,group,seed,kind,sample_index,sample_id,specific_audio_switch_spearman
vggss,C2,12345,best,0,-0BIyqJj9ZU_000030,0.15559948979591837
vggss,C2,12345,best,1,-0UuUoXQUoI_000107,-0.05332908163265307
vggss,C2,12345,best,2,-2-wdcN5vOw_000017,-0.09147959183673468
vggss,C2,12345,best,3,-23CeprtibU_000030,0.039693877551020405
vggss,C2,12345,best,4,-2Dm0VjW8oM_000001,0.25354591836734697
vggss,C2,12345,best,5,-2sOH8XovEE_000484,0.039094387755102045
vggss,C2,12345,best,6,-3Kv4fdm7Uk_000030,-0.10408163265306121
vggss,C2,12345,best,7,-4bPiXbovf0_000008,-0.05061224489795918
vggss,C2,12345,best,8,-5CGQGSFGyg_000060,-0.050114795918367316
vggss,C2,12345,best,9,-5z9IXBJefc_000227,0.013048469387755106
vggss,C2,12345,best,10,-79qo5MUYBk_000207,-0.09345663265306126
vggss,C2,12345,best,11,-7TanrCbmME_000030,-0.4122576530612245
vggss,C2,12345,best,12,-7sg--aJdrc_000049,-0.10406887755102041
vggss,C2,12345,best,13,-7tYmeOmsRg_000058,0.06331632653061224
vggss,C2,12345,best,14,-7tYmeOmsRg_000180,-0.028966836734693878
vggss,C2,12345,best,15,-86gl1hp1Aw_000105,0.32292091836734693
vggss,C2,12345,best,16,-8cgbhIR_pw_000030,-0.22923469387755102
vggss,C2,12345,best,17,-A3zsFeU_OI_000030,-0.08322704081632651
vggss,C2,12345,best,18,-ANxUxvGASw_000010,-0.03834183673469387
vggss,C2,12345,best,19,-ByoSbgzr4M_000000,0.10737244897959183
vggss,C2,12345,best,20,-CZ1LIc8aos_000020,-0.2188137755102041
vggss,C2,12345,best,21,-Cr0WQoFQQs_000045,-0.011339285714285705
vggss,C2,12345,best,22,-Cv3gOXEoxA_000040,0.28516581632653065
vggss,C2,12345,best,23,-D64b_8YJK4_000046,0.035586734693877554
vggss,C2,12345,best,24,-E5o64ACjm0_000017,-0.16899234693877552
vggss,C2,12345,best,25,-FoTxwPOz3U_000000,-0.16238520408163265
vggss,C2,12345,best,26,-GOaBCyC5Js_000087,-0.18807397959183672
vggss,C2,12345,best,27,-GW1J75oAKU_000304,-0.18127551020408164
vggss,C2,12345,best,28,-HMEhGV38GM_000216,0.1124362244897959
vggss,C2,12345,best,29,-IKnJa9U66I_000150,-0.009285714285714286
vggss,C2,12345,best,30,-Igq1W20Gi8_000000,0.01057397959183673
vggss,C2,12345,best,31,-JGpAlLrSD0_000458,0.2067219387755102
vggss,C2,12345,best,32,-JUBdOr8Hes_000030,0.4434948979591837
vggss,C2,12345,best,33,-JUhUI_KvUI_000026,0.20213010204081633
vggss,C2,12345,best,34,-K-ccLMFE5M_000259,-0.15926020408163266
vggss,C2,12345,best,35,-K1BRF6qng8_000030,0.05380102040816328
vggss,C2,12345,best,36,-KBH8YmHR-0_000050,0.1129719387755102
vggss,C2,12345,best,37,-Lmibx_Iu_E_000173,-0.08521683673469388
vggss,C2,12345,best,38,-Lv13WPa4xk_000170,-0.07471938775510206
vggss,C2,12345,best,39,-N00SskHxS4_000529,-0.01710459183673471
vggss,C2,12345,best,40,-NCa3eFLULw_000221,0.10698979591836734
vggss,C2,12345,best,41,-NwBdmVSg1w_000000,0.010714285714285718
vggss,C2,12345,best,42,-OAyRsvFGgc_000030,-0.6006377551020408
vggss,C2,12345,best,43,-OVb-UG8yJw_000030,0.09894132653061224
vggss,C2,12345,best,44,-PvlrLjIAYo_000009,-0.028137755102040807
vggss,C2,12345,best,45,-Q3MX7Tgx_E_000111,-0.18317602040816328
vggss,C2,12345,best,46,-RBs9pPhHY8_000030,-0.08849489795918367
vggss,C2,12345,best,47,-S-TDT5oq0Q_000290,0.07465561224489796
vggss,C2,12345,best,48,-SWaCArvQug_000021,0.048494897959183665
vggss,C2,12345,best,49,-Vo4CAMX26U_000030,0.012321428571428567
vggss,C2,12345,best,50,-W3WpZvJX2o_000027,0.039744897959183664
vggss,C2,12345,best,51,-Wd5YV97ftU_000320,0.037308673469387744
vggss,C2,12345,best,52,-XwtCzUaN1I_000160,-0.5030994897959185
vggss,C2,12345,best,53,-Y-UegG9tLw_000282,0.2575255102040816
vggss,C2,12345,best,54,-YwPSwhe2jo_000030,0.23313775510204082
vggss,C2,12345,best,55,-Z1ZSWDouUU_000030,-0.042448979591836744
vggss,C2,12345,best,56,-ZJqu_4zLMc_000030,-0.027512755102040813
vggss,C2,12345,best,57,-ZSgg6jFUd8_000688,0.11511479591836736
vggss,C2,12345,best,58,-_QPd-VskKY_000030,0.1088265306122449
vggss,C2,12345,best,59,-_umX4zgLVY_000028,0.1294515306122449
vggss,C2,12345,best,60,-aK9JKAGme0_000041,-0.01905612244897959
vggss,C2,12345,best,61,-aK9JKAGme0_000051,-0.0033545918367346994
vggss,C2,12345,best,62,-aUJLRXkj-Y_000118,0.09809948979591836
vggss,C2,12345,best,63,-cA9HsnV1ao_000030,-0.09788265306122448
vggss,C2,12345,best,64,-d1KR2BSfHM_000065,0.13820153061224488
vggss,C2,12345,best,65,-e4wXAy1iVo_000000,-0.2777933673469388
vggss,C2,12345,best,66,-fAVezaAX18_000126,-0.24223214285714284
vggss,C2,12345,best,67,-fJsZm3YRc0_000030,0.017461734693877552
vggss,C2,12345,best,68,-fPdOa99Iwg_000030,-0.013290816326530619
vggss,C2,12345,best,69,-fTfRh0_RQ4_000030,0.15609693877551023
vggss,C2,12345,best,70,-g-GjgEq8l4_000017,-0.05182397959183674
vggss,C2,12345,best,71,-gCqnkIUmp0_000140,0.19987244897959183
vggss,C2,12345,best,72,-gSfPQqi6nI_000030,0.30211734693877546
vggss,C2,12345,best,73,-hYRFCQdbLg_000030,-0.2049872448979592
vggss,C2,12345,best,74,-hedbpc8T0E_000030,-0.006696428571428575
vggss,C2,12345,best,75,-hss7xpzIVc_000030,-0.39261479591836734
vggss,C2,12345,best,76,-iF4a6f5PJ8_000000,-0.2633035714285714
vggss,C2,12345,best,77,-iF4a6f5PJ8_000060,0.07239795918367346
vggss,C2,12345,best,78,-jZENGDFArw_000080,0.10019132653061225
vggss,C2,12345,best,79,-kPDH9n0PG4_000310,0.10841836734693877
vggss,C2,12345,best,80,-kZVoaYYU6o_000000,0.08692602040816327
vggss,C2,12345,best,81,-lPXTBXa0tE_000030,0.22440051020408164
vggss,C2,12345,best,82,-mKtgDnG0oM_000030,0.016339285714285712
vggss,C2,12345,best,83,-nQ9a0P1TlY_000023,0.017499999999999995
vggss,C2,12345,best,84,-oGJwGEsIiA_000090,-0.017499999999999988
vggss,C2,12345,best,85,-oOARU0JwWE_000153,-0.11193877551020409
vggss,C2,12345,best,86,-oSzD8P2BtU_000030,0.16665816326530614
vggss,C2,12345,best,87,-ocADGlyaHc_000030,0.14085459183673468
vggss,C2,12345,best,88,-r2-9oyIzkQ_000030,-0.11182397959183674
vggss,C2,12345,best,89,-r3nM90RCNs_000161,-0.052053571428571435
vggss,C2,12345,best,90,-rTTPoBJNI4_000123,0.15145408163265306
vggss,C2,12345,best,91,-rb6uia1wSo_000190,0.1606505102040816
vggss,C2,12345,best,92,-rqhMzJRYoc_000030,-0.1305484693877551
vggss,C2,12345,best,93,-t-htrAtNvM_000030,0.1500892857142857
vggss,C2,12345,best,94,-u-40BIU1HE_000003,-0.09352040816326529
vggss,C2,12345,best,95,-uD3ZbhFTnk_000077,-0.15036989795918368
vggss,C2,12345,best,96,-vAtBe4LMCQ_000063,0.06947704081632652
vggss,C2,12345,best,97,-wi8kPVJLcw_000205,-0.06419642857142857
vggss,C2,12345,best,98,-wnDAPcoPsk_000030,-0.02014030612244897
vggss,C2,12345,best,99,-xQbyezhw_k_000040,0.16035714285714286
vggss,C2,12345,best,100,-yicwYUKKuo_000304,-0.0733673469387755
vggss,C2,12345,best,101,-z3AAq0FK-0_000001,0.029706632653061234
vggss,C2,12345,best,102,-z4OZ7ls5Bo_000540,-0.12821428571428573
vggss,C2,12345,best,103,-zCtwbk005g_000030,-0.19516581632653063
vggss,C2,12345,best,104,-zSyfcXmHdk_001083,-0.024349489795918368
vggss,C2,12345,best,105,-zgGL2o1jqw_000080,0.0828826530612245
vggss,C2,12345,best,106,-ziWHyk_fYQ_000106,0.11309948979591837
vggss,C2,12345,best,107,0-jDld11jhw_000093,-0.33432397959183674
vggss,C2,12345,best,108,007P6bFgRCU_000010,0.11892857142857144
vggss,C2,12345,best,109,00QQLLcny14_000083,-0.11485969387755102
vggss,C2,12345,best,110,00wORCOKNHw_000014,0.1558035714285714
vggss,C2,12345,best,111,00z0M1DJyAw_000090,0.18984693877551018
vggss,C2,12345,best,112,01SaXyGY5SM_000030,-0.017908163265306115
vggss,C2,12345,best,113,02UvvE1oA1I_000030,0.05290816326530612
vggss,C2,12345,best,114,030h_KwNm-g_000003,0.03891581632653061
vggss,C2,12345,best,115,04QV0Xi5YTk_000030,-0.27826530612244893
vggss,C2,12345,best,116,052VMqTM4Xs_000000,-0.11673469387755102
vggss,C2,12345,best,117,064Ilsz8Fzg_000051,-0.0091198979591837
vggss,C2,12345,best,118,06si40RVDco_000030,-0.0698086734693878
vggss,C2,12345,best,119,076qdKSC8nU_000030,0.061747448979591835
vggss,C2,12345,best,120,077aWlQn6XI_000030,0.07044642857142858
vggss,C2,12345,best,121,09NfjFeq2cs_000078,-0.21392857142857144
vggss,C2,12345,best,122,09pZj6CEvRw_000250,0.036352040816326536
vggss,C2,12345,best,123,0CEsVHHkwww_000030,-0.1677423469387755
vggss,C2,12345,best,124,0CzC0-cXe8M_000030,-0.1044515306122449
vggss,C2,12345,best,125,0Dt2-TtqvJU_000030,0.03345663265306123
vggss,C2,12345,best,126,0E6KS8B6DMc_000540,0.16104591836734694
vggss,C2,12345,best,127,0EOQco76eXQ_000030,0.24376275510204082
vggss,C2,12345,best,128,0F04c_rY4aw_000000,-0.024719387755102032
vggss,C2,12345,best,129,0FEd3Pd-ksw_000397,-0.06473214285714286
vggss,C2,12345,best,130,0FHSJnza9P8_000046,-0.041135204081632654
vggss,C2,12345,best,131,0G50t4FlbIA_000060,0.2543877551020408
vggss,C2,12345,best,132,0H814XXq-WQ_000030,-0.24345663265306122
vggss,C2,12345,best,133,0HBJuYt2Eys_000032,-0.15418367346938777
vggss,C2,12345,best,134,0HXYdGGKV2k_000030,-0.22792091836734696
vggss,C2,12345,best,135,0IqPUUWnnd8_000085,-0.23785714285714288
vggss,C2,12345,best,136,0Iy18mslB4A_000170,-0.32998724489795916
vggss,C2,12345,best,137,0IzhjqyDzt8_000000,-0.15071428571428572
vggss,C2,12345,best,138,0JkiTl-4B5E_000017,0.3561734693877551
vggss,C2,12345,best,139,0K92tp-4GEk_000108,-0.045
vggss,C2,12345,best,140,0LwSy-xZSPw_000112,0.032767857142857154
vggss,C2,12345,best,141,0MU2SG5ME1E_000016,0.09182397959183676
vggss,C2,12345,best,142,0N0C0Wbe6AI_000030,-0.19566326530612246
vggss,C2,12345,best,143,0NIE-eDk92M_000029,0.004642857142857143
vggss,C2,12345,best,144,0NLXz4JgvcQ_000096,0.2937372448979592
vggss,C2,12345,best,145,0NQXsEwBqAk_000136,-0.3748852040816326
vggss,C2,12345,best,146,0O-gZoirpRA_000030,-0.19942602040816323
vggss,C2,12345,best,147,0OH28bnOdEE_000058,-0.02437500000000001
vggss,C2,12345,best,148,0OLYyjqNdn4_000352,-0.14346938775510207
vggss,C2,12345,best,149,0Olm321vgk8_000030,0.06341836734693876
vggss,C2,12345,best,150,0PHUQku2P5I_000050,-0.20872448979591837
vggss,C2,12345,best,151,0QSPtpp1HN8_000030,0.017219387755102053
vggss,C2,12345,best,152,0QabiRBcEKc_000050,-0.10559948979591835
vggss,C2,12345,best,153,0RZRFj7zDnQ_000030,-0.0538392857142857
vggss,C2,12345,best,154,0Rqa18lmDtw_000153,-0.24063775510204083
vggss,C2,12345,best,155,0T966F09Q_8_000000,-0.3331505102040817
vggss,C2,12345,best,156,0TSOlaZXXM8_000080,0.39539540816326535
vggss,C2,12345,best,157,0U9_6RyH3_M_000030,0.09235969387755102
vggss,C2,12345,best,158,0UF1FHDPM1A_000030,-0.06730867346938776
vggss,C2,12345,best,159,0UeEkqkZmvo_000160,-0.009757653061224503
vggss,C2,12345,best,160,0W1En_XsDnM_000000,0.0758545918367347
vggss,C2,12345,best,161,0W_wPc-zV3I_000101,-0.0697704081632653
vggss,C2,12345,best,162,0Wkk9iNzA9c_000030,0.2643877551020408
