sample_id,mean_iou,hard_iou,gt_response,nearfp_response,gt_nearfp_gap,gt_vs_nearfp_auroc,precision,coverage,pred_area_ratio,hard_minus_mean_iou,subset,gt_area_ratio,size_bin,auto_taxonomy,over_diagnosis,group
lAF6nVFk6Is_000077,0.5929684398570861,0.6168242808337872,0.656237006187439,0.688720703125,-0.032483696937561,0.4632110595703125,0.9791060674341432,0.6005679248127859,0.4864676339285714,0.023855840976701015,middle,0.7930883290816326,very_large,GOOD,,transition
lAXpiE0dm_k_000340,0.2885329983775579,0.2797315830721003,0.836086630821228,0.8193767070770264,0.0167099237442016,0.5560302734375,0.2978390059427336,0.902291325695581,0.3689014668367347,-0.008801415305457638,middle,0.1217713647959183,large,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lBftiRlNTYI_000363,0.5498080871195216,0.5625394421305061,0.7428266406059265,0.7648956775665283,-0.0220690369606018,0.475830078125,0.6585587512028226,0.76902428366315,0.3728077168367347,0.012731355010984546,middle,0.3192562181122449,very_large,GOOD,,B_close
lBm9NJCDgBU_000105,0.3285895806861499,0.3753346525433593,0.8882419466972351,0.7373861074447632,0.1508558392524719,0.9071197509765624,0.3288402848423194,0.9976851851851852,0.3918207908163265,0.046745071857209386,middle,0.1291454081632653,large,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lEjV0us_eF0_000021,0.442730114905193,0.4322566468907932,0.87639319896698,0.8220009803771973,0.0543922185897827,0.71075439453125,0.4564443886307505,0.936447956028856,0.4761041135204081,-0.0104734680143998,middle,0.232063137755102,large,OVER,PRECISION_COVERAGE_TRADEOFF,transition
lF1C6JSDZJU_000209,0.3375444137386498,0.4971797406524393,0.8879739046096802,0.7695773243904114,0.1183965802192688,0.8453521728515625,0.3375444137386498,1.0,0.5048230229591837,0.1596353269137895,hard_help,0.1704001913265306,large,OVER,CALIBRATION_RECOVERABLE,A_ogl_help
lGZKkiZEDBY_000003,0.2804783066843817,0.2578925447730112,0.8381187319755554,0.7986618876457214,0.0394568443298339,0.5797882080078125,0.2813807050604403,0.9886950904392764,0.4336136798469387,-0.02258576191137046,middle,0.1234056122448979,large,OVER,PRECISION_COVERAGE_TRADEOFF,A_ogl_help
lI3P985JB7k_000149,0.4860263945880004,0.4800845964046528,0.7535433769226074,0.7243059873580933,0.0292373895645141,0.5831451416015625,0.5664340183533669,0.7739514348785872,0.3083944515306122,-0.005941798183347613,middle,0.2257055165816326,large,OVER,CALIBRATION_RECOVERABLE,B_close
lIvNNndi03c_000081,0.6024006331340134,0.5219392314566578,0.6556081771850586,0.6682736277580261,-0.0126654505729675,0.5293426513671875,0.9381033892502568,0.6273351648351648,0.5821508290816326,-0.0804614016773556,middle,0.8705357142857143,very_large,GOOD,,transition
lJSwhBfEdyA_000079,0.548728813559322,0.4665896803317411,0.8008977174758911,0.6472464203834534,0.1536512970924377,0.780548095703125,0.6048666566219677,0.8553318419090231,0.2645487882653061,-0.08213913322758093,middle,0.1870814732142857,large,OVER,CALIBRATION_RECOVERABLE,B_close
lKkW2wWkSJE_000111,0.5160337402569669,0.5339494386313297,0.8408203125,0.7477151155471802,0.0931051969528198,0.779876708984375,0.5196774193548387,0.9865949918345128,0.5560427295918368,0.0179156983743628,middle,0.2928890306122449,large,GOOD,,A_ogl_help
lLdaRlWf2GU_000040,0.5802064856506117,0.6427594961429548,0.8040012121200562,0.6270571947097778,0.1769440174102783,0.8056640625,0.6169060399439045,0.9070031994312122,0.4121293048469387,0.06255301049234308,middle,0.2803132971938775,large,OVER,CALIBRATION_RECOVERABLE,transition
lMms5mWwXjw_000162,0.0869536940686784,0.0797028827447975,0.8046945929527283,0.742376983165741,0.0623176097869873,0.60650634765625,0.0870386042575353,0.988905325443787,0.3061423788265306,-0.00725081132388089,middle,0.0269451530612244,small,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lNEMzNU9Unc_000080,0.0455062571103526,0.0501286194842028,0.8553193807601929,0.8612253665924072,-0.0059059858322143,0.4680633544921875,0.0455062571103526,1.0,0.6656967474489796,0.004622362373850199,middle,0.0302933673469387,medium,OVER,PERSISTENT_OVER,B_close
lNTgZsEJqEo_000103,0.7157830434363245,0.7088942767817266,0.7643018960952759,0.7207493782043457,0.0435525178909301,0.622772216796875,0.8937733349391787,0.7823382647503251,0.4964325573979591,-0.006888766654597922,middle,0.5671436543367347,very_large,GOOD,,transition
lO7WoIty5h8_000195,0.554318957885418,0.4791804989092288,0.7746710181236267,0.7244577407836914,0.0502132773399353,0.6566619873046875,0.616195698017714,0.8466293220011589,0.4252830038265306,-0.07513845897618915,middle,0.3095304528061224,very_large,GOOD,,transition
lQNWx4KRlz0_000450,0.7007580543272268,0.7625007362035455,0.7625933289527893,0.7505294680595398,0.0120638608932495,0.581085205078125,0.8413667564185218,0.8074389489391127,0.5255301339285714,0.061742681876318706,middle,0.5476124043367347,very_large,GOOD,,B_close
lSr8MKcWTdo_000130,0.6273516163222046,0.5331921123952524,0.7969527244567871,0.7150537371635437,0.0818989872932434,0.6845703125,0.6567842158188564,0.933330048290135,0.5747568558673469,-0.09415950392695216,middle,0.4044563137755102,very_large,GOOD,,transition
lVye-L3oq6A_000030,0.3358916478555305,0.274097394333177,0.8582673072814941,0.8015066981315613,0.0567606091499328,0.6727752685546875,0.3359743831848598,0.9992673992673992,0.4854711415816326,-0.061794253522353515,middle,0.1632254464285714,large,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lX7W1jwY6-8_000658,0.6957612939208031,0.7381602485641653,0.8257796168327332,0.5701082944869995,0.2556713223457336,0.9108123779296876,0.7428297330378114,0.916530612244898,0.6024593431122449,0.042398954643362186,middle,0.48828125,very_large,GOOD,,transition
lXUcalwkWCo_000070,0.1347401511604574,0.1356109054190508,0.9176746010780334,0.8349276781082153,0.0827469229698181,0.7982330322265625,0.1347401511604574,1.0,0.5959422831632653,0.0008707542585933981,middle,0.0802973533163265,medium,OVER,CALIBRATION_RECOVERABLE,B_close
lYOw8di2k4I_000030,0.3724391446631102,0.3155332477922862,0.8318860530853271,0.7441315650939941,0.087754487991333,0.7972946166992188,0.3777909144650084,0.9633580705009276,0.4382772640306122,-0.05690589687082398,middle,0.171875,large,OVER,PRECISION_COVERAGE_TRADEOFF,A_ogl_help
lZ6T7D65kys_000066,0.6223231667748216,0.6247605716811552,0.7106093168258667,0.6446986794471741,0.0659106373786926,0.633148193359375,0.864223490537699,0.6897626468472788,0.398078762755102,0.0024374049063335956,middle,0.4987643494897959,very_large,GOOD,,B_close
laSDlOFM5vc_000025,0.332686739197661,0.3436883351186784,0.8598358631134033,0.7493072152137756,0.1105286478996276,0.71923828125,0.3394234906066256,0.9437001594896332,0.6948541135204082,0.011001595921017404,middle,0.2499202806122449,large,OVER,PRECISION_COVERAGE_TRADEOFF,A_ogl_help
lb1awXgoyQE_000000,0.4181692890777535,0.4028644876973926,0.8249715566635132,0.754046618938446,0.0709249377250671,0.585174560546875,0.4195828371682096,0.992007992007992,0.5188337053571429,-0.015304801380360944,middle,0.2194475446428571,large,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lb_m2AVVb5M_000100,0.482203889216264,0.4849426234704875,0.6853893399238586,0.698514997959137,-0.0131256580352783,0.5153350830078125,0.6441278337531486,0.6573218732428308,0.2531887755102041,0.002738734254223496,middle,0.2481066645408163,large,MIXED,,B_close
lbnENIVqZk0_000207,0.3994875494415284,0.3617702895111533,0.8132686614990234,0.7681569457054138,0.0451117157936096,0.6348876953125,0.4141265666099334,0.9187070938215104,0.7728396045918368,-0.03771725993037511,middle,0.3483737244897959,very_large,OVER,CALIBRATION_RECOVERABLE,A_ogl_help
lcGYtyHeKR4_000055,0.5142901825859171,0.511981388134936,0.6616320610046387,0.690822958946228,-0.0291908979415893,0.44403076171875,0.7445098483133349,0.6245074300906803,0.3521205357142857,-0.0023087944509810887,middle,0.4197823660714285,very_large,GOOD,,B_close
lchja4Ln8lw_000153,0.2304096860481486,0.2628577047890648,0.800502598285675,0.7706801891326904,0.0298224091529846,0.5777359008789062,0.2354142692750287,0.9155292011635712,0.6927614795918368,0.032448018740916185,middle,0.1781329719387755,large,OVER,PERSISTENT_OVER,B_close
lg6lt9pvfKY_000684,0.4325043828322836,0.40775762253956,0.7275108695030212,0.7245768308639526,0.0029340386390686,0.5464935302734375,0.5142041068395863,0.7313350900307422,0.2581712372448979,-0.024746760292723602,middle,0.1815210459183673,large,OVER,CALIBRATION_RECOVERABLE,B_close
liZ8HrN_mKQ_000190,0.6496839971380873,0.6648038510485255,0.6835374236106873,0.5852349996566772,0.09830242395401,0.69171142578125,0.8508902077151336,0.7331539108494534,0.5104432397959183,0.01511985391043813,middle,0.592414700255102,very_large,GOOD,,C_aud_better
ljQ1uYYhtxM_000027,0.6779425247383896,0.758767711739437,0.731535792350769,0.6402897834777832,0.0912460088729858,0.674285888671875,0.9185299408892316,0.7213158868444953,0.4652822066326531,0.08082518700104746,middle,0.5924944196428571,very_large,GOOD,,transition
ljQ1uYYhtxM_000164,0.6769415882739007,0.7003887632058687,0.699661374092102,0.7610242962837219,-0.0613629221916198,0.434326171875,0.975350669818755,0.6887241809116809,0.6322743941326531,0.023447174931968018,middle,0.8954081632653061,very_large,GOOD,,C_aud_better
ljUu7ZnlKZA_000031,0.4360902255639097,0.5086969946480033,0.8213710784912109,0.7669568657875061,0.0544142127037048,0.6354827880859375,0.4465397923875432,0.949071520500092,0.4607780612244898,0.07260676908409364,middle,0.216796875,large,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
ljjWDXhYU9A_000018,0.422158370027614,0.4173881233995854,0.8037038445472717,0.7111000418663025,0.0926038026809692,0.7471466064453125,0.4426749100015651,0.9010752688172043,0.5093271683673469,-0.004770246628028607,middle,0.2502192283163265,large,OVER,CALIBRATION_RECOVERABLE,A_ogl_help
lkLg1kI06UM_000406,0.5221045845627433,0.5843070917371503,0.750481367111206,0.724311113357544,0.0261702537536621,0.504364013671875,0.582505740131124,0.8343040532509212,0.7204440369897959,0.06220250717440701,middle,0.5030094068877551,very_large,GOOD,,transition
ll1dqj73iDs_000211,0.6236843443331469,0.6263364030909283,0.7512674331665039,0.6372559070587158,0.114011526107788,0.72064208984375,0.7559938366718028,0.7808759867583397,0.3233617665816326,0.002652058757781406,middle,0.3130580357142857,very_large,GOOD,,transition
lm5ia1UoyGw_000030,0.1045664237480778,0.0863778201198464,0.9258098602294922,0.853066086769104,0.0727437734603881,0.755126953125,0.1045664237480778,1.0,0.5961814413265306,-0.018188603628231395,middle,0.0623405612244898,medium,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lmaIgor5XTg_000030,0.1087839798781077,0.1118719259330697,0.801683783531189,0.7457879781723022,0.0558958053588867,0.547454833984375,0.1091588603601417,0.969396551724138,0.4106146364795918,0.0030879460549620014,middle,0.0462372448979591,medium,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lnZakZnnpMo_000080,0.0867110051449366,0.0795306901846529,0.871628999710083,0.8444105982780457,0.0272184014320373,0.5454559326171875,0.0867146323098803,0.9995178399228544,0.4764429209183674,-0.007180314960283693,middle,0.0413345025510204,medium,OVER,PERSISTENT_OVER,B_close
loKkvegkPJ8_000030,0.7755147432638536,0.8167717370950627,0.7814306616783142,0.6017698049545288,0.1796608567237854,0.842041015625,0.906413636870056,0.8430160265266649,0.5366509885204082,0.041256993831209066,middle,0.5770089285714286,very_large,GOOD,,C_aud_better
lpoMqe5RO_A_000002,0.7624554898325535,0.7020399930847692,0.7240257263183594,0.4997932612895965,0.2242324650287628,0.84771728515625,0.9448942377826404,0.7979365568216815,0.5464764030612245,-0.06041549674778435,middle,0.6471221301020408,very_large,GOOD,,B_close
lqCx0HgF1ZM_000030,0.4348225214198286,0.4114678899082569,0.5840640068054199,0.6210411787033081,-0.0369771718978881,0.42205810546875,0.9877201112140872,0.4371859296482412,0.3440688775510204,-0.02335463151157169,middle,0.77734375,very_large,UNDER,,B_close
lqeAf-DqE3I_000140,0.466232171531123,0.5543453851336178,0.8698630928993225,0.6778207421302795,0.1920423507690429,0.963836669921875,0.4663422929755775,0.9994937734129796,0.4218949298469387,0.08811321360249474,middle,0.1968470982142857,large,OVER,CALIBRATION_RECOVERABLE,A_ogl_help
lsAu4_RaXHU_000020,0.3022702104097453,0.385386516060713,0.9154688119888306,0.8067242503166199,0.1087445616722107,0.779205322265625,0.3022702104097453,1.0,0.3599330357142857,0.08311630565096773,middle,0.1087970344387755,large,OVER,CALIBRATION_RECOVERABLE,A_ogl_help
lsY8RejLczg_000176,0.406929987821971,0.3559458960391469,0.6588200330734253,0.8931174278259277,-0.2342973947525024,0.2485504150390625,0.6791946308724832,0.5037546933667084,0.5196707589285714,-0.05098409178282409,middle,0.7006536989795918,very_large,GOOD,,A_ogl_help
lu52106QS6E_000025,0.6479963570127505,0.6847547114467991,0.7717116475105286,0.651831865310669,0.1198797821998596,0.6998138427734375,0.7748434522188946,0.7983169705469846,0.2196069834183673,0.03675835443404862,middle,0.213149713010204,large,GOOD,,B_close
luSAuu-BoPs_000232,0.0892014012286134,0.2489277749185109,0.4840801954269409,0.5351817607879639,-0.0511015653610229,0.3784942626953125,0.1754543638905532,0.153583916083916,0.1995774872448979,0.1597263736898975,hard_help,0.2279974489795918,large,OVER,PERSISTENT_OVER,A_ogl_help
lutN6JqHO_s_000097,0.4299693016116654,0.4724857685009487,0.9096781015396118,0.7793296575546265,0.1303484439849853,0.902679443359375,0.4299693016116654,1.0,0.3116230867346938,0.04251646688928329,middle,0.1339883609693877,large,OVER,CALIBRATION_RECOVERABLE,transition
lutN6JqHO_s_000173,0.4274980306610919,0.507043265775478,0.9004806280136108,0.7591617107391357,0.1413189172744751,0.932830810546875,0.4274980306610919,1.0,0.3289022640306122,0.0795452351143861,middle,0.1406050701530612,large,OVER,CALIBRATION_RECOVERABLE,A_ogl_help
lv_tTIdHC2Q_000130,0.1679960817240414,0.1798501872659176,0.9367943406105042,0.8037862777709961,0.133008062839508,0.9468994140625,0.1679960817240414,1.0,0.2848373724489796,0.011854105541876186,middle,0.0478515625,medium,OVER,PRECISION_COVERAGE_TRADEOFF,B_close
lwTJnSlhz-Q_000417,0.6394920457716997,0.6551894611335679,0.8029177784919739,0.7215335369110107,0.0813842415809631,0.7067108154296875,0.7146243333437295,0.858808095952024,0.6390106823979592,0.015697415361868194,middle,0.5317283163265306,very_large,GOOD,,B_close
lxFXp7wgzrs_000087,0.7940569207724384,0.7682987345959805,0.7787066698074341,0.6118083000183105,0.1668983697891235,0.838409423828125,0.8689911833768995,0.9020419426048564,0.449836575255102,-0.025758186176457865,middle,0.4333545918367347,very_large,GOOD,,B_close
m-2-HsrBkak_000030,0.4959563518167395,0.4937363696302683,0.721808135509491,0.6442897915840149,0.077518343925476,0.6885833740234375,0.5812698412698413,0.7716435881998795,0.439453125,-0.0022199821864712366,middle,0.3310347576530612,very_large,OVER,PRECISION_COVERAGE_TRADEOFF,transition
