dataset,group,seed,kind,sample_index,sample_id,specific_audio_switch_spearman
vggss,C3,12345,best,0,-0BIyqJj9ZU_000030,0.2816581632653061
vggss,C3,12345,best,1,-0UuUoXQUoI_000107,-0.07780612244897958
vggss,C3,12345,best,2,-2-wdcN5vOw_000017,-0.14401785714285714
vggss,C3,12345,best,3,-23CeprtibU_000030,0.019285714285714288
vggss,C3,12345,best,4,-2Dm0VjW8oM_000001,0.32440051020408167
vggss,C3,12345,best,5,-2sOH8XovEE_000484,0.07998724489795916
vggss,C3,12345,best,6,-3Kv4fdm7Uk_000030,-0.07932397959183674
vggss,C3,12345,best,7,-4bPiXbovf0_000008,0.04993622448979593
vggss,C3,12345,best,8,-5CGQGSFGyg_000060,-0.09029336734693874
vggss,C3,12345,best,9,-5z9IXBJefc_000227,0.1893877551020408
vggss,C3,12345,best,10,-79qo5MUYBk_000207,-0.5135714285714286
vggss,C3,12345,best,11,-7TanrCbmME_000030,-0.5517602040816327
vggss,C3,12345,best,12,-7sg--aJdrc_000049,-0.20118622448979595
vggss,C3,12345,best,13,-7tYmeOmsRg_000058,0.07200255102040815
vggss,C3,12345,best,14,-7tYmeOmsRg_000180,0.260140306122449
vggss,C3,12345,best,15,-86gl1hp1Aw_000105,0.4037372448979592
vggss,C3,12345,best,16,-8cgbhIR_pw_000030,-0.1897576530612245
vggss,C3,12345,best,17,-A3zsFeU_OI_000030,0.03266581632653065
vggss,C3,12345,best,18,-ANxUxvGASw_000010,-0.007538265306122456
vggss,C3,12345,best,19,-ByoSbgzr4M_000000,0.11654336734693879
vggss,C3,12345,best,20,-CZ1LIc8aos_000020,-0.005191326530612245
vggss,C3,12345,best,21,-Cr0WQoFQQs_000045,0.07875000000000001
vggss,C3,12345,best,22,-Cv3gOXEoxA_000040,0.3169005102040816
vggss,C3,12345,best,23,-D64b_8YJK4_000046,0.23661989795918364
vggss,C3,12345,best,24,-E5o64ACjm0_000017,-0.1043622448979592
vggss,C3,12345,best,25,-FoTxwPOz3U_000000,-0.2565306122448979
vggss,C3,12345,best,26,-GOaBCyC5Js_000087,-0.15622448979591835
vggss,C3,12345,best,27,-GW1J75oAKU_000304,-0.1725892857142857
vggss,C3,12345,best,28,-HMEhGV38GM_000216,0.171875
vggss,C3,12345,best,29,-IKnJa9U66I_000150,-0.0629591836734694
vggss,C3,12345,best,30,-Igq1W20Gi8_000000,-0.09153061224489796
vggss,C3,12345,best,31,-JGpAlLrSD0_000458,0.01635204081632652
vggss,C3,12345,best,32,-JUBdOr8Hes_000030,0.32466836734693877
vggss,C3,12345,best,33,-JUhUI_KvUI_000026,-0.32440051020408167
vggss,C3,12345,best,34,-K-ccLMFE5M_000259,0.03112244897959185
vggss,C3,12345,best,35,-K1BRF6qng8_000030,0.19353316326530612
vggss,C3,12345,best,36,-KBH8YmHR-0_000050,0.06473214285714286
vggss,C3,12345,best,37,-Lmibx_Iu_E_000173,-0.044017857142857136
vggss,C3,12345,best,38,-Lv13WPa4xk_000170,-0.09395408163265305
vggss,C3,12345,best,39,-N00SskHxS4_000529,0.1665816326530612
vggss,C3,12345,best,40,-NCa3eFLULw_000221,0.07660714285714285
vggss,C3,12345,best,41,-NwBdmVSg1w_000000,0.15849489795918367
vggss,C3,12345,best,42,-OAyRsvFGgc_000030,-0.5928443877551021
vggss,C3,12345,best,43,-OVb-UG8yJw_000030,-0.09940051020408164
vggss,C3,12345,best,44,-PvlrLjIAYo_000009,0.03755102040816327
vggss,C3,12345,best,45,-Q3MX7Tgx_E_000111,-0.16153061224489795
vggss,C3,12345,best,46,-RBs9pPhHY8_000030,0.07448979591836734
vggss,C3,12345,best,47,-S-TDT5oq0Q_000290,0.08755102040816326
vggss,C3,12345,best,48,-SWaCArvQug_000021,0.1721045918367347
vggss,C3,12345,best,49,-Vo4CAMX26U_000030,0.19154336734693878
vggss,C3,12345,best,50,-W3WpZvJX2o_000027,-0.04410714285714285
vggss,C3,12345,best,51,-Wd5YV97ftU_000320,0.045063775510204074
vggss,C3,12345,best,52,-XwtCzUaN1I_000160,-0.4719897959183673
vggss,C3,12345,best,53,-Y-UegG9tLw_000282,0.43739795918367347
vggss,C3,12345,best,54,-YwPSwhe2jo_000030,0.06339285714285714
vggss,C3,12345,best,55,-Z1ZSWDouUU_000030,0.24093112244897963
vggss,C3,12345,best,56,-ZJqu_4zLMc_000030,-0.05644132653061222
vggss,C3,12345,best,57,-ZSgg6jFUd8_000688,0.09117346938775509
vggss,C3,12345,best,58,-_QPd-VskKY_000030,0.3999489795918368
vggss,C3,12345,best,59,-_umX4zgLVY_000028,0.0488265306122449
vggss,C3,12345,best,60,-aK9JKAGme0_000041,0.17600765306122448
vggss,C3,12345,best,61,-aK9JKAGme0_000051,-0.0777295918367347
vggss,C3,12345,best,62,-aUJLRXkj-Y_000118,0.01985969387755103
vggss,C3,12345,best,63,-cA9HsnV1ao_000030,0.1610204081632653
vggss,C3,12345,best,64,-d1KR2BSfHM_000065,0.07417091836734693
vggss,C3,12345,best,65,-e4wXAy1iVo_000000,-0.5124744897959184
vggss,C3,12345,best,66,-fAVezaAX18_000126,0.09125
vggss,C3,12345,best,67,-fJsZm3YRc0_000030,0.039451530612244906
vggss,C3,12345,best,68,-fPdOa99Iwg_000030,0.12732142857142859
vggss,C3,12345,best,69,-fTfRh0_RQ4_000030,-0.02542091836734693
vggss,C3,12345,best,70,-g-GjgEq8l4_000017,-0.07057397959183673
vggss,C3,12345,best,71,-gCqnkIUmp0_000140,0.2783545918367347
vggss,C3,12345,best,72,-gSfPQqi6nI_000030,0.27198979591836736
vggss,C3,12345,best,73,-hYRFCQdbLg_000030,-0.19920918367346938
vggss,C3,12345,best,74,-hedbpc8T0E_000030,-0.0803188775510204
vggss,C3,12345,best,75,-hss7xpzIVc_000030,-0.37465561224489796
vggss,C3,12345,best,76,-iF4a6f5PJ8_000000,-0.22959183673469388
