dataset,group,seed,kind,sample_index,sample_id,rho_full_common,rho_full_specific,common_spatial_std,specific_spatial_std,common_specific_std_ratio
vggss,C3,12345,best,0,-0BIyqJj9ZU_000030,0.9794897959183674,0.04551020408163265,0.11847564049246946,0.017488987981793574,6.7742993828919795
vggss,C3,12345,best,1,-0UuUoXQUoI_000107,0.9854081632653061,0.5279591836734694,0.13699990694877606,0.027353010385452275,5.008586075836084
vggss,C3,12345,best,2,-2-wdcN5vOw_000017,0.9896938775510205,0.6946938775510204,0.13776737917943258,0.025429885112545327,5.417538402934734
vggss,C3,12345,best,3,-23CeprtibU_000030,0.9531632653061225,0.521734693877551,0.06176472209235551,0.01983163541188796,3.1144542953492884
vggss,C3,12345,best,4,-2Dm0VjW8oM_000001,0.9853061224489796,0.8629591836734694,0.13750916106106664,0.04254944249117545,3.231750006820545
vggss,C3,12345,best,5,-2sOH8XovEE_000484,0.9872448979591837,0.5139795918367347,0.10965619102543732,0.017471322504031436,6.2763532068127414
vggss,C3,12345,best,6,-3Kv4fdm7Uk_000030,0.976326530612245,0.725,0.09759896384854168,0.02943943737354796,3.315245553443786
vggss,C3,12345,best,7,-4bPiXbovf0_000008,0.9794897959183674,-0.003775510204081633,0.10172240922868961,0.01801276586671123,5.647239850970321
vggss,C3,12345,best,8,-5CGQGSFGyg_000060,0.9659183673469388,0.21,0.13751159823208986,0.028414605140114915,4.839468912343074
vggss,C3,12345,best,9,-5z9IXBJefc_000227,0.9864285714285714,0.7830612244897959,0.17664558566973246,0.07293991700044339,2.421795814062397
vggss,C3,12345,best,10,-79qo5MUYBk_000207,0.9906122448979592,0.8421428571428572,0.14794037219326062,0.02747524221401854,5.384497470154343
vggss,C3,12345,best,11,-7TanrCbmME_000030,0.9697959183673469,-0.3773469387755102,0.11107066324690215,0.02694472019527149,4.1221679958804645
vggss,C3,12345,best,12,-7sg--aJdrc_000049,0.9959183673469387,0.8170408163265306,0.06247367591725824,0.01015413317984953,6.152536588867551
vggss,C3,12345,best,13,-7tYmeOmsRg_000058,0.9772448979591837,0.3929591836734694,0.10497483652697998,0.019059691859367126,5.507688020432963
vggss,C3,12345,best,14,-7tYmeOmsRg_000180,0.9701020408163266,0.6085714285714285,0.08822785716836719,0.024546457319826746,3.5943214134246366
vggss,C3,12345,best,15,-86gl1hp1Aw_000105,0.9931632653061224,0.29275510204081634,0.2030483885736754,0.020359792589858178,9.973008697289966
vggss,C3,12345,best,16,-8cgbhIR_pw_000030,0.9874489795918368,0.5406122448979592,0.1254958509444232,0.020636159171196197,6.081356995907911
vggss,C3,12345,best,17,-A3zsFeU_OI_000030,0.9958163265306123,0.7286734693877551,0.15016208612966853,0.01392023750415934,10.787322133318515
vggss,C3,12345,best,18,-ANxUxvGASw_000010,0.9944897959183674,0.5644897959183673,0.13607228327496385,0.011202227617140513,12.146895057440169
vggss,C3,12345,best,19,-ByoSbgzr4M_000000,0.9785714285714285,0.40316326530612245,0.10180717843851661,0.0339838771621499,2.995749365287432
vggss,C3,12345,best,20,-CZ1LIc8aos_000020,0.9622448979591837,0.7663265306122449,0.10929742964239592,0.043721971281121465,2.4998284944574083
vggss,C3,12345,best,21,-Cr0WQoFQQs_000045,0.9961224489795918,0.3470408163265306,0.1627328094444788,0.010218465312087322,15.925366919040547
vggss,C3,12345,best,22,-Cv3gOXEoxA_000040,0.993265306122449,0.29897959183673467,0.1372173941337599,0.016286963891403747,8.424983013941794
vggss,C3,12345,best,23,-D64b_8YJK4_000046,0.98,0.46438775510204083,0.20603482334756762,0.023898765420876246,8.621149240102184
vggss,C3,12345,best,24,-E5o64ACjm0_000017,0.9814285714285714,-0.14673469387755103,0.10437043370910838,0.017651281309364476,5.912909770110404
vggss,C3,12345,best,25,-FoTxwPOz3U_000000,0.9939795918367347,-0.6659183673469388,0.1627069613169477,0.020203592477852785,8.053367810467735
vggss,C3,12345,best,26,-GOaBCyC5Js_000087,0.9915306122448979,0.851938775510204,0.1999828058134827,0.048478576028153454,4.125179041920387
vggss,C3,12345,best,27,-GW1J75oAKU_000304,0.9880612244897959,0.945204081632653,0.12681663463326973,0.055326111941759216,2.2921660348510895
vggss,C3,12345,best,28,-HMEhGV38GM_000216,0.9873469387755102,0.2779591836734694,0.16777611966528772,0.02391304800667768,7.016090948273784
vggss,C3,12345,best,29,-IKnJa9U66I_000150,0.9694897959183674,0.13479591836734695,0.0920591939251783,0.0195976384753555,4.697463627617427
vggss,C3,12345,best,30,-Igq1W20Gi8_000000,0.9837755102040816,0.42091836734693877,0.20353392076373306,0.02615909543648805,7.780617692148234
vggss,C3,12345,best,31,-JGpAlLrSD0_000458,0.9953061224489796,0.9487755102040817,0.1460296810371881,0.03324545280450593,4.392470810847128
vggss,C3,12345,best,32,-JUBdOr8Hes_000030,0.9881632653061224,0.8774489795918368,0.2272406486267331,0.05937204791635311,3.8274012199626886
vggss,C3,12345,best,33,-JUhUI_KvUI_000026,0.9929591836734694,-0.3551020408163265,0.0993840621099214,0.013763180361330863,7.221009933805099
