dataset,group,seed,kind,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
vggss,C3,12345,best,0,-0BIyqJj9ZU_000030,FP,0.3252716064453125,0.1077456647398844,4325
vggss,C3,12345,best,0,-0BIyqJj9ZU_000030,NearFP,0.327789306640625,0.203214535290007,7155
vggss,C3,12345,best,0,-0BIyqJj9ZU_000030,FarFP,0.3334503173828125,0.07717041800643087,2177
vggss,C3,12345,best,0,-0BIyqJj9ZU_000030,HighAUDFP,0.08294270833333334,0.14748784440842788,1234
vggss,C3,12345,best,1,-0UuUoXQUoI_000107,FP,0.573486328125,0.4863710333604557,4916
vggss,C3,12345,best,1,-0UuUoXQUoI_000107,NearFP,0.5640106201171875,0.49058054594386774,5202
vggss,C3,12345,best,1,-0UuUoXQUoI_000107,FarFP,,,0
vggss,C3,12345,best,1,-0UuUoXQUoI_000107,HighAUDFP,,,0
vggss,C3,12345,best,2,-2-wdcN5vOw_000017,FP,0.3788299560546875,0.3859070464767616,3335
vggss,C3,12345,best,2,-2-wdcN5vOw_000017,NearFP,0.37274169921875,0.3898007033997655,3412
vggss,C3,12345,best,2,-2-wdcN5vOw_000017,FarFP,,,0
vggss,C3,12345,best,2,-2-wdcN5vOw_000017,HighAUDFP,,,0
vggss,C3,12345,best,3,-23CeprtibU_000030,FP,0.5658950805664062,0.39338235294117646,2992
vggss,C3,12345,best,3,-23CeprtibU_000030,NearFP,0.5779266357421875,0.5917691579943235,6342
vggss,C3,12345,best,3,-23CeprtibU_000030,FarFP,0.626953125,0.3354474982381959,1419
vggss,C3,12345,best,3,-23CeprtibU_000030,HighAUDFP,0.3603219696969697,0.39832285115303984,954
vggss,C3,12345,best,4,-2Dm0VjW8oM_000001,FP,0.42498779296875,0.3958919527293191,3554
vggss,C3,12345,best,4,-2Dm0VjW8oM_000001,NearFP,0.4238433837890625,0.4175612441508395,3633
vggss,C3,12345,best,4,-2Dm0VjW8oM_000001,FarFP,,,0
vggss,C3,12345,best,4,-2Dm0VjW8oM_000001,HighAUDFP,0.2778201219512195,0.5929095354523227,818
vggss,C3,12345,best,5,-2sOH8XovEE_000484,FP,0.7007293701171875,0.30747782002534857,3945
vggss,C3,12345,best,5,-2sOH8XovEE_000484,NearFP,0.60211181640625,0.2661231620323191,6869
vggss,C3,12345,best,5,-2sOH8XovEE_000484,FarFP,0.6876068115234375,0.33313325330132054,3332
vggss,C3,12345,best,5,-2sOH8XovEE_000484,HighAUDFP,0.5050828313253012,0.324535416105575,3713
vggss,C3,12345,best,6,-3Kv4fdm7Uk_000030,FP,0.8343658447265625,0.6152781621920841,3613
vggss,C3,12345,best,6,-3Kv4fdm7Uk_000030,NearFP,0.82183837890625,0.6295464750785811,4454
vggss,C3,12345,best,6,-3Kv4fdm7Uk_000030,FarFP,0.87103271484375,0.7226890756302521,2975
vggss,C3,12345,best,6,-3Kv4fdm7Uk_000030,HighAUDFP,0.6310369318181818,0.4527911784975879,1451
vggss,C3,12345,best,7,-4bPiXbovf0_000008,FP,0.168121337890625,0.060309512972234865,4394
vggss,C3,12345,best,7,-4bPiXbovf0_000008,NearFP,0.16876220703125,0.09659643435980551,6170
vggss,C3,12345,best,7,-4bPiXbovf0_000008,FarFP,0.22609710693359375,0.03145523677843069,2893
vggss,C3,12345,best,7,-4bPiXbovf0_000008,HighAUDFP,0.04194972826086957,0.07303370786516854,890
vggss,C3,12345,best,8,-5CGQGSFGyg_000060,FP,0.58856201171875,0.15693514885760443,4333
vggss,C3,12345,best,8,-5CGQGSFGyg_000060,NearFP,0.6511993408203125,0.24715447154471545,4920
vggss,C3,12345,best,8,-5CGQGSFGyg_000060,FarFP,0.539031982421875,0.005027932960893855,3580
vggss,C3,12345,best,8,-5CGQGSFGyg_000060,HighAUDFP,0.34383491847826086,0.30449630051223675,1757
vggss,C3,12345,best,9,-5z9IXBJefc_000227,FP,0.3480377197265625,0.5620169304379831,2717
vggss,C3,12345,best,9,-5z9IXBJefc_000227,NearFP,0.2709503173828125,0.38836363636363636,2750
vggss,C3,12345,best,9,-5z9IXBJefc_000227,FarFP,0.4817047119140625,0.8205229793977813,2524
vggss,C3,12345,best,9,-5z9IXBJefc_000227,HighAUDFP,0.09683388157894737,0.40057636887608067,694
vggss,C3,12345,best,10,-79qo5MUYBk_000207,FP,0.6804046630859375,0.791657977059437,4795
vggss,C3,12345,best,10,-79qo5MUYBk_000207,NearFP,0.54840087890625,0.7288791652642208,5942
vggss,C3,12345,best,10,-79qo5MUYBk_000207,FarFP,0.7823944091796875,0.866436668309512,4058
vggss,C3,12345,best,10,-79qo5MUYBk_000207,HighAUDFP,0.5120054472477065,0.7258566978193146,2889
vggss,C3,12345,best,11,-7TanrCbmME_000030,FP,0.5775299072265625,0.5863428808634288,4818
vggss,C3,12345,best,11,-7TanrCbmME_000030,NearFP,0.543792724609375,0.5484555529356284,4241
vggss,C3,12345,best,11,-7TanrCbmME_000030,FarFP,0.6097259521484375,0.5717273107486407,4782
vggss,C3,12345,best,11,-7TanrCbmME_000030,HighAUDFP,0.4427556818181818,0.05263157894736842,361
vggss,C3,12345,best,12,-7sg--aJdrc_000049,FP,0.911376953125,0.7966625463535228,3236
vggss,C3,12345,best,12,-7sg--aJdrc_000049,NearFP,0.5678558349609375,0.5840936739659367,6576
vggss,C3,12345,best,12,-7sg--aJdrc_000049,FarFP,0.9509124755859375,0.7815699658703071,2344
vggss,C3,12345,best,12,-7sg--aJdrc_000049,HighAUDFP,0.22005208333333334,0.5970149253731343,201
vggss,C3,12345,best,13,-7tYmeOmsRg_000058,FP,0.612701416015625,0.4471587891662241,3766
vggss,C3,12345,best,13,-7tYmeOmsRg_000058,NearFP,0.2537841796875,0.1354985158023398,5727
vggss,C3,12345,best,13,-7tYmeOmsRg_000058,FarFP,0.74371337890625,0.6392552366175329,3867
vggss,C3,12345,best,13,-7tYmeOmsRg_000058,HighAUDFP,0.21006944444444445,0.16129032258064516,682
vggss,C3,12345,best,14,-7tYmeOmsRg_000180,FP,0.8025970458984375,0.5654502181673939,5042
vggss,C3,12345,best,14,-7tYmeOmsRg_000180,NearFP,0.6563873291015625,0.48585017835909633,8410
vggss,C3,12345,best,14,-7tYmeOmsRg_000180,FarFP,0.9773101806640625,0.9318488529014844,1482
vggss,C3,12345,best,14,-7tYmeOmsRg_000180,HighAUDFP,0.42777267156862747,0.4142634450506625,2566
vggss,C3,12345,best,15,-86gl1hp1Aw_000105,FP,0.3569488525390625,0.3345512674126513,4379
vggss,C3,12345,best,15,-86gl1hp1Aw_000105,NearFP,0.42449951171875,0.3356756756756757,5550
vggss,C3,12345,best,15,-86gl1hp1Aw_000105,FarFP,0.002044677734375,0.0,2246
vggss,C3,12345,best,15,-86gl1hp1Aw_000105,HighAUDFP,0.4661458333333333,0.435361216730038,2104
vggss,C3,12345,best,16,-8cgbhIR_pw_000030,FP,0.286346435546875,0.40714285714285714,6440
vggss,C3,12345,best,16,-8cgbhIR_pw_000030,NearFP,0.32550048828125,0.4691395560960778,6578
vggss,C3,12345,best,16,-8cgbhIR_pw_000030,FarFP,0.27606201171875,0.39076509264793785,6692
vggss,C3,12345,best,16,-8cgbhIR_pw_000030,HighAUDFP,0.18822216386554622,0.46420323325635104,1732
vggss,C3,12345,best,17,-A3zsFeU_OI_000030,FP,0.4738006591796875,0.4145340886891971,5119
vggss,C3,12345,best,17,-A3zsFeU_OI_000030,NearFP,0.5370025634765625,0.5276130467012602,5396
vggss,C3,12345,best,17,-A3zsFeU_OI_000030,FarFP,0.4530029296875,0.4178111587982833,4660
vggss,C3,12345,best,17,-A3zsFeU_OI_000030,HighAUDFP,0.3274739583333333,0.27556968733439324,1887
vggss,C3,12345,best,18,-ANxUxvGASw_000010,FP,0.2540130615234375,0.09841521394611727,6310
vggss,C3,12345,best,18,-ANxUxvGASw_000010,NearFP,0.248138427734375,0.043636094236183136,13498
vggss,C3,12345,best,18,-ANxUxvGASw_000010,FarFP,0.3094024658203125,0.16883529038400508,3151
