sample_id,IoU_AUD,IoU_AUD_FIXED_SLOT0,outcome,semantic_margin,ownership_confidence,mean_max_ownership_probability,fraction_max_ownership_gt_0_7,fraction_max_ownership_gt_0_8,fraction_max_ownership_gt_0_9,eval_soft_containment,eval_seed_top10,eval_seed_top20,centroid_distance,js_divergence,extent_aud,extent_slot,extent_ratio,raw_seed_top10,raw_seed_top20
10000130166,0.7799756972899652,0.7808446039194038,Neutral,0.03164074197411537,0.4012526273727417,0.8253993988037109,0.8571428656578064,0.6122449040412903,0.36734694242477417,21954.3515625,0.9001672267913818,0.8968825340270996,0.02356589447684359,0.021699716460752753,0.6896125637755102,0.5233179209183674,0.7588578694873129,0.9348151087760925,0.9269669651985168
10007936344,0.643244233840354,0.6883424934914666,Neutral,0.02111946791410446,0.2939804196357727,0.7817655205726624,0.7551020383834839,0.5102040767669678,0.10204081237316132,25037.197265625,0.9049354195594788,0.9042773842811584,0.004483457351023132,0.013113111441889676,0.698600924744898,0.5858179209183674,0.8385587538869712,0.8452531099319458,0.844054102897644
10008553263,0.3685962111857362,0.3890837804374742,Neutral,0.05872536450624466,0.2622449994087219,0.7587076425552368,0.714285671710968,0.40816324949264526,0.16326530277729034,24943.79296875,0.9303617477416992,0.93585604429245,0.024480278426318638,0.01242463299163872,0.7135881696428571,0.6057477678571429,0.8488758553274683,0.8708171844482422,0.8648992776870728
10009662863,0.6527465584486593,0.6730776825559812,Neutral,0.0038907118141651154,0.2251688838005066,0.7422856688499451,0.6530612111091614,0.40816324949264526,0.040816325694322586,28352.02734375,0.900474488735199,0.8943020105361938,0.016092698308574654,0.008550241863825359,0.7189094387755102,0.6336894132653061,0.8814593036149924,0.8107309341430664,0.8096267580986023
10013411946,0.5230990753430599,0.5419242934394449,Neutral,0.003712169826030731,0.17772066593170166,0.6916954517364502,0.4285714328289032,0.2448979616165161,0.10204081237316132,17440.12890625,0.8347141742706299,0.7799965143203735,0.005812779177580794,0.011742234295176842,0.6882971938775511,0.5883290816326531,0.8547602501737317,0.6584457755088806,0.6206880807876587
10016382545,0.6273317650177264,0.5822845417236662,Neutral,0.023426368832588196,0.22482717037200928,0.7230967283248901,0.5102040767669678,0.30612245202064514,0.12244898080825806,19063.91796875,0.9442135095596313,0.8942120671272278,0.03342840194731996,0.010351900642366862,0.6893335459183674,0.5940290178571429,0.8617439574418874,0.8971692323684692,0.8487079739570618
10031203703,0.8400152418279306,0.8297880955594548,Neutral,0.015523461624979973,0.17129677534103394,0.7194027900695801,0.6530612111091614,0.12244898080825806,0.0,28746.05078125,0.9292303323745728,0.925733745098114,0.02015244750466986,0.003211658516086469,0.6807238520408163,0.6462850765306123,0.9494085958543156,0.7778228521347046,0.7780187726020813
10035917404,0.681939433971851,0.6631593368954651,Neutral,0.002926308661699295,0.2109392285346985,0.7118744254112244,0.4693877398967743,0.34693875908851624,0.12244898080825806,19344.818359375,0.7582622766494751,0.7180355787277222,0.010838121276148614,0.011384325367694566,0.6847895408163265,0.5842833227040817,0.8532305005820723,0.44453850388526917,0.42413052916526794
10045181004,0.6421705522040332,0.6384341046694866,Neutral,0.05262774974107742,0.2506933808326721,0.7377551198005676,0.6122449040412903,0.4285714328289032,0.12244898080825806,20335.638671875,0.9417890310287476,0.9192948341369629,0.022597093551573612,0.010888186238092179,0.6967474489795918,0.5884088010204082,0.844508009153318,0.9038869738578796,0.8778451681137085
10060697266,0.86928011404134,0.7752405239364785,Neutral,0.015059366822242737,0.3016985058784485,0.7804772257804871,0.7346938848495483,0.44897958636283875,0.16326530277729034,19182.693359375,0.921676516532898,0.9043854475021362,0.020858302058822168,0.023056404071466904,0.670280612244898,0.5040258290816326,0.7519624167459562,0.8282195925712585,0.8116070032119751
