dataset,model,sample_id,sample_index,gt_response,nearfp_response,gt_nearfp_gap,gt_vs_nearfp_auroc,coverage,precision,background_response,pred_area_ratio,fp_area_ratio,RemoveFP,RemoveTP,AddTP,AddFP,entropy,normalized_entropy,iou,raw_range
flickr,original_1.3g_final,10308472565,35,0.8346070051193237,0.7978261709213257,0.03678083419799805,0.6295623779296875,0.9686132195689512,0.5608578486413653,0.5223804712295532,0.6212332589285714,0.21434550382653061,0,0,0,0,5.274553251335987,0.9993252499946544,0.6069469518122483,0.001807107124477625
flickr,original_1.3g_final,10369815925,36,0.7786380648612976,0.6385907530784607,0.14004731178283691,0.8046417236328125,0.9230368207816969,0.930130283381364,0.34861963987350464,0.6639030612244898,0.02353714923469388,0,0,0,0,5.274323696168903,0.9992817581075121,0.8916659472215028,0.001782150473445654
flickr,original_1.3g_final,10389014583,37,0.7460681200027466,0.7626509666442871,-0.016582846641540527,0.5009765625,0.8259195251155277,0.6261143231465922,0.5868642926216125,0.6997568558673469,0.17942841198979592,0,0,0,0,5.276055234772505,0.9996098181659601,0.6171673217293655,0.001759601291269064
flickr,original_1.3g_final,10409146004,38,0.7680916786193848,0.8552341461181641,-0.0871424674987793,0.3990020751953125,0.820596908684157,0.5072283855558,0.5753245949745178,0.634147799744898,0.30721859056122447,0,0,0,0,5.276836081400788,0.9997577586103604,0.46003762506057067,0.0011124741286039352
flickr,original_1.3g_final,10409351364,39,0.8577759265899658,0.7262305021286011,0.13154542446136475,0.877716064453125,1.0,0.5465927494705369,0.5356059670448303,0.6399075255102041,0.26500717474489793,0,0,0,0,5.273545606978422,0.9991343400916642,0.5689370117029209,0.0022320577409118414
flickr,original_1.3g_final,10413912845,40,0.813618004322052,0.8700047731399536,-0.05638676881790161,0.4005279541015625,0.8798012355627183,0.3343256668481219,0.5785252451896667,0.5857780612244898,0.3778499681122449,0,0,0,0,5.2731290454591235,0.9990554176835332,0.3261583908656399,0.002028984948992729
flickr,original_1.3g_final,10437048305,41,0.7173140048980713,0.7166881561279297,0.0006258487701416016,0.5346832275390625,0.7391304347826086,0.9337839611497571,0.3672473430633545,0.45553651147959184,0.018116230867346938,0,0,0,0,5.275785468968638,0.9995587079076038,0.7165735005287808,0.0015332670882344246
flickr,original_1.3g_final,10440265465,42,0.8332661390304565,0.7750893831253052,0.05817675590515137,0.682098388671875,0.9774801009512716,0.6523288203666515,0.4921877384185791,0.6153140943877551,0.18114237882653061,0,0,0,0,5.276467330471004,0.999687894472578,0.678274340753713,0.0012846500612795353
flickr,original_1.3g_final,10441843213,43,0.8618772029876709,0.7447517514228821,0.11712545156478882,0.840301513671875,0.9849217375196814,0.7134365607556892,0.5027350783348083,0.7426658163265306,0.1717155612244898,0,0,0,0,5.273618395299922,0.9991481306828506,0.7466054453290647,0.002064099535346031
flickr,original_1.3g_final,10446128125,44,0.7736855149269104,0.7236453294754028,0.05004018545150757,0.6661224365234375,0.8815425989279376,0.7417795566502463,0.5035481452941895,0.6473214285714286,0.14196029974489796,0,0,0,0,5.276463480810562,0.9996871651097864,0.6992903478601593,0.0013530543074011803
flickr,original_1.3g_final,10451898725,45,0.9270675182342529,0.8837430477142334,0.04332447052001953,0.564666748046875,1.0,0.05226101573479567,0.7135782837867737,0.7232342155612245,0.6748246173469388,0,0,0,0,5.275203132367912,0.999448377488823,0.053039307538489504,0.0015463135205209255
