dataset,model,sample_id,sample_index,gt_response,nearfp_response,gt_nearfp_gap,gt_vs_nearfp_auroc,coverage,precision,background_response,pred_area_ratio,fp_area_ratio,RemoveFP,RemoveTP,AddTP,AddFP,entropy,normalized_entropy,iou,raw_range
flickr,cram_c3_stage1,12048726756,92,0.8083232045173645,0.6518837213516235,0.15643948316574097,0.8448028564453125,0.987125894391301,0.7153663160242352,0.3974331021308899,0.5361726721938775,0.11369977678571429,6899,462,0,676,3.8869941987554366,0.9987599377706281,0.7636648612185782,0.0075509753078222275
flickr,cram_c3_stage1,12066557153,93,0.8961776494979858,0.7914811372756958,0.10469651222229004,0.9162139892578125,1.0,0.5021311746241534,0.5273881554603577,0.6031768176020408,0.27796157525510207,3065,0,0,901,3.8842183840078426,0.9980466944718711,0.5214452374416689,0.009801776148378849
flickr,cram_c3_stage1,12103535156,94,0.7408425211906433,0.5736624002456665,0.1671801209449768,0.777984619140625,0.7895053899809765,0.6775413582934262,0.34131506085395813,0.36623086734693877,0.0975765306122449,8393,1198,33,0,3.8805806080671736,0.9971119709589599,0.6024629826768605,0.010823849588632584
flickr,cram_c3_stage1,12158276143,95,0.7424043416976929,0.6849126219749451,0.0574917197227478,0.5924224853515625,0.8487779822796729,0.5349050496331463,0.39464685320854187,0.36941964285714285,0.1481983418367347,7730,1497,0,0,3.882178635152281,0.9975225826940093,0.5186347587289133,0.010166170075535774
flickr,cram_c3_stage1,12328837165,96,0.7100991010665894,0.5603563189506531,0.14974278211593628,0.7669525146484375,0.7473619380004106,0.6654480312945563,0.5050967931747437,0.5451411033163265,0.17321029974489796,4052,5680,0,6247,3.8898300414068627,0.9994886051895228,0.5508079646553289,0.005290556699037552
flickr,cram_c3_stage1,12373955905,97,0.6033483147621155,0.5492166876792908,0.05413162708282471,0.5875396728515625,0.5391534285542579,0.9081522472668376,0.2922719419002533,0.29532047193877553,0.02712452168367347,3977,9451,0,0,3.8840477273017324,0.9980028443726789,0.5112744818677457,0.0100336205214262
flickr,cram_c3_stage1,12444360833,98,0.6238604784011841,0.5348013639450073,0.08905911445617676,0.6462860107421875,0.5512236486619733,0.9314228590469843,0.3101130425930023,0.29904735331632654,0.01789700255102041,1899,4240,361,474,3.8815813503163508,0.9973691108504557,0.5323683458718217,0.012163640931248665
flickr,cram_c3_stage1,12512072175,99,0.6801435947418213,0.464237242937088,0.21590635180473328,0.7996978759765625,0.7122214617081147,0.8956579954093343,0.3197205662727356,0.41677295918367346,0.029675542091836735,9087,8551,0,0,3.88464196361739,0.9981555329014751,0.674056213337172,0.009596137329936028
flickr,cram_c3_stage1,12534178685,100,0.6536521911621094,0.4629855751991272,0.19066661596298218,0.765655517578125,0.6788794956297464,0.9979148237078226,0.2642120122909546,0.47311463647959184,0.0,4803,10152,0,0,3.885397692364522,0.9983497167766913,0.6788794956297464,0.008352788165211678
flickr,cram_c3_stage1,12598610153,101,0.6950088143348694,0.5788203477859497,0.11618846654891968,0.6954345703125,0.6665522412329039,0.8898456343463579,0.2638160288333893,0.4131457270408163,0.03380102040816327,2005,4187,481,43,3.87939833162101,0.9968081860060067,0.6280621712262304,0.011073325760662556
flickr,cram_c3_stage1,12599965145,102,0.7088014483451843,0.4563225507736206,0.2524788975715637,0.84832763671875,0.7282850052246604,0.9683904302896097,0.20748671889305115,0.45900430484693877,0.004105548469387755,2133,8383,0,0,3.881949889729556,0.9974638067472277,0.7234187479727539,0.009666342288255692
flickr,cram_c3_stage1,12729873904,103,0.6714921593666077,0.40505823493003845,0.2664339244365692,0.94403076171875,0.6700339952097659,0.9798045418596769,0.27436745166778564,0.3527981505102041,0.0,9507,11531,0,0,3.887666016467349,0.9989325607748913,0.6700339952097659,0.007510758936405182
flickr,cram_c3_stage1,13153991894,104,0.7942979335784912,0.7717838883399963,0.022514045238494873,0.56573486328125,1.0,0.4332426226719959,0.46830829977989197,0.46871014030612246,0.21432557397959184,9097,0,72,328,3.888803217633171,0.9992247636719197,0.4865110060640787,0.006468081846833229
flickr,cram_c3_stage1,13234495505,105,0.5105264186859131,0.6608118414878845,-0.15028542280197144,0.3589630126953125,0.38524685382381413,0.5487892327210546,0.4345557689666748,0.36130819515306123,0.1335499043367347,3567,8609,0,85,3.8846409472572243,0.9981552717485729,0.30587837422369796,0.009778875857591629
flickr,cram_c3_stage1,13409856383,106,0.7084982395172119,0.5342451333999634,0.17425310611724854,0.785369873046875,0.8127853033958062,0.95451970013947,0.27211064100265503,0.4572704081632653,0.009964923469387755,1853,6266,0,0,3.8832313852443043,0.9977930859576194,0.7979777737292767,0.009554196149110794
flickr,cram_c3_stage1,13447842855,107,0.8043529987335205,0.5527182221412659,0.25163477659225464,0.9739837646484375,0.9569637511485225,0.769580969633408,0.37496381998062134,0.41806839923469385,0.05054209183673469,5083,931,565,1435,3.885458870525689,0.9983654364544977,0.8319033263765427,0.00914094876497984
flickr,cram_c3_stage1,13579448834,108,0.6012454628944397,0.5418548583984375,0.0593906044960022,0.6158599853515625,0.5575392260617494,0.9004904875148633,0.34238892793655396,0.26817602040816324,0.020846619897959183,9580,9682,0,0,3.8871101497229197,0.998789731275621,0.5319373106808903,0.008462117984890938
flickr,cram_c3_stage1,13660204414,109,0.6001005172729492,0.688310980796814,-0.08821046352386475,0.4149017333984375,0.5394970414201183,0.8402672635112896,0.31988680362701416,0.30275430484693877,0.04322783801020408,1723,5692,142,440,3.886957931558319,0.9987506189443875,0.4941925742382593,0.007668169215321541
flickr,cram_c3_stage1,13721325644,110,0.7144898176193237,0.7659178972244263,-0.05142807960510254,0.4221649169921875,0.7885678278872986,0.7612534325141646,0.42566978931427,0.5733617665816326,0.11114875637755102,3320,4052,2,0,3.886694627479058,0.9986829631794518,0.6566965021964347,0.008241357281804085
flickr,cram_c3_stage1,13861270725,111,0.658846378326416,0.7101849317550659,-0.0513385534286499,0.448577880859375,0.7175053153791637,0.6235782039173818,0.4576357901096344,0.4853515625,0.12326610331632654,3144,7986,0,265,3.887863398130791,0.9989832778297197,0.5552468007312614,0.008010391145944595
flickr,cram_c3_stage1,14062380939,112,0.6869907379150391,0.6395968198776245,0.04739391803741455,0.5732269287109375,0.6470436163533626,0.5662938780787381,0.37733036279678345,0.3082948022959184,0.10630580357142858,5390,4152,0,1043,3.8864227131039146,0.9986130950061255,0.46416743939594646,0.008284395560622215
flickr,cram_c3_stage1,14172932360,113,0.6746122241020203,0.6266595721244812,0.04795265197753906,0.6334075927734375,0.649360664709687,0.8287192837640485,0.23096434772014618,0.31387515943877553,0.04352678571428571,4904,4842,0,0,3.8753378295792955,0.9957648433717937,0.5857155679217341,0.012401996180415154
flickr,cram_c3_stage1,14174434304,114,0.7799732089042664,0.5843936800956726,0.19557952880859375,0.8707427978515625,0.838949749940462,0.9398699349674837,0.3326666057109833,0.5975964604591837,0.021783322704081634,4237,3770,7,0,3.8863056226697723,0.9985830087161189,0.8125126135216952,0.008220560848712921
flickr,cram_c3_stage1,14203929291,115,0.7307960987091064,0.6679179668426514,0.06287813186645508,0.6198272705078125,0.7866921425335356,0.6666555384923549,0.4809005856513977,0.5969786352040817,0.17191485969387754,4148,6444,0,271,3.886216459145296,0.9985600982224049,0.5871594701480469,0.008708427660167217
flickr,cram_c3_stage1,14414061986,116,0.7837541103363037,0.5372805595397949,0.2464735507965088,0.8987274169921875,0.8936468234117059,0.8355081614517562,0.27542224526405334,0.42612005739795916,0.02702487244897959,5011,1789,988,0,3.8817358442752785,0.9974088079451552,0.836878103625972,0.009722542949020863
flickr,cram_c3_stage1,14566072101,117,0.5988842248916626,0.556489109992981,0.04239511489868164,0.6181488037109375,0.5957772858845565,0.9071817474721287,0.3428279757499695,0.3843470982142857,0.028160873724489797,3033,6554,90,219,3.887372172310794,0.9988570577624071,0.5684254987328612,0.008113536983728409
flickr,cram_c3_stage1,14648401332,118,0.7424837350845337,0.4764009714126587,0.266082763671875,0.9239883422851562,0.8329236499068902,0.9536886993603412,0.3269273340702057,0.4673549107142857,0.01233657525510204,3623,4270,1201,248,3.8840171391586726,0.9979949847746716,0.814154137391241,0.009537036530673504
flickr,cram_c3_stage1,14652810592,119,0.669263482093811,0.5076029300689697,0.1616605520248413,0.7942657470703125,0.6811664218907011,0.9104504597582395,0.23189067840576172,0.3858019770408163,0.006477200255102041,4400,9927,0,0,3.8836902485398297,0.9979109905010918,0.6727165158975533,0.009442463517189026
flickr,cram_c3_stage1,14678892718,120,0.7105308771133423,0.603541910648346,0.10698896646499634,0.718475341796875,0.7855840208423795,0.6128726287262872,0.34194716811180115,0.29416454081632654,0.08225047831632654,10845,2981,0,0,3.885224141929491,0.9983051231362512,0.578314793504667,0.009250300005078316
flickr,cram_c3_stage1,14680986811,121,0.6362543106079102,0.6118383407592773,0.024415969848632812,0.60443115234375,0.6823309909501474,0.7751782884310618,0.42683959007263184,0.5030293367346939,0.09978874362244898,2459,8435,0,130,3.8865913279857,0.9986564204602497,0.5808975253477429,0.00863749347627163
flickr,cram_c3_stage1,14742398172,122,0.7024477124214172,0.4492817521095276,0.25316596031188965,0.7998199462890625,0.8065239742031965,0.9170031880977684,0.22555211186408997,0.46884964923469385,0.027303890306122448,6382,7715,0,0,3.882109711218571,0.9975048727463677,0.7672268160398329,0.009680173359811306
flickr,cram_c3_stage1,14778198185,123,0.6827424168586731,0.43776437640190125,0.24497804045677185,0.8455123901367188,0.7064326619273301,0.9455825018172206,0.20144404470920563,0.3015983737244898,0.0007772640306122449,7951,3843,0,0,3.876426503349047,0.996044577194622,0.7050751416605076,0.012144061736762524
flickr,cram_c3_stage1,14899015793,124,0.76959228515625,0.45880234241485596,0.31078994274139404,0.973907470703125,0.8556431678087549,0.9973921289710763,0.27249881625175476,0.5464166135204082,0.0,8242,4835,0,0,3.887263676166306,0.998829179768004,0.8556431678087549,0.006812674924731255
flickr,cram_c3_stage1,15135657108,125,0.660689651966095,0.47778746485710144,0.18290218710899353,0.8310416666666667,0.6769990399122205,0.9794082631509325,0.27358025312423706,0.4519889987244898,0.001096141581632653,278,9383,379,55,3.8859767906415588,0.9984985155990104,0.6758660560787476,0.009203636087477207
flickr,cram_c3_stage1,15210828119,126,0.6440949440002441,0.5691056251525879,0.07498931884765625,0.629058837890625,0.6911971991088074,0.767558697298662,0.340325266122818,0.394710618622449,0.07955994897959184,7558,5141,0,0,3.8846982278001625,0.9981699899366059,0.5850105830286704,0.009523654356598854
flickr,cram_c3_stage1,15679023977,127,0.8424012064933777,0.6875227689743042,0.1548784375190735,0.8828582763671875,0.9883452982362847,0.5316567342073898,0.38275283575057983,0.4180285395408163,0.17783402423469388,5816,244,0,274,3.8802665237506795,0.9970312672541546,0.5518905275660695,0.010887290351092815
flickr,cram_c3_stage1,15799251138,128,0.5858712196350098,0.6487249135971069,-0.06285369396209717,0.508880615234375,0.6072122009269698,0.8136251101506441,0.42148667573928833,0.47494818239795916,0.06244021045918367,5544,10075,0,116,3.886254384580669,0.9985698431315908,0.552958790817054,0.008741291239857674
flickr,cram_c3_stage1,15994498891,129,0.6724665760993958,0.5372576713562012,0.13520890474319458,0.7119903564453125,0.6527072319546664,0.8569225185991654,0.3456701338291168,0.4393335459183674,0.04647640306122449,2628,5764,1067,156,3.88801755209724,0.9990228875636338,0.6040354299235763,0.007105126976966858
flickr,cram_c3_stage1,16012165838,130,0.7198697924613953,0.5650971531867981,0.15477263927459717,0.85516357421875,0.8318424426752542,0.9451012941256183,0.38448020815849304,0.5882892219387755,0.022181919642857144,6001,5994,0,0,3.8856351153852478,0.9984107224250869,0.8051226551226551,0.010397039353847504
flickr,cram_c3_stage1,16101081359,131,0.7037755250930786,0.5375683307647705,0.1662071943283081,0.7981414794921875,0.763959788839138,0.9318471608296498,0.27331534028053284,0.4689094387755102,0.011599170918367346,2444,6730,0,29,3.8819508496184794,0.997464053389891,0.7487747818514028,0.010182938538491726
flickr,cram_c3_stage1,16369370669,132,0.7753138542175293,0.7279573678970337,0.047356486320495605,0.6843414306640625,0.8856281904247904,0.6649164274860713,0.40099790692329407,0.5902224170918368,0.1327327806122449,2784,2265,0,293,3.885028365692745,0.9982548185944817,0.6814964785685858,0.008182398043572903
flickr,cram_c3_stage1,16419739420,133,0.6510719060897827,0.8477730751037598,-0.19670116901397705,0.239166259765625,0.6823203923611735,0.6189094938565329,0.5952569246292114,0.6115074936224489,0.19321986607142858,34,5037,0,4352,3.887613690238493,0.9989191155937556,0.5060423967063276,0.0077901314944028854
flickr,cram_c3_stage1,16563757295,134,0.7134933471679688,0.8662905693054199,-0.15279722213745117,0.309661865234375,0.6917004390408645,0.5905355726951632,0.5091161131858826,0.5529735331632653,0.18379304846938777,264,6901,0,1381,3.8838970004069666,0.9979641152219936,0.4978729869340626,0.009492584504187107
flickr,cram_c3_stage1,16659090834,135,0.7564631700515747,0.6938468217849731,0.06261634826660156,0.6564178466796875,0.808069772946596,0.7639869168531589,0.46798422932624817,0.5788624043367347,0.12109375,1674,5207,0,859,3.8865389681623435,0.9986429666470348,0.6616671387890806,0.008488217368721962
flickr,cram_c3_stage1,16804898716,136,0.6589561700820923,0.6464663743972778,0.012489795684814453,0.532806396484375,0.62751711808952,0.8462133272685922,0.34212207794189453,0.4381576849489796,0.05528539540816327,3115,9507,0,0,3.8863993300567783,0.998607086751544,0.5738256068597514,0.008219262585043907
flickr,cram_c3_stage1,16950760048,137,0.7166992425918579,0.673427939414978,0.04327130317687988,0.6093292236328125,0.7033519062870179,0.7033827658827659,0.3974207937717438,0.45424107142857145,0.12386399872448979,4952,4848,0,5,3.882184748316678,0.9975241534665343,0.5526578874793161,0.010531418956816196
flickr,cram_c3_stage1,17140316339,138,0.7752492427825928,0.5826448202133179,0.1926044225692749,0.9114837646484375,0.9553015280531902,0.8073541009463723,0.311785489320755,0.5054209183673469,0.05528539540816327,9127,1579,0,0,3.8819538979303445,0.9974648366510982,0.8458265341953608,0.00981964636594057
flickr,cram_c3_stage1,17537079145,139,0.8086503744125366,0.7460504770278931,0.06259989738464355,0.696319580078125,0.9558813165127916,0.7597468070804392,0.48464033007621765,0.7115752551020408,0.11212531887755102,1094,1058,8,1553,3.8864664145478303,0.9986243240559192,0.7977296788613104,0.009127548895776272
flickr,cram_c3_stage1,19306860381,140,0.6268994808197021,0.49494659900665283,0.13195288181304932,0.6945037841796875,0.603680578376602,0.9713502860164399,0.2697337865829468,0.4146006058673469,0.006158322704081632,2166,6754,0,0,3.88436643545055,0.9980847361673674,0.598158782783731,0.009613108821213245
flickr,cram_c3_stage1,20854461578,141,0.789810299873352,0.5422312021255493,0.24757909774780273,0.8893585205078125,0.8999387880024485,0.8327543236915641,0.2798788249492645,0.5277822066326531,0.020926339285714284,3386,3535,0,107,3.883921948882282,0.9979705257120483,0.8629622383095285,0.008636918850243092
flickr,cram_c3_stage1,2401957951,142,0.7669594287872314,0.7379171848297119,0.02904224395751953,0.584564208984375,0.9983020269553221,0.30589880332986474,0.5683329105377197,0.6128826530612245,0.3998325892857143,11520,32,0,326,3.888225464755902,0.9990763105489558,0.31904358148210954,0.00794657040387392
flickr,cram_c3_stage1,2404965389,143,0.5343468189239502,0.7063292264938354,-0.17198240756988525,0.2900848388671875,0.36252739710863646,0.9182414624572421,0.6042256951332092,0.3554089604591837,0.005779655612244898,102,21051,0,0,3.888884520673711,0.9992456544208013,0.360214698959502,0.006805263459682465
flickr,cram_c3_stage1,2432219254,144,0.6076319813728333,0.6601746678352356,-0.052542686462402344,0.4388427734375,0.5644941781339785,0.6199819683021733,0.4290863573551178,0.4200015943877551,0.14325573979591838,6259,6670,0,0,3.8858966642663892,0.9984779271933206,0.43072840259119455,0.00854664295911789
flickr,cram_c3_stage1,2462141223,145,0.6225206255912781,0.573168158531189,0.04935246706008911,0.6085586547851562,0.6402075889059043,0.8551622251264276,0.3000989258289337,0.3507453762755102,0.032146843112244895,2371,3365,74,311,3.8839634470971056,0.9979811886439528,0.5991003542852593,0.008883049711585045
flickr,cram_c3_stage1,2465634368,146,0.6631395816802979,0.6820605993270874,-0.01892101764678955,0.4894866943359375,0.669854043392505,0.8408334653779116,0.41010311245918274,0.5031090561224489,0.02556999362244898,1257,11338,0,110,3.8866645055489424,0.9986752233744741,0.6437876283344202,0.009046179242432117
flickr,cram_c3_stage1,2499673064,147,0.689742922782898,0.6166278123855591,0.07311511039733887,0.5883331298828125,0.7830431141528776,0.5173821789734784,0.45898136496543884,0.5222616390306123,0.21257174744897958,7875,4909,0,0,3.887077793873591,0.9987814174669529,0.4845517413913261,0.008467702195048332
flickr,cram_c3_stage1,2509250774,148,0.7605390548706055,0.591050386428833,0.16948866844177246,0.7943267822265625,0.8573451611179393,0.6993984044640132,0.38137587904930115,0.45717075892857145,0.10487085459183673,6337,3331,14,1106,3.8801847012555375,0.9970102430318436,0.6691762252346194,0.011789729818701744
flickr,cram_c3_stage1,2542659118,149,0.673569917678833,0.8117297291755676,-0.13815981149673462,0.26593017578125,0.758465985073983,0.33530398962544816,0.5535315275192261,0.5225207270408163,0.3286232461734694,3955,621,461,1926,3.8874235821014866,0.9988702674655162,0.31307537527377627,0.007992174476385117
flickr,cram_c3_stage1,2630218696,150,0.7235214114189148,0.6068845987319946,0.11663681268692017,0.723419189453125,0.7171262045609802,0.9326137910176924,0.2741740345954895,0.5271843112244898,0.031369579081632654,944,3638,130,0,3.887147440006772,0.9987993129831501,0.6857496282088702,0.007288433611392975
flickr,cram_c3_stage1,2695985181,151,0.6186380982398987,0.5218478441238403,0.09679025411605835,0.6945648193359375,0.5848135083801215,0.9072335189742261,0.3136613965034485,0.30775669642857145,0.013751594387755101,11291,9434,0,0,3.885373562041634,0.9983435165102248,0.5684404860927958,0.010170387104153633
flickr,cram_c3_stage1,2698329253,152,0.6323567032814026,0.4562212824821472,0.17613542079925537,0.7501449584960938,0.611636567360928,0.9028311524055066,0.3189612329006195,0.40969786352040816,0.027881855867346938,7436,11712,0,0,3.8875307192135287,0.9988977962576586,0.5846800869483035,0.008120127022266388
flickr,cram_c3_stage1,2766580444,153,0.8575350642204285,0.7582293748855591,0.09930568933486938,0.80419921875,1.0,0.37933708082961815,0.4114530384540558,0.30845424107142855,0.18205915178571427,11471,0,0,171,3.8863103481252943,0.9985842229179988,0.3912435025989604,0.008611975237727165
flickr,cram_c3_stage1,2778088729,154,0.7128242254257202,0.6338609457015991,0.0789632797241211,0.6777191162109375,0.8187815656565657,0.6751431546069755,0.4030572175979614,0.38285235969387754,0.11411830357142858,4966,2608,0,1285,3.8842768448517333,0.9980617159372556,0.6013864416210702,0.009931357577443123
flickr,cram_c3_stage1,2808068937,155,0.6459025144577026,0.5636579990386963,0.08224451541900635,0.6228485107421875,0.6229619416540827,0.7790093048713739,0.334360808134079,0.36411830357142855,0.06963488520408163,10772,6606,0,0,3.8881096650096496,0.9990465559001328,0.5403276323532203,0.006265018135309219
flickr,cram_c3_stage1,2811549163,156,0.6278306245803833,0.5346680879592896,0.09316253662109375,0.6437530517578125,0.6017,0.8446492910954096,0.48979562520980835,0.42592075892857145,0.06208147321428571,8839,10969,0,0,3.889832217556992,0.9994891643494949,0.54510040767024,0.00617348775267601
flickr,cram_c3_stage1,2819123278,157,0.7371300458908081,0.5015912652015686,0.2355387806892395,0.933135986328125,0.8557635721641901,0.9721920441250209,0.2639915645122528,0.47696109693877553,0.005500637755102041,4218,4996,0,0,3.880654800048679,0.9971310345271163,0.8471635595688902,0.011200596578419209
flickr,cram_c3_stage1,2858344348,158,0.5734541416168213,,,,0.5366946778711484,0.9061779485663612,0.18324655294418335,0.33711336096938777,0.0,0,13199,0,0,3.8872694889427732,0.9988306733560995,0.5366946778711484,0.007325990125536919
flickr,cram_c3_stage1,2895192729,159,0.7642056941986084,0.5978771448135376,0.1663285493850708,0.8160400390625,0.8216833815709766,0.8941441441441441,0.28292253613471985,0.5442044005102041,0.03294403698979592,2643,5686,0,0,3.883616559187318,0.9978920560830389,0.7783817387700449,0.008881615474820137
flickr,cram_c3_stage1,2897081671,160,0.6588094830513,0.45399367809295654,0.2048158049583435,0.8173065185546875,0.6489305496378356,0.9869362363919129,0.2441055029630661,0.3844467474489796,0.0,2141,9152,0,0,3.8862237622830884,0.9985619747576077,0.6489305496378356,0.008248787373304367
flickr,cram_c3_stage1,2897653916,161,0.7951077222824097,0.5983477830886841,0.19675993919372559,0.835113525390625,0.9380894263841119,0.5671451569627046,0.3494458794593811,0.2971141581632653,0.1129623724489796,13768,960,0,13,3.879717316700626,0.9968901489578345,0.5759144472447381,0.011753345839679241
flickr,cram_c3_stage1,2907554899,162,0.6791043281555176,0.7107584476470947,-0.03165411949157715,0.4822845458984375,0.7340372875763076,0.7488890385133316,0.4870128333568573,0.5919961734693877,0.1288464604591837,5705,8085,0,0,3.8864030932586884,0.9986080537031559,0.6049768833288006,0.0081291189417243
flickr,cram_c3_stage1,2935372113,163,0.8420844078063965,0.6816842555999756,0.1604001522064209,0.8795013427734375,0.9775230388851427,0.6569486404833836,0.4349205195903778,0.46177455357142855,0.14431202168367346,7413,416,0,33,3.881956879623604,0.99746560279471,0.6672438356164384,0.011244353838264942
flickr,cram_c3_stage1,2961466546,164,0.6378824710845947,0.7528006434440613,-0.11491817235946655,0.3286590576171875,0.5655186292548298,0.6047405312346287,0.7309296131134033,0.6482780612244898,0.21446508290816327,2033,3682,1010,0,3.8895242553796767,0.9994100337232774,0.4319025139971457,0.0068378206342458725
flickr,cram_c3_stage1,3012435981,165,0.6738245487213135,0.8641818165779114,-0.1903572678565979,0.199462890625,0.679008534191898,0.5301115625645617,0.5704952478408813,0.5788026147959183,0.254703443877551,1956,1893,1504,891,3.886791631975482,0.9987078884044092,0.4342448559380597,0.007666449993848801
flickr,cram_c3_stage1,3052033339,166,0.8443152904510498,0.8993864059448242,-0.055071115493774414,0.3056182861328125,1.0,0.399527868852459,0.6303377747535706,0.7598254145408163,0.3848254145408163,4079,0,0,0,3.887244675958078,0.9988242976802475,0.44098317940997656,0.007869348861277103
flickr,cram_c3_stage1,3102685146,167,0.7307713031768799,0.5200859904289246,0.21068531274795532,0.8342437744140625,0.838204818904457,0.6725567081947684,0.3285715878009796,0.4015266262755102,0.045021524234693876,11896,2581,39,0,3.885436950023835,0.9983598039997144,0.7354337973893457,0.008634539321064949
flickr,cram_c3_stage1,3109408703,168,0.6624367237091064,0.4797193109989166,0.18271741271018982,0.794647216796875,0.7202641664385436,0.9609660336011687,0.28661617636680603,0.43654336734693877,0.0042251275510204085,3210,5329,0,0,3.886317859128077,0.9985861528639386,0.7150767767359696,0.007945876568555832
flickr,cram_c3_stage1,3202731977,169,0.6922455430030823,0.420360803604126,0.2718847393989563,0.902252197265625,0.7107525221330039,0.9277411986025262,0.22422295808792114,0.2966358418367347,0.004245057397959184,3972,4955,13,5,3.8817152747627404,0.9974035226259569,0.703044651494323,0.010395724326372147
flickr,cram_c3_stage1,3207674548,170,0.8264132738113403,0.6306238770484924,0.1957893967628479,0.8840789794921875,0.9641457355782501,0.6592993846966895,0.43226107954978943,0.527961575255102,0.1472217793367347,5488,381,1005,3388,3.8862437117441266,0.998567100755087,0.6848678535016861,0.008070683106780052
flickr,cram_c3_stage1,3230152596,171,0.8172891139984131,0.7577615976333618,0.05952751636505127,0.6888885498046875,0.9658572731418149,0.8583658375968796,0.4871951937675476,0.7868702168367347,0.09843351403061225,2397,836,4756,0,3.8891034553458717,0.9993019095033566,0.8466784920178879,0.007067185826599598
flickr,cram_c3_stage1,3403348616,172,0.7400906085968018,0.559623658657074,0.18046694993972778,0.7719268798828125,0.7386252904579866,0.8409284860897764,0.3310461938381195,0.35030691964285715,0.0458984375,4005,4936,241,65,3.884647110486342,0.9981568553851865,0.6623944072240023,0.009044747799634933
flickr,cram_c3_stage1,3413119417,173,0.6706024408340454,0.46209996938705444,0.20850247144699097,0.881439208984375,0.7001802859418892,0.9965984364743092,0.2857852280139923,0.33396444515306123,0.0,10433,7074,0,0,3.8857466741203854,0.998439387349619,0.7001802859418892,0.009239576756954193
flickr,cram_c3_stage1,3416359816,174,0.8517407178878784,0.6700664758682251,0.18167424201965332,0.86004638671875,0.9925354409735291,0.5929326238477104,0.4645184278488159,0.5318478954081632,0.201171875,12848,168,0,0,3.8836648906672653,0.9979044748167534,0.6077354432324473,0.009863474406301975
flickr,cram_c3_stage1,3484198977,175,0.7446202039718628,0.7610489130020142,-0.016428709030151367,0.49603271484375,0.773179577792244,0.7029975056018264,0.4521350860595703,0.47140066964285715,0.1329719387755102,6423,4788,0,123,3.885295742327014,0.9983235207990513,0.5901057562637518,0.008970736525952816
flickr,cram_c3_stage1,3535748358,176,0.7522879838943481,0.5724436044692993,0.17984437942504883,0.78948974609375,0.8338133858864549,0.8752088471636567,0.32492613792419434,0.5009964923469388,0.038763552295918366,5842,2369,1563,139,3.8832473989657075,0.9977972006700615,0.7765698351628958,0.009582160972058773
flickr,cram_c3_stage1,3568893693,177,0.7858607769012451,0.7325220704078674,0.053338706493377686,0.619140625,0.9205320329844593,0.7834632385194183,0.4579227864742279,0.5906608737244898,0.11405851403061225,1331,416,1396,1612,3.886356699621353,0.9985961328964943,0.750298898116134,0.008479421958327293
flickr,cram_c3_stage1,3668283413,178,0.7086813449859619,0.6723549962043762,0.03632634878158569,0.6456146240234375,0.7680409222782104,0.8264977488579973,0.501954972743988,0.6064453125,0.09775589923469388,1564,2901,708,1778,3.887751858465869,0.9989546178052638,0.6679814077025232,0.008542163297533989
flickr,cram_c3_stage1,3709678770,179,0.6522019505500793,0.5556425452232361,0.09655940532684326,0.6708831787109375,0.6420548654244307,0.9529461473457786,0.3532108664512634,0.5188536352040817,0.0244140625,2166,7812,0,0,3.8867345972065515,0.9986932333678038,0.6223253480496677,0.0079006627202034
flickr,cram_c3_stage1,3719297546,180,0.6339336037635803,0.6033754348754883,0.03055816888809204,0.611480712890625,0.6769564693114675,0.8829357798165137,0.3351588845252991,0.38016183035714285,0.033900669642857144,4421,3640,11,11,3.884747296607437,0.998182598125966,0.6336343115124153,0.008962970227003098
flickr,cram_c3_stage1,3727937033,181,0.756639838218689,0.490716814994812,0.26592302322387695,0.8604278564453125,0.8502337378157947,0.8376531112199902,0.3189828395843506,0.40676817602040816,0.05213647959183673,6922,2680,899,225,3.883661727303208,0.9979036619929806,0.7523543390248196,0.009060721844434738
flickr,cram_c3_stage1,3749326537,182,0.7836575508117676,0.8208087086677551,-0.03715115785598755,0.4113311767578125,0.9497984011932785,0.6008285663737689,0.4991479218006134,0.6759008290816326,0.25306919642857145,5817,1175,0,0,3.884399318056454,0.9980931853257009,0.5966502203417127,0.009049852378666401
flickr,cram_c3_stage1,3790233127,183,0.7573179006576538,0.6302393674850464,0.12707853317260742,0.748504638671875,0.872179285603561,0.8244369086494181,0.3224247992038727,0.47604432397959184,0.06517059948979592,2367,3437,0,75,3.884190599801457,0.9980395553430683,0.7618430469853184,0.008306175470352173
flickr,cram_c3_stage1,3801318146,184,0.7315472364425659,0.6728102564811707,0.058736979961395264,0.6962127685546875,0.8439294361812522,0.7334656084656085,0.5520341992378235,0.6629464285714286,0.14309630102040816,4667,1420,2509,927,3.888603488889842,0.9991734435368597,0.6760321418675533,0.00807076133787632
flickr,cram_c3_stage1,3828103578,185,0.7362573146820068,0.6459175944328308,0.09033972024917603,0.696624755859375,0.90047359612577,0.5405497841049977,0.39309555292129517,0.46617904974489793,0.15768494897959184,6690,2497,0,0,3.8841904932471714,0.9980395279640328,0.5759446101988294,0.009393880143761635
flickr,cram_c3_stage1,3896768873,186,0.7343709468841553,0.554816484451294,0.17955446243286133,0.8331756591796875,0.8319020646811621,0.8532253362761837,0.29241934418678284,0.4785754145408163,0.027543048469387755,2367,3407,1710,585,3.884382010740392,0.9980887382251834,0.7877011207012553,0.008814014494419098
