name,tau,neff_mean,neff_median,neff_p25,neff_p75,neff_p90,neff_p95,neff_n,hardest_weight_mean,hardest_weight_median,hardest_weight_p25,hardest_weight_p75,hardest_weight_p90,hardest_weight_p95,hardest_weight_n,second_weight_mean,second_weight_median,second_weight_p25,second_weight_p75,second_weight_p90,second_weight_p95,second_weight_n
default_neff_2.5,2.6128406021282223e-05,2.499999999999999,2.5513684482270937,1.8495136748650218,3.2004362270063482,3.6444924293754326,3.812196903030667,16384,0.5643554628250007,0.5121743383552049,0.40447887032905205,0.6908051296752546,0.9039534189012737,0.9785635167997645,16384,0.25145498522754023,0.27121718145523344,0.19527801330412403,0.3237111950320822,0.37926385734765905,0.411626543488301,16384
stronger_neff_2.0,1.3987111388194196e-05,1.9999999999999991,1.9302787710319378,1.2748538145840036,2.5687249169223465,3.1286325281021266,3.4482236336191496,16384,0.6797656732468328,0.6560163448497096,0.5008441663864854,0.8802850755576449,0.9899164087506149,0.9994270860094945,16384,0.2127225323391937,0.23180254238875872,0.08992477814015123,0.31703704439315866,0.38724504558522993,0.4233496211022392,16384
