sample_id,AUD_iou,IQR_iou
1PN-bfs2EhY_000030,0.29234937006332007,0.27970263724434874
1Qvce8w_Vds_000011,0.49055291877021673,0.4923990498812352
1RhYdQnZ_hw_000030,0.2769562734022974,0.2581492537313433
1SJFTbu1abo_000042,0.04225352112676056,0.03393872683911209
1TAOyk0Xgss_000370,0.5904961329325543,0.5781554560065657
1TJrceFMGrU_000114,0.6606053696631135,0.6964478579143166
1Tg9VvRZN5k_000030,0.5778234370671346,0.5839609387595293
1Thl21awe2g_000020,0.6723703005804942,0.6547181372549019
1U8Y6VifI-M_000050,0.28121096770356274,0.2652981317820785
1UXkMZNI5o4_000373,0.4987074965201829,0.4954378182184806
1V-_jMSJR6A_000024,0.082319255547602,0.08707195491980928
1VHm2PacRWc_000020,0.5282278594746773,0.5313522880431295
1WLMVX_Y2Pk_000018,0.7892615584174928,0.6878067018740945
1_0T2ZIjWnw_000031,0.5496547756041427,0.5365591397849462
1_JeO9Pg1aQ_000020,0.23863247863247863,0.2560161931179249
1_Q80fDGLRM_000010,0.6148090036811297,0.57561168835126
1_v-Kro86Io_000010,0.28408434430964763,0.2890252936818711
1_xoCNmTn3Y_000012,0.5466263317111666,0.5347377857463022
1_yyvTRVoZQ_000002,0.6262885206972854,0.5783783783783784
1_yyvTRVoZQ_000209,0.5096198967620835,0.5154919178335048
1aDnyPubxdY_000118,0.6552259982433619,0.6723619787269964
1cqcTbDxsHM_000130,0.6264330447281065,0.6490637702405544
1cwGW0cBdRs_000030,0.3789311119430925,0.4016962220508867
1cxvg7qu0G0_000070,0.4302868254739913,0.43030014292520247
1dyFP4MGkIM_000030,0.35797943248904973,0.40004278532463367
1eBzpkIY-TY_000198,0.6088029267462636,0.5766914629826426
1f-L1M-S6RQ_000030,0.11662155194637794,0.12182313932743125
1g3n6Zaqid8_000064,0.531941640318464,0.5132052821128451
1gSwLBNvEWE_000034,0.5279508264806047,0.5523526918185672
1gWu-9hPzFs_000022,0.7455845735132318,0.7264420331239292
1hba9jmspEQ_000030,0.3904471870492066,0.45543351250292124
1hknEtsmdOc_000030,0.26623970722781337,0.2786728255971158
1hoUEfsTmdE_000030,0.17784577138212937,0.1900383141762452
1hwkxJOl1PY_000020,0.25794419338641417,0.2776298011966802
1kTMiyc5eXg_000163,0.5894389438943894,0.502213515163851
1kiR-BU9Fik_000071,0.08825465670139024,0.08896088687641503
1mkIuq3rjUg_000019,0.4190577111183567,0.4091376989468683
1n6JyJt4kJ4_000018,0.2555346610821438,0.2621517359622803
1nUqhH8bAPk_000030,0.29082795290543106,0.28634944659918643
1oJAVJPX0YY_000020,0.5857251195893128,0.5788687862287019
1obzCbmFpa8_000410,0.2379343991593485,0.2602739726027397
1p3NSKpuJDs_000144,0.011596613984439987,0.009826302729528537
1p5jl5JeZx8_000117,0.49622422649906495,0.49961404862987263
1q8kkQhS97g_000140,0.484963347040944,0.45432667864284987
1rtXsGC-q3Q_000030,0.5888627911528674,0.5897083473013744
1sukRxLM77w_000021,0.595904931934836,0.5801699107430907
1tC7bTilFWk_000030,0.6631615041719053,0.615514817683679
1uCzQCdCC1U_000170,0.0407224644277296,0.04294447531955742
1uhuVsFGe6E_000050,0.13188354963170817,0.1398900101446954
1veIcvGPRYw_000003,0.18624825961229516,0.1928472414749099
1vrJPFfLMvA_000233,0.3518160326670965,0.43290281212787396
1vrR6Im_RDo_000030,0.35336104463198553,0.34639261744966443
1vy-ZxTMQf4_000377,0.6204156992195149,0.6133980146935113
1woaZGPrY9g_000002,0.012269221780789904,0.013157070359000062
1xS-iGBR2b8_000014,0.5550245861901794,0.5470984598459846
1xYpHbg0fEE_000030,0.22249242264044547,0.22680666643176772
1xyVkQJ8A54_000000,0.6856568882478687,0.6782994760073308
1yKGjTOk7NY_000030,0.1434360616369822,0.15409301060647268
1yWGmdevTuM_000030,0.41738617471979406,0.4424994065986233
1z19uJK6SB0_000076,0.5378399622700833,0.5346835605042555
1zQtgRqPHZU_000024,0.0793107383316216,0.09895251396648044
20Nlj7Cz4E0_000030,0.1208844773341605,0.11753040719196192
20qZLse0acs_000030,0.6420454545454546,0.5886871031610569
21I0YiLHzvg_000038,0.4100058387879905,0.3177245350453372
24tWz7gmngI_000030,0.617925940712646,0.6134561527819955
253aGgk7NSE_000010,0.5859528487229863,0.560503582669256
25PvbXDbZO8_000035,0.4714530481401647,0.4592936494776986
25QsgUI0x8U_000020,0.32971014492753625,0.31592080282072144
26dqZUTv5os_000175,0.25814385985961963,0.272637730645479
28StN9ykZ68_000094,0.02020248293554446,0.02209750964573834
28ehZa0fzmo_000028,0.5254270859123545,0.5848952590959207
28p0DrP3KgI_000021,0.21669261912176893,0.22253166235660765
29MZ0dwOBOM_000112,0.6058478965967953,0.5376640358660627
29ZWMYIEq3g_000141,0.21921689850592477,0.2791420118343195
29dwfsI1XlQ_000006,0.6380413999501205,0.5689410586631805
2ACsPTob5cY_000118,0.5840840466149277,0.5863171197066185
2ACsPTob5cY_000349,0.5655152239097048,0.5737047922081077
2ASyuuVhr6M_000052,0.7734668335419274,0.7446143154968728
2B-xGbzOjYY_000030,0.4870800113895216,0.47814780313615896
2BR2Ivk_EFA_000021,0.49235024126162175,0.49377264492753625
2Bljhdt61Y4_000038,0.5341618497109827,0.5356095878599758
2C4aXzGI2eI_000415,0.631986208002566,0.6549292836580584
2EYGJpU7juM_000130,0.17464038359083645,0.16701262272089762
2HZcxlRs-hg_000030,0.7462013632490769,0.6699683485384472
2IEoe3YvCJo_000020,0.5694172057489096,0.5365394790993003
2INpPpv4NRg_000560,0.15562913907284767,0.20499414748341788
2ISY5z0QQfc_000101,0.4685146931431998,0.5264878011704796
2Jpg_KvJWL0_000030,0.6251944925579074,0.5891227966577106
2JpvRGz5Dq0_000001,0.7792978615928607,0.7586965721540415
2K5Px-N6BEI_000447,0.6632558753630843,0.6377877673341507
2KEg1a42Wx0_000288,0.42908465624712133,0.3732568668880169
2LRhkMH48_Q_000030,0.6402119400447681,0.6172398906317456
2M0i--pR-To_000037,0.40804333853640623,0.37898089171974525
2MKPKDQcgVc_000036,0.7352509539184033,0.7416337438996049
2NESqWU89V0_000338,0.4948975426565434,0.5347802882049457
2Oe5kao1ycY_000310,0.5951340206185567,0.611954459203036
