epoch,learning_rate,epoch_seconds,loss_coarse,loss_equiv,loss_total,mean_valid_ratio,skipped_small_overlap_samples,actual_flip_ratio,mean_crop_scale,aud_l4_ciou,aud_l4_auc,aud_fine_ciou,aud_fine_auc
1,5e-05,201.29276776313782,0.00010975926081585537,0.000390066397670504,0.0004998256587647101,0.6623814638399145,0,0.49849171485765126,0.7783087847283726,0.3912369135323769,0.4132318728189221,0.4205118262892594,0.4246122528111671
2,5e-05,202.2873306274414,0.00012368414649102685,0.00034604249541768704,0.0004697266418310346,0.6626458400296995,0,0.5000486543594306,0.7786438181943316,0.3912369135323769,0.4132318728189221,0.4228383094222567,0.42635711516091507
3,5e-05,192.73846912384033,0.00012401275400853687,0.00033994639036328503,0.0004639591445012873,0.6631149343112185,0,0.49721975088967973,0.7789337649888415,0.3912369135323769,0.4132318728189221,0.42516479255525397,0.4269193485847227
4,5e-05,205.0446605682373,0.00012510089780924034,0.00033745046880459117,0.000462551366173649,0.662455938146632,0,0.4995621107651246,0.7782277069269975,0.3912369135323769,0.4132318728189221,0.42574641333850327,0.42758821248545953
5,5e-05,205.58508348464966,0.00012594200023133026,0.00033451410541161764,0.00046045610575946676,0.662848967780422,0,0.5023215080071174,0.778832512287907,0.3912369135323769,0.4132318728189221,0.42749127568825124,0.42795657231485074
6,5e-05,198.02878093719482,0.00012612537105130263,0.00033208349414312307,0.000458208865297998,0.6627577943097654,0,0.5035309163701067,0.7785543448348062,0.3912369135323769,0.4132318728189221,0.428266770065917,0.4277820860798759
7,5e-05,190.0596854686737,0.00012627855402670612,0.00032963296114732227,0.0004559115146691132,0.6627717288575563,0,0.4998401356761566,0.7788388208350253,0.3912369135323769,0.4132318728189221,0.4276851492826677,0.42835401318340444
8,5e-05,214.9928412437439,0.00012660027157485873,0.00032835044006127663,0.0004549507110535409,0.6629871290137335,0,0.4980260231316726,0.7790246924047368,0.3912369135323769,0.4132318728189221,0.4280728964715006,0.4283443195036836
9,5e-05,199.77532935142517,0.00012661859137451465,0.00032647062950391404,0.00045308922161638166,0.6629190405704797,0,0.49879754225978645,0.7788434948149101,0.3912369135323769,0.4132318728189221,0.4284606436603335,0.4281698332687088
10,5e-05,192.32139563560486,0.0001272012227818907,0.00032583474384801416,0.00045303596678526335,0.6628153136404383,0,0.4999582962633452,0.778843740339381,0.3912369135323769,0.4132318728189221,0.42749127568825124,0.4278693291973633
11,5e-05,190.79689288139343,0.0001277041387976457,0.0003248047383665356,0.0004525088764262283,0.6626482133975656,0,0.5012094083629893,0.7788378207072668,0.3912369135323769,0.4132318728189221,0.4290422644435828,0.42854788677782085
12,5e-05,197.79563689231873,0.00012781772841976996,0.00032353764199991497,0.00045135536972057156,0.6627958437089818,0,0.5015082851423488,0.7788316866257012,0.3912369135323769,0.4132318728189221,0.4278790228770841,0.42860604885614584
13,5e-05,189.05461049079895,0.00012725742959329988,0.00032187188069047773,0.0004491293103226172,0.662701409694563,0,0.49887399911032027,0.7786774666071786,0.3912369135323769,0.4132318728189221,0.428266770065917,0.42925552539744094
