dataset,group,seed,kind,map,sample_index,sample_id,iou,precision,coverage,pred_area_ratio,tp,fp,fn,taxonomy,GT_mean,FP_mean,GT_vs_FP_auroc,NearFP_mean,GT_vs_NearFP_auroc,FarFP_mean,GT_vs_FarFP_auroc,HighAUDFP_mean,GT_vs_HighAUDFP_auroc
flickr,C2,12345,best,AUD,0,10000130166,0.5531951478771963,0.9671768242689259,0.5531951478771963,0.36461654974489793,17694.5,0.0,14291.5,GOOD,0.5995517373085022,0.43863368034362793,0.701568603515625,0.44327592849731445,0.6960601806640625,,,,
flickr,C2,12345,best,IQR,0,10000130166,0.5554930281998375,0.9659146507203045,0.5554930281998375,0.36660953443877553,17768.0,0.0,14218.0,GOOD,0.5997796058654785,0.44174933433532715,0.6952362060546875,0.4469168782234192,0.688720703125,,,,
flickr,C2,12345,best,AUD,1,10007936344,0.7251021798365123,0.8071352744919624,0.8446675130931598,0.5256696428571429,21289.0,4156.0,3915.0,GOOD,0.7587710618972778,0.593349277973175,0.8129425048828125,0.6166639924049377,0.791900634765625,0.5008671283721924,0.8951568603515625,0.6863281726837158,0.7247395833333333
flickr,C2,12345,best,IQR,1,10007936344,0.7102042863352168,0.7899111226804507,0.8427828916045073,0.5359335140306123,21241.5,4705.0,3962.5,GOOD,0.761363685131073,0.6122589111328125,0.793670654296875,0.6334789991378784,0.77239990234375,0.5305482149124146,0.8730621337890625,0.7120150327682495,0.6914062499999999
flickr,C2,12345,best,AUD,2,10008553263,0.37910935420112135,0.37118878357030016,0.6769302794583694,0.5046237244897959,9398.5,10907.0,4485.5,OVER,0.6925135254859924,0.719262957572937,0.504852294921875,0.7656732797622681,0.4351348876953125,0.7421919107437134,0.49444580078125,0.8549986481666565,0.2909825211864407
flickr,C2,12345,best,IQR,2,10008553263,0.3857956210491062,0.3813731170336037,0.6637496398732354,0.48158482142857145,9215.5,10003.0,4668.5,OVER,0.6835623979568481,0.6902403831481934,0.5315399169921875,0.7454078197479248,0.454132080078125,0.7071961164474487,0.5360107421875,0.8395434617996216,0.31600900423728817
flickr,C2,12345,best,AUD,3,10009662863,0.582133905656696,0.7461908426317815,0.7129832172202717,0.5179767219387755,19393.5,6114.0,7807.0,GOOD,0.661448061466217,0.5708925724029541,0.6476593017578125,0.5734403133392334,0.6465606689453125,0.5481290817260742,0.67352294921875,0.7010205984115601,0.508550688976378
flickr,C2,12345,best,IQR,3,10009662863,0.5805185662287863,0.742964496587685,0.7124133747541406,0.5198102678571429,19378.0,6180.0,7822.5,GOOD,0.6641650199890137,0.5715393424034119,0.6489105224609375,0.5726373195648193,0.649627685546875,0.5470553040504456,0.6757659912109375,0.7068958878517151,0.5063668799212598
flickr,C2,12345,best,AUD,4,10013411946,0.56287389207899,0.5814044804496983,0.7618957345971564,0.4821827168367347,14066.5,6528.0,4396.0,GOOD,0.7196590900421143,0.6152039170265198,0.73529052734375,0.6401339173316956,0.7111053466796875,0.6057460904121399,0.7417755126953125,0.6718846559524536,0.6731445312500001
flickr,C2,12345,best,IQR,4,10013411946,0.5818769427118714,0.596627126514416,0.7655247122545701,0.4721181441326531,14133.5,5827.0,4329.0,GOOD,0.716404914855957,0.6050987243652344,0.7547760009765625,0.6369383335113525,0.7252197265625,0.5875798463821411,0.769500732421875,0.6748470067977905,0.67763671875
flickr,C2,12345,best,AUD,5,10016382545,0.512114888560415,0.5478744845121082,0.7870601336302895,0.6427574936224489,17669.5,12053.0,4780.5,GOOD,0.7060492634773254,0.7739602327346802,0.367645263671875,0.7876074910163879,0.342987060546875,0.7719401121139526,0.370697021484375,0.8483274579048157,0.2110595703125
flickr,C2,12345,best,IQR,5,10016382545,0.5049156314262374,0.5345820036386412,0.7983964365256124,0.6682278380102041,17924.0,13049.0,4526.0,GOOD,0.7102563977241516,0.8133589625358582,0.2972869873046875,0.8201181292533875,0.28948974609375,0.8141063451766968,0.2913360595703125,0.8929464221000671,0.151611328125
flickr,C2,12345,best,AUD,6,10031203703,0.8402476692453739,0.8651562454410177,0.9339349270843176,0.6830556441326531,29651.5,3540.0,2097.5,GOOD,0.8031487464904785,0.6300152540206909,0.834503173828125,0.643814206123352,0.8396453857421875,,,0.7081496715545654,0.7338573042168675
flickr,C2,12345,best,IQR,6,10031203703,0.83777484485131,0.8565358445063306,0.9396831396264449,0.6941764987244898,29834.0,3862.0,1915.0,GOOD,0.8031750917434692,0.64530348777771,0.82745361328125,0.6614288091659546,0.828765869140625,,,0.7280930280685425,0.7179499246987951
flickr,C2,12345,best,AUD,7,10035917404,0.7292985383818621,0.8659594820812408,0.7987238065227666,0.583366549744898,25347.5,3021.0,6387.5,GOOD,0.7436555027961731,0.583867073059082,0.8136749267578125,0.6636415719985962,0.7165374755859375,0.4353911876678467,0.967620849609375,0.719856858253479,0.6307692307692307
flickr,C2,12345,best,IQR,7,10035917404,0.695081826504921,0.8562240078945513,0.7655427761146999,0.5654894770408163,24294.5,3217.0,7440.5,GOOD,0.733184814453125,0.5903221964836121,0.7895355224609375,0.6694520115852356,0.68438720703125,0.4430866241455078,0.9552154541015625,0.7228692173957825,0.5994591346153848
flickr,C2,12345,best,AUD,8,10045181004,0.5620598671640433,0.8357142857142857,0.6209017629203771,0.36830357142857145,15444.0,2604.0,9429.5,GOOD,0.6509308815002441,0.6095893979072571,0.606842041015625,0.6367045640945435,0.579193115234375,,,0.7641362547874451,0.38611778846153844
flickr,C2,12345,best,IQR,8,10045181004,0.5595387497499136,0.8346174715138361,0.6184091503005207,0.3673070790816326,15382.0,2617.0,9491.5,GOOD,0.6471651196479797,0.6040410995483398,0.6100311279296875,0.6300546526908875,0.583648681640625,,,0.7530316114425659,0.397235576923077
flickr,C2,12345,best,AUD,9,10060697266,0.6777463260843771,0.9894828012868102,0.6789662257390773,0.40268255739795916,19992.5,53.0,9453.0,GOOD,0.6667672395706177,0.48724132776260376,0.770477294921875,0.4904634952545166,0.7673797607421875,,,,
flickr,C2,12345,best,IQR,9,10060697266,0.6561976478551484,0.9903463070793748,0.6584707340680239,0.3901865433673469,19389.0,102.0,10056.5,GOOD,0.6589773893356323,0.4991466999053955,0.741851806640625,0.5024258494377136,0.7384490966796875,,,,
flickr,C2,12345,best,AUD,10,10061269855,0.5931848008085319,0.9969577121995741,0.5931848008085319,0.3930564413265306,19662.0,0.0,13484.5,GOOD,0.6001690626144409,0.43738341331481934,0.6943359375,0.43730026483535767,0.6941986083984375,,,,
flickr,C2,12345,best,IQR,10,10061269855,0.5830027303033503,0.9968276075518415,0.5830027303033503,0.38636001275510207,19324.5,0.0,13822.0,GOOD,0.5891059637069702,0.43777841329574585,0.67657470703125,0.437716007232666,0.677459716796875,,,,
flickr,C2,12345,best,AUD,11,10067897816,0.31891147858112756,0.3605374942171006,0.6722738501352782,0.4738719706632653,8572.5,14129.0,4179.0,OVER,0.7324576377868652,0.7153213620185852,0.5309600830078125,0.807235598564148,0.3941497802734375,0.6333745121955872,0.6597442626953125,0.826539933681488,0.34361683238636365
flickr,C2,12345,best,IQR,11,10067897816,0.3140115742049803,0.3594579431185534,0.6531780574834333,0.4617944834183674,8329.0,13773.0,4422.5,OVER,0.7225049734115601,0.706467866897583,0.5317230224609375,0.7943195104598999,0.403167724609375,0.6257812976837158,0.654022216796875,0.8160721063613892,0.35240589488636365
flickr,C2,12345,best,AUD,12,10069511285,0.68728266965788,0.8311910737299057,0.7686529716167477,0.5876514668367347,24508.5,3775.0,7376.5,GOOD,0.7379927635192871,0.6333374977111816,0.694183349609375,0.6993581056594849,0.6066436767578125,,,0.7215738296508789,0.5893773320895522
flickr,C2,12345,best,IQR,12,10069511285,0.7035250463821893,0.8513695554557701,0.7730280696252156,0.5769889987244898,24648.0,3150.0,7237.0,GOOD,0.7362133860588074,0.5953049063682556,0.7401580810546875,0.6633423566818237,0.6558685302734375,,,0.6828528642654419,0.6368353544776119
flickr,C2,12345,best,AUD,13,10079676496,0.8071716746888484,0.7624106170732425,0.9341794515855704,0.6772759885204082,25909.0,4364.0,1825.5,GOOD,0.784220814704895,0.6382966041564941,0.8231201171875,0.6586821675300598,0.80010986328125,,,0.7445840239524841,0.6827761627906976
flickr,C2,12345,best,IQR,13,10079676496,0.8036178893079825,0.7549099007896335,0.941048153022409,0.6890345982142857,26099.5,4743.0,1635.0,GOOD,0.7828568816184998,0.6430187225341797,0.8269195556640625,0.6604349613189697,0.804168701171875,,,0.7378109693527222,0.6987645348837209
flickr,C2,12345,best,AUD,14,10080652613,0.7063735457848594,0.980179471760951,0.7139656334231806,0.43086336096938777,21190.5,319.0,8489.5,GOOD,0.6773121953010559,0.41921818256378174,0.8755035400390625,0.41412851214408875,0.8764190673828125,,,0.5318055748939514,0.7819010416666666
flickr,C2,12345,best,IQR,14,10080652613,0.7339643356178056,0.9775134033408658,0.7433119946091644,0.44979671556122447,22061.5,378.0,7618.5,GOOD,0.694043755531311,0.4356127977371216,0.884124755859375,0.4277535378932953,0.8865814208984375,,,0.5494183301925659,0.7975260416666666
flickr,C2,12345,best,AUD,15,10106776154,0.49613748691515724,0.7649546457465065,0.5652029525865322,0.48776307397959184,18721.5,4611.0,14402.0,UNDER,0.5991825461387634,0.5285249948501587,0.607208251953125,0.5432242155075073,0.593994140625,,,0.6109933853149414,0.5296223958333334
flickr,C2,12345,best,IQR,15,10106776154,0.5214847663189389,0.7810586964350018,0.5893398946367383,0.4981066645408163,19521.0,4310.0,13602.5,GOOD,0.619741678237915,0.564935564994812,0.5993804931640625,0.5803367495536804,0.5859832763671875,,,0.6515857577323914,0.5224609375
flickr,C2,12345,best,AUD,16,10109936483,0.626011423131842,0.6063388398002305,0.9678072111846946,0.5187739158163265,15783.0,8904.0,525.0,GOOD,0.7825309038162231,0.6766954660415649,0.7401275634765625,0.6921597123146057,0.7078704833984375,0.6675442457199097,0.8062896728515625,0.750725269317627,0.5841121495327102
flickr,C2,12345,best,IQR,16,10109936483,0.6208791208791209,0.5989775899796272,0.9735405935737061,0.5282605229591837,15876.5,9263.0,431.5,GOOD,0.7777906656265259,0.6780709028244019,0.7386932373046875,0.6923855543136597,0.7093353271484375,0.6700553894042969,0.802764892578125,0.7507187128067017,0.5825058411214954
flickr,C2,12345,best,AUD,17,10110769444,0.529545523451475,0.6507209120375544,0.7145896407822601,0.5349370216836735,17466.0,8541.0,6976.0,GOOD,0.6356133222579956,0.7908890247344971,0.2658843994140625,0.8092319965362549,0.2206268310546875,0.7107946872711182,0.44091796875,0.6598799228668213,0.580078125
flickr,C2,12345,best,IQR,17,10110769444,0.5546471600688468,0.669287542187442,0.7383192864741019,0.5373684630102041,18046.0,8094.0,6396.0,GOOD,0.6528302431106567,0.796048104763031,0.31976318359375,0.8107784986495972,0.286865234375,0.7234860062599182,0.458465576171875,0.6547432541847229,0.568359375
flickr,C2,12345,best,AUD,18,10111706074,0.626933849026407,0.7037841074970992,0.7149973382006236,0.5324657206632653,18803.0,3694.0,7495.0,GOOD,0.7017651796340942,0.6112399697303772,0.7531280517578125,0.6469100713729858,0.729949951171875,0.568419337272644,0.7798316592261905,0.6830756664276123,0.708984375
