sample_id,AUD_iou,IQR_iou
10000130166,0.7151409991871444,0.6793284561995874
10007936344,0.7576507936507937,0.7511798469387755
10008553263,0.41325650530333613,0.40691890262285196
10009662863,0.6193296623633027,0.5832001582880538
10013411946,0.5944360118710496,0.5891159309110352
10016382545,0.5971175790164754,0.5772065772065772
10031203703,0.8630348676708876,0.8616505571812835
10035917404,0.6234541877459246,0.5702927709171639
10045181004,0.6356135214266703,0.6050916533510476
10060697266,0.7904125789096723,0.7369053300202406
10061269855,0.7049163350150168,0.6546799285896455
10067897816,0.3271398848405671,0.3135065240390267
10069511285,0.8027436922652695,0.7933080879443848
10079676496,0.8373566444783062,0.854820378514602
10080652613,0.8127358645358186,0.8081953207150369
10106776154,0.6427890080884371,0.6218449703016052
10109936483,0.7255390096839028,0.7214957185405808
10110769444,0.6148552513139174,0.5964453817470505
10111706074,0.6186418458311485,0.6247345083280545
10119607346,0.5101455216232834,0.4489733275174074
10119736773,0.8652089220554747,0.8291662092436052
10129791115,0.6714221704453804,0.6578447219311178
10129813456,0.7688748296343659,0.7628191067541802
10163352444,0.7925475210339002,0.7663557551530704
10165890496,0.5239492912008993,0.5253113408897823
10173808724,0.7654232626024475,0.7434876180893286
10202025415,0.7751827372218558,0.6754271579711508
10221582415,0.7036671622917332,0.6395210419438415
10234680056,0.6540156458169645,0.6308708912233141
10246013484,0.7235283194057567,0.7624792013311148
10268129763,0.794212962962963,0.7863289087822195
10278084464,0.634641651031895,0.6387679997556767
10283938426,0.4567533838917155,0.4787547728724199
10289643764,0.6633729523963796,0.6487376060513135
10304554474,0.6377753701697364,0.6022324422726837
10308472565,0.6092455458611336,0.615866388308977
10369815925,0.8077896758424024,0.8101885060109604
10389014583,0.6491817037347881,0.6416114227434982
10409146004,0.5513533419259805,0.5541613415437048
10409351364,0.8304500842668782,0.7900266502665027
10413912845,0.37641136428484084,0.3938059219629185
10437048305,0.6143581221437474,0.5931220321716699
10440265465,0.5999851146174456,0.6144528648888608
10441843213,0.7783944621741209,0.765970775712205
10446128125,0.7494868654811391,0.7524450410557696
10451898725,0.05410147056725955,0.055355292538054025
10468313544,0.4386301041791402,0.4437024201242188
10476442285,0.6797572295608711,0.6656115575034494
10476446674,0.7134351101955583,0.7137341112144528
10477544895,0.5969524675915396,0.5963944416231938
10481128583,0.56405983568439,0.5593191196698762
10520382525,0.6588681892265479,0.6657530807372848
10545790805,0.7196594191880796,0.6685919450515142
10548273474,0.4430081244836133,0.46757513533694234
10549911663,0.5522524654832347,0.5373596828338372
10555704135,0.6020922439861607,0.5956027033963556
10557361454,0.2188929850707245,0.20456197991005307
10610974774,0.703477606758477,0.6660687420437449
10624261424,0.7193939657421093,0.697878453038674
10635080206,0.6650438317104984,0.686929232700455
10654057765,0.6247528207514249,0.6101089375658897
10659354545,0.5857929540793991,0.5170029895366218
10666396623,0.663435213859342,0.687748359155244
10667001125,0.3879679318660786,0.41499918659508706
10701841844,0.5076804307375589,0.49874331764142665
10743985374,0.6177659168890584,0.5769564561165195
10751849775,0.7114643613769177,0.7399913519316504
10761625676,0.7485066941297631,0.75399469897766
10771238614,0.7678634331391411,0.7567620159564118
10795023275,0.5916698316242562,0.5930850394097353
10796050285,0.7582543737670989,0.7549777066811886
10805310706,0.5631651531315864,0.5529399261365145
