dataset,group,seed,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
vggss,C2,12345,0,-0BIyqJj9ZU_000030,FP,0.289581298828125,0.2688888888888889,3600
vggss,C2,12345,0,-0BIyqJj9ZU_000030,NearFP,0.369598388671875,0.4132329050361837,6771
vggss,C2,12345,0,-0BIyqJj9ZU_000030,FarFP,0.21533203125,0.11409691629955947,2270
vggss,C2,12345,0,-0BIyqJj9ZU_000030,HighAUDFP,0.33249080882352944,0.3548387096774194,1612
vggss,C2,12345,1,-0UuUoXQUoI_000107,FP,0.628173828125,0.4856072555205047,5072
vggss,C2,12345,1,-0UuUoXQUoI_000107,NearFP,0.613189697265625,0.46349942062572425,5178
vggss,C2,12345,1,-0UuUoXQUoI_000107,FarFP,,,0
vggss,C2,12345,1,-0UuUoXQUoI_000107,HighAUDFP,,,0
vggss,C2,12345,2,-2-wdcN5vOw_000017,FP,0.47467041015625,0.3792633015006821,3665
vggss,C2,12345,2,-2-wdcN5vOw_000017,NearFP,0.4731597900390625,0.3781241601719968,3721
vggss,C2,12345,2,-2-wdcN5vOw_000017,FarFP,,,0
vggss,C2,12345,2,-2-wdcN5vOw_000017,HighAUDFP,,,0
vggss,C2,12345,3,-23CeprtibU_000030,FP,0.704864501953125,0.6209770780273212,4319
vggss,C2,12345,3,-23CeprtibU_000030,NearFP,0.607818603515625,0.6126218573627501,7796
vggss,C2,12345,3,-23CeprtibU_000030,FarFP,0.7919464111328125,0.6576271186440678,3540
vggss,C2,12345,3,-23CeprtibU_000030,HighAUDFP,0.6653645833333334,0.7022132796780685,497
vggss,C2,12345,4,-2Dm0VjW8oM_000001,FP,0.244659423828125,0.1785069235400361,3322
vggss,C2,12345,4,-2Dm0VjW8oM_000001,NearFP,0.238525390625,0.23670212765957446,3384
vggss,C2,12345,4,-2Dm0VjW8oM_000001,FarFP,,,0
vggss,C2,12345,4,-2Dm0VjW8oM_000001,HighAUDFP,0.20731026785714285,0.5089285714285714,672
vggss,C2,12345,5,-2sOH8XovEE_000484,FP,0.7398529052734375,0.32788193059433585,5014
vggss,C2,12345,5,-2sOH8XovEE_000484,NearFP,0.65142822265625,0.3320350535540409,7189
vggss,C2,12345,5,-2sOH8XovEE_000484,FarFP,0.7214202880859375,0.3110934076877116,5021
vggss,C2,12345,5,-2sOH8XovEE_000484,HighAUDFP,0.40001977848101267,0.31026884089907447,4538
vggss,C2,12345,6,-3Kv4fdm7Uk_000030,FP,0.9291534423828125,0.5438922433813284,2153
vggss,C2,12345,6,-3Kv4fdm7Uk_000030,NearFP,0.858795166015625,0.4945932028836251,3884
vggss,C2,12345,6,-3Kv4fdm7Uk_000030,FarFP,0.995330810546875,0.7703252032520326,492
vggss,C2,12345,6,-3Kv4fdm7Uk_000030,HighAUDFP,0.4280598958333333,0.31524789522918617,1069
vggss,C2,12345,7,-4bPiXbovf0_000008,FP,0.3439178466796875,0.28481297881928797,4438
vggss,C2,12345,7,-4bPiXbovf0_000008,NearFP,0.441375732421875,0.35450061652281134,4866
vggss,C2,12345,7,-4bPiXbovf0_000008,FarFP,0.27130126953125,0.30894128113879005,4496
vggss,C2,12345,7,-4bPiXbovf0_000008,HighAUDFP,0.023111979166666668,0.0029940119760479044,334
vggss,C2,12345,8,-5CGQGSFGyg_000060,FP,0.52099609375,0.09090909090909091,4444
vggss,C2,12345,8,-5CGQGSFGyg_000060,NearFP,0.5589752197265625,0.15454545454545454,5720
vggss,C2,12345,8,-5CGQGSFGyg_000060,FarFP,0.550506591796875,0.026366808840635907,2579
vggss,C2,12345,8,-5CGQGSFGyg_000060,HighAUDFP,0.2247983870967742,0.13232104121475055,1383
vggss,C2,12345,9,-5z9IXBJefc_000227,FP,0.4202880859375,0.5989690721649484,2910
vggss,C2,12345,9,-5z9IXBJefc_000227,NearFP,0.2989654541015625,0.46974157670919203,3057
vggss,C2,12345,9,-5z9IXBJefc_000227,FarFP,0.604522705078125,0.8614637789395071,2678
vggss,C2,12345,9,-5z9IXBJefc_000227,HighAUDFP,0.1552734375,0.3933588761174968,783
vggss,C2,12345,10,-79qo5MUYBk_000207,FP,0.574951171875,0.5529030952862634,4943
vggss,C2,12345,10,-79qo5MUYBk_000207,NearFP,0.4811859130859375,0.5704859993562923,6214
vggss,C2,12345,10,-79qo5MUYBk_000207,FarFP,0.6366119384765625,0.6044960474308301,4048
vggss,C2,12345,10,-79qo5MUYBk_000207,HighAUDFP,0.2885990466101695,0.40764744005184705,3086
vggss,C2,12345,11,-7TanrCbmME_000030,FP,0.515350341796875,0.336155800169348,3543
vggss,C2,12345,11,-7TanrCbmME_000030,NearFP,0.5711822509765625,0.2934841141626279,3714
vggss,C2,12345,11,-7TanrCbmME_000030,FarFP,0.481170654296875,0.36495791889824025,3921
vggss,C2,12345,11,-7TanrCbmME_000030,HighAUDFP,0.4170636432926829,0.1446229913473424,809
vggss,C2,12345,12,-7sg--aJdrc_000049,FP,0.823883056640625,0.8687633010167889,4229
vggss,C2,12345,12,-7sg--aJdrc_000049,NearFP,0.4286956787109375,0.6086686022397345,4822
vggss,C2,12345,12,-7sg--aJdrc_000049,FarFP,0.9071807861328125,0.9305354558610709,4146
vggss,C2,12345,12,-7sg--aJdrc_000049,HighAUDFP,0.5911658653846154,0.7496902106567535,807
vggss,C2,12345,13,-7tYmeOmsRg_000058,FP,0.292022705078125,0.29093198992443325,3970
vggss,C2,12345,13,-7tYmeOmsRg_000058,NearFP,0.2443084716796875,0.10858626846291186,6161
vggss,C2,12345,13,-7tYmeOmsRg_000058,FarFP,0.336212158203125,0.3963286187180259,3323
vggss,C2,12345,13,-7tYmeOmsRg_000058,HighAUDFP,0.0428125,0.015070921985815602,1128
vggss,C2,12345,14,-7tYmeOmsRg_000180,FP,0.8772125244140625,0.9251173452679838,9161
vggss,C2,12345,14,-7tYmeOmsRg_000180,NearFP,0.734039306640625,0.8475202075641154,10021
vggss,C2,12345,14,-7tYmeOmsRg_000180,FarFP,0.9526824951171875,0.998550549583283,8279
vggss,C2,12345,14,-7tYmeOmsRg_000180,HighAUDFP,0.9231770833333334,0.9247107908211645,5273
vggss,C2,12345,15,-86gl1hp1Aw_000105,FP,0.626556396484375,0.31893236824247906,4421
vggss,C2,12345,15,-86gl1hp1Aw_000105,NearFP,0.5973968505859375,0.34247772147475103,5723
vggss,C2,12345,15,-86gl1hp1Aw_000105,FarFP,0.5828857421875,0.0,2228
vggss,C2,12345,15,-86gl1hp1Aw_000105,HighAUDFP,0.5095968364197531,0.3794686782551656,3049
vggss,C2,12345,16,-8cgbhIR_pw_000030,FP,0.441558837890625,0.18803889194643184,5451
vggss,C2,12345,16,-8cgbhIR_pw_000030,NearFP,0.26751708984375,0.3709306149292996,6082
vggss,C2,12345,16,-8cgbhIR_pw_000030,FarFP,0.5753326416015625,0.07305844675740593,4996
vggss,C2,12345,16,-8cgbhIR_pw_000030,HighAUDFP,0.09485035211267606,0.23324022346368714,1432
vggss,C2,12345,17,-A3zsFeU_OI_000030,FP,0.55633544921875,0.6361410381978453,6126
vggss,C2,12345,17,-A3zsFeU_OI_000030,NearFP,0.539459228515625,0.5828347431400867,4847
vggss,C2,12345,17,-A3zsFeU_OI_000030,FarFP,0.61932373046875,0.6218740584513408,6638
vggss,C2,12345,17,-A3zsFeU_OI_000030,HighAUDFP,0.1261935763888889,0.3541666666666667,1296
vggss,C2,12345,18,-ANxUxvGASw_000010,FP,0.2801513671875,0.2092088197146563,7710
