category,sample_id,sort_key
BOTH_FAIL,10008553263,10008553263::000002
AUD_ONLY,10013411946,10013411946::000004
IQR_HURT,10013411946,10013411946::000004
IMG_ONLY,10548273474,10548273474::000053
OGL_RESCUE_CAPTURED_BY_IMG,10548273474,10548273474::000053
IQR_RESCUE,10701841844,10701841844::000064
OGL_RESCUE_NOT_CAPTURED_BY_IMG,10939270325,10939270325::000075
