margin_bucket,n,margin_mean,groupA_fraction,ogl_minus_aud_iou,precision,coverage,activated_area,gt_nearfp_gap,aud_iou,violation_rate
Q1_lowest,1032,-2.405785496065175e-05,0.07751937984496124,0.009846699873399301,0.5177573641817133,0.8100616280422654,0.43987066688048765,0.0437450155042119,0.41899884087050887,1.0
Q2,1031,6.087544011042066e-06,0.07759456838021339,0.006947436404154081,0.5513225267367818,0.8193210820251016,0.46198765408806586,0.04908305368475035,0.44286650788541254,0.015518913676042677
Q3,1032,1.8212822503360537e-05,0.10077519379844961,0.010160916299370548,0.5611430543129147,0.8098132520825638,0.4435398637107459,0.050502068138075694,0.4443882586630919,0.0
Q4,1031,3.7414750320751214e-05,0.07468477206595538,0.010932488651961374,0.5319617433076668,0.8081121892604172,0.42452856923261545,0.04086961559071314,0.42222237114967565,0.0
Q5_highest,1032,0.00012098585914195771,0.08430232558139535,0.012552807928740759,0.525658205496811,0.8074497911833631,0.3815172916913858,0.04334203655712681,0.4203944567353086,0.0
