comparison,metric,left_n,left_mean,left_median,left_p10,left_p25,left_p75,left_p90,left_bootstrap_mean_ci_low,left_bootstrap_mean_ci_high,right_n,right_mean,right_median,right_p10,right_p25,right_p75,right_p90,right_bootstrap_mean_ci_low,right_bootstrap_mean_ci_high,mean_diff_left_minus_right,bootstrap_ci_low,bootstrap_ci_high,mannwhitney_p,rank_biserial
frozen OVER taxonomy vs non-OVER,margin,2730,3.174625313237377e-05,1.8171953797707487e-05,-1.605499624019556e-05,3.0397067405374388e-06,4.4178144435127544e-05,9.307601740145104e-05,2.915891781842778e-05,3.4323812939554205e-05,2428,3.171702122869618e-05,1.73374764926848e-05,-1.0955031734738434e-05,3.390223440646878e-06,4.2381340904285025e-05,8.626528388047059e-05,2.901136800079598e-05,3.426060939786938e-05,2.9231903677592343e-08,-3.480115521038708e-06,3.894295164045606e-06,0.8998161196474581,0.002027928139954449
frozen OVER taxonomy vs non-OVER,violation,2730,0.21245421245421245,0.0,0.0,0.0,0.0,1.0,0.19816849816849816,0.2272985347985348,2428,0.1927512355848435,0.0,0.0,0.0,0.0,1.0,0.17792421746293247,0.20820634266886326,0.01970297686936895,0.0004271970478724941,0.0415439982861729,0.07922193199417318,0.01970297686936906
frozen OVER taxonomy vs non-OVER,softplus_loss,2730,0.6931313081740479,0.693138094624324,0.6931006436341378,0.6931250917316913,0.6931456607077301,0.6931552080902859,0.6931300473831732,0.6931326148106314,2428,0.6931313226672562,0.6931385118592726,0.6931040488482174,0.6931259901140154,0.6931454854496617,0.6931526580908143,0.6931299240695027,0.6931324794632514,-1.449320830015921e-08,-1.7687284160017301e-06,1.9017470968635263e-06,0.8998161196474581,-0.002027928139954449
frozen OVER taxonomy vs non-OVER,normalized_margin,2730,0.25158493940170273,0.25288548515374465,-0.1569210494788928,0.039288330240615336,0.48647656781406334,0.6467441911438001,0.23804487367652882,0.2623969743463831,2428,0.27085975128667955,0.2729489902153768,-0.13848877115737956,0.05007289020397947,0.5011057465552258,0.6700294921203864,0.2607225051461028,0.2847699481558759,-0.019274811884976817,-0.03656421982145284,-0.00046375258271497794,0.03593610242777135,-0.033787135434581894
