sample_id,sample_index,d_pos,d_neg_mean,d_neg_min,d_neg_max,margin,violation,softplus_loss,normalized_margin,group,delta_iou,aud_iou,ogl_iou,aud_precision,aud_coverage,aud_area,aud_gap,aud_auroc,aud_nearfp_response,auto_taxonomy
AQ3TnlK8dS8_000584,1076,2.9037521017016843e-05,5.89873516219086e-05,3.633414235082455e-05,9.534120908938348e-05,2.994983060489176e-05,False,0.6931322057567669,0.34024281281839475,B_close,0.0424968751060863,0.5128663218931202,0.5553631969992066,0.5820438942837833,0.8118581175804138,0.5602877869897959,0.0345460176467895,0.6147308349609375,0.7008435726165771,OVER
AS_f4Rn-hAc_000007,1077,5.884793608856853e-06,1.3091243317830958e-05,6.690062946290709e-06,2.172879430872854e-05,7.206449708974105e-06,False,0.6931435773415825,0.379765772856039,transition,0.0784938907752465,0.3424379120606751,0.4209318028359217,0.3504642078027497,0.937313437461853,0.3928372130102041,0.0418644547462463,0.6494140625,0.8246849179267883,OVER
AScmP_vDPhs_000001,1078,1.805178908398375e-05,5.248554043646436e-05,4.244032606948167e-05,6.287092401180416e-05,3.443375135248061e-05,False,0.6931299638324795,0.4881635170826119,transition,-0.0691984720456058,0.4101364413190261,0.3409379692734203,0.6787370178041543,0.5089347958564758,0.4298469387755102,-0.1579328179359436,0.2907333374023437,0.7620944380760193,MIXED
ATAL-_Dblvg_000000,1079,3.0077713745413348e-05,2.2884879967932648e-05,6.378533271345077e-06,4.240776252117939e-05,-7.1928337774807005e-06,True,0.6931507769833012,-0.1358096939247613,B_close,0.0298618389668951,0.1334214796562293,0.1632833186231244,0.1334214796562293,1.0,0.3316127232142857,0.0816031098365783,0.6888885498046875,0.8015627861022949,OVER
ATYQeoKUFeU_000039,1080,1.1835340046673082e-05,0.0002964849245472,8.761160279391333e-05,0.0004253021324984,0.0002846495845005269,False,0.6930048658958683,0.9232269696973933,B_close,-0.0257352757816979,0.5565766441610402,0.5308413683793423,0.5864567551544694,0.9161350131034852,0.302555006377551,0.0990729331970214,0.696197509765625,0.7153233289718628,GOOD
ATnl-fq5nAk_000030,1081,1.131191402237164e-05,3.736561666300986e-05,1.4051616744836792e-05,7.527691923314705e-05,2.605370264063822e-05,False,0.6931341537934744,0.5352305619979184,B_close,-0.0137176829933456,0.4374386385949602,0.4237209556016145,1.0,0.4374386370182037,0.3196747448979591,,,,UNDER
AWcZq1PRcII_000020,1082,6.641875370405614e-05,0.0002275440747325,8.685565262567252e-05,0.0004473041044548,0.00016112532102844385,False,0.6930666211446022,0.5481146080178765,B_close,0.0021930622912831,0.2997553730560894,0.3019484353473726,0.3107367658379749,0.8945378661155701,0.4401108099489796,0.0013365149497985,0.520050048828125,0.788630485534668,OVER
AWet9qFT15M_000079,1083,7.427898253808962e-06,4.356649151304737e-05,1.2168871762696654e-05,8.817616617307067e-05,3.6138593259238405e-05,False,0.6931291114265654,0.7086778117315324,A_ogl_help,0.1110940576873777,0.5720012177795819,0.6830952754669597,0.7319654567885202,0.723555862903595,0.3069395727040816,0.1541451811790466,0.750732421875,0.588018536567688,GOOD
AY0jDdFbBZQ_000025,1084,9.827826579567044e-05,0.0001018051257233,1.5890558643150143e-05,0.000265015522018,3.526859927629558e-06,False,0.6931454171315363,0.01762694985939509,B_close,-0.020614309199409,0.2600067413836689,0.2393924321842598,0.2629650147014957,0.9585275053977966,0.4676937181122449,0.162992238998413,0.797576904296875,0.6753278970718384,OVER
AYhduTuI_zM_000102,1085,1.5077779607963748e-05,4.2138120079471264e-05,7.767510396661237e-06,5.935524313827045e-05,2.7060340471507516e-05,False,0.6931336504812423,0.4729514024315647,A_ogl_help,0.162178191811621,0.3914147937656075,0.5535929855772286,0.4521760756030838,0.744431734085083,0.4006895727040816,-0.0242694616317749,0.5052032470703125,0.7657245397567749,GOOD
