epoch,learning_rate,epoch_seconds,loss_coarse,loss_equiv,loss_total,mean_valid_ratio,skipped_small_overlap_samples,actual_flip_ratio,mean_crop_scale,aud_l4_ciou,aud_l4_auc,aud_fine_ciou,aud_fine_auc
1,5e-05,127.53918862342834,0.00020853539963128142,0.0006005363561647192,0.0008090717544625065,0.6623814638399145,0,0.49849171485765126,0.7783087847283726,0.8,0.6102000000000001,0.836,0.6369999999999999
2,5e-05,143.49741554260254,0.00023512036752558954,0.0005140436437371224,0.0007491640117287874,0.6626458400296995,0,0.5000486543594306,0.7786438181943316,0.8,0.6102000000000001,0.84,0.6369999999999999
3,5e-05,146.32870173454285,0.00023521997388352862,0.0005042351218059766,0.0007394550972430904,0.6631149343112185,0,0.49721975088967973,0.7789337649888415,0.8,0.6102000000000001,0.84,0.6386000000000001
4,5e-05,142.833993434906,0.00023681382573867595,0.0004988776009697202,0.0007356914271744717,0.662455938146632,0,0.4995621107651246,0.7782277069269975,0.8,0.6102000000000001,0.848,0.6386000000000001
5,5e-05,179.55633854866028,0.0002376885056305922,0.0004942886030787827,0.0007319771086058026,0.662848967780422,0,0.5023215080071174,0.778832512287907,0.8,0.6102000000000001,0.844,0.6404000000000001
6,5e-05,119.28847360610962,0.0002386652184511515,0.0004911185524988177,0.0007297837715455102,0.6627577943097654,0,0.5035309163701067,0.7785543448348062,0.8,0.6102000000000001,0.848,0.6398
7,5e-05,131.91194939613342,0.00023862637382239315,0.0004870636805331043,0.0007256900543037112,0.6627717288575563,0,0.4998401356761566,0.7788388208350253,0.8,0.6102000000000001,0.84,0.6410000000000001
8,5e-05,144.45958065986633,0.00023893657733592638,0.0004853322927788682,0.0007242688708656941,0.6629871290137335,0,0.4980260231316726,0.7790246924047368,0.8,0.6102000000000001,0.852,0.6412
9,5e-05,127.65886187553406,0.00023868332253549466,0.00048322404724018803,0.0007219073705265822,0.6629190405704797,0,0.49879754225978645,0.7788434948149101,0.8,0.6102000000000001,0.848,0.6406
10,5e-05,147.86837768554688,0.00023881809595285408,0.0004810194160811623,0.0007198375128367021,0.6628153136404383,0,0.4999582962633452,0.778843740339381,0.8,0.6102000000000001,0.848,0.6416000000000001
11,5e-05,135.2782118320465,0.00023908352609736236,0.0004792971887316694,0.0007183807148031387,0.6626482133975656,0,0.5012094083629893,0.7788378207072668,0.8,0.6102000000000001,0.852,0.6406000000000001
12,5e-05,114.28822183609009,0.00023977512893933153,0.0004779814808895427,0.0007177566102949498,0.6627958437089818,0,0.5015082851423488,0.7788316866257012,0.8,0.6102000000000001,0.844,0.6410000000000001
13,5e-05,116.86279845237732,0.00024013355708564217,0.000477575273393882,0.0007177088301947003,0.662701409694563,0,0.49887399911032027,0.7786774666071786,0.8,0.6102000000000001,0.852,0.642
14,5e-05,140.10896182060242,0.00023999064736104705,0.00047592203848700296,0.0007159126845016094,0.662504947376421,0,0.4989852090747331,0.7785212150460036,0.8,0.6102000000000001,0.852,0.6412
15,5e-05,135.3162705898285,0.00024095724805053555,0.0004756627180754436,0.0007166199641322114,0.6628030800522434,0,0.499756728202847,0.778768353721001,0.8,0.6102000000000001,0.852,0.6398
16,5e-05,119.22556972503662,0.00024067346918379252,0.0004741567765152102,0.0007148302458284681,0.6629070535673366,0,0.4993257895907473,0.778955324476724,0.8,0.6102000000000001,0.852,0.6412000000000001
