epoch,learning_rate,epoch_seconds,gradient_l2_mean,parameter_l2,info_loss,recon_loss,div_loss,a2v_loss,v2a_loss,original_match_loss,d_pos,d_neg,g_match,cram_loss,weighted_cram_loss,total_loss,AUD_cIoU,AUD_AUC,IQR_cIoU,IQR_AUC
1,5e-05,26.661513328552246,inf,199.06833302509992,11.023885678022335,11.667254765828451,0.5833937445273384,1.6065919972345746e-05,1.8522327108117817e-05,3.4588246960946635e-05,1.6065919902384616e-05,1.575770830897501e-05,-3.0821176462307693e-07,0.6931473337686979,0.6931473337686979,12.945556787344126,0.256,0.37040000000000006,0.36,0.42600000000000005
2,5e-05,22.19193959236145,7.356238007030146,199.10762061610703,10.650328807341747,6.578289423233423,5.420383352499742e-05,7.241206078152829e-06,5.306403767672936e-07,7.771846435972317e-06,7.241206101473206e-06,7.20354545335748e-06,-3.7660553012313194e-08,0.6931472038611387,0.6931472038611387,12.002087470812675,0.548,0.5095999999999999,0.576,0.5279999999999999
3,5e-05,21.834086894989014,10.314818206562839,199.12058618622174,10.399289253430489,5.0440458884606,0.000107888896495868,6.672127086951663e-06,4.124255621007204e-07,7.08455263520591e-06,6.672127086951663e-06,6.7030834764945885e-06,3.095636613714703e-08,0.6931471687096816,0.6931471687096816,11.59756014897273,0.632,0.5414,0.6,0.5343999999999999
4,5e-05,22.68238878250122,10.471639064777904,199.13645112325955,10.162689111171625,4.928466271131467,0.0003923469235022099,1.1147090285353792e-05,3.8740483887522714e-07,1.1534495080503313e-05,1.1147090331994546e-05,1.1085526425748145e-05,-6.156401241788409e-08,0.6931472038611387,0.6931472038611387,11.349875572400215,0.628,0.5572,0.668,0.5640000000000001
5,5e-05,22.495379209518433,19.104567456331175,199.15683497183497,9.960456750331781,4.839481671651204,0.000680309839737721,5.909020810344e-06,4.6690569978963117e-07,6.375926490457063e-06,5.909020740382869e-06,5.823417041028733e-06,-8.560368789891125e-08,0.6931472222010294,0.6931472222010294,11.138257906987118,0.756,0.6023999999999999,0.768,0.6053999999999999
6,5e-05,22.347353219985962,18.092377569077716,199.17932206100858,9.60512312864646,4.7510994764474725,0.00160428390909846,5.000199927543201e-06,1.1199870962231309e-05,1.6200070895604604e-05,5.0002000441450855e-06,4.976811128588638e-06,-2.338884327238807e-08,0.693147191634545,0.693147191634545,10.775160911755684,0.632,0.548,0.624,0.537
7,5e-05,21.726844310760498,39.00216179828947,199.20099595217317,9.213711518507738,4.700897351289407,0.001457102656459961,6.991003864151515e-06,3.364740118974087e-05,4.0638404849839084e-05,6.991003724229254e-06,6.851241568466111e-06,-1.397623411419201e-07,0.6931472420692444,0.6931472420692444,10.381158241858849,0.728,0.5873999999999999,0.72,0.5878000000000001
8,5e-05,21.933178663253784,46.30145973880731,199.22317023540705,8.648022113702236,4.657450211353791,0.002390427138799658,6.6071124003941896e-06,4.423620686257215e-05,5.0843319303776996e-05,6.607112516996074e-06,6.578590868090172e-06,-2.852174983940924e-08,0.6931471901062207,0.6931471901062207,9.812237837375738,0.712,0.5790000000000001,0.72,0.5778000000000001
9,5e-05,23.11402678489685,67.41536151778126,199.2468835666603,8.106077927809496,4.613271664350461,0.003441876373611964,8.450890490143464e-06,2.7504820618326983e-05,3.595571135333441e-05,8.450890478483276e-06,8.251120853413177e-06,-1.9976955310487307e-07,0.6931472726357288,0.6931472726357288,9.264492352803549,0.724,0.5775999999999999,0.712,0.5776
10,5e-05,22.479458808898926,106.30713284446426,199.27011514110185,7.707096344385391,4.575314986400115,0.004698615306271956,7.012507152327229e-06,2.1371166743241094e-05,2.838367384892757e-05,7.012507117346663e-06,7.06537091387779e-06,5.2863750710230306e-08,0.6931471503697909,0.6931471503697909,8.861083165193216,0.7,0.5778000000000001,0.696,0.5783999999999999
