dataset,model,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,short_step000,precision,0.5456460238045814,0.558201138901375,0.27693869645161273,0.8268855830989574,0.5499468866473447,0.5371785843969056,0.5547648965922279,5158
vggss,short_step000,background_response,0.4041739670182176,0.40350934863090515,0.33128198981285095,0.4760289490222931,0.14474695920944214,0.40142801450458865,0.4071274864786349,5155
vggss,short_step000,pred_area_ratio,0.3866556491216834,0.37014708227040816,0.2985740194515306,0.46120655293367346,0.16263253348214285,0.3835207330761829,0.3896570599214688,5158
vggss,short_step000,fp_area_ratio,0.1769067763210606,0.15425701530612246,0.060955436862244895,0.2669702646683674,0.20601482780612249,0.17322176520269433,0.18069341188500773,5158
vggss,short_step000,RemoveFP,4957.259790616518,3970.5,1607.0,7163.75,5556.75,4836.320347033734,5073.360314075223,5158
vggss,short_step000,RemoveTP,2387.763474214812,1219.0,162.0,3401.75,3239.75,2304.1708947266384,2467.7486089569597,5158
vggss,short_step000,AddTP,338.63571151609153,0.0,0.0,135.0,135.0,310.7353673904614,366.47058937572706,5158
vggss,short_step000,AddFP,927.8732066692517,240.0,0.0,1153.5,1153.5,884.3438251260178,973.489370880186,5158
vggss,short_step000,entropy,5.273987020542762,5.274516268688985,5.272729172846953,5.27579973634587,0.0030705634989169894,5.273919384240063,5.274052265567502,5158
vggss,short_step000,normalized_entropy,0.9992179710077846,0.9993182432035199,0.998979657182296,0.9995614110275913,0.0005817538452953519,0.9992047241587246,0.9992309146624544,5158
vggss,short_step000,iou,0.4120342321273628,0.4381849441302539,0.25322431293079983,0.5714967196156128,0.31827240668481294,0.4064905125042731,0.4176619981454933,5158
vggss,short_step000,raw_range,0.0016795944027691507,0.0016534198075532913,0.0013803220354020596,0.0019487484823912382,0.0005684264469891787,0.0016675905328863377,0.0016912497353766037,5158
vggss,short_step016,gt_response,0.7376513873841801,0.7406857013702393,0.6583160758018494,0.826769545674324,0.16845346987247467,0.7343822662272802,0.740823387202306,5156
vggss,short_step016,nearfp_response,0.7088116858774806,0.7214548587799072,0.6406174898147583,0.7871394157409668,0.1465219259262085,0.7056698225500988,0.7117754411375875,5075
vggss,short_step016,gt_nearfp_gap,0.031747178564517954,0.044479429721832275,-0.03015381097793579,0.10399013757705688,0.13414394855499268,0.02878586360188247,0.03474111420510731,5075
vggss,short_step016,gt_vs_nearfp_auroc,0.5961573505418525,0.6092071533203125,0.4761505126953125,0.7344322204589844,0.2582817077636719,0.5913196687105632,0.6011397897575942,5075
vggss,short_step016,coverage,0.7641551435523126,0.7840198359189237,0.6310462064694091,0.9569359193625593,0.32588971289315016,0.7587107822806504,0.7698885563682552,5158
vggss,short_step016,precision,0.5389743548963541,0.5455707923139621,0.2682796097375468,0.8208978993025572,0.5526182895650105,0.5310058734398253,0.5470334115117141,5158
vggss,short_step016,background_response,0.4168567074735574,0.4175923764705658,0.34380149841308594,0.4883006066083908,0.14449910819530487,0.4139885027002034,0.41966799437053043,5155
vggss,short_step016,pred_area_ratio,0.39974090348927965,0.3840381855867347,0.31015824298469385,0.4760792012117347,0.16592095822704084,0.3965028565714679,0.40292939365260566,5158
vggss,short_step016,fp_area_ratio,0.18545459030355063,0.16304607780612246,0.06592793367346939,0.27882852359693877,0.21290058992346939,0.18167037535822722,0.18929673626770954,5158
vggss,short_step016,RemoveFP,4667.561264055836,3676.5,1443.0,6717.75,5274.75,4555.703232842187,4779.2266624660715,5158
vggss,short_step016,RemoveTP,2206.9854594804187,1079.0,120.25,3128.0,3007.75,2124.9006737107406,2289.5042167506786,5158
vggss,short_step016,AddTP,385.5283055447848,0.0,0.0,193.0,193.0,355.53322024040324,417.53389395114385,5158
vggss,short_step016,AddFP,1067.06979449399,327.0,5.0,1339.75,1334.75,1019.6189511438542,1117.7749903063202,5158
vggss,short_step016,entropy,5.27427345664862,5.274755343103035,5.2731165370307265,5.275931444930987,0.0028149079002606214,5.274207892072341,5.274335039130711,5158
vggss,short_step016,normalized_entropy,0.9992722396480763,0.9993635386223361,0.99905304781679,0.9995863647456557,0.0005333169288656014,0.9992603186898217,0.9992839881173913,5158
vggss,short_step016,iou,0.4129659053213846,0.4397575588008804,0.24982000810267163,0.5762007782032601,0.32638077010058847,0.40771671312928415,0.4186601910636676,5158
vggss,short_step016,raw_range,0.0016475820894229951,0.0016263432335108519,0.0013604258419945836,0.0019014854915440083,0.0005410596495494246,0.0016361787867889524,0.0016590147775051409,5158
vggss,short_step064,gt_response,0.7507769693934797,0.7538352608680725,0.6757132112979889,0.8355495929718018,0.15983638167381287,0.7475776917650093,0.7537027850002918,5156
vggss,short_step064,nearfp_response,0.7177396361170144,0.7297013998031616,0.6522176563739777,0.7912678718566895,0.1390502154827118,0.7148088662574444,0.7205129865814606,5075
vggss,short_step064,gt_nearfp_gap,0.03585512802518647,0.04666787385940552,-0.021269232034683228,0.10358595848083496,0.12485519051551819,0.03319316647278851,0.03862806855164138,5075
vggss,short_step064,gt_vs_nearfp_auroc,0.6066212593374274,0.621551513671875,0.4911346435546875,0.745819091796875,0.2546844482421875,0.6017122896684286,0.6115778983150455,5075
vggss,short_step064,coverage,0.7862355076812532,0.813623256080677,0.661187437208433,0.9687392781170658,0.30755184090863286,0.7809947710647717,0.7915510837992963,5158
vggss,short_step064,precision,0.5309335810415463,0.5307270553275003,0.26346900416145674,0.8094284654840614,0.5459594613226046,0.5226438161701182,0.5391054669465926,5158
vggss,short_step064,background_response,0.43700833542328454,0.4380781352519989,0.36562468111515045,0.5080268383026123,0.14240215718746185,0.4341726272386272,0.4397354107739622,5155
vggss,short_step064,pred_area_ratio,0.419392277376732,0.4047253667091837,0.3264209980867347,0.4984604193239796,0.17203942123724492,0.41596311209436154,0.4229383787563318,5158
vggss,short_step064,fp_area_ratio,0.19772583909060423,0.1752132493622449,0.07436822385204082,0.29469766422193877,0.22032944036989793,0.19390667784644272,0.20195716844446981,5158
vggss,short_step064,RemoveFP,4252.358084528887,3308.0,1278.25,6071.25,4793.0,4146.61529177976,4361.960139588989,5158
vggss,short_step064,RemoveTP,1911.1560682435052,845.0,54.0,2735.25,2681.25,1840.1315141527725,1982.7063445133772,5158
