dataset,model,reference,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,short_step016,short_step000,precision,-0.006671668908227322,-0.0046042091161336285,-0.011737301420858465,3.5627890967691866e-05,0.011772929311826157,-0.007024057051209626,-0.00630819709378913,5158
vggss,short_step016,short_step000,pred_area_ratio,0.013085254367596205,0.011519451530612207,0.005321269132653086,0.019112723214285796,0.01379145408163271,0.012674003637479128,0.013494920427593898,5158
vggss,short_step016,short_step000,gt_response,0.007087616988329854,0.006617426872253418,0.0009821504354476929,0.01258300244808197,0.011600852012634277,0.006784262897011797,0.0073741036428960835,5156
vggss,short_step016,short_step000,nearfp_response,0.006523705016216034,0.00647282600402832,-5.888938903808594e-05,0.013011038303375244,0.01306992769241333,0.006202876005266688,0.00683807399465239,5075
vggss,short_step064,cram_c3_stage2,gt_nearfp_gap,-0.009659078884594547,-0.00952059030532837,-0.024684250354766846,0.005639106035232544,0.03032335638999939,-0.010379830723766036,-0.008977665894724466,5075
vggss,short_step064,cram_c3_stage2,gt_vs_nearfp_auroc,-0.018938134358335773,-0.018463134765625,-0.044307708740234375,0.0081329345703125,0.052440643310546875,-0.020286800852534734,-0.01759721143935083,5075
vggss,short_step064,cram_c3_stage2,coverage,-0.024715008715273372,-0.004882814887992859,-0.04661527875989059,0.005623747883465757,0.05223902664335635,-0.02667021042255512,-0.02289501950684518,5158
vggss,short_step064,cram_c3_stage2,precision,-0.006633418255660349,-0.004427608282975351,-0.02363217201734623,0.008417428323297622,0.03204960034064385,-0.007649443454211807,-0.005672097267971701,5158
vggss,short_step064,cram_c3_stage2,pred_area_ratio,-0.010891502933327265,-0.003368144132653017,-0.038619060905612235,0.02357202646683676,0.062191087372448994,-0.012395819796905046,-0.009379876688264366,5158
vggss,short_step064,cram_c3_stage2,gt_response,-0.012283103874341937,-0.007937133312225342,-0.03153786063194275,0.012102469801902771,0.04364033043384552,-0.013265504718370175,-0.011276651639563571,5156
vggss,short_step064,cram_c3_stage2,nearfp_response,-0.002609256212347247,0.0004863142967224121,-0.026240289211273193,0.025295644998550415,0.05153593420982361,-0.003757052363726893,-0.001491815020298136,5075
