dataset,group,seed,kind,map,sample_index,sample_id,iou,precision,coverage,pred_area_ratio,tp,fp,fn,taxonomy,GT_mean,FP_mean,GT_vs_FP_auroc,NearFP_mean,GT_vs_NearFP_auroc,FarFP_mean,GT_vs_FarFP_auroc,HighAUDFP_mean,GT_vs_HighAUDFP_auroc
flickr,C0,12345,best,AUD,0,10000130166,0.6207392132970913,0.9362865221489162,0.6211467517038705,0.4229113520408163,19868.0,21.0,12118.0,GOOD,0.6454469561576843,0.45018893480300903,0.772186279296875,0.4564794898033142,0.765533447265625,,,,
flickr,C0,12345,best,IQR,0,10000130166,0.6171762646157694,0.9391978685950806,0.6171762646157694,0.41890545280612246,19741.0,0.0,12245.0,GOOD,0.6415261626243591,0.454941064119339,0.7641754150390625,0.4615970849990845,0.75665283203125,,,,
flickr,C0,12345,best,AUD,1,10007936344,0.72951764781244,0.7702478779885699,0.903705760990319,0.5893455038265306,22777.0,6018.0,2427.0,GOOD,0.7619670629501343,0.6524093151092529,0.7248916625976562,0.6647524237632751,0.6983184814453125,0.5601453185081482,0.8582916259765625,0.7658049464225769,0.5049479166666667
flickr,C0,12345,best,IQR,1,10007936344,0.7202993153956376,0.7641455257913049,0.8975162672591652,0.5899832589285714,22621.0,6201.0,2583.0,GOOD,0.7653362154960632,0.6590392589569092,0.7237091064453125,0.6720050573348999,0.6921844482421875,0.5670861005783081,0.868988037109375,0.768284797668457,0.5184895833333333
flickr,C0,12345,best,AUD,2,10008553263,0.3952155001977066,0.37707020786961937,0.7198934024776722,0.5282804528061225,9995.0,11406.0,3889.0,OVER,0.7137296795845032,0.6958417892456055,0.557586669921875,0.7811821699142456,0.4233551025390625,0.6662350296974182,0.635040283203125,0.8859771490097046,0.2362950211864407
flickr,C0,12345,best,IQR,2,10008553263,0.3781431722478444,0.3708408715488083,0.6791270527225584,0.5067362882653061,9429.0,11051.0,4455.0,OVER,0.6838514804840088,0.6894078254699707,0.5196685791015625,0.7643722295761108,0.400604248046875,0.6724204421043396,0.576171875,0.8777878284454346,0.2119968220338983
flickr,C0,12345,best,AUD,3,10009662863,0.6368666944919419,0.6787682240844909,0.8695060752559696,0.6944355867346939,23651.0,9936.0,3549.5,GOOD,0.7452389597892761,0.731277585029602,0.541351318359375,0.6951733827590942,0.60845947265625,0.753239631652832,0.5220184326171875,0.8577219843864441,0.2894931102362205
flickr,C0,12345,best,IQR,3,10009662863,0.6060489783612668,0.6823638327418609,0.8129262329736586,0.6458266900510204,22112.0,9285.0,5088.5,GOOD,0.7131961584091187,0.7063199281692505,0.52587890625,0.6651622653007507,0.5980224609375,0.7280912399291992,0.50567626953125,0.8393590450286865,0.2750984251968504
flickr,C0,12345,best,AUD,4,10013411946,0.5244261802144934,0.5640334612565219,0.708490182802979,0.46219308035714285,13080.5,6480.0,5382.0,GOOD,0.7242465019226074,0.5834343433380127,0.6929168701171875,0.754721999168396,0.4813232421875,0.4429073929786682,0.847076416015625,0.8216816186904907,0.39160156249999994
flickr,C0,12345,best,IQR,4,10013411946,0.5350906681959303,0.561599767548047,0.732809749492214,0.48012994260204084,13529.5,6822.0,4933.0,GOOD,0.7322453260421753,0.5902060270309448,0.6977996826171875,0.759710431098938,0.4763336181640625,0.4478272795677185,0.8601226806640625,0.8290626406669617,0.37363281249999997
flickr,C0,12345,best,AUD,5,10016382545,0.46562489941742574,0.5848831567882268,0.6443875278396437,0.49294483418367346,14466.5,8619.0,7983.5,MIXED,0.650645911693573,0.7211825847625732,0.3485870361328125,0.6399255990982056,0.5106658935546875,0.78831547498703,0.2226409912109375,0.7615567445755005,0.26123046875
flickr,C0,12345,best,IQR,5,10016382545,0.4140207787163802,0.5616191772401985,0.5697995545657015,0.4539421237244898,12792.0,8447.0,9658.0,MIXED,0.6362329125404358,0.7318819761276245,0.3157806396484375,0.6433295011520386,0.4891815185546875,0.806249737739563,0.17828369140625,0.775265097618103,0.2222900390625
flickr,C0,12345,best,AUD,6,10031203703,0.7568401246182794,0.9615173602946939,0.7728117421021135,0.5085698341836735,24536.0,670.0,7213.0,GOOD,0.7002593278884888,0.43585988879203796,0.872711181640625,0.4175563454627991,0.890472412109375,,,0.40193361043930054,0.8814476656626506
flickr,C0,12345,best,IQR,6,10031203703,0.7644952251023193,0.9697357036104775,0.7766071372326687,0.5067362882653061,24656.5,503.0,7092.5,GOOD,0.7229384779930115,0.46766623854637146,0.886810302734375,0.4538998007774353,0.9015350341796875,,,0.4559279680252075,0.8774002259036146
flickr,C0,12345,best,AUD,7,10035917404,0.6251943340818794,0.8632677400119261,0.6842760359224831,0.501335299744898,21715.5,2999.0,10019.5,GOOD,0.7037781476974487,0.5708383321762085,0.73382568359375,0.5835798978805542,0.7128753662109375,0.46487271785736084,0.889129638671875,0.5269060730934143,0.8331129807692308
flickr,C0,12345,best,IQR,7,10035917404,0.6274187608012012,0.8463655124971337,0.6978414999212226,0.521484375,22146.0,3562.0,9589.0,GOOD,0.7086948156356812,0.5890676379203796,0.7181243896484375,0.599048376083374,0.70263671875,0.49110451340675354,0.8726654052734375,0.5467067360877991,0.8209134615384616
flickr,C0,12345,best,AUD,8,10045181004,0.6626883874901995,0.8135828877005348,0.7645687177116208,0.46586017219387754,19017.5,3824.0,5856.0,GOOD,0.7298570871353149,0.6805930137634277,0.6350555419921875,0.7003331184387207,0.6072998046875,,,0.7807848453521729,0.4702524038461538
flickr,C0,12345,best,IQR,8,10045181004,0.6318414032395864,0.8074780516065778,0.7284459364383782,0.4472058354591837,18119.0,3803.0,6754.5,GOOD,0.7164356708526611,0.6760024428367615,0.614959716796875,0.6944223642349243,0.5881500244140625,,,0.7780083417892456,0.4495192307692308
flickr,C0,12345,best,AUD,9,10060697266,0.6970251942780775,0.9480700179533214,0.7173591890102053,0.4440369897959184,21123.0,859.0,8322.5,GOOD,0.6849478483200073,0.616536557674408,0.658447265625,0.6160306930541992,0.6577911376953125,,,,
flickr,C0,12345,best,IQR,9,10060697266,0.6931486056613219,0.920803123257111,0.7289059448812213,0.4645448022959184,21463.0,1519.0,7982.5,GOOD,0.6938009262084961,0.637088418006897,0.6545867919921875,0.636999249458313,0.65313720703125,,,,
flickr,C0,12345,best,AUD,10,10061269855,0.6627171372858397,0.9695557491289198,0.671594285972878,0.4575892857142857,22261.0,444.0,10885.5,GOOD,0.6747742295265198,0.6266191005706787,0.597869873046875,0.6262542009353638,0.5987701416015625,,,,
flickr,C0,12345,best,IQR,10,10061269855,0.6389108541588959,0.9719246482069904,0.6459656373976136,0.43905452806122447,21411.5,366.0,11735.0,GOOD,0.6548340916633606,0.6158605813980103,0.58258056640625,0.6154401898384094,0.583587646484375,,,,
flickr,C0,12345,best,AUD,11,10067897816,0.3578684390393363,0.44517415269145066,0.5953809355762067,0.33988360969387754,7592.0,8463.0,5159.5,MIXED,0.6593360900878906,0.6093963980674744,0.59783935546875,0.7163972854614258,0.4466094970703125,0.540650486946106,0.693389892578125,0.6909472942352295,0.4632457386363636
flickr,C0,12345,best,IQR,11,10067897816,0.31798571004633963,0.40804968070771575,0.5462102497745364,0.34018255739795916,6965.0,9152.0,5786.5,MIXED,0.6223507523536682,0.6129150390625,0.5485076904296875,0.7028929591178894,0.414031982421875,0.5512216091156006,0.6413726806640625,0.6929262280464172,0.42373934659090906
flickr,C0,12345,best,AUD,12,10069511285,0.8379433689211697,0.8239274016001719,0.9624588364434687,0.7423070790816326,30688.0,4738.0,1197.0,GOOD,0.8469095230102539,0.695697546005249,0.8386993408203125,0.7565013766288757,0.7686004638671875,,,0.8263828754425049,0.6810284514925373
flickr,C0,12345,best,IQR,12,10069511285,0.853184507950753,0.8459485011957065,0.9541163556531285,0.7167171556122449,30422.0,3772.0,1463.0,GOOD,0.830938458442688,0.6347397565841675,0.882476806640625,0.6960607767105103,0.8316192626953125,,,0.760513961315155,0.7519822761194029
flickr,C0,12345,best,AUD,13,10079676496,0.7621582663106685,0.7827103589812603,0.8388288954190629,0.5923748405612245,23264.5,2790.0,4470.0,GOOD,0.7505322694778442,0.5975641012191772,0.7718505859375,0.630041241645813,0.736419677734375,,,0.7850514650344849,0.5152616279069767
flickr,C0,12345,best,IQR,13,10079676496,0.7663519285211671,0.7824467018645993,0.8442733779228038,0.5964205994897959,23415.5,2820.0,4319.0,GOOD,0.7492953538894653,0.5976691246032715,0.7722930908203125,0.6316262483596802,0.7348785400390625,,,0.7950347065925598,0.47856104651162795
flickr,C0,12345,best,AUD,14,10080652613,0.7026860809148632,0.9747970854085962,0.7121799191374663,0.43215880102040816,21137.5,401.0,8542.5,GOOD,0.6995764374732971,0.392296701669693,0.9010467529296875,0.40164655447006226,0.885009765625,,,0.44005414843559265,0.91015625
flickr,C0,12345,best,IQR,14,10080652613,0.6889821476152411,0.9776454463821541,0.6969676549865229,0.421695631377551,20686.0,344.0,8994.0,GOOD,0.6898218393325806,0.40007102489471436,0.889617919921875,0.4064142107963562,0.8775634765625,,,0.4765893518924713,0.8645833333333334
flickr,C0,12345,best,AUD,15,10106776154,0.49123742253614977,0.7682047434454587,0.5564025540779205,0.47813695790816324,18430.0,4394.0,14693.5,UNDER,0.5991051197052002,0.729116678237915,0.3529052734375,0.747206449508667,0.32659912109375,,,0.9017770290374756,0.07486979166666666
flickr,C0,12345,best,IQR,15,10106776154,0.497632186079143,0.7832660862178806,0.5567648346340212,0.4692482461734694,18442.0,3936.0,14681.5,UNDER,0.5970417261123657,0.7374138832092285,0.3300628662109375,0.7546737194061279,0.3066253662109375,,,0.9025947451591492,0.07063802083333333
