dataset,group,seed,kind,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
vggss,C1,12345,best,0,-0BIyqJj9ZU_000030,FP,0.40643310546875,0.3171837708830549,4190
vggss,C1,12345,best,0,-0BIyqJj9ZU_000030,NearFP,0.4261627197265625,0.40256536753823385,6081
vggss,C1,12345,best,0,-0BIyqJj9ZU_000030,FarFP,0.376129150390625,0.21937060800488847,3273
vggss,C1,12345,best,0,-0BIyqJj9ZU_000030,HighAUDFP,0.310546875,0.10303030303030303,1155
vggss,C1,12345,best,1,-0UuUoXQUoI_000107,FP,0.67205810546875,0.47470641373080397,4428
vggss,C1,12345,best,1,-0UuUoXQUoI_000107,NearFP,0.668701171875,0.47588126159554733,4312
vggss,C1,12345,best,1,-0UuUoXQUoI_000107,FarFP,,,0
vggss,C1,12345,best,1,-0UuUoXQUoI_000107,HighAUDFP,,,0
vggss,C1,12345,best,2,-2-wdcN5vOw_000017,FP,0.511138916015625,0.6770040959625512,3418
vggss,C1,12345,best,2,-2-wdcN5vOw_000017,NearFP,0.5065460205078125,0.6783323189287888,3286
vggss,C1,12345,best,2,-2-wdcN5vOw_000017,FarFP,,,0
vggss,C1,12345,best,2,-2-wdcN5vOw_000017,HighAUDFP,,,0
vggss,C1,12345,best,3,-23CeprtibU_000030,FP,0.6696624755859375,0.4683419561468342,4059
vggss,C1,12345,best,3,-23CeprtibU_000030,NearFP,0.4442901611328125,0.4072714760867072,8719
vggss,C1,12345,best,3,-23CeprtibU_000030,FarFP,0.794677734375,0.5628539071347678,1766
vggss,C1,12345,best,3,-23CeprtibU_000030,HighAUDFP,0.4182235054347826,0.6716269841269841,1008
vggss,C1,12345,best,4,-2Dm0VjW8oM_000001,FP,0.4332275390625,0.2519726459758022,3802
vggss,C1,12345,best,4,-2Dm0VjW8oM_000001,NearFP,0.41021728515625,0.2801833927661742,3926
vggss,C1,12345,best,4,-2Dm0VjW8oM_000001,FarFP,,,0
vggss,C1,12345,best,4,-2Dm0VjW8oM_000001,HighAUDFP,0.15126616379310345,0.2157190635451505,598
vggss,C1,12345,best,5,-2sOH8XovEE_000484,FP,0.7027435302734375,0.3696549446920918,6057
vggss,C1,12345,best,5,-2sOH8XovEE_000484,NearFP,0.61676025390625,0.4696999801311345,10066
vggss,C1,12345,best,5,-2sOH8XovEE_000484,FarFP,0.674560546875,0.28873917228103946,6234
vggss,C1,12345,best,5,-2sOH8XovEE_000484,HighAUDFP,0.410655886627907,0.34207650273224044,5490
vggss,C1,12345,best,6,-3Kv4fdm7Uk_000030,FP,0.8733367919921875,0.6432057539172874,3893
vggss,C1,12345,best,6,-3Kv4fdm7Uk_000030,NearFP,0.8092803955078125,0.6204735376044568,4308
vggss,C1,12345,best,6,-3Kv4fdm7Uk_000030,FarFP,0.943572998046875,0.7050448777468276,3231
vggss,C1,12345,best,6,-3Kv4fdm7Uk_000030,HighAUDFP,0.133544921875,0.12412177985948478,427
vggss,C1,12345,best,7,-4bPiXbovf0_000008,FP,0.0351104736328125,0.008550662676357419,7017
vggss,C1,12345,best,7,-4bPiXbovf0_000008,NearFP,0.073211669921875,0.02301619162317677,7473
vggss,C1,12345,best,7,-4bPiXbovf0_000008,FarFP,0.000823974609375,0.0,7627
vggss,C1,12345,best,7,-4bPiXbovf0_000008,HighAUDFP,0.0048828125,0.0009578544061302681,1044
vggss,C1,12345,best,8,-5CGQGSFGyg_000060,FP,0.282012939453125,0.08120456905503634,4815
vggss,C1,12345,best,8,-5CGQGSFGyg_000060,NearFP,0.4650421142578125,0.1240210963720633,6257
vggss,C1,12345,best,8,-5CGQGSFGyg_000060,FarFP,0.07904052734375,0.0,2370
vggss,C1,12345,best,8,-5CGQGSFGyg_000060,HighAUDFP,0.22446646341463414,0.14510686164229472,1778
vggss,C1,12345,best,9,-5z9IXBJefc_000227,FP,0.42620849609375,0.6802480070859167,3387
vggss,C1,12345,best,9,-5z9IXBJefc_000227,NearFP,0.3046112060546875,0.5133587786259542,3668
vggss,C1,12345,best,9,-5z9IXBJefc_000227,FarFP,0.5995330810546875,0.9318181818181818,3212
vggss,C1,12345,best,9,-5z9IXBJefc_000227,HighAUDFP,0.18036265432098766,0.6840182648401827,1095
vggss,C1,12345,best,10,-79qo5MUYBk_000207,FP,0.575469970703125,0.45695364238410596,4681
vggss,C1,12345,best,10,-79qo5MUYBk_000207,NearFP,0.424468994140625,0.3684303977272727,5632
vggss,C1,12345,best,10,-79qo5MUYBk_000207,FarFP,0.6889190673828125,0.5913253012048193,4150
vggss,C1,12345,best,10,-79qo5MUYBk_000207,HighAUDFP,0.2521565755208333,0.22928060580563736,2377
vggss,C1,12345,best,11,-7TanrCbmME_000030,FP,0.2265625,0.07441860465116279,2365
