dataset,group,seed,kind,sample_index,sample_id,specific_audio_switch_spearman
vggss,C1,12345,best,0,-0BIyqJj9ZU_000030,0.1294515306122449
vggss,C1,12345,best,1,-0UuUoXQUoI_000107,-0.21150510204081632
vggss,C1,12345,best,2,-2-wdcN5vOw_000017,-0.005548469387755113
vggss,C1,12345,best,3,-23CeprtibU_000030,0.009795918367346923
vggss,C1,12345,best,4,-2Dm0VjW8oM_000001,0.3289285714285714
vggss,C1,12345,best,5,-2sOH8XovEE_000484,-0.07427295918367346
vggss,C1,12345,best,6,-3Kv4fdm7Uk_000030,0.08557397959183674
vggss,C1,12345,best,7,-4bPiXbovf0_000008,-0.018571428571428572
vggss,C1,12345,best,8,-5CGQGSFGyg_000060,-0.1572831632653061
vggss,C1,12345,best,9,-5z9IXBJefc_000227,0.2062372448979592
vggss,C1,12345,best,10,-79qo5MUYBk_000207,-0.4343112244897959
vggss,C1,12345,best,11,-7TanrCbmME_000030,-0.5034311224489796
vggss,C1,12345,best,12,-7sg--aJdrc_000049,-0.06293367346938776
vggss,C1,12345,best,13,-7tYmeOmsRg_000058,0.06176020408163265
vggss,C1,12345,best,14,-7tYmeOmsRg_000180,-0.06784438775510204
vggss,C1,12345,best,15,-86gl1hp1Aw_000105,0.5350892857142857
vggss,C1,12345,best,16,-8cgbhIR_pw_000030,-0.05684948979591836
vggss,C1,12345,best,17,-A3zsFeU_OI_000030,0.005331632653061219
vggss,C1,12345,best,18,-ANxUxvGASw_000010,-0.18321428571428572
vggss,C1,12345,best,19,-ByoSbgzr4M_000000,0.17665816326530612
vggss,C1,12345,best,20,-CZ1LIc8aos_000020,-0.07915816326530611
vggss,C1,12345,best,21,-Cr0WQoFQQs_000045,-0.022908163265306133
vggss,C1,12345,best,22,-Cv3gOXEoxA_000040,0.17290816326530611
vggss,C1,12345,best,23,-D64b_8YJK4_000046,0.19980867346938774
vggss,C1,12345,best,24,-E5o64ACjm0_000017,-0.07483418367346939
vggss,C1,12345,best,25,-FoTxwPOz3U_000000,-0.14793367346938777
vggss,C1,12345,best,26,-GOaBCyC5Js_000087,-0.08831632653061222
vggss,C1,12345,best,27,-GW1J75oAKU_000304,-0.17543367346938776
vggss,C1,12345,best,28,-HMEhGV38GM_000216,0.14174744897959185
vggss,C1,12345,best,29,-IKnJa9U66I_000150,-0.161875
vggss,C1,12345,best,30,-Igq1W20Gi8_000000,-0.11799744897959186
vggss,C1,12345,best,31,-JGpAlLrSD0_000458,0.1359311224489796
vggss,C1,12345,best,32,-JUBdOr8Hes_000030,0.33735969387755105
vggss,C1,12345,best,33,-JUhUI_KvUI_000026,0.05225765306122449
vggss,C1,12345,best,34,-K-ccLMFE5M_000259,-0.040892857142857134
vggss,C1,12345,best,35,-K1BRF6qng8_000030,0.22934948979591838
vggss,C1,12345,best,36,-KBH8YmHR-0_000050,0.17419642857142859
vggss,C1,12345,best,37,-Lmibx_Iu_E_000173,-0.19651785714285713
vggss,C1,12345,best,38,-Lv13WPa4xk_000170,0.057512755102040805
vggss,C1,12345,best,39,-N00SskHxS4_000529,0.0036224489795918385
vggss,C1,12345,best,40,-NCa3eFLULw_000221,-0.08735969387755102
vggss,C1,12345,best,41,-NwBdmVSg1w_000000,0.1174872448979592
vggss,C1,12345,best,42,-OAyRsvFGgc_000030,-0.5795663265306122
vggss,C1,12345,best,43,-OVb-UG8yJw_000030,0.08025510204081636
vggss,C1,12345,best,44,-PvlrLjIAYo_000009,-0.1539030612244898
vggss,C1,12345,best,45,-Q3MX7Tgx_E_000111,-0.11895408163265304
vggss,C1,12345,best,46,-RBs9pPhHY8_000030,-0.029846938775510215
vggss,C1,12345,best,47,-S-TDT5oq0Q_000290,0.009375000000000001
vggss,C1,12345,best,48,-SWaCArvQug_000021,0.1914540816326531
vggss,C1,12345,best,49,-Vo4CAMX26U_000030,0.07744897959183675
vggss,C1,12345,best,50,-W3WpZvJX2o_000027,0.11293367346938775
vggss,C1,12345,best,51,-Wd5YV97ftU_000320,0.10599489795918368
vggss,C1,12345,best,52,-XwtCzUaN1I_000160,-0.42311224489795923
vggss,C1,12345,best,53,-Y-UegG9tLw_000282,0.4312117346938776
