dataset,group,seed,kind,sample_index,sample_id,rho_full_common,rho_full_specific,common_spatial_std,specific_spatial_std,common_specific_std_ratio
vggss,C1,12345,best,0,-0BIyqJj9ZU_000030,0.9781632653061224,-0.685204081632653,0.08553768023760332,0.019262934644970614,4.440532131480624
vggss,C1,12345,best,1,-0UuUoXQUoI_000107,0.9791836734693877,0.6190816326530613,0.12634457102324526,0.03298706631246345,3.8301245047519936
vggss,C1,12345,best,2,-2-wdcN5vOw_000017,0.9934693877551021,0.43765306122448977,0.12674912177076308,0.01486238251655329,8.528183259285218
vggss,C1,12345,best,3,-23CeprtibU_000030,0.8355102040816327,0.6170408163265306,0.042670601716730365,0.02383067104500893,1.790574912311051
vggss,C1,12345,best,4,-2Dm0VjW8oM_000001,0.981938775510204,0.9119387755102041,0.10852250302241527,0.0484613862980057,2.239360268298417
vggss,C1,12345,best,5,-2sOH8XovEE_000484,0.9914285714285714,0.6997959183673469,0.09566872011661975,0.013738050683517388,6.963776908422749
vggss,C1,12345,best,6,-3Kv4fdm7Uk_000030,0.975204081632653,0.8709183673469387,0.08516124006862331,0.039279631575371565,2.1680763452480964
vggss,C1,12345,best,7,-4bPiXbovf0_000008,0.9420408163265306,0.08571428571428572,0.0711611634114951,0.020409875567207993,3.4866044713093625
vggss,C1,12345,best,8,-5CGQGSFGyg_000060,0.9692857142857143,0.3964285714285714,0.11009724980619662,0.025003433098639064,4.403285315734871
vggss,C1,12345,best,9,-5z9IXBJefc_000227,0.9788775510204082,0.798469387755102,0.14719369831790527,0.0647917739199938,2.271796084787909
vggss,C1,12345,best,10,-79qo5MUYBk_000207,0.9947959183673469,0.8110204081632653,0.13967046656997395,0.014697970659703548,9.50270413540144
vggss,C1,12345,best,11,-7TanrCbmME_000030,0.9337755102040817,-0.18,0.06847679786338415,0.024699105384859765,2.7724404101437434
vggss,C1,12345,best,12,-7sg--aJdrc_000049,0.9810204081632653,0.2733673469387755,0.04932264430482958,0.008037526662092544,6.136545031626507
vggss,C1,12345,best,13,-7tYmeOmsRg_000058,0.9797959183673469,0.2523469387755102,0.0959762538564169,0.018090874788298864,5.305230121790137
vggss,C1,12345,best,14,-7tYmeOmsRg_000180,0.8812244897959184,0.3195918367346939,0.0624252545739178,0.027393459354245933,2.2788379432713746
vggss,C1,12345,best,15,-86gl1hp1Aw_000105,0.9935714285714285,0.8701020408163266,0.1663075988281911,0.027088122967610453,6.139502505472484
vggss,C1,12345,best,16,-8cgbhIR_pw_000030,0.9864285714285714,0.8219387755102041,0.10210525258167401,0.027576988398586483,3.7025526901591483
vggss,C1,12345,best,17,-A3zsFeU_OI_000030,0.996734693877551,0.6935714285714286,0.13869148810737783,0.013643294884923359,10.16554206862743
vggss,C1,12345,best,18,-ANxUxvGASw_000010,0.9737755102040816,-0.23285714285714285,0.1034601201947004,0.01849167254954813,5.594957401364356
vggss,C1,12345,best,19,-ByoSbgzr4M_000000,0.9567346938775511,0.5226530612244898,0.0950907932916604,0.027582712601131504,3.447477942679197
vggss,C1,12345,best,20,-CZ1LIc8aos_000020,0.9662244897959184,0.6394897959183673,0.08478246906287147,0.02799896348224637,3.028057417790858
vggss,C1,12345,best,21,-Cr0WQoFQQs_000045,0.9966326530612245,0.6628571428571428,0.13578199178796224,0.019151443880338855,7.089908867255589
vggss,C1,12345,best,22,-Cv3gOXEoxA_000040,0.9898979591836735,0.44255102040816324,0.08823457782040176,0.01381685346276867,6.386010972625673
vggss,C1,12345,best,23,-D64b_8YJK4_000046,0.9695918367346938,0.6414285714285715,0.16900827877864982,0.027445934845923274,6.157861983110906
vggss,C1,12345,best,24,-E5o64ACjm0_000017,0.9635714285714285,-0.01663265306122449,0.07844510459523085,0.01621311845020907,4.838372385678789
vggss,C1,12345,best,25,-FoTxwPOz3U_000000,0.956530612244898,-0.34653061224489795,0.13367616702106921,0.02157037280178966,6.197211714856329
