dataset,model,gt_response,nearfp_response,gt_nearfp_gap,gt_vs_nearfp_auroc,coverage,precision,pred_area_ratio,RemoveFP,RemoveTP,AddTP,AddFP,iou,audio_swap_spearman,audio_swap_mae
flickr,mean_cram,0.7562584300041199,0.658956853363678,0.09807458737118524,0.7078278416012178,0.8369354929139093,0.7256452877149907,0.5275173788265306,4183.672,2734.844,366.972,529.024,0.6539349271637312,0.9892659558827741,0.0002602960739750415
flickr,hard_cram,0.7532763154506683,0.6703304509643601,0.08374059164089713,0.6926280987776293,0.8292138248334573,0.7147420183685649,0.5281866230867347,1144.72,1170.196,1018.724,1329.772,0.6425843477751004,0.9871275634571086,0.0002639691811054945
