dataset,model,sample_id,sample_index,readout,iou
flickr,mean_cram,10173808724,25,IMG_QUERY,0.7114654002713704
flickr,mean_cram,10202025415,26,IMG_QUERY,0.5214457249419752
flickr,mean_cram,10221582415,27,IMG_QUERY,0.5003694848945881
flickr,mean_cram,10234680056,28,IMG_QUERY,0.6066546341789498
flickr,mean_cram,10246013484,29,IMG_QUERY,0.7608596076036339
flickr,mean_cram,10268129763,30,IMG_QUERY,0.7216306974077562
flickr,mean_cram,10278084464,31,IMG_QUERY,0.5965873984061851
flickr,mean_cram,10283938426,32,IMG_QUERY,0.5021284803063909
flickr,mean_cram,10289643764,33,IMG_QUERY,0.6214965707851366
flickr,mean_cram,10304554474,34,IMG_QUERY,0.5579212298483096
flickr,mean_cram,10308472565,35,IMG_QUERY,0.6328022567444078
flickr,mean_cram,10369815925,36,IMG_QUERY,0.80915566611075
flickr,mean_cram,10389014583,37,IMG_QUERY,0.6247427147654642
flickr,mean_cram,10409146004,38,IMG_QUERY,0.5524678972712681
flickr,mean_cram,10409351364,39,IMG_QUERY,0.7240587931923672
flickr,mean_cram,10413912845,40,IMG_QUERY,0.35043041606886655
flickr,mean_cram,10437048305,41,IMG_QUERY,0.577925108218142
flickr,mean_cram,10440265465,42,IMG_QUERY,0.6488454572894657
flickr,mean_cram,10441843213,43,IMG_QUERY,0.7140709020479545
flickr,mean_cram,10446128125,44,IMG_QUERY,0.7445013823586384
flickr,mean_cram,10451898725,45,IMG_QUERY,0.05955876580042396
flickr,mean_cram,10468313544,46,IMG_QUERY,0.42663550399897077
flickr,mean_cram,10476442285,47,IMG_QUERY,0.6340055809233891
flickr,mean_cram,10476446674,48,IMG_QUERY,0.7176120093714748
flickr,mean_cram,10477544895,49,IMG_QUERY,0.587515698404577
flickr,mean_cram,10481128583,50,IMG_QUERY,0.5619427761405603
flickr,mean_cram,10520382525,51,IMG_QUERY,0.6786493080294492
flickr,mean_cram,10545790805,52,IMG_QUERY,0.4811317683065803
flickr,mean_cram,10548273474,53,IMG_QUERY,0.4851371026449891
flickr,mean_cram,10549911663,54,IMG_QUERY,0.5117337846135414
flickr,mean_cram,10555704135,55,IMG_QUERY,0.5699642288153425
flickr,mean_cram,10557361454,56,IMG_QUERY,0.18318861894391492
flickr,mean_cram,10610974774,57,IMG_QUERY,0.6073639150806964
flickr,mean_cram,10624261424,58,IMG_QUERY,0.6275206497162106
flickr,mean_cram,10635080206,59,IMG_QUERY,0.713478890864783
flickr,mean_cram,10654057765,60,IMG_QUERY,0.5890590723911
flickr,mean_cram,10659354545,61,IMG_QUERY,0.3927505382658054
flickr,mean_cram,10666396623,62,IMG_QUERY,0.7060645218786205
flickr,mean_cram,10667001125,63,IMG_QUERY,0.43916775288359855
flickr,mean_cram,10701841844,64,IMG_QUERY,0.4989110859823261
flickr,mean_cram,10743985374,65,IMG_QUERY,0.4768142867976037
flickr,mean_cram,10751849775,66,IMG_QUERY,0.741459367171419
flickr,mean_cram,10761625676,67,IMG_QUERY,0.6862487038366435
flickr,mean_cram,10771238614,68,IMG_QUERY,0.7321845876622463
flickr,mean_cram,10795023275,69,IMG_QUERY,0.5784178910038359
flickr,mean_cram,10796050285,70,IMG_QUERY,0.7557485673352435
flickr,mean_cram,10805310706,71,IMG_QUERY,0.5295548528338604
flickr,mean_cram,10847897294,72,IMG_QUERY,0.7411844319262565
flickr,mean_cram,10859255295,73,IMG_QUERY,0.5649453048486961
flickr,mean_cram,10862172945,74,IMG_QUERY,0.5340397304751597
flickr,mean_cram,10939270325,75,IMG_QUERY,0.4325137661672429
flickr,mean_cram,10952523225,76,IMG_QUERY,0.7556874381800198
flickr,mean_cram,10979853044,77,IMG_QUERY,0.8234627791868797
flickr,mean_cram,10980225216,78,IMG_QUERY,0.7080790577362566
flickr,mean_cram,11002352834,79,IMG_QUERY,0.707751301013421
flickr,mean_cram,11036641226,80,IMG_QUERY,0.5609687806243875
flickr,mean_cram,11050409385,81,IMG_QUERY,0.6953661492296151
flickr,mean_cram,11071986404,82,IMG_QUERY,0.3208230850316233
flickr,mean_cram,11101358996,83,IMG_QUERY,0.6735577708775944
flickr,mean_cram,11154049584,84,IMG_QUERY,0.7756851411917416
flickr,mean_cram,11314266424,85,IMG_QUERY,0.8404240504125614
flickr,mean_cram,11650557765,86,IMG_QUERY,0.6203475838913372
flickr,mean_cram,11764496003,87,IMG_QUERY,0.5969607249766902
flickr,mean_cram,11765015695,88,IMG_QUERY,0.5509193394442543
flickr,mean_cram,11776645404,89,IMG_QUERY,0.48622162104816463
flickr,mean_cram,12015590114,90,IMG_QUERY,0.6863330308963278
flickr,mean_cram,12031178616,91,IMG_QUERY,0.5408047283473517
flickr,mean_cram,12048726756,92,IMG_QUERY,0.7505504140282513
flickr,mean_cram,12066557153,93,IMG_QUERY,0.5491237579042457
flickr,mean_cram,12103535156,94,IMG_QUERY,0.6339142628205128
flickr,mean_cram,12158276143,95,IMG_QUERY,0.5236376003976664
flickr,mean_cram,12328837165,96,IMG_QUERY,0.5335536205576198
flickr,mean_cram,12373955905,97,IMG_QUERY,0.5498620935512317
flickr,mean_cram,12444360833,98,IMG_QUERY,0.49094844926342407
flickr,mean_cram,12512072175,99,IMG_QUERY,0.6866493265873299
flickr,mean_cram,12534178685,100,IMG_QUERY,0.6395615417681616
flickr,mean_cram,12598610153,101,IMG_QUERY,0.6079595012912384
flickr,mean_cram,12599965145,102,IMG_QUERY,0.6855310165638194
flickr,mean_cram,12729873904,103,IMG_QUERY,0.7305493316850807
flickr,mean_cram,13153991894,104,IMG_QUERY,0.5026677205809703
flickr,mean_cram,13234495505,105,IMG_QUERY,0.2721155214112961
flickr,mean_cram,13409856383,106,IMG_QUERY,0.7939451346132829
flickr,mean_cram,13447842855,107,IMG_QUERY,0.8346706832808435
flickr,mean_cram,13579448834,108,IMG_QUERY,0.5265118124118476
flickr,mean_cram,13660204414,109,IMG_QUERY,0.4644811970860406
flickr,mean_cram,13721325644,110,IMG_QUERY,0.627667347638717
flickr,mean_cram,13861270725,111,IMG_QUERY,0.4938459901393963
flickr,mean_cram,14062380939,112,IMG_QUERY,0.46439105553734844
flickr,mean_cram,14172932360,113,IMG_QUERY,0.5630963580163957
flickr,mean_cram,14174434304,114,IMG_QUERY,0.7823851759787582
flickr,mean_cram,14203929291,115,IMG_QUERY,0.5297343350631245
flickr,mean_cram,14414061986,116,IMG_QUERY,0.7851449636345521
flickr,mean_cram,14566072101,117,IMG_QUERY,0.5232161555721765
flickr,mean_cram,14648401332,118,IMG_QUERY,0.7807110688001172
flickr,mean_cram,14652810592,119,IMG_QUERY,0.6154633995516735
flickr,mean_cram,14678892718,120,IMG_QUERY,0.46831278349198235
flickr,mean_cram,14680986811,121,IMG_QUERY,0.5724735556128876
flickr,mean_cram,14742398172,122,IMG_QUERY,0.7930856461289232
flickr,mean_cram,14778198185,123,IMG_QUERY,0.7022701531491604
flickr,mean_cram,14899015793,124,IMG_QUERY,0.806524500103376
flickr,mean_cram,15135657108,125,IMG_QUERY,0.6831100748258888
flickr,mean_cram,15210828119,126,IMG_QUERY,0.63007326007326
flickr,mean_cram,15679023977,127,IMG_QUERY,0.5134116450076308
flickr,mean_cram,15799251138,128,IMG_QUERY,0.5205485403151066
flickr,mean_cram,15994498891,129,IMG_QUERY,0.6409036296952068
flickr,mean_cram,16012165838,130,IMG_QUERY,0.7713040581802032
flickr,mean_cram,16101081359,131,IMG_QUERY,0.7818238676835942
flickr,mean_cram,16369370669,132,IMG_QUERY,0.6585097188564456
flickr,mean_cram,16419739420,133,IMG_QUERY,0.46598541743614996
flickr,mean_cram,16563757295,134,IMG_QUERY,0.5965515057474904
flickr,mean_cram,16659090834,135,IMG_QUERY,0.6970102895499978
flickr,mean_cram,16804898716,136,IMG_QUERY,0.6286429247154323
flickr,mean_cram,16950760048,137,IMG_QUERY,0.5194952162134358
flickr,mean_cram,17140316339,138,IMG_QUERY,0.7960795730228044
flickr,mean_cram,17537079145,139,IMG_QUERY,0.8008462039173916
flickr,mean_cram,19306860381,140,IMG_QUERY,0.5287676425988569
flickr,mean_cram,20854461578,141,IMG_QUERY,0.8639782861574253
flickr,mean_cram,2401957951,142,IMG_QUERY,0.30385992067330947
flickr,mean_cram,2404965389,143,IMG_QUERY,0.22388831437435366
flickr,mean_cram,2432219254,144,IMG_QUERY,0.3842409338206808
flickr,mean_cram,2462141223,145,IMG_QUERY,0.582324182023317
flickr,mean_cram,2465634368,146,IMG_QUERY,0.6788097003071057
flickr,mean_cram,2499673064,147,IMG_QUERY,0.5173237308058287
flickr,mean_cram,2509250774,148,IMG_QUERY,0.6417685983557249
flickr,mean_cram,2542659118,149,IMG_QUERY,0.3273422044874288
flickr,mean_cram,2630218696,150,IMG_QUERY,0.6292659662509994
flickr,mean_cram,2695985181,151,IMG_QUERY,0.6073959212514967
flickr,mean_cram,2698329253,152,IMG_QUERY,0.7236698911729141
flickr,mean_cram,2766580444,153,IMG_QUERY,0.36036091333169656
flickr,mean_cram,2778088729,154,IMG_QUERY,0.5897413182140326
flickr,mean_cram,2808068937,155,IMG_QUERY,0.5643100926377377
flickr,mean_cram,2811549163,156,IMG_QUERY,0.5248987240609585
flickr,mean_cram,2819123278,157,IMG_QUERY,0.8386139701842423
flickr,mean_cram,2858344348,158,IMG_QUERY,0.499124649859944
flickr,mean_cram,2895192729,159,IMG_QUERY,0.7625648795899288
flickr,mean_cram,2897081671,160,IMG_QUERY,0.554000852151683
flickr,mean_cram,2897653916,161,IMG_QUERY,0.5966178447604896
flickr,mean_cram,2907554899,162,IMG_QUERY,0.565841501447984
flickr,mean_cram,2935372113,163,IMG_QUERY,0.6609694592322779
flickr,mean_cram,2961466546,164,IMG_QUERY,0.48136207048847274
flickr,mean_cram,3012435981,165,IMG_QUERY,0.4681573652592075
flickr,mean_cram,3052033339,166,IMG_QUERY,0.4307326867064446
flickr,mean_cram,3102685146,167,IMG_QUERY,0.7129312144071082
flickr,mean_cram,3109408703,168,IMG_QUERY,0.694947989021787
flickr,mean_cram,3202731977,169,IMG_QUERY,0.6797320700896495
flickr,mean_cram,3207674548,170,IMG_QUERY,0.6556974459724951
flickr,mean_cram,3230152596,171,IMG_QUERY,0.8653313835065546
flickr,mean_cram,3403348616,172,IMG_QUERY,0.5814151274798011
flickr,mean_cram,3413119417,173,IMG_QUERY,0.6166198482243931
flickr,mean_cram,3416359816,174,IMG_QUERY,0.6243193333017661
flickr,mean_cram,3484198977,175,IMG_QUERY,0.5789887439699839
flickr,mean_cram,3535748358,176,IMG_QUERY,0.732220149910265
flickr,mean_cram,3568893693,177,IMG_QUERY,0.7277632109721662
flickr,mean_cram,3668283413,178,IMG_QUERY,0.6779864058959869
flickr,mean_cram,3709678770,179,IMG_QUERY,0.580777146824708
flickr,mean_cram,3719297546,180,IMG_QUERY,0.6344489217222595
flickr,mean_cram,3727937033,181,IMG_QUERY,0.7298502294173664
flickr,mean_cram,3749326537,182,IMG_QUERY,0.6606515116006562
flickr,mean_cram,3790233127,183,IMG_QUERY,0.7544858357212916
