dataset,group,seed,region,raw_macro_auroc,raw_lo,raw_hi,raw_valid_images,conditional_macro_auroc,conditional_lo,conditional_hi,conditional_valid_images,conditional_pairs
flickr,C0,12345,FP,0.4947647630439473,0.46366521030688573,0.5272732216545841,247,0.45937218200074137,0.4298426812503895,0.4883823801765078,247,1149645
flickr,C0,12345,FarFP,0.49933299816795096,0.44751670035955576,0.5481994254012694,158,0.45826873948530245,0.4029584864336262,0.5104654065272662,152,500878
flickr,C0,12345,HighAUDFP,0.44169646127883433,0.40435374849468214,0.47814445606315,188,0.4541896770836718,0.41528516531885046,0.4945268713177941,188,352681
flickr,C0,12345,NearFP,0.4963560014596229,0.46588322850277547,0.5255995995430366,247,0.46124967279907486,0.4320788752046977,0.49124200398078116,247,1312382
