dataset,group,seed,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
flickr,C0,12345,0,10000130166,FP,0.96856689453125,0.9768350544236674,3583
flickr,C0,12345,0,10000130166,NearFP,0.9665374755859375,0.9729028538483713,3469
flickr,C0,12345,0,10000130166,FarFP,,,0
flickr,C0,12345,0,10000130166,HighAUDFP,,,0
flickr,C0,12345,1,10007936344,FP,0.441192626953125,0.2250369822485207,5408
flickr,C0,12345,1,10007936344,NearFP,0.4893035888671875,0.2600732600732601,5460
flickr,C0,12345,1,10007936344,FarFP,0.5250396728515625,0.24049406635989343,4129
flickr,C0,12345,1,10007936344,HighAUDFP,0.13745777027027026,0.12812500000000002,1280
flickr,C0,12345,2,10008553263,FP,0.7488250732421875,0.869021190716448,4955
flickr,C0,12345,2,10008553263,NearFP,0.70452880859375,0.9322433844598011,5933
flickr,C0,12345,2,10008553263,FarFP,0.7237701416015625,0.745779793398841,3969
flickr,C0,12345,2,10008553263,HighAUDFP,0.5763260690789473,0.9434114793856103,2474
flickr,C0,12345,3,10009662863,FP,0.4919281005859375,0.5527530497856907,6066
flickr,C0,12345,3,10009662863,NearFP,0.408447265625,0.478609062170706,4745
flickr,C0,12345,3,10009662863,FarFP,0.6284332275390625,0.6828944189417734,8278
flickr,C0,12345,3,10009662863,HighAUDFP,0.4937021683673469,0.5395348837209303,3225
flickr,C0,12345,4,10013411946,FP,0.6077117919921875,0.5513784461152882,3990
flickr,C0,12345,4,10013411946,NearFP,0.4643096923828125,0.5009368080395162,5871
flickr,C0,12345,4,10013411946,FarFP,0.7819671630859375,0.7146059021292491,2677
flickr,C0,12345,4,10013411946,HighAUDFP,0.4837673611111111,0.5476363636363636,1375
flickr,C0,12345,5,10016382545,FP,0.2040557861328125,0.17740375314374154,5169
flickr,C0,12345,5,10016382545,NearFP,0.4344329833984375,0.35054806070826305,4744
flickr,C0,12345,5,10016382545,FarFP,0.075958251953125,0.13706293706293707,5005
flickr,C0,12345,5,10016382545,HighAUDFP,0.021346275252525252,0.10199386503067484,1304
flickr,C0,12345,6,10031203703,FP,0.46514892578125,0.2164,2500
flickr,C0,12345,6,10031203703,NearFP,0.5186614990234375,0.19814385150812064,2155
flickr,C0,12345,6,10031203703,FarFP,,,0
flickr,C0,12345,6,10031203703,HighAUDFP,,,0
flickr,C0,12345,7,10035917404,FP,0.744598388671875,0.5827398408043569,4774
flickr,C0,12345,7,10035917404,NearFP,0.706207275390625,0.5194592380172061,4882
flickr,C0,12345,7,10035917404,FarFP,0.9137725830078125,0.8599402588781945,3013
flickr,C0,12345,7,10035917404,HighAUDFP,0.2522898706896552,0.13377609108159394,1054
flickr,C0,12345,8,10045181004,FP,0.7579193115234375,0.8708411214953271,5350
flickr,C0,12345,8,10045181004,NearFP,0.7658843994140625,0.8691891891891892,5550
flickr,C0,12345,8,10045181004,FarFP,,,0
flickr,C0,12345,8,10045181004,HighAUDFP,0.6682942708333334,0.6317204301075269,372
flickr,C0,12345,9,10060697266,FP,0.3410491943359375,0.3032048072108162,3994
flickr,C0,12345,9,10060697266,NearFP,0.35076904296875,0.30692823441768063,4027
flickr,C0,12345,9,10060697266,FarFP,,,0
flickr,C0,12345,9,10060697266,HighAUDFP,,,0
flickr,C0,12345,10,10061269855,FP,0.23663330078125,0.3398123324396783,4476
flickr,C0,12345,10,10061269855,NearFP,0.2319793701171875,0.3264804469273743,4475
flickr,C0,12345,10,10061269855,FarFP,,,0
flickr,C0,12345,10,10061269855,HighAUDFP,,,0
flickr,C0,12345,11,10067897816,FP,0.181884765625,0.22554161915621437,4385
flickr,C0,12345,11,10067897816,NearFP,0.192779541015625,0.21906881840103876,5391
flickr,C0,12345,11,10067897816,FarFP,0.152557373046875,0.16165221825599185,3922
flickr,C0,12345,11,10067897816,HighAUDFP,0.48976934523809523,0.7446428571428572,560
flickr,C0,12345,12,10069511285,FP,0.889678955078125,0.8292291220556746,3736
flickr,C0,12345,12,10069511285,NearFP,0.8737335205078125,0.7841514984372128,5439
flickr,C0,12345,12,10069511285,FarFP,,,0
flickr,C0,12345,12,10069511285,HighAUDFP,0.858984375,0.6849397590361446,1660
flickr,C0,12345,13,10079676496,FP,0.555206298828125,0.6308831306187203,3782
flickr,C0,12345,13,10079676496,NearFP,0.590118408203125,0.6401810409856676,3977
flickr,C0,12345,13,10079676496,FarFP,,,0
flickr,C0,12345,13,10079676496,HighAUDFP,0.4637586805555556,0.44776119402985076,670
flickr,C0,12345,14,10080652613,FP,0.892120361328125,0.6149450549450549,2275
flickr,C0,12345,14,10080652613,NearFP,0.882720947265625,0.5948539031836023,2293
flickr,C0,12345,14,10080652613,FarFP,,,0
flickr,C0,12345,14,10080652613,HighAUDFP,0.4072265625,0.7125,80
flickr,C0,12345,15,10106776154,FP,0.121429443359375,0.007069278933548778,4951
flickr,C0,12345,15,10106776154,NearFP,0.1410064697265625,0.010564898663216905,4638
flickr,C0,12345,15,10106776154,FarFP,,,0
flickr,C0,12345,15,10106776154,HighAUDFP,0.1875,0.004475703324808184,3128
flickr,C0,12345,16,10109936483,FP,0.259063720703125,0.40228711455993466,4897
flickr,C0,12345,16,10109936483,NearFP,0.2411651611328125,0.3312252964426877,5060
flickr,C0,12345,16,10109936483,FarFP,0.352142333984375,0.5120080053368913,5996
flickr,C0,12345,16,10109936483,HighAUDFP,0.37921875,0.22776349614395888,1945
flickr,C0,12345,17,10110769444,FP,0.2671966552734375,0.13904790599578187,6638
flickr,C0,12345,17,10110769444,NearFP,0.330963134765625,0.13381532217148656,7884
flickr,C0,12345,17,10110769444,FarFP,0.1954803466796875,0.26903225806451614,3100
flickr,C0,12345,17,10110769444,HighAUDFP,0.31961403145695366,0.10797060486150367,5307
flickr,C0,12345,18,10111706074,FP,0.2800750732421875,0.24073455759599333,2995
flickr,C0,12345,18,10111706074,NearFP,0.3377227783203125,0.3429778933680104,3076
flickr,C0,12345,18,10111706074,FarFP,0.17373511904761904,0.04122055674518201,1868
flickr,C0,12345,18,10111706074,HighAUDFP,0.4627130681818182,0.6136363636363636,704
flickr,C0,12345,19,10119607346,FP,0.3310546875,0.3896670493685419,4355
flickr,C0,12345,19,10119607346,NearFP,0.311920166015625,0.3835233383523338,4649
flickr,C0,12345,19,10119607346,FarFP,0.462799072265625,0.46194926568758343,2996
flickr,C0,12345,19,10119607346,HighAUDFP,0.18619791666666666,0.10784313725490197,102
flickr,C0,12345,20,10119736773,FP,0.9106570512820513,0.9809885931558935,263
flickr,C0,12345,20,10119736773,NearFP,0.9106570512820513,0.9809885931558935,263
flickr,C0,12345,20,10119736773,FarFP,,,0
flickr,C0,12345,20,10119736773,HighAUDFP,,,0
flickr,C0,12345,21,10129791115,FP,0.274078369140625,0.5739011614666363,4391
flickr,C0,12345,21,10129791115,NearFP,0.2898101806640625,0.6117854778194659,4531
flickr,C0,12345,21,10129791115,FarFP,,,0
flickr,C0,12345,21,10129791115,HighAUDFP,0.5226151315789473,0.3970315398886827,539
flickr,C0,12345,22,10129813456,FP,0.4908447265625,0.6217408744484557,2493
flickr,C0,12345,22,10129813456,NearFP,0.4970703125,0.6413108839446783,3326
flickr,C0,12345,22,10129813456,FarFP,,,0
flickr,C0,12345,22,10129813456,HighAUDFP,0.86328125,0.7952380952380952,210
flickr,C0,12345,23,10163352444,FP,0.3829345703125,0.5327347549569772,2673
flickr,C0,12345,23,10163352444,NearFP,0.41314697265625,0.5619568715803025,3107
flickr,C0,12345,23,10163352444,FarFP,,,0
flickr,C0,12345,23,10163352444,HighAUDFP,,,0
flickr,C0,12345,24,10165890496,FP,0.4852142333984375,0.14420555846879915,3814
flickr,C0,12345,24,10165890496,NearFP,0.46466064453125,0.1781609195402299,4002
flickr,C0,12345,24,10165890496,FarFP,0.680078125,0.18181818181818182,110
flickr,C0,12345,24,10165890496,HighAUDFP,0.22149493243243243,0.16163583252190847,1027
flickr,C0,12345,25,10173808724,FP,0.1545867919921875,0.11235955056179775,2136
flickr,C0,12345,25,10173808724,NearFP,0.176513671875,0.13549211759693225,2347
flickr,C0,12345,25,10173808724,FarFP,,,0
flickr,C0,12345,25,10173808724,HighAUDFP,,,0
flickr,C0,12345,26,10202025415,FP,0.573333740234375,0.5056564964004113,5834
flickr,C0,12345,26,10202025415,NearFP,0.565185546875,0.4887360275150473,5815
flickr,C0,12345,26,10202025415,FarFP,,,0
flickr,C0,12345,26,10202025415,HighAUDFP,0.519375,0.7117750439367311,569
flickr,C0,12345,27,10221582415,FP,0.808807373046875,0.8087346461298499,5129
flickr,C0,12345,27,10221582415,NearFP,0.7763824462890625,0.6929250263991552,4735
flickr,C0,12345,27,10221582415,FarFP,0.8746795654296875,0.9332837762497677,5381
flickr,C0,12345,27,10221582415,HighAUDFP,0.8831129807692307,0.7797619047619048,168
flickr,C0,12345,28,10234680056,FP,0.216278076171875,0.08208955223880597,4958
flickr,C0,12345,28,10234680056,NearFP,0.2223968505859375,0.08686115376178986,4559
flickr,C0,12345,28,10234680056,FarFP,,,0
flickr,C0,12345,28,10234680056,HighAUDFP,0.2818824404761905,0.03992273019961365,1553
flickr,C0,12345,29,10246013484,FP,0.4036865234375,0.31355161437016826,4398
flickr,C0,12345,29,10246013484,NearFP,0.4030914306640625,0.31188906569674923,4399
flickr,C0,12345,29,10246013484,FarFP,,,0
flickr,C0,12345,29,10246013484,HighAUDFP,0.2859375,0.5,130
flickr,C0,12345,30,10268129763,FP,0.5555572509765625,0.3675773312260104,4429
flickr,C0,12345,30,10268129763,NearFP,0.61761474609375,0.45312111415070877,4021
flickr,C0,12345,30,10268129763,FarFP,,,0
flickr,C0,12345,30,10268129763,HighAUDFP,0.17317708333333334,0.2692307692307692,156
flickr,C0,12345,31,10278084464,FP,0.3521575927734375,0.33434959349593496,7872
flickr,C0,12345,31,10278084464,NearFP,0.4915771484375,0.4279191128506197,7665
flickr,C0,12345,31,10278084464,FarFP,0.28131103515625,0.2976329064804036,7731
flickr,C0,12345,31,10278084464,HighAUDFP,0.7276785714285714,0.5626535626535627,1628
flickr,C0,12345,32,10283938426,FP,0.382354736328125,0.3942332227609084,3919
flickr,C0,12345,32,10283938426,NearFP,0.4688873291015625,0.45474516695957823,4552
flickr,C0,12345,32,10283938426,FarFP,0.23468017578125,0.16132167152575316,3087
flickr,C0,12345,32,10283938426,HighAUDFP,0.0837673611111111,0.10277777777777777,360
flickr,C0,12345,33,10289643764,FP,0.372406005859375,0.19242826139377864,4147
flickr,C0,12345,33,10289643764,NearFP,0.46722412109375,0.2750778070385444,4177
flickr,C0,12345,33,10289643764,FarFP,0.2379302978515625,0.03640680648990898,2527
flickr,C0,12345,33,10289643764,HighAUDFP,0.19658801020408162,0.3145485911443358,1739
flickr,C0,12345,34,10304554474,FP,0.0966796875,0.17357282589365108,5623
flickr,C0,12345,34,10304554474,NearFP,0.2097625732421875,0.23062253099032828,7341
flickr,C0,12345,34,10304554474,FarFP,0.0,0.0,2386
flickr,C0,12345,34,10304554474,HighAUDFP,0.23427734375,0.3349673202614379,1836
flickr,C0,12345,35,10308472565,FP,0.657379150390625,0.6313267813267813,8140
flickr,C0,12345,35,10308472565,NearFP,0.5984954833984375,0.6043147830350576,8158
flickr,C0,12345,35,10308472565,FarFP,0.7804412841796875,0.6678021528818641,7339
flickr,C0,12345,35,10308472565,HighAUDFP,0.5653604822834646,0.6634920634920635,5670
flickr,C0,12345,36,10369815925,FP,0.4836883544921875,0.3319912766314377,5961
flickr,C0,12345,36,10369815925,NearFP,0.4926300048828125,0.3170004966065221,6041
flickr,C0,12345,36,10369815925,FarFP,,,0
flickr,C0,12345,36,10369815925,HighAUDFP,0.3111979166666667,0.2642857142857143,280
flickr,C0,12345,37,10389014583,FP,0.2941131591796875,0.4385997753650318,5342
flickr,C0,12345,37,10389014583,NearFP,0.3437042236328125,0.39593908629441626,6107
flickr,C0,12345,37,10389014583,FarFP,0.2742462158203125,0.4849023090586146,4504
flickr,C0,12345,37,10389014583,HighAUDFP,0.552734375,0.3235294117647059,34
flickr,C0,12345,38,10409146004,FP,0.210357666015625,0.23658441049745396,5106
flickr,C0,12345,38,10409146004,NearFP,0.34918212890625,0.35566143497757846,7136
flickr,C0,12345,38,10409146004,FarFP,0.195770263671875,0.2342143906020558,4086
flickr,C0,12345,38,10409146004,HighAUDFP,0.2841316598360656,0.19162710401381097,2317
flickr,C0,12345,39,10409351364,FP,0.8798370361328125,0.6171562082777036,2996
flickr,C0,12345,39,10409351364,NearFP,0.8514862060546875,0.6813346228239845,4136
flickr,C0,12345,39,10409351364,FarFP,0.9833984375,0.34277198211624443,671
flickr,C0,12345,39,10409351364,HighAUDFP,0.7400350765306123,0.8131997642899234,1697
flickr,C0,12345,40,10413912845,FP,0.4020843505859375,0.5025445292620865,4716
flickr,C0,12345,40,10413912845,NearFP,0.40338134765625,0.41670077773229636,7329
flickr,C0,12345,40,10413912845,FarFP,0.44122314453125,0.5963557751698579,3238
flickr,C0,12345,40,10413912845,HighAUDFP,0.5468214897260274,0.4872192099147947,2582
flickr,C0,12345,41,10437048305,FP,0.584381103515625,0.46979128524350056,5462
flickr,C0,12345,41,10437048305,NearFP,0.5659637451171875,0.439712284686731,5283
flickr,C0,12345,41,10437048305,FarFP,,,0
flickr,C0,12345,41,10437048305,HighAUDFP,,,0
flickr,C0,12345,42,10440265465,FP,0.6037445068359375,0.4572497328108301,5614
flickr,C0,12345,42,10440265465,NearFP,0.6346588134765625,0.4802403933709707,5491
flickr,C0,12345,42,10440265465,FarFP,,,0
flickr,C0,12345,42,10440265465,HighAUDFP,0.42529296875,0.3506944444444444,288
flickr,C0,12345,43,10441843213,FP,0.46453857421875,0.7360076408787011,5235
flickr,C0,12345,43,10441843213,NearFP,0.4249114990234375,0.7128712871287128,4949
flickr,C0,12345,43,10441843213,FarFP,,,0
flickr,C0,12345,43,10441843213,HighAUDFP,0.6189778645833334,0.7685185185185185,864
flickr,C0,12345,44,10446128125,FP,0.2910003662109375,0.4301699129714049,2413
flickr,C0,12345,44,10446128125,NearFP,0.27215576171875,0.36412847347527966,2771
flickr,C0,12345,44,10446128125,FarFP,0.2766571044921875,0.5943683409436834,1314
flickr,C0,12345,44,10446128125,HighAUDFP,,,0
flickr,C0,12345,45,10451898725,FP,0.3838653564453125,0.19508556384379114,11395
flickr,C0,12345,45,10451898725,NearFP,0.6342315673828125,0.3671309192200557,12565
flickr,C0,12345,45,10451898725,FarFP,0.283782958984375,0.12070006035003017,9942
flickr,C0,12345,45,10451898725,HighAUDFP,0.28471403301886794,0.19508556384379114,11395
flickr,C0,12345,46,10468313544,FP,0.757720947265625,0.3314020857473928,3452
flickr,C0,12345,46,10468313544,NearFP,0.79095458984375,0.5636873920552677,4632
flickr,C0,12345,46,10468313544,FarFP,0.7119140625,0.09257375381485249,2949
flickr,C0,12345,46,10468313544,HighAUDFP,0.40625,0.32,50
flickr,C0,12345,47,10476442285,FP,0.4017333984375,0.39066213921901527,5890
flickr,C0,12345,47,10476442285,NearFP,0.360137939453125,0.36304428730926686,5374
flickr,C0,12345,47,10476442285,FarFP,0.557586669921875,0.2564276048714479,4434
flickr,C0,12345,47,10476442285,HighAUDFP,0.36765252976190477,0.5445205479452054,3212
flickr,C0,12345,48,10476446674,FP,0.8867340087890625,0.7559034907597536,3896
flickr,C0,12345,48,10476446674,NearFP,0.810760498046875,0.7557430848570089,6399
flickr,C0,12345,48,10476446674,FarFP,0.99688720703125,0.9351851851851852,108
flickr,C0,12345,48,10476446674,HighAUDFP,0.5855758101851852,0.6597590361445783,2075
flickr,C0,12345,49,10477544895,FP,0.390625,0.4737628384687208,5355
flickr,C0,12345,49,10477544895,NearFP,0.4244232177734375,0.6052289469882999,6923
flickr,C0,12345,49,10477544895,FarFP,0.34063720703125,0.2305075876504448,3822
flickr,C0,12345,49,10477544895,HighAUDFP,0.4311040521978022,0.7075285770595191,2537
flickr,C0,12345,50,10481128583,FP,0.0860595703125,0.11169077543277212,4217
flickr,C0,12345,50,10481128583,NearFP,0.1233062744140625,0.11589334453075792,4763
flickr,C0,12345,50,10481128583,FarFP,0.046844482421875,0.07040913415794481,4204
flickr,C0,12345,50,10481128583,HighAUDFP,0.181640625,0.07738095238095238,168
flickr,C0,12345,51,10520382525,FP,0.716064453125,0.5058084772370487,3185
flickr,C0,12345,51,10520382525,NearFP,0.715667724609375,0.5465249856404365,3482
flickr,C0,12345,51,10520382525,FarFP,,,0
flickr,C0,12345,51,10520382525,HighAUDFP,,,0
flickr,C0,12345,52,10545790805,FP,0.7039642333984375,0.7218817948211109,5059
flickr,C0,12345,52,10545790805,NearFP,0.6872406005859375,0.7438380281690141,5680
flickr,C0,12345,52,10545790805,FarFP,,,0
flickr,C0,12345,52,10545790805,HighAUDFP,,,0
flickr,C0,12345,53,10548273474,FP,0.16632080078125,0.17548104620347965,8679
flickr,C0,12345,53,10548273474,NearFP,0.303466796875,0.29809104258443464,7491
flickr,C0,12345,53,10548273474,FarFP,0.0279388427734375,0.04909437559580553,8392
flickr,C0,12345,53,10548273474,HighAUDFP,0.17618189102564102,0.17935787527315517,5949
flickr,C0,12345,54,10549911663,FP,0.488922119140625,0.43167701863354035,6440
flickr,C0,12345,54,10549911663,NearFP,0.6833648681640625,0.5889317546893708,7517
flickr,C0,12345,54,10549911663,FarFP,0.4281005859375,0.3808876041489543,5881
flickr,C0,12345,54,10549911663,HighAUDFP,0.740234375,0.3629032258064516,124
flickr,C0,12345,55,10555704135,FP,0.162628173828125,0.20378586217095535,3381
flickr,C0,12345,55,10555704135,NearFP,0.25836181640625,0.2246263662725853,4483
flickr,C0,12345,55,10555704135,FarFP,0.065948486328125,0.17000392618767177,2547
flickr,C0,12345,55,10555704135,HighAUDFP,0.4030827702702703,0.26,1000
flickr,C0,12345,56,10557361454,FP,0.473358154296875,0.48689407540394974,5570
flickr,C0,12345,56,10557361454,NearFP,0.4574737548828125,0.3949742268041237,4656
flickr,C0,12345,56,10557361454,FarFP,0.49609375,0.5461696306429549,5848
flickr,C0,12345,56,10557361454,HighAUDFP,0.23516845703125,0.1483274647887324,2272
flickr,C0,12345,57,10610974774,FP,0.1502838134765625,0.2514262428687857,4908
flickr,C0,12345,57,10610974774,NearFP,0.14996337890625,0.2572189227933647,4883
flickr,C0,12345,57,10610974774,FarFP,,,0
flickr,C0,12345,57,10610974774,HighAUDFP,,,0
flickr,C0,12345,58,10624261424,FP,0.734161376953125,0.6516233018650702,4343
