epoch,learning_rate,epoch_seconds,gradient_l2_mean,parameter_l2,info_loss,recon_loss,div_loss,a2v_loss,v2a_loss,original_match_loss,d_pos,d_neg,g_match,cram_loss,weighted_cram_loss,total_loss,AUD_cIoU,AUD_AUC,IQR_cIoU,IQR_AUC
1,5e-05,978.8730866909027,13.475437926404501,199.34537944740822,10.186021239732083,5.697857093132264,0.04128109711533896,5.554516751447626e-06,9.891464134312349e-06,1.544598083478296e-05,5.5545167486155695e-06,5.602769324080285e-06,4.8252581716733615e-08,0.693147152344103,0.693147152344103,11.45462673329798,0.692,0.5720000000000001,0.692,0.5718
2,5e-05,566.8991525173187,23.293287271166303,199.6473952778724,9.518297801238361,4.617115735159226,0.0002889567488983433,4.749163508677157e-06,1.787180674162849e-05,2.2620970263909632e-05,4.74916353052445e-06,5.033910610209496e-06,2.8474708924323714e-07,0.6931470324984649,0.6931470324984649,10.675447131391097,0.744,0.599,0.748,0.5982
3,5e-05,566.5121912956238,23.37704277835643,199.93580198329644,9.143596980071152,4.344104335825638,0.00038649694699117933,6.5231578271622476e-06,3.732844561899877e-05,4.385160343200074e-05,6.523157819070658e-06,7.255178541663069e-06,7.320207367147637e-07,0.6931468089280179,0.6931468089280179,10.2755779252782,0.792,0.6185999999999999,0.796,0.6198
4,5e-05,568.3625166416168,21.204620223202326,200.22294426404216,8.82985399965714,4.152810133648937,0.00048578752029117104,9.369501043971513e-06,6.365968092593586e-05,7.302918204839579e-05,9.369501029406651e-06,1.0762669150812325e-05,1.3931680969033282e-06,0.69314647898131,0.69314647898131,9.945633019416782,0.816,0.6329999999999999,0.808,0.633
5,5e-05,569.104291677475,26.257521289747853,200.49813274656302,8.55662458222956,3.983280914534029,0.000548942721767013,1.0622441658794815e-05,7.688193923333976e-05,8.75043811106075e-05,1.0622441666886406e-05,1.2704454928234068e-05,2.0820132356568647e-06,0.6931461359894573,0.6931461359894573,9.656904167976244,0.804,0.6165999999999999,0.804,0.6154
6,5e-05,568.5785324573517,30.523804934685003,200.75563477767736,8.289634656227356,3.869577907582619,0.0006436370967744826,1.2406469013059704e-05,9.516451339734746e-05,0.00010757098230036155,1.2406468980693345e-05,1.5544227679394512e-05,3.137758714277478e-06,0.6931456078201851,0.6931456078201851,9.380559493638442,0.848,0.6205999999999999,0.836,0.6214
7,5e-05,568.4241499900818,32.32044402584871,201.01085564055572,8.013695844976079,3.763808941925972,0.0008273890570926338,1.605922756218426e-05,0.00013261585772334552,0.00014867508535673575,1.6059227581604075e-05,2.0623788398574936e-05,4.564560779951836e-06,0.6931448933068544,0.6931448933068544,9.098171853510086,0.84,0.6316,0.844,0.6328
8,5e-05,569.2990641593933,38.01708734497522,201.26371176082645,7.735612387334749,3.6713865774806282,0.0009708421481309254,1.7692117689163827e-05,0.00017553334998744093,0.00019322546801806985,1.769211774095e-05,2.3292915655966614e-05,5.600797918657827e-06,0.6931443760615651,0.6931443760615651,8.815315070101375,0.808,0.622,0.824,0.6218
9,5e-05,567.6680183410645,42.448189961666166,201.5142838124324,7.427633042861558,3.59703798735269,0.001204426754995173,1.9385120059298086e-05,0.00019352390267016214,0.00021290902271651368,1.938512020818334e-05,2.6212627472948602e-05,6.8275073375895715e-06,0.6931437627276492,0.6931437627276492,8.5018919396655,0.844,0.6332,0.84,0.6314000000000001
10,5e-05,570.6123952865601,51.90364728027591,201.756086826534,7.103802924478606,3.5205501016772938,0.0012857254041073797,2.3160155989342366e-05,0.00024032736684629044,0.00026348752293920514,2.3160155973159185e-05,3.216015204503052e-05,8.99999619405434e-06,0.6931426755262016,0.6931426755262016,8.175477942538008,0.832,0.6115999999999999,0.828,0.6072
