dataset,region,temporal_mean_mean,temporal_mean_std,temporal_mean_median,temporal_mean_num_samples,temporal_std_mean,temporal_std_std,temporal_std_median,temporal_std_num_samples,temporal_cv_mean,temporal_cv_std,temporal_cv_median,temporal_cv_num_samples
vggss_144k,GT_FOREGROUND,0.005368559796394183,0.00017595202044771058,0.005344026256352663,5156,1.6523620112735915e-05,1.0123263761768145e-05,1.4287008525570855e-05,5156,0.003051527008032735,0.0017905777253017848,0.002656571101397276,5156
vggss_144k,CORRECT_AUD_FOREGROUND,0.005423419710917814,0.0001703093261901617,0.005397000350058079,5150,1.6915190163822487e-05,1.0854208600471963e-05,1.4459824797086185e-05,5150,0.0030891029494735456,0.0019039878550070146,0.002663314575329423,5150
vggss_144k,AUD_FALSE_POSITIVE_CONTEXT,0.005291145159056422,0.0001265982627112498,0.005270776338875294,5104,1.4570213826843092e-05,7.636351334803267e-06,1.3050071174802724e-05,5104,0.0027389974715231026,0.0013986439775699436,0.002466702600941062,5104
