sample_index,sample_id,dataset,fold,IoU_AUD,intrinsic_IoU_AUD_binary,IoU_IMG,IoU_PROP_F34,IoU_PROP_K34,TP,FP,FN,IoU_expand_star,IoU_shrink_star,intrinsic_expand_gain,intrinsic_shrink_gain,intrinsic_error_type,candidate_5_2_error_type,candidate_5_2_expand_gain,candidate_5_2_shrink_gain,AUD_ONLY_pixels,TRUE_EXTENT_pixels,CONTEXT_LEAKAGE_pixels,AUD_ONLY_true_extent_ratio,AUD_ONLY_leakage_ratio,group_IMG_ONLY,group_AUD_ONLY,group_BOTH_SUCCESS,group_BOTH_FAIL,group_OGL_RESCUE,group_IMG_ONLY_SHRINK,AUD_OVER_EXPANSION,group_PROP_ONLY,group_PROP_HURT,probe_sampled_pixels,routing_sampled_pixels,OOF_predicted_leakage_ratio_PREDICTION,OOF_mean_leakage_probability_PREDICTION,transfer_from_vggss_144k_predicted_leakage_ratio_PREDICTION,transfer_from_vggss_144k_mean_leakage_probability_PREDICTION,OOF_predicted_leakage_ratio_WITHOUT_PROTOTYPE,OOF_mean_leakage_probability_WITHOUT_PROTOTYPE,transfer_from_vggss_144k_predicted_leakage_ratio_WITHOUT_PROTOTYPE,transfer_from_vggss_144k_mean_leakage_probability_WITHOUT_PROTOTYPE,OOF_predicted_leakage_ratio_WITH_PROTOTYPE,OOF_mean_leakage_probability_WITH_PROTOTYPE,transfer_from_vggss_144k_predicted_leakage_ratio_WITH_PROTOTYPE,transfer_from_vggss_144k_mean_leakage_probability_WITH_PROTOTYPE,OOF_predicted_leakage_ratio_PROTOTYPE_ONLY,OOF_mean_leakage_probability_PROTOTYPE_ONLY,transfer_from_vggss_144k_predicted_leakage_ratio_PROTOTYPE_ONLY,transfer_from_vggss_144k_mean_leakage_probability_PROTOTYPE_ONLY
11,10067897816,flickr_144k,1,0.3571332926665972,0.37680662667809195,0.2754713601146491,0.2747875354107649,0.28041515691211694,13192,20855,963,0.4043130534133105,0.9319675026492406,0.027506426735218525,0.5551608759711486,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,3488,2834,654,0.8125,0.1875,False,False,False,True,False,False,True,False,False,12,12,0.3333333333333333,0.44339264953556334,0.4166666666666667,0.463336914961745,0.3333333333333333,0.431423750594446,0.9166666666666666,0.5995321045668256,0.5833333333333334,0.5428732826435602,1.0,0.7996890849025827,0.5833333333333334,0.5302308589251848,1.0,0.866070891071279
12,10069511285,flickr_144k,1,0.8027168069650958,0.8058852743978148,0.7510930848003682,0.8416865869853918,0.837499332371949,32453,6248,1569,0.8448472808542339,0.9538827817294692,0.03896200645641912,0.1479975073316544,INTRINSIC_SHRINK,EXPAND,0.01654256706651247,0.0,8276,4907,3369,0.5929192846785887,0.4070807153214113,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5321276480980733,0.5,0.5097498896818826,0.4166666666666667,0.44875936867873295,0.5833333333333334,0.5707752819545163,0.3333333333333333,0.4119979333807713,0.6666666666666666,0.6041523383761939,0.5,0.49695199499304304,1.0,0.7499915524291384
13,10079676496,flickr_144k,3,0.7591026527932685,0.7720794861501405,0.7305342219075616,0.7430454970016108,0.7202019013246506,30772,7681,1403,0.8072812123645122,0.9563947163947164,0.035201726214371676,0.18431523024457586,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,7106,4093,3013,0.5759921193357725,0.4240078806642274,False,False,True,False,False,False,True,False,False,12,12,0.16666666666666666,0.32382818550969183,0.08333333333333333,0.34845587271177053,0.16666666666666666,0.3435906049150283,0.25,0.35873567504889164,0.08333333333333333,0.30944890474889103,0.3333333333333333,0.367691731582454,0.25,0.4300365693829549,0.9166666666666666,0.5738600528605877
14,10080652613,flickr_144k,1,0.8630861423220973,0.8525207566549687,0.7438118811881188,0.8189557634462014,0.804671402234031,29880,3695,1474,0.8945761647978544,0.952988454423678,0.042055408142885664,0.10046769776870923,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,5258,4495,763,0.8548877900342335,0.14511220996576646,False,False,True,False,False,False,True,False,False,12,12,0.16666666666666666,0.38524950100599226,0.25,0.4316637449473415,0.5,0.4582151694259478,0.4166666666666667,0.5269990701433476,0.16666666666666666,0.3761855504471407,0.5833333333333334,0.5180924025411126,0.08333333333333333,0.39797810216627855,0.75,0.586719752233303
15,10106776154,flickr_144k,2,0.6832728927374764,0.655646748996446,0.4098365141254532,0.673038267531384,0.7145281097997813,25643,3138,10330,0.919766817519368,0.7128401856948267,0.2641200685229219,0.05719343669838062,INTRINSIC_EXPAND,EXPAND,0.03447279307125384,0.0,10337,10294,43,0.9958401857405437,0.004159814259456322,False,True,False,False,False,False,False,False,False,12,12,0.75,0.5314683038556653,0.6666666666666666,0.5389304881076997,0.5833333333333334,0.4847421730664077,0.75,0.5640881010948374,0.5833333333333334,0.48446561216685996,0.8333333333333334,0.6288640539831475,0.5,0.505245822379853,1.0,0.66641000181995
16,10109936483,flickr_144k,1,0.5154831567294006,0.5390190358764623,0.5392775330396475,0.5141073736641342,0.4566532258064516,17924,15307,22,0.539680630319069,0.9987741000780118,0.0006615944426067166,0.45975506420154955,INTRINSIC_SHRINK,SHRINK,0.0,0.023794376310246945,4426,1186,3240,0.26796204247627653,0.7320379575237235,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5211736233331797,0.5,0.503868879758308,0.8333333333333334,0.5677381481950546,0.6666666666666666,0.5478567956159548,0.8333333333333334,0.6648861190190851,0.9166666666666666,0.6355468529286953,0.75,0.6097984154862449,1.0,0.6814749796606571
17,10110769444,flickr_144k,1,0.6744996400287977,0.6820598634314863,0.6947876241677644,0.6068245194701722,0.6270159734547419,25271,10283,1497,0.7224636312110334,0.9440750149432158,0.04040376777954713,0.2620151515117295,INTRINSIC_SHRINK,SHRINK,0.0,0.020287984138966708,11380,4742,6638,0.41669595782073815,0.5833040421792619,False,False,True,False,False,False,True,False,False,12,12,0.4166666666666667,0.49647180366093485,0.5833333333333334,0.50057920312944,0.4166666666666667,0.46909078520639147,0.6666666666666666,0.5780665671857413,0.3333333333333333,0.42554035069492063,0.5833333333333334,0.5699817814567111,0.3333333333333333,0.46734495050563707,0.8333333333333334,0.6365676222812415
18,10111706074,flickr_144k,3,0.6329745749493059,0.6470634319588436,0.5963349539319348,0.6279359018859192,0.587017591708714,24778,5757,7758,0.8496592066435119,0.761556429800836,0.20259577468466827,0.1144929978419924,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,6484,3842,2642,0.5925354719309068,0.40746452806909317,False,False,True,False,False,False,False,False,False,12,12,0.5,0.5066987436515146,0.5,0.5253847663270942,0.0,0.3640817637370839,0.3333333333333333,0.471234219916032,0.0,0.3359557248255444,0.6666666666666666,0.5045017814932893,0.0,0.43354573695338794,0.8333333333333334,0.5924386763847028
19,10119607346,flickr_144k,1,0.5694041189655951,0.6230239156870693,0.5041658650644488,0.5430484157095317,0.5508180855098811,24592,7225,7655,0.8169588569112282,0.7626135764567247,0.19393494122415889,0.1395896607696554,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,2399,2327,72,0.9699874947894956,0.030012505210504376,False,False,True,False,False,False,False,False,False,12,12,0.5,0.47694518272937336,0.5833333333333334,0.49373690325751146,0.25,0.3438816310280845,0.25,0.4272148881900995,0.4166666666666667,0.3780012678109097,0.25,0.43231347613648247,0.5833333333333334,0.4824426946157405,0.75,0.5769135129618592
20,10119736773,flickr_144k,0,0.9629781869998904,0.9373994511214158,0.9570325336838647,0.9370869100183747,0.9761755571296246,39622,56,2590,0.9986751206586543,0.938643039893869,0.06127566953723851,0.0012435887724532302,INTRINSIC_EXPAND,EXPAND,0.018543879679560615,0.0,1209,1209,0,1.0,0.0,False,False,True,False,False,False,False,False,False,0,12,0.4166666666666667,0.46237433321606075,0.4166666666666667,0.4398974129772453,0.4166666666666667,0.4860302660580817,0.3333333333333333,0.4791782392032111,0.4166666666666667,0.46208450695867404,0.3333333333333333,0.4763398764919658,0.25,0.4335882613540099,0.6666666666666666,0.5797038189407655
21,10129791115,flickr_144k,3,0.6873584198432229,0.6818321928364466,0.6418931048551612,0.6987913836844676,0.6967877286063942,22120,7561,2761,0.7669379199802725,0.8890317913267152,0.08510572714382592,0.2071995984902686,INTRINSIC_SHRINK,EXPAND,0.011222302554899422,0.0,2258,1825,433,0.808237378210806,0.19176262178919398,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5313313774413254,0.75,0.5231558059043091,0.5833333333333334,0.532923863200519,0.8333333333333334,0.5909795892850153,0.5833333333333334,0.47367067354381504,0.9166666666666666,0.662142706735935,0.3333333333333333,0.4494421678335643,0.9166666666666666,0.6356741795296991
22,10129813456,flickr_144k,3,0.8093123229562569,0.8145004325259516,0.7613496646071001,0.7785896463776109,0.7603188309531717,30130,6439,423,0.8259353373702422,0.9861552057081138,0.01143490484429055,0.17165477318216216,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,7876,4374,3502,0.5553580497714576,0.4446419502285424,False,False,True,False,False,False,True,False,False,12,12,0.5833333333333334,0.5058942907768633,0.5833333333333334,0.539858165104656,0.5833333333333334,0.539512374913833,1.0,0.6271836594360435,0.6666666666666666,0.5582970442714654,1.0,0.6528872972115884,0.6666666666666666,0.5503985073873906,0.9166666666666666,0.6688943042593484
23,10163352444,flickr_144k,0,0.8064857243567148,0.8036073233009181,0.7793580679129686,0.7544836904564632,0.7509877431489126,29584,5633,1597,0.8469875590807845,0.948782912671178,0.04338023577986638,0.14517558937025987,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,426,357,69,0.8380281690140845,0.1619718309859155,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5464449087724734,0.6666666666666666,0.5330131752888251,1.0,0.7150862668037227,1.0,0.6472621939244917,0.8333333333333334,0.6212349402766462,1.0,0.6506473999171408,0.3333333333333333,0.47651088452698653,1.0,0.6242992381139681
24,10165890496,flickr_144k,4,0.5360557338343614,0.5126633478531425,0.5322297883334256,0.508346056632581,0.513754928061217,16477,7971,7692,0.7519912881144991,0.6817410732756837,0.23932794026135662,0.16907772542254118,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,4762,1785,2977,0.374842503149937,0.6251574968500629,False,False,True,False,False,False,True,False,False,12,12,0.5,0.5274769803593174,0.5,0.5008383445218771,0.3333333333333333,0.4703152543383365,0.5833333333333334,0.4867938845911906,0.08333333333333333,0.37086025266039785,0.4166666666666667,0.46740159030499645,0.08333333333333333,0.3635991178535863,1.0,0.6340764210671165
