sample_index,sample_id,dataset,fold,IoU_AUD,intrinsic_IoU_AUD_binary,IoU_IMG,IoU_PROP_F34,IoU_PROP_K34,TP,FP,FN,IoU_expand_star,IoU_shrink_star,intrinsic_expand_gain,intrinsic_shrink_gain,intrinsic_error_type,candidate_5_2_error_type,candidate_5_2_expand_gain,candidate_5_2_shrink_gain,AUD_ONLY_pixels,TRUE_EXTENT_pixels,CONTEXT_LEAKAGE_pixels,AUD_ONLY_true_extent_ratio,AUD_ONLY_leakage_ratio,group_IMG_ONLY,group_AUD_ONLY,group_BOTH_SUCCESS,group_BOTH_FAIL,group_OGL_RESCUE,group_IMG_ONLY_SHRINK,AUD_OVER_EXPANSION,group_PROP_ONLY,group_PROP_HURT,probe_sampled_pixels,routing_sampled_pixels,OOF_predicted_leakage_ratio_PREDICTION,OOF_mean_leakage_probability_PREDICTION,transfer_from_vggss_144k_predicted_leakage_ratio_PREDICTION,transfer_from_vggss_144k_mean_leakage_probability_PREDICTION,OOF_predicted_leakage_ratio_WITHOUT_PROTOTYPE,OOF_mean_leakage_probability_WITHOUT_PROTOTYPE,transfer_from_vggss_144k_predicted_leakage_ratio_WITHOUT_PROTOTYPE,transfer_from_vggss_144k_mean_leakage_probability_WITHOUT_PROTOTYPE,OOF_predicted_leakage_ratio_WITH_PROTOTYPE,OOF_mean_leakage_probability_WITH_PROTOTYPE,transfer_from_vggss_144k_predicted_leakage_ratio_WITH_PROTOTYPE,transfer_from_vggss_144k_mean_leakage_probability_WITH_PROTOTYPE,OOF_predicted_leakage_ratio_PROTOTYPE_ONLY,OOF_mean_leakage_probability_PROTOTYPE_ONLY,transfer_from_vggss_144k_predicted_leakage_ratio_PROTOTYPE_ONLY,transfer_from_vggss_144k_mean_leakage_probability_PROTOTYPE_ONLY
25,10173808724,flickr_144k,3,0.790263980284052,0.7893677803999504,0.7510643689812468,0.9136514923770668,0.8506729948269801,31776,3967,4512,0.901453235622904,0.8756613756613757,0.11208545522295366,0.08629359526142533,INTRINSIC_EXPAND,EXPAND,0.07272196374532625,0.0,2157,1478,679,0.6852109411219286,0.3147890588780714,False,False,True,False,False,False,False,False,False,12,12,0.4166666666666667,0.48379254747783057,0.5,0.4972090666052796,0.5833333333333334,0.49664255588665923,0.75,0.6577881644903242,0.4166666666666667,0.4344225403006477,0.6666666666666666,0.6065752915950933,0.25,0.45194744977791973,0.5833333333333334,0.5534430740599767
26,10202025415,flickr_144k,3,0.86358387640524,0.8500623997147442,0.7190272357778468,0.8822272943646328,0.9421054694133476,33376,1253,4634,0.9680870030308433,0.878084714548803,0.1180246033160991,0.028022314834058815,INTRINSIC_EXPAND,EXPAND,0.07667535631800626,0.0,6968,6325,643,0.9077210103329506,0.09227898966704937,False,False,True,False,False,False,False,False,False,12,12,0.3333333333333333,0.42942485217932463,0.4166666666666667,0.44762313224632305,0.4166666666666667,0.4711480837247913,0.6666666666666666,0.5920411232220669,0.4166666666666667,0.45527353629156075,0.6666666666666666,0.5817566348829045,0.16666666666666666,0.42734104070144935,0.9166666666666666,0.6095343379101134
27,10221582415,flickr_144k,3,0.66682201250534,0.6675062972292192,0.6197662648385018,0.6663946561592894,0.6373784700557024,26500,8641,4559,0.7823425692695214,0.853214849158054,0.11483627204030222,0.18570855192883484,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,4565,2264,2301,0.495947426067908,0.504052573932092,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5252704337920936,0.5833333333333334,0.5146465515100708,0.5833333333333334,0.494238198245919,0.5833333333333334,0.5395229158837963,0.16666666666666666,0.36711273794244575,0.5,0.5186292325153216,0.16666666666666666,0.3875662919819942,1.0,0.60920436331676
28,10234680056,flickr_144k,1,0.7826325293434799,0.7850873704027789,0.6811291254546072,0.7220442670727545,0.7679323057273071,29608,2898,5207,0.9231564712433379,0.850438029584949,0.138069100840559,0.06535065918217009,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,7437,5838,1599,0.7849939491730537,0.21500605082694635,False,False,True,False,False,False,False,False,False,12,12,0.5,0.46368773926544543,0.5,0.47508839606936143,0.6666666666666666,0.5469119403099961,0.75,0.5868005495128142,0.5,0.4680829829179593,0.75,0.587797074992985,0.0,0.3692081931714988,0.9166666666666666,0.6322475365155982
29,10246013484,flickr_144k,1,0.8345762370250932,0.8398923360249327,0.8750131916839624,0.7536920602427255,0.773885825011179,29644,3791,1860,0.8925910185578694,0.9409598781107161,0.052698682532936636,0.10106754208578339,INTRINSIC_SHRINK,SHRINK,0.0,0.030231237493593133,2073,560,1513,0.27013989387361315,0.7298601061263869,False,False,True,False,False,False,True,False,False,12,12,0.8333333333333334,0.5415857990206812,0.5,0.5058239131338707,0.4166666666666667,0.5286550935584363,0.6666666666666666,0.6225267326793972,0.4166666666666667,0.5072784633151343,0.5,0.6127609657544302,0.16666666666666666,0.4653535799228887,0.8333333333333334,0.5671103731250347
30,10268129763,flickr_144k,2,0.6724718431559502,0.6868113334832472,0.6893435008128822,0.6173796432881856,0.6344198605791751,24434,10536,606,0.7038452889588487,0.9757987220447284,0.017033955475601492,0.2889873885614812,INTRINSIC_SHRINK,SHRINK,0.0,0.016871657656931993,13877,6149,7728,0.4431072998486705,0.5568927001513295,False,False,True,False,False,False,True,False,False,12,12,0.3333333333333333,0.3504998059754139,0.4166666666666667,0.4121885296798608,0.4166666666666667,0.38321349791119946,0.3333333333333333,0.4635708005028339,0.25,0.3656565926108626,0.3333333333333333,0.47625658298324164,0.0,0.3654099328648294,0.9166666666666666,0.5996584774990964
31,10278084464,flickr_144k,1,0.5673484816665967,0.5808577321796898,0.5605418420941465,0.5394902945992226,0.5262432791602151,21684,14132,1515,0.6214406257533953,0.9346954610112505,0.04058289357370548,0.3538377288315606,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0025745191507130505,1258,415,843,0.3298887122416534,0.6701112877583466,False,False,True,False,False,False,True,False,False,12,12,0.5833333333333334,0.5085068869256352,0.6666666666666666,0.5141466813041439,0.5,0.5383435284243808,0.75,0.5618341729506018,0.6666666666666666,0.551230615537384,0.75,0.5654706253223896,0.75,0.5305725711450667,1.0,0.5800914887704984
32,10283938426,flickr_144k,2,0.53082954215468,0.5688905736669194,0.5481648449793731,0.49187979295697626,0.4803462536792558,22511,16820,239,0.5749305029062421,0.9894945054945055,0.006039929239322728,0.42060393182758604,INTRINSIC_SHRINK,SHRINK,0.0,0.01971759166722542,1295,0,1295,0.0,1.0,False,False,True,False,False,False,True,False,True,0,12,0.9166666666666666,0.5634050598198947,0.9166666666666666,0.5190110235241626,0.5833333333333334,0.5082649756781481,0.4166666666666667,0.5073203825907777,0.0,0.41117787301656933,0.75,0.551218356811162,0.08333333333333333,0.41160509642858517,1.0,0.6430355514692997
33,10289643764,flickr_144k,2,0.6269218381841913,0.6323099644910913,0.6334746138431254,0.5977873230730215,0.5480991159691678,20122,10291,1410,0.6766175407723973,0.9345160691064462,0.044307576281305994,0.3022061046153549,INTRINSIC_SHRINK,SHRINK,0.0,0.023440977337367386,3070,929,2141,0.3026058631921824,0.6973941368078176,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5153951958139399,0.6666666666666666,0.5208320046972371,0.8333333333333334,0.5803758314993505,0.8333333333333334,0.600889228040468,0.8333333333333334,0.5923954407357549,0.8333333333333334,0.5934869528708182,0.8333333333333334,0.5705392661131329,1.0,0.6564234300125759
34,10304554474,flickr_144k,4,0.611771128499753,0.6323267350575543,0.6022592791823561,0.6028445866870477,0.583962240959709,26258,11085,4183,0.7330588065308481,0.8625866430143556,0.10073207147329377,0.2302599079568013,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,2542,1245,1297,0.48977183320220297,0.510228166797797,False,False,True,False,False,False,True,False,False,12,12,0.75,0.537187324869849,0.5,0.5075108091571744,0.08333333333333333,0.3957701382888403,0.25,0.4304233202638194,0.08333333333333333,0.35614724833704353,0.4166666666666667,0.44425836790580986,0.5,0.5021088465131432,1.0,0.745379968369826
35,10308472565,flickr_144k,1,0.6069469518122483,0.6320547351475186,0.6168441577921104,0.4992669635694725,0.5170596155498897,20416,10755,1130,0.6670381721928114,0.9475540703610879,0.03498343704529272,0.3154993352135692,INTRINSIC_SHRINK,SHRINK,0.0,0.010116242423716892,3979,1823,2156,0.4581553154058809,0.5418446845941192,False,False,True,False,False,False,True,False,False,12,12,0.5,0.4986066700899823,0.16666666666666666,0.4535093747782309,0.4166666666666667,0.5297374155155091,0.16666666666666666,0.41189987377519754,0.5833333333333334,0.5524117190587533,0.3333333333333333,0.46613083029708263,0.4166666666666667,0.5183077768191264,1.0,0.6814624399663279
36,10369815925,flickr_144k,2,0.8916659472215028,0.8793136476834241,0.7668343270507785,0.9372394430106917,0.866916723299702,32131,1181,3229,0.9676801401165813,0.9086821266968326,0.0883664924331572,0.029368479013408444,INTRINSIC_EXPAND,EXPAND,0.03553131566480594,0.0,4097,4067,30,0.9926775689528924,0.00732243104710764,False,False,True,False,False,False,False,False,False,12,12,0.4166666666666667,0.48602571217030643,0.3333333333333333,0.45298220824282937,0.25,0.44069538005572984,0.8333333333333334,0.5666202406549063,0.08333333333333333,0.37049578244066766,0.8333333333333334,0.5732483218811758,0.0,0.40534531584582734,1.0,0.6041659044363497
37,10389014583,flickr_144k,0,0.6171673217293655,0.6297305771967486,0.5522232364063111,0.7111713883865782,0.6419572758809567,26108,9003,6348,0.7828457029836706,0.804412127187577,0.153115125786922,0.1746815499908284,INTRINSIC_SHRINK,EXPAND,0.04818796050920804,0.0,11034,6090,4944,0.5519303969548668,0.4480696030451332,False,False,True,False,False,False,True,False,False,12,12,0.25,0.4645867212755635,0.4166666666666667,0.4899821370259809,0.75,0.5606022048586495,0.75,0.5557592659137784,0.75,0.5929390699029699,0.75,0.5783562379784305,0.6666666666666666,0.5829169075444565,0.9166666666666666,0.6547332529724272
38,10409146004,flickr_144k,4,0.46003762506057067,0.4611362550248784,0.413597652203936,0.48717562993606617,0.49426411158910183,16404,15415,3754,0.566665729626402,0.8137712074610577,0.10552947460152362,0.35263495243617926,INTRINSIC_SHRINK,EXPAND,0.034226486528531164,0.0,2973,1782,1191,0.5993945509586277,0.40060544904137235,False,False,False,True,False,False,True,False,False,12,12,0.3333333333333333,0.47461796750260166,0.3333333333333333,0.46952563174714285,0.5,0.406629578914683,0.25,0.46635001680065513,0.3333333333333333,0.4094499879579762,0.4166666666666667,0.5220080409450244,0.4166666666666667,0.46057814245439826,1.0,0.6526975323890792
39,10409351364,flickr_144k,4,0.5689370117029209,0.5858664507287903,0.6755863956215794,0.499033212010919,0.4749404633037454,18811,13297,0,0.5858664507287903,1.0,0.0,0.4141335492712097,INTRINSIC_SHRINK,SHRINK,0.0,0.1240137882489617,6283,375,5908,0.059684863918510266,0.9403151360814898,False,False,True,False,False,False,True,False,True,12,12,0.3333333333333333,0.48448604005895834,0.16666666666666666,0.44433369426881236,0.4166666666666667,0.44972753088083645,0.5833333333333334,0.572839193985363,0.5833333333333334,0.5352988533931001,0.9166666666666666,0.6508730622806571,1.0,0.6506974469772149,1.0,0.7740508607662373
40,10413912845,flickr_144k,4,0.3261583908656399,0.33688527236914334,0.3151128214098303,0.28854301252967157,0.31038403961308153,10433,18959,1577,0.3878071620007104,0.8686927560366361,0.050921889631567074,0.5318074836674928,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,10256,2996,7260,0.2921216848673947,0.7078783151326054,False,False,False,True,False,False,True,False,False,12,12,0.6666666666666666,0.5100626445686893,0.8333333333333334,0.5919826347524423,0.75,0.587328764390011,0.8333333333333334,0.6240895861868235,0.8333333333333334,0.6215082027496238,0.8333333333333334,0.6564782302719052,0.6666666666666666,0.5774283682046245,1.0,0.7476950372311196
41,10437048305,flickr_144k,1,0.7165735005287808,0.7017072702858239,0.6120612365727819,0.7528849847191836,0.8356650725459999,21948,909,8421,0.9709380395165932,0.7227106588955843,0.2692307692307693,0.021003388609760365,INTRINSIC_EXPAND,EXPAND,0.1190915720172191,0.0,3873,3593,280,0.927704621740253,0.07229537825974697,False,False,True,False,False,False,False,False,False,12,12,0.5833333333333334,0.4989679213279962,0.4166666666666667,0.4757479799190763,0.5833333333333334,0.4951946451559628,0.4166666666666667,0.4733154944115179,0.8333333333333334,0.6183138355918315,0.5833333333333334,0.5745961800513035,0.6666666666666666,0.5698144488764999,1.0,0.6913163850022631
42,10440265465,flickr_144k,1,0.678274340753713,0.6898571835713607,0.7917170874191529,0.5340452554366139,0.531416922560834,21785,9089,705,0.7121821463630894,0.9686527345486883,0.022324962791728686,0.27879555097732756,INTRINSIC_SHRINK,SHRINK,0.0,0.11344274666543996,7078,1350,5728,0.1907318451539983,0.8092681548460017,False,False,True,False,False,False,True,False,False,12,12,0.9166666666666666,0.5495426669613811,0.5,0.5280081211254636,0.3333333333333333,0.4362169686688612,0.5833333333333334,0.522723312341027,0.4166666666666667,0.4953233294267793,0.6666666666666666,0.5675152968048083,0.5,0.5227577477671671,0.9166666666666666,0.601725555674633
43,10441843213,flickr_144k,4,0.7466054453290647,0.7563628683071074,0.7907378970338641,0.7228383189425871,0.7035120830968628,28648,8616,612,0.7725208575351146,0.9790840738209159,0.016157989228007152,0.22272120551380847,INTRINSIC_SHRINK,SHRINK,0.0,0.0441324517047994,7017,2341,4676,0.33361835542254525,0.6663816445774547,False,False,True,False,False,False,True,False,False,12,12,0.6666666666666666,0.5106507655949956,0.4166666666666667,0.49626695217619293,0.5,0.523498951570059,0.8333333333333334,0.6770609583413146,0.5833333333333334,0.5252606791333815,0.8333333333333334,0.6887061654573317,0.8333333333333334,0.5919758330126604,1.0,0.7349254105188373
44,10446128125,flickr_144k,3,0.6992903478601593,0.6975790921595598,0.7167116281245615,0.6371052975335177,0.65895260349632,25357,7123,3870,0.8040440165061898,0.8675881890033188,0.10646492434663002,0.17000909684375898,INTRINSIC_SHRINK,SHRINK,0.0,0.017308968757880128,3658,1251,2407,0.3419901585565883,0.6580098414434117,False,False,True,False,False,False,True,False,False,12,12,0.8333333333333334,0.5427028773317163,0.6666666666666666,0.5161534670118062,0.4166666666666667,0.4904666094251026,0.5,0.5206672845093686,0.25,0.4526721153291988,0.5,0.5271538578105149,0.3333333333333333,0.46386470603262725,1.0,0.6757813744714838
45,10451898725,flickr_144k,0,0.053039307538489504,0.06693488384910028,0.05456533310316056,0.049090791432084384,0.051498241755257766,2429,33860,0,0.06693488384910028,1.0,0.0,0.9330651161508997,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0027606189050559185,1769,0,1769,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.6666666666666666,0.528749607492765,0.5,0.48530072117168865,0.8333333333333334,0.5881515115982131,1.0,0.6640825570386834,0.6666666666666666,0.5822095682168463,0.9166666666666666,0.656450491692588,0.5833333333333334,0.5234101846377612,1.0,0.7428390277681998
46,10468313544,flickr_144k,2,0.3683793781780841,0.3823557878435927,0.35405815004903146,0.35496342613032944,0.35912868325513514,15802,25526,0,0.3823557878435927,1.0,0.0,0.6176442121564073,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,2589,1351,1238,0.5218230977211279,0.47817690227887216,False,False,False,True,False,False,True,False,False,12,12,0.3333333333333333,0.4674285960368007,0.3333333333333333,0.49089392274293164,0.6666666666666666,0.5731749019735811,0.9166666666666666,0.6748961003435485,0.75,0.5778299823885833,0.6666666666666666,0.6220578873344019,0.75,0.5454029617338025,1.0,0.6723536991514196
47,10476442285,flickr_144k,2,0.6366344005956813,0.6464910171412868,0.598075516547815,0.4319931361567244,0.4211333379800655,18820,10077,214,0.6538421902373673,0.9887569612272775,0.0073511730960805766,0.34226594408599076,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,11618,5291,6327,0.4554140127388535,0.5445859872611465,False,False,True,False,False,False,True,False,True,12,12,0.5,0.46914588140646946,0.5,0.4762841947277976,0.3333333333333333,0.4444801725192482,0.5,0.4973546127895694,0.0,0.3259553451420237,0.4166666666666667,0.465028610994593,0.0,0.29841302825832317,0.16666666666666666,0.45211468478025013
48,10476446674,flickr_144k,3,0.5080863743246397,0.5521791922290389,0.6341018166828608,0.4154578975308111,0.396036489462095,17281,13377,638,0.5725651840490797,0.9643953345610804,0.02038599182004086,0.4122161423320415,INTRINSIC_SHRINK,SHRINK,0.0,0.12601544235822115,15527,4653,10874,0.29967153989824175,0.7003284601017582,False,False,True,False,False,False,True,False,True,12,12,0.3333333333333333,0.44134528497963355,0.3333333333333333,0.4512952260518192,0.3333333333333333,0.4750746907868924,0.5833333333333334,0.5370436528714971,0.25,0.3901794252141577,0.5,0.49945636778215574,0.0,0.3331362110706086,0.4166666666666667,0.481932668724451
49,10477544895,flickr_144k,0,0.5281841474502025,0.5319306160547604,0.5537754397151815,0.3989603468993261,0.4166666666666667,13677,8900,3135,0.6538581207218419,0.8135260528194147,0.12192750466708147,0.28159543676465426,INTRINSIC_SHRINK,SHRINK,0.0,0.025591292264979026,8161,2782,5379,0.34088959686312953,0.6591104031368705,False,False,True,False,False,False,True,False,True,12,12,0.5833333333333334,0.5114772497121497,0.5,0.5089639462559904,0.25,0.482177247659487,0.16666666666666666,0.4498331327684619,0.4166666666666667,0.5011710814086149,0.4166666666666667,0.4936142930576888,0.16666666666666666,0.42548441436800627,0.8333333333333334,0.5833554257938656
50,10481128583,flickr_144k,4,0.591233834745124,0.5913734392735528,0.553014553014553,0.6082320229538262,0.57294725394236,20319,12075,1965,0.6485636951017201,0.91182014001077,0.05719025582816728,0.32044670073721726,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.00254323715785032,0.0,3283,2419,864,0.7368260737130673,0.2631739262869327,False,False,True,False,False,False,True,False,False,12,12,0.08333333333333333,0.43771713642854587,0.4166666666666667,0.46206562489219194,0.16666666666666666,0.4285397720145958,0.75,0.5722352200955018,0.16666666666666666,0.40069088824865223,0.8333333333333334,0.6162827362345319,0.5833333333333334,0.5084406551869322,1.0,0.7648928710918405
51,10520382525,flickr_144k,0,0.6438759547253152,0.6673609244826659,0.6684557819203171,0.5207196192306013,0.5558960319805877,19866,9272,630,0.6885245901639344,0.9692622950819673,0.021163665681268484,0.30190137059930133,INTRINSIC_SHRINK,SHRINK,0.0,0.03930329185947845,2053,250,1803,0.12177301509985387,0.8782269849001462,False,False,True,False,False,False,True,False,False,12,12,0.6666666666666666,0.5273536654173526,0.6666666666666666,0.5339995543241217,0.3333333333333333,0.45897229569212517,0.6666666666666666,0.5873640359571497,0.16666666666666666,0.402280092516551,1.0,0.6156337315562175,0.16666666666666666,0.38779906426825783,1.0,0.6791340849035344
52,10545790805,flickr_144k,4,0.7454914397828366,0.7581079732561621,0.7104111067798135,0.7716936132449597,0.7450514647664291,30388,7249,2447,0.8191547749725576,0.9254758641693315,0.06104680171639554,0.1673678909131694,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.00617718997766592,0.0,9426,5568,3858,0.5907065563335455,0.4092934436664545,False,False,True,False,False,False,True,False,False,12,12,0.4166666666666667,0.4806800026070807,0.4166666666666667,0.5130698064444593,0.8333333333333334,0.6284249524923072,0.75,0.5952493479419593,0.8333333333333334,0.6873784760809217,0.9166666666666666,0.6318874855713302,0.8333333333333334,0.6182977138192823,1.0,0.7155287058352976
53,10548273474,flickr_144k,3,0.4482448891603492,0.4920115113625087,0.5161791245226004,0.34473504183549963,0.33694226565513696,14874,14731,626,0.512718732426979,0.9596129032258065,0.02070722106447026,0.4676013918632978,INTRINSIC_SHRINK,SHRINK,0.0,0.07971556645968092,4846,278,4568,0.05736690053652497,0.9426330994634751,True,False,False,False,True,True,True,False,False,12,12,0.3333333333333333,0.48120038981081964,0.4166666666666667,0.48609738736384145,0.16666666666666666,0.42800338661655785,0.16666666666666666,0.43349469163251503,0.16666666666666666,0.41946094413430474,0.3333333333333333,0.4863414107625683,0.0,0.4360526573866997,1.0,0.6750413464118253
54,10549911663,flickr_144k,2,0.46937953770462926,0.471411267396732,0.4599560863945684,0.4945989563086782,0.4760997188202214,19070,17536,3847,0.5665092823770795,0.832133350787625,0.09509801498034753,0.36072208339089296,INTRINSIC_SHRINK,EXPAND,0.02098638268469233,0.0,11714,3992,7722,0.3407887997268226,0.6592112002731774,False,False,False,True,False,False,True,False,False,12,12,0.16666666666666666,0.43236197578732094,0.16666666666666666,0.43238508299371414,0.4166666666666667,0.4993695396151772,0.25,0.43656684556117636,0.4166666666666667,0.4332711015420705,0.3333333333333333,0.4497801992689852,0.0,0.4167823220798262,1.0,0.593935235938449
55,10555704135,flickr_144k,4,0.4367856159985322,0.44843560933448573,0.4481935195791027,0.37960855712335,0.41621847255446565,12971,13160,2794,0.5450302506482282,0.8227719632096416,0.09659464131374246,0.3743363538751559,INTRINSIC_SHRINK,SHRINK,0.0,0.013528038219677296,2054,387,1667,0.188412852969815,0.811587147030185,False,False,False,True,False,False,True,False,False,12,12,1.0,0.5586369796088954,0.5833333333333334,0.4989950958897706,0.4166666666666667,0.4681150796107485,0.8333333333333334,0.558389590280964,0.16666666666666666,0.40873805155892645,0.8333333333333334,0.5547643494045845,0.0,0.42265782733527635,1.0,0.6781282854144179
56,10557361454,flickr_144k,1,0.17610825397446175,0.1925225292321442,0.11650315784218278,0.185345437635213,0.20633887907798124,5170,19322,2362,0.28047963059506964,0.686404673393521,0.08795710136292545,0.49388214416137677,INTRINSIC_SHRINK,EXPAND,0.02985541477658199,0.0,7928,2388,5540,0.3012108980827447,0.6987891019172553,False,False,False,True,False,False,True,False,False,12,12,0.3333333333333333,0.4587133004474951,0.3333333333333333,0.4563964902534567,0.5833333333333334,0.5060934289049236,0.6666666666666666,0.5630211686188942,1.0,0.6638161240608137,0.75,0.619814194615732,0.9166666666666666,0.6333958811954178,1.0,0.7388802669492146
57,10610974774,flickr_144k,3,0.9201374222072034,0.9045231519961391,0.7640954240110237,0.88842074090028,0.8634498279057453,33736,1197,2364,0.9679062659195109,0.9345152354570637,0.06338311392337181,0.029992083460924635,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,7412,6735,677,0.9086616297895305,0.0913383702104695,False,False,True,False,False,False,False,False,False,12,12,0.6666666666666666,0.5126290861051471,0.6666666666666666,0.49714791818130705,0.5833333333333334,0.5854592640545561,0.6666666666666666,0.6261950972960822,0.75,0.6311566093056832,0.8333333333333334,0.6752188034636708,0.8333333333333334,0.6408434551225907,1.0,0.8067409417337797
58,10624261424,flickr_144k,3,0.669889502762431,0.7003715070263286,0.6793185249083459,0.5280873387211116,0.5344901825697554,21680,8889,386,0.7128412211274431,0.9825070243814013,0.012469714101114526,0.2821355173550727,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0094290221459149,8039,3712,4327,0.4617489737529544,0.5382510262470457,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5426851602136092,0.5833333333333334,0.5286522465212571,0.25,0.40797219295431225,0.5833333333333334,0.4969740141988211,0.4166666666666667,0.43598202075643044,0.5833333333333334,0.5344146357154923,0.5,0.5028503448918403,1.0,0.6759101377855098
59,10635080206,flickr_144k,2,0.6272164719593751,0.64032820949996,0.658604069975009,0.5871136298645593,0.5886537712579515,24036,13365,136,0.6439513013826358,0.9943736554691378,0.003623091882675733,0.35404544596917775,INTRINSIC_SHRINK,SHRINK,0.0,0.03140719291224425,3103,677,2426,0.21817595874959717,0.7818240412504028,False,False,True,False,False,False,True,False,False,12,12,0.5,0.47324723987337586,0.4166666666666667,0.45832908471820377,0.5,0.45955902440467716,0.4166666666666667,0.5041468069095925,0.5,0.47915050498108075,0.5833333333333334,0.5612321474737708,0.6666666666666666,0.5388730586649516,1.0,0.7108350815470281
60,10654057765,flickr_144k,1,0.7152313338134925,0.7272560863994142,0.5543909244437918,0.6239331991267119,0.6314317673378076,23838,6696,2244,0.7957166392092258,0.9139636530940879,0.06846055280981156,0.1867075666946737,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,8741,6822,1919,0.7804599016130878,0.21954009838691224,False,False,True,False,False,False,True,False,False,12,12,0.4166666666666667,0.49459591359101623,0.5833333333333334,0.49869563601252187,0.4166666666666667,0.431936972415034,0.5,0.4627092601669505,0.3333333333333333,0.40671230910106804,0.5,0.4722147530857305,0.3333333333333333,0.42952882300794726,0.9166666666666666,0.6269229094058067
61,10659354545,flickr_144k,3,0.6323100430615364,0.633260980002771,0.1167962564696429,0.3767676115451669,0.5676757355132627,27424,8810,7072,0.7965639865145707,0.7949907235621522,0.16330300651179974,0.1617297435593812,MIXED_AMBIGUOUS,KEEP_AMBIGUOUS,0.0,0.0,23261,22380,881,0.9621254460255363,0.037874553974463696,False,True,False,False,False,False,True,False,False,12,12,0.08333333333333333,0.3302851432063161,0.25,0.4040328109402102,0.4166666666666667,0.4207092992056787,0.5,0.5305011622379687,0.25,0.3629586432088701,0.5833333333333334,0.5205364117773227,0.3333333333333333,0.42685219669782654,0.75,0.615045104507942
62,10666396623,flickr_144k,0,0.6722150048717116,0.6398077181659271,0.715047393364929,0.6264371446620342,0.6427692905230451,19033,3894,6821,0.8691004437273094,0.7361723524406282,0.22929272556138236,0.0963646342747011,INTRINSIC_EXPAND,SHRINK,0.0,0.021132417309418172,3059,1140,1919,0.37267080745341613,0.6273291925465838,False,False,True,False,False,False,False,False,False,12,12,0.75,0.5245195007124862,0.6666666666666666,0.5073304625393015,0.9166666666666666,0.6136288072387956,0.6666666666666666,0.52844833635911,0.9166666666666666,0.555038834355399,0.6666666666666666,0.5388854101744601,0.0,0.437442909901476,1.0,0.6584620270742488
63,10667001125,flickr_144k,0,0.31589095862300764,0.3421562957166672,0.44221292191872413,0.24504947098296992,0.2588233588914817,10057,19336,0,0.3421562957166672,1.0,0.0,0.6578437042833327,INTRINSIC_SHRINK,SHRINK,0.0,0.128169419861562,8158,0,8158,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.3333333333333333,0.45215248997020696,0.3333333333333333,0.45476538569190694,0.3333333333333333,0.4977874004718483,0.75,0.6015433433114906,0.3333333333333333,0.452540705494121,0.75,0.572036415097494,0.4166666666666667,0.45267728412578756,0.8333333333333334,0.6232047176069414
64,10701841844,flickr_144k,1,0.4763103513056547,0.5268378984614412,0.5431030194498334,0.39418869245580257,0.403747870528109,16676,12898,2079,0.5925188765677819,0.8891495601173021,0.06568097810634066,0.3623116616558608,INTRINSIC_SHRINK,SHRINK,0.0,0.06679266814417872,9831,3319,6512,0.33760553351642764,0.6623944664835724,True,False,False,False,True,True,True,False,False,12,12,0.5,0.46957652691543833,0.3333333333333333,0.48395043523525444,0.5,0.560991294726719,0.4166666666666667,0.5432382300909491,0.5,0.4966161658997339,0.4166666666666667,0.5338697699777706,0.25,0.39043016167106614,0.6666666666666666,0.6046554890682269
65,10743985374,flickr_144k,0,0.601225379642159,0.5941495124593716,0.5133006096112739,0.5441911305434104,0.5703384805753912,16452,3298,7940,0.8808956301914048,0.6744834371925221,0.2867461177320332,0.08033392473315049,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,4505,3163,1342,0.7021087680355161,0.2978912319644839,False,False,True,False,False,False,False,False,False,12,12,0.75,0.5364805287228589,0.6666666666666666,0.5194175489571354,0.4166666666666667,0.49570904508473285,0.3333333333333333,0.4570966147469238,0.16666666666666666,0.4117406883593444,0.3333333333333333,0.45364596783609884,0.0,0.34018213346615594,0.5833333333333334,0.5211011536964297
