sample_id,baseline_aud_iou,baseline_img_iou,baseline_iqr_iou,new_aud_iou,new_img_iou,new_iqr_iou,new_ogl_iou,a3_query_iou,category
-0BIyqJj9ZU_000030,0.2903851751237023,0.25156669650850494,0.2874796306355242,0.3335990585734351,0.3535619017731053,0.3433073310823922,0.35293467040259546,0.23130552119644665,ALL_FAIL
-0UuUoXQUoI_000107,0.5905364405138468,0.500818094321463,0.600482912332838,0.53536489923694,0.5252031683983129,0.5290854646310932,0.4875059157595835,0.29944670937682005,STABLE_SUCCESS
-2-wdcN5vOw_000017,0.5842715724178952,0.5655701148937073,0.5774950078599652,0.5398798951196819,0.5289375424304141,0.5366896726933988,0.5037295090726452,0.40626294785965067,STABLE_SUCCESS
-23CeprtibU_000030,0.35710555967790697,0.3180734517795311,0.3419580032134744,0.45906801007556675,0.37977444846888375,0.4346295323173936,0.5560686796921255,0.055511939810271506,ALL_FAIL
-2Dm0VjW8oM_000001,0.54572940287226,0.5328180918297418,0.5412277377794619,0.5485436893203883,0.4958020326999558,0.5291549504217848,0.5556652970922883,0.2702865502108252,STABLE_SUCCESS
-2sOH8XovEE_000484,0.14277901480526584,0.12690531578764627,0.13341850702682972,0.1334282480925784,0.1389258428674598,0.13542554374004223,0.15394659253643334,0.0,ALL_FAIL
-3Kv4fdm7Uk_000030,0.28273096552442456,0.4332801276935355,0.33956717538153613,0.2542102547262748,0.27864047716988893,0.2624721495689238,0.31967064236846887,0.25825325849110453,ALL_FAIL
-4bPiXbovf0_000008,0.40188945596698883,0.49113375243876,0.4286531203537799,0.6273479874393377,0.6415842872008325,0.6567357512953368,0.6246682194897352,0.2956796516105048,AUD_IMPROVE
-5CGQGSFGyg_000060,0.3332584522071212,0.42615760713258555,0.39428381522100364,0.49488847583643125,0.4599712798420391,0.484408058136326,0.47709817710743035,0.09361600762267747,ALL_FAIL
-5z9IXBJefc_000227,0.23012693662821565,0.272206463095834,0.2516580500287221,0.23055596811723353,0.23671113934773402,0.23369040970706198,0.2161961367013373,0.030020874533069654,ALL_FAIL
-79qo5MUYBk_000207,0.31905958803334966,0.33263403263403263,0.32466878559964757,0.2953675108091414,0.3035708745695405,0.29920406330329213,0.3076011912819819,0.2897127197709148,ALL_FAIL
-7TanrCbmME_000030,0.3037657176363281,0.3003360041354355,0.29868378812199037,0.4409866984316061,0.40785196299074766,0.43435215272136474,0.31385599764653965,0.2958608471573522,ALL_FAIL
-7sg--aJdrc_000049,0.2735712007936789,0.30182654672800935,0.2907555368657135,0.4360419689697511,0.4486782984186264,0.4409442108851267,0.4071565670414039,0.5045491847147393,ALL_FAIL
-7tYmeOmsRg_000058,0.132382715335223,0.1536463603858868,0.14166072148639847,0.2444456312753685,0.418626010286554,0.30936907663146496,0.18808285879343073,0.12973484848484848,ALL_FAIL
-7tYmeOmsRg_000180,0.2715644024899104,0.3071050171392957,0.28560098060422523,0.2871181371501816,0.28156424581005585,0.2891358910003585,0.24581610553258515,0.10924977738201247,ALL_FAIL
-86gl1hp1Aw_000105,0.584764651894585,0.604832141887612,0.5932316153641444,0.681529975771947,0.6413053926751898,0.6679241486846738,0.7283635151649817,0.2823897617055561,STABLE_SUCCESS
-8cgbhIR_pw_000030,0.32908927501497903,0.2776282521817144,0.29243986254295534,0.4016452939753206,0.31800324760358284,0.36869951075207646,0.46581658381960955,0.3877213964348767,ALL_FAIL
-A3zsFeU_OI_000030,0.14566602049293825,0.1757566823899371,0.15669784604822792,0.22410373760488178,0.2288020313775279,0.22450644477076195,0.21215824041545747,0.0,ALL_FAIL
-ANxUxvGASw_000010,0.0626238296880463,0.06745616604594719,0.06445421831267494,0.06609537086391407,0.06625292836299371,0.06663359788359788,0.09887144259077527,0.013719432371576688,ALL_FAIL
-ByoSbgzr4M_000000,0.5586398029209925,0.5500123690937577,0.562955887460924,0.34399893195674425,0.3536813089098346,0.348220640569395,0.3512735707229071,0.38299319727891157,AUD_HURT
-CZ1LIc8aos_000020,0.3658471303483348,0.3667368613806995,0.37854835968043515,0.31954160836831236,0.34220478059222265,0.3280437756497948,0.4514519696898386,0.23405388137578534,ALL_FAIL
-Cr0WQoFQQs_000045,0.28587906481522557,0.29860982391102875,0.29076798122913095,0.30370440192289566,0.317172810946498,0.30887216603556533,0.36283783783783785,0.27451648632529607,ALL_FAIL
-Cv3gOXEoxA_000040,0.37207702888583216,0.35215752534442424,0.3681849082256968,0.2968372280419017,0.2827586206896552,0.29084398468195155,0.36271339886187276,0.1552822314957171,ALL_FAIL
-D64b_8YJK4_000046,0.24344770714567424,0.2581945395087079,0.24733180344588934,0.23885742427973405,0.2421540656205421,0.23998868978192486,0.2724391124663965,0.3541170139155839,ALL_FAIL
-E5o64ACjm0_000017,0.1579768177028451,0.20101207845454883,0.1774277793402708,0.20210219585804975,0.18579207673477544,0.1896363437807142,0.25319980459208596,0.07028288130650336,ALL_FAIL
-FoTxwPOz3U_000000,0.21025403443749519,0.19538261286565733,0.208557331173135,0.1751339068333063,0.1974330261004393,0.1849395567494963,0.16661631419939577,0.08895514970803826,ALL_FAIL
-GOaBCyC5Js_000087,0.33568735412053385,0.34947040498442367,0.34076549210206564,0.3756865371734762,0.3587693488550595,0.36889181190397896,0.4224917143717987,0.045161826415721466,ALL_FAIL
-GW1J75oAKU_000304,0.42477635478695924,0.4409532685394754,0.43550305454938637,0.3944761904761905,0.35820408163265305,0.37804081632653064,0.3722448979591837,0.17870493187025202,ALL_FAIL
-HMEhGV38GM_000216,0.1793829105881157,0.16818995571468953,0.18243312493594344,0.20433974704789307,0.20726311908565812,0.20721826663393075,0.16498373162795915,0.018139090842329442,ALL_FAIL
-IKnJa9U66I_000150,0.25604529548224747,0.23607032807685335,0.2517201391573251,0.2200995833756732,0.16174780867338565,0.20611791952137412,0.2924660316887103,0.03355830521184852,ALL_FAIL
-Igq1W20Gi8_000000,0.3141394349282599,0.37284321080270066,0.33811823933600926,0.29664557717559986,0.30354852501068835,0.29680501642281276,0.3897122245746099,0.18437603442568687,ALL_FAIL
-JGpAlLrSD0_000458,0.6476130849898263,0.6040061132247261,0.6327534759697797,0.568360794766174,0.6262728190074305,0.5943890689853667,0.6857246245702913,0.6935748142079701,STABLE_SUCCESS
-JUBdOr8Hes_000030,0.7197195070123247,0.719821328866555,0.730448525805221,0.7103317243504159,0.7092944896583899,0.7094793332989319,0.684834513420056,0.25858148348673526,STABLE_SUCCESS
-JUhUI_KvUI_000026,0.3722345001307003,0.44776189032212915,0.409245122985581,0.4629543847672916,0.5436286050618011,0.5065276695245519,0.47958685354299946,0.2619289082703717,IQR_IMPROVE
-K-ccLMFE5M_000259,0.6803914951063111,0.6085703212053679,0.6282659183278498,0.6154421703031473,0.5731382978723404,0.5865100472813238,0.5333924349881797,0.21659502059824468,STABLE_SUCCESS
-K1BRF6qng8_000030,0.4000057758396627,0.40707430607436357,0.40310952835924607,0.42185405094809425,0.41151372743012615,0.4175640783424649,0.3925615647062798,0.0012261006168818728,ALL_FAIL
