configuration,dataset,method,cIoU,AUC,mean_IoU,aud_img_pearson_mean,aud_img_pearson_median,aud_img_spearman_mean,aud_img_spearman_median,aud_img_js_mean,aud_img_top10_overlap,aud_img_threshold_mask_iou,aud_precision,aud_coverage,aud_outside_leakage,aud_predicted_area_ratio,aud_attention_entropy,aud_effective_active_area,fusion_synergy_ciou,fusion_synergy_auc,sample_synergy_mean,sample_synergy_median,sample_synergy_positive_fraction,sample_synergy_ge_001_fraction,iqr_beats_aud_and_img_fraction,ogl_aud_gap_ciou,ogl_iqr_gap_ciou
FULL_REFERENCE,flickr,OGL,0.84,0.6154,0.6157155157381571,0.987269006205784,0.9905989010993015,0.9806224489795918,0.9841326530612244,9.38561691821195e-05,0.8215999999999999,0.9058947226939789,0.7423434104587397,0.7645261248214071,0.25765658954126036,0.5188641581632653,3.885078783077437,48.67096179293742,0.008000000000000007,0.0005999999999999339,-0.013361604257126987,-0.00975931444515743,0.064,0.008,0.064,0.07599999999999996,0.06799999999999995
FULL_REFERENCE,flickr,EXTRA_IQR_OGL,0.812,0.6123999999999999,0.6118988618272356,0.987269006205784,0.9905989010993015,0.9806224489795918,0.9841326530612244,9.38561691821195e-05,0.8215999999999999,0.9058947226939789,0.7423434104587397,0.7645261248214071,0.25765658954126036,0.5188641581632653,3.885078783077437,48.67096179293742,0.008000000000000007,0.0005999999999999339,-0.013361604257126987,-0.00975931444515743,0.064,0.008,0.064,0.07599999999999996,0.06799999999999995
EARLY_HIGH_LATE_LOW,vggss,AUD,0.4108181465684374,0.4118359829391237,0.41198478174680153,0.9872100917732117,0.9897272429439796,0.9813575449406303,0.985204081632653,5.4348345441709467e-05,0.8092671578131059,0.8971928448381087,0.4895586486162937,0.8415089529584788,0.5104413513837063,0.49764099080040114,3.8860459382001533,48.717996575340806,-0.003877471888328765,-0.001347421481194322,-0.01073242660852581,-0.006902454120628357,0.0732842186894145,0.0021326095385808454,0.0732842186894145,0.038193098100038736,0.03160139588987976
EARLY_HIGH_LATE_LOW,vggss,IMG_QUERY,0.42128732066692515,0.41520938348196984,0.4147127398512149,0.9872100917732117,0.9897272429439796,0.9813575449406303,0.985204081632653,5.4348345441709467e-05,0.8092671578131059,0.8971928448381087,0.4895586486162937,0.8415089529584788,0.5104413513837063,0.49764099080040114,3.8860459382001533,48.717996575340806,-0.003877471888328765,-0.001347421481194322,-0.01073242660852581,-0.006902454120628357,0.0732842186894145,0.0021326095385808454,0.0732842186894145,0.038193098100038736,0.03160139588987976
EARLY_HIGH_LATE_LOW,vggss,IQR,0.4174098487785964,0.4138619620007755,0.41379322500595384,0.9872100917732117,0.9897272429439796,0.9813575449406303,0.985204081632653,5.4348345441709467e-05,0.8092671578131059,0.8971928448381087,0.4895586486162937,0.8415089529584788,0.5104413513837063,0.49764099080040114,3.8860459382001533,48.717996575340806,-0.003877471888328765,-0.001347421481194322,-0.01073242660852581,-0.006902454120628357,0.0732842186894145,0.0021326095385808454,0.0732842186894145,0.038193098100038736,0.03160139588987976
EARLY_HIGH_LATE_LOW,vggss,OBJ_PRIOR,0.34780922838309425,0.3924195424583172,0.3914037623400056,0.9872100917732117,0.9897272429439796,0.9813575449406303,0.985204081632653,5.4348345441709467e-05,0.8092671578131059,0.8971928448381087,0.4895586486162937,0.8415089529584788,0.5104413513837063,0.49764099080040114,3.8860459382001533,48.717996575340806,-0.003877471888328765,-0.001347421481194322,-0.01073242660852581,-0.006902454120628357,0.0732842186894145,0.0021326095385808454,0.0732842186894145,0.038193098100038736,0.03160139588987976
EARLY_HIGH_LATE_LOW,vggss,OGL,0.44901124466847614,0.4303509112058938,0.430405555011319,0.9872100917732117,0.9897272429439796,0.9813575449406303,0.985204081632653,5.4348345441709467e-05,0.8092671578131059,0.8971928448381087,0.4895586486162937,0.8415089529584788,0.5104413513837063,0.49764099080040114,3.8860459382001533,48.717996575340806,-0.003877471888328765,-0.001347421481194322,-0.01073242660852581,-0.006902454120628357,0.0732842186894145,0.0021326095385808454,0.0732842186894145,0.038193098100038736,0.03160139588987976
EARLY_HIGH_LATE_LOW,vggss,EXTRA_IQR_OGL,0.43757270259790615,0.42441837921675074,0.4243998367199211,0.9872100917732117,0.9897272429439796,0.9813575449406303,0.985204081632653,5.4348345441709467e-05,0.8092671578131059,0.8971928448381087,0.4895586486162937,0.8415089529584788,0.5104413513837063,0.49764099080040114,3.8860459382001533,48.717996575340806,-0.003877471888328765,-0.001347421481194322,-0.01073242660852581,-0.006902454120628357,0.0732842186894145,0.0021326095385808454,0.0732842186894145,0.038193098100038736,0.03160139588987976
EARLY_HIGH_LATE_LOW,flickr,AUD,0.744,0.5988000000000001,0.6009599455972641,0.9870828663738709,0.9894963913273527,0.9764359183673469,0.9815306122448979,8.933307321965131e-05,0.7487999999999999,0.9174416637227205,0.7173632990703531,0.8135815280808895,0.28263670092964677,0.5691500318877551,3.886240982214794,48.72746777788133,0.016000000000000014,0.0021999999999998687,-0.011039373474163866,-0.00865862014459129,0.08,0.012,0.08,0.06800000000000006,0.052000000000000046
EARLY_HIGH_LATE_LOW,flickr,IMG_QUERY,0.74,0.5966,0.5969549994858492,0.9870828663738709,0.9894963913273527,0.9764359183673469,0.9815306122448979,8.933307321965131e-05,0.7487999999999999,0.9174416637227205,0.7173632990703531,0.8135815280808895,0.28263670092964677,0.5691500318877551,3.886240982214794,48.72746777788133,0.016000000000000014,0.0021999999999998687,-0.011039373474163866,-0.00865862014459129,0.08,0.012,0.08,0.06800000000000006,0.052000000000000046
EARLY_HIGH_LATE_LOW,flickr,IQR,0.76,0.601,0.6010401261101082,0.9870828663738709,0.9894963913273527,0.9764359183673469,0.9815306122448979,8.933307321965131e-05,0.7487999999999999,0.9174416637227205,0.7173632990703531,0.8135815280808895,0.28263670092964677,0.5691500318877551,3.886240982214794,48.72746777788133,0.016000000000000014,0.0021999999999998687,-0.011039373474163866,-0.00865862014459129,0.08,0.012,0.08,0.06800000000000006,0.052000000000000046
EARLY_HIGH_LATE_LOW,flickr,OBJ_PRIOR,0.448,0.4668,0.46537125676259156,0.9870828663738709,0.9894963913273527,0.9764359183673469,0.9815306122448979,8.933307321965131e-05,0.7487999999999999,0.9174416637227205,0.7173632990703531,0.8135815280808895,0.28263670092964677,0.5691500318877551,3.886240982214794,48.72746777788133,0.016000000000000014,0.0021999999999998687,-0.011039373474163866,-0.00865862014459129,0.08,0.012,0.08,0.06800000000000006,0.052000000000000046
EARLY_HIGH_LATE_LOW,flickr,OGL,0.812,0.6196,0.6201550428774648,0.9870828663738709,0.9894963913273527,0.9764359183673469,0.9815306122448979,8.933307321965131e-05,0.7487999999999999,0.9174416637227205,0.7173632990703531,0.8135815280808895,0.28263670092964677,0.5691500318877551,3.886240982214794,48.72746777788133,0.016000000000000014,0.0021999999999998687,-0.011039373474163866,-0.00865862014459129,0.08,0.012,0.08,0.06800000000000006,0.052000000000000046
EARLY_HIGH_LATE_LOW,flickr,EXTRA_IQR_OGL,0.772,0.62,0.6190401985854121,0.9870828663738709,0.9894963913273527,0.9764359183673469,0.9815306122448979,8.933307321965131e-05,0.7487999999999999,0.9174416637227205,0.7173632990703531,0.8135815280808895,0.28263670092964677,0.5691500318877551,3.886240982214794,48.72746777788133,0.016000000000000014,0.0021999999999998687,-0.011039373474163866,-0.00865862014459129,0.08,0.012,0.08,0.06800000000000006,0.052000000000000046
EARLY_LOW_LATE_HIGH,vggss,AUD,0.4110120201628538,0.4126017836370686,0.41262000711449076,0.9889181903746961,0.9913595993659545,0.9835771504067341,0.9870408163265306,4.569206271695754e-05,0.8251260178363707,0.9062605369650427,0.4947393924264365,0.8341089324495224,0.5052606075735635,0.4860566069165889,3.8863209886311307,48.73139091545915,0.0019387359441643826,0.00018417991469549255,-0.009212993882646615,-0.005901296134581041,0.07599844901124467,0.00407134548274525,0.07599844901124467,0.03528499418379216,0.0319891430787127
EARLY_LOW_LATE_HIGH,vggss,IMG_QUERY,0.4123691353237689,0.4135420705699885,0.4132639093528807,0.9889181903746961,0.9913595993659545,0.9835771504067341,0.9870408163265306,4.569206271695754e-05,0.8251260178363707,0.9062605369650427,0.4947393924264365,0.8341089324495224,0.5052606075735635,0.4860566069165889,3.8863209886311307,48.73139091545915,0.0019387359441643826,0.00018417991469549255,-0.009212993882646615,-0.005901296134581041,0.07599844901124467,0.00407134548274525,0.07599844901124467,0.03528499418379216,0.0319891430787127
EARLY_LOW_LATE_HIGH,vggss,IQR,0.4143078712679333,0.413726250484684,0.413476180482815,0.9889181903746961,0.9913595993659545,0.9835771504067341,0.9870408163265306,4.569206271695754e-05,0.8251260178363707,0.9062605369650427,0.4947393924264365,0.8341089324495224,0.5052606075735635,0.4860566069165889,3.8863209886311307,48.73139091545915,0.0019387359441643826,0.00018417991469549255,-0.009212993882646615,-0.005901296134581041,0.07599844901124467,0.00407134548274525,0.07599844901124467,0.03528499418379216,0.0319891430787127
EARLY_LOW_LATE_HIGH,vggss,OBJ_PRIOR,0.34780922838309425,0.3924195424583172,0.3914037623400056,0.9889181903746961,0.9913595993659545,0.9835771504067341,0.9870408163265306,4.569206271695754e-05,0.8251260178363707,0.9062605369650427,0.4947393924264365,0.8341089324495224,0.5052606075735635,0.4860566069165889,3.8863209886311307,48.73139091545915,0.0019387359441643826,0.00018417991469549255,-0.009212993882646615,-0.005901296134581041,0.07599844901124467,0.00407134548274525,0.07599844901124467,0.03528499418379216,0.0319891430787127
EARLY_LOW_LATE_HIGH,vggss,OGL,0.446297014346646,0.4294106242729741,0.4295414657641104,0.9889181903746961,0.9913595993659545,0.9835771504067341,0.9870408163265306,4.569206271695754e-05,0.8251260178363707,0.9062605369650427,0.4947393924264365,0.8341089324495224,0.5052606075735635,0.4860566069165889,3.8863209886311307,48.73139091545915,0.0019387359441643826,0.00018417991469549255,-0.009212993882646615,-0.005901296134581041,0.07599844901124467,0.00407134548274525,0.07599844901124467,0.03528499418379216,0.0319891430787127
EARLY_LOW_LATE_HIGH,vggss,EXTRA_IQR_OGL,0.4352462194649089,0.42389492051182626,0.4239064158692875,0.9889181903746961,0.9913595993659545,0.9835771504067341,0.9870408163265306,4.569206271695754e-05,0.8251260178363707,0.9062605369650427,0.4947393924264365,0.8341089324495224,0.5052606075735635,0.4860566069165889,3.8863209886311307,48.73139091545915,0.0019387359441643826,0.00018417991469549255,-0.009212993882646615,-0.005901296134581041,0.07599844901124467,0.00407134548274525,0.07599844901124467,0.03528499418379216,0.0319891430787127
EARLY_LOW_LATE_HIGH,flickr,AUD,0.776,0.6002000000000001,0.601253585076689,0.9642029641750633,0.9693108637488417,0.9473926530612246,0.955,0.0001383621628974904,0.6192000000000001,0.8655857249120626,0.7232389910805493,0.8133763228952006,0.27676100891945066,0.5639330357142857,3.889069012983927,48.86539336918731,-0.008000000000000007,0.0011999999999998678,-0.015582613801973847,-0.012709889851206635,0.132,0.032,0.132,0.04799999999999993,0.05599999999999994
EARLY_LOW_LATE_HIGH,flickr,IMG_QUERY,0.74,0.592,0.5918639699104573,0.9642029641750633,0.9693108637488417,0.9473926530612246,0.955,0.0001383621628974904,0.6192000000000001,0.8655857249120626,0.7232389910805493,0.8133763228952006,0.27676100891945066,0.5639330357142857,3.889069012983927,48.86539336918731,-0.008000000000000007,0.0011999999999998678,-0.015582613801973847,-0.012709889851206635,0.132,0.032,0.132,0.04799999999999993,0.05599999999999994
EARLY_LOW_LATE_HIGH,flickr,IQR,0.768,0.6013999999999999,0.6015011667191711,0.9642029641750633,0.9693108637488417,0.9473926530612246,0.955,0.0001383621628974904,0.6192000000000001,0.8655857249120626,0.7232389910805493,0.8133763228952006,0.27676100891945066,0.5639330357142857,3.889069012983927,48.86539336918731,-0.008000000000000007,0.0011999999999998678,-0.015582613801973847,-0.012709889851206635,0.132,0.032,0.132,0.04799999999999993,0.05599999999999994
EARLY_LOW_LATE_HIGH,flickr,OBJ_PRIOR,0.448,0.4668,0.46537125676259156,0.9642029641750633,0.9693108637488417,0.9473926530612246,0.955,0.0001383621628974904,0.6192000000000001,0.8655857249120626,0.7232389910805493,0.8133763228952006,0.27676100891945066,0.5639330357142857,3.889069012983927,48.86539336918731,-0.008000000000000007,0.0011999999999998678,-0.015582613801973847,-0.012709889851206635,0.132,0.032,0.132,0.04799999999999993,0.05599999999999994
EARLY_LOW_LATE_HIGH,flickr,OGL,0.824,0.6244000000000001,0.6230422198622454,0.9642029641750633,0.9693108637488417,0.9473926530612246,0.955,0.0001383621628974904,0.6192000000000001,0.8655857249120626,0.7232389910805493,0.8133763228952006,0.27676100891945066,0.5639330357142857,3.889069012983927,48.86539336918731,-0.008000000000000007,0.0011999999999998678,-0.015582613801973847,-0.012709889851206635,0.132,0.032,0.132,0.04799999999999993,0.05599999999999994
EARLY_LOW_LATE_HIGH,flickr,EXTRA_IQR_OGL,0.804,0.6187999999999999,0.6197201375047648,0.9642029641750633,0.9693108637488417,0.9473926530612246,0.955,0.0001383621628974904,0.6192000000000001,0.8655857249120626,0.7232389910805493,0.8133763228952006,0.27676100891945066,0.5639330357142857,3.889069012983927,48.86539336918731,-0.008000000000000007,0.0011999999999998678,-0.015582613801973847,-0.012709889851206635,0.132,0.032,0.132,0.04799999999999993,0.05599999999999994
