dataset,comparison,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,Hard transition relative to Mean,RemoveFP,1258.4955409073284,689.0,167.0,1730.75,1563.75,1212.489792555254,1302.346946490888,5158
vggss,Hard transition relative to Mean,RemoveTP,617.910624272974,160.0,0.0,792.5,792.5,589.0266770065916,647.2740451725475,5158
vggss,Hard transition relative to Mean,AddTP,449.4377665761923,98.0,0.0,519.75,519.75,426.65224893369526,474.2073381155486,5158
vggss,Hard transition relative to Mean,AddFP,1093.5048468398604,507.0,94.0,1487.75,1393.75,1050.8728916246607,1134.0895792943002,5158
