dataset,model,sample_index,sample_id,audio_swap_spearman,audio_swap_spearman_min,audio_swap_pearson,audio_swap_cosine,audio_map_mae,audio_top10_jaccard
vggss,mean_cram,3022,X5Xs8Y1cJK0_000030,0.9730357142857142,0.9481632653061225,0.97653246,0.9999149,0.0002125795,0.6754079254079254
vggss,mean_cram,3023,X76DCP7SCR0_000150,0.9760076530612245,0.9518367346938775,0.9890062,0.9999294,0.0001976006,0.9090909090909092
vggss,mean_cram,3024,X7RMG1-Srp8_000087,0.9737372448979592,0.9440816326530612,0.9865897,0.99990404,0.00022888024,0.7803030303030303
vggss,mean_cram,3025,X91RLYNmC70_000088,0.9896173469387755,0.9801020408163266,0.9950391,0.99989563,0.0002345645,1.0
vggss,mean_cram,3026,XA6RBioito4_000067,0.990076530612245,0.9830612244897959,0.9940959,0.999967,0.00013014686,0.9772727272727273
vggss,mean_cram,3027,XA9I4QiBuWQ_000082,0.9830102040816326,0.9657142857142857,0.9861071,0.99955106,0.00047294513,0.9545454545454546
vggss,mean_cram,3028,XA9I4QiBuWQ_000132,0.9830357142857143,0.9683673469387755,0.98545825,0.999292,0.00059782085,0.9545454545454546
vggss,mean_cram,3029,XAgppw__ZD4_000064,0.9909566326530612,0.9805102040816327,0.98714757,0.9992686,0.00060789776,0.8863636363636365
vggss,mean_cram,3030,XB6j1Xabe3E_000470,0.9871301020408163,0.9685714285714285,0.99360836,0.99993634,0.00018187054,0.8181818181818182
vggss,mean_cram,3031,XBGpHaWOSH4_000301,0.9907908163265307,0.9836734693877551,0.9907727,0.9999454,0.00017006772,0.8863636363636365
vggss,mean_cram,3032,XBMeUqtyXpM_000030,0.9864795918367347,0.9605102040816327,0.9866908,0.9997041,0.000356241,0.8391608391608392
vggss,mean_cram,3033,XCkoQ-sCQ4Y_000170,0.9291198979591837,0.840204081632653,0.9297104,0.99972606,0.00037504354,0.5619796869796869
vggss,mean_cram,3034,XEQXKjMuP6Q_000113,0.9739923469387756,0.9621428571428572,0.97362626,0.99991226,0.00021949245,0.8712121212121212
vggss,mean_cram,3035,XEavANMFzQM_000040,0.9752933673469387,0.9420408163265306,0.9867222,0.9999171,0.00021177321,0.9318181818181819
vggss,mean_cram,3036,XG1fNGITN08_000400,0.9766326530612245,0.9591836734693877,0.98622906,0.9999199,0.00020566687,0.6952214452214451
vggss,mean_cram,3037,XGCQHUilvfQ_000030,0.9888775510204082,0.9833673469387755,0.9906908,0.9999007,0.00022804059,0.7462121212121212
vggss,mean_cram,3038,XHQGUbMSPTM_000030,0.9796811224489795,0.9592857142857143,0.98639613,0.9999322,0.0001911191,0.8863636363636365
vggss,mean_cram,3039,XHlsNQZbZd8_000270,0.9889795918367348,0.9812244897959184,0.9908929,0.9998677,0.00026573648,0.840909090909091
vggss,mean_cram,3040,XHukxF8iWE0_000400,0.9665688775510204,0.9463265306122449,0.97516257,0.9999049,0.00022597692,0.6334082584082583
vggss,mean_cram,3041,XI6TRMIk71Q_000125,0.9923852040816327,0.9851020408163266,0.99491346,0.9994994,0.0005131784,0.8863636363636365
vggss,mean_cram,3042,XIW8Ai-YMdA_000210,0.9767857142857144,0.9626530612244898,0.9804888,0.9999131,0.00020964027,0.7074592074592074
vggss,mean_cram,3043,XIohMvtR0Og_000030,0.984234693877551,0.9695918367346938,0.9876362,0.99992853,0.00019688238,0.9318181818181819
