dataset,model,gt_response,nearfp_response,gt_nearfp_gap,gt_vs_nearfp_auroc,coverage,precision,pred_area_ratio,RemoveFP,RemoveTP,AddTP,AddFP,iou,audio_swap_spearman,audio_swap_mae
vggss,mean_cram,0.7630600732678217,0.7203488923293616,0.045514206909781016,0.6255593936957632,0.8109505163965264,0.5375669992972066,0.43028378031005926,3887.74098487786,1497.0044590926716,441.61147731678943,1053.7047305157037,0.4297730128644223,0.9779387644321281,0.0002913419739343226
vggss,hard_cram,0.7580955052694857,0.7146720226586158,0.046430039734675965,0.6260254957058415,0.8029047093786273,0.5422804121664032,0.42363790276373736,1258.4955409073284,617.910624272974,449.4377665761923,1093.5048468398604,0.427990011063704,0.9734946752324647,0.00029982809792272747
