dataset,sample_id,sample_index,RemoveFP,RemoveTP,AddTP,AddFP
vggss,RIQzc8Gx0q4_000026,2563,6538,2159,67,13
vggss,RJFdWGEdzP4_000160,2564,22,97,979,397
vggss,RJtn6Td3rco_000068,2565,214,0,0,488
vggss,RMX2aviLZdo_000070,2566,3635,481,0,89
vggss,RObYRwt7b8U_000189,2567,57,2273,449,0
vggss,RQIVLqDLQzA_000050,2568,9496,0,0,1743
vggss,RSXUYIi95wo_000030,2569,41,7,1005,4292
vggss,RSgmATBcCwE_000110,2570,470,1,3063,546
vggss,RSryuuvUfDM_000050,2571,0,951,339,249
vggss,RTLGAJZ8WzM_000219,2572,232,0,72,1762
vggss,RWVuRwtjGek_000210,2573,234,1761,2888,251
vggss,RXIRbazT2Rs_000270,2574,2170,2500,0,0
vggss,RXSyVeHp2yA_000000,2575,943,118,604,199
vggss,RYO6ukdw9PM_000085,2576,3126,768,259,212
vggss,RZMgq7-EbUA_000024,2577,581,19,67,472
vggss,RZajsvjHx74_000054,2578,33,1921,547,0
vggss,RZlDaLFuxxQ_000046,2579,21,667,215,20
vggss,RasfE1VmcKM_000172,2580,545,1944,128,26
vggss,RcVJVUfXWgU_000120,2581,2157,544,94,12
vggss,RczMLTHyBKE_000250,2582,443,95,134,416
vggss,RdhHK4SbzTo_000030,2583,6457,2081,0,0
vggss,Rdu3_LWIlgE_000400,2584,555,3365,876,0
vggss,RfbXTxSx8jo_000350,2585,3527,408,121,4113
vggss,Rg-vGSWc0sk_000458,2586,0,1040,578,70
vggss,Rg971GlT_Ro_000021,2587,2134,0,0,663
vggss,RgyqhpOJFM4_000030,2588,1898,938,0,847
vggss,Rhl5nDCU0u0_000060,2589,380,0,1728,162
vggss,RhmN8ktt5FI_000320,2590,6539,1446,0,258
vggss,RhsXiHgKzyY_000023,2591,0,620,809,4441
vggss,Ri47GANmuQ4_000016,2592,1624,0,0,124
vggss,Rj0cmUyZfR4_000030,2593,380,31,147,214
vggss,Rj8hpFBBSi0_000092,2594,641,5,155,2492
vggss,RliBuXFTL-o_000036,2595,57,2,380,6761
vggss,Rm2XQrio0QE_000099,2596,73,16,16,2167
vggss,RnXiQh8x--c_000126,2597,890,1469,4938,119
vggss,RncwRj1HhQc_000337,2598,1225,259,386,1589
vggss,Rnf7M43L6NI_000195,2599,32,165,244,598
vggss,RoS465ZH1lg_000013,2600,238,1045,545,40
vggss,Rp37k5_Eci0_000030,2601,218,548,57,600
vggss,RpGRpTpEHTs_000109,2602,127,35,649,1597
vggss,RpkcGOcFHIs_000002,2603,151,5770,0,0
vggss,RplzKlSlbR0_000023,2604,0,0,3270,3035
vggss,RrXvtCBYmFM_000051,2605,91,1,745,1591
vggss,RrZHOh77F3Q_000042,2606,0,0,154,8570
vggss,RrlgSfQrqQc_000020,2607,129,4392,1506,275
vggss,RtXrVvUM8Jo_000013,2608,0,12,2838,3503
vggss,Rtg1SUrxOPY_000130,2609,2678,52,130,418
vggss,RuCO6UGsRHI_000313,2610,155,46,245,1906
vggss,RuHSkgQf3uw_000019,2611,864,141,25,0
vggss,RwBKGPEg6uA_000440,2612,533,336,272,880
vggss,Rx_RzJ4-Jbg_000070,2613,5,0,65,680
vggss,RxhbTLS3rNo_000002,2614,2283,934,1100,1027
vggss,Ry5c8frvq1g_000390,2615,1123,97,5,4068
vggss,Rz7RBslEAG0_000030,2616,152,636,21,29
vggss,RzGho0_J5lM_000060,2617,2929,0,0,913
vggss,S0sPNaWcdrs_000043,2618,1015,2176,248,0
vggss,S1glY1D9qDU_000035,2619,5952,0,0,2
vggss,S63LEKmzBis_000039,2620,1786,638,0,31
vggss,S6R2DpF6zzM_000018,2621,1420,204,0,744
vggss,S6R2DpF6zzM_000060,2622,917,1509,16,489
vggss,S7C51ZWaw6A_000034,2623,121,709,1510,205
vggss,S7WDWv7kqhg_000197,2624,1129,1582,0,141
vggss,S86Ql_59KMI_000211,2625,2518,379,0,168
vggss,S8RC6WZFqjk_000072,2626,1192,1184,50,92
vggss,SA18ixsI9fI_000044,2627,2002,860,54,0
vggss,SAFlijpaj0Q_000024,2628,139,0,471,2649
vggss,SB1dEgUQh3w_000187,2629,525,161,563,1576
vggss,SBeC9TISHz8_000030,2630,545,1592,0,0
vggss,SCxlAcrMark_000021,2631,1576,296,0,252
vggss,SDhI4yyHlEM_000508,2632,790,279,0,182
vggss,SDtPpEVplNY_000080,2633,468,1344,1595,638
vggss,SGFYFPs3Fic_000550,2634,340,0,122,3868
vggss,SGb_Uw_pKzk_000070,2635,0,0,1829,4546
vggss,SHk3gJAnm8U_000529,2636,1804,0,961,872
vggss,SHkCnBJoZkc_000010,2637,2641,7,42,45
vggss,SIZ5WUVzAMk_000216,2638,0,0,116,9233
vggss,SJ9TY-iqD9Q_000010,2639,3112,698,0,2182
vggss,SJVuopldMyU_000030,2640,78,45,170,1016
vggss,SJrVTQPbMXs_000016,2641,2302,3566,316,0
vggss,SL5xjLgQp1c_000070,2642,1596,65,674,34
vggss,SLQAve85lDU_000188,2643,1222,332,1906,858
vggss,SNhfvhWPXNc_000030,2644,205,1150,0,196
vggss,SPXhFGrgAoc_000091,2645,3436,2583,24,29
vggss,SQkoFk_gnE8_000005,2646,245,200,90,2150
vggss,SRjsxeOWFnw_000030,2647,3942,1,0,832
vggss,SSor5MN-QJM_000056,2648,248,1466,1721,273
vggss,STdAr1JNXIU_000190,2649,1751,0,0,120
vggss,STrIfVNpIGc_000006,2650,174,0,699,1174
vggss,SUFOgc9Pkd8_000030,2651,7331,368,0,252
vggss,SUu1E8uOGR4_000028,2652,2935,49,184,2275
vggss,SVoLykPMwAs_000030,2653,1317,0,0,445
vggss,SVvXfuS5eyY_000028,2654,71,0,1048,987
vggss,SX07l57Ylmc_000031,2655,795,4,1767,1669
vggss,SX5-0_j1leg_001008,2656,805,65,316,738
vggss,SXeSsEP3ieo_000145,2657,365,288,464,131
vggss,SYH5NqTtNsI_000030,2658,3658,509,0,68
vggss,SZVguke6__M_000100,2659,744,171,705,165
vggss,SaUx9CZGCzU_000039,2660,648,841,716,240
vggss,Sa_ovp-50Tc_000030,2661,2339,0,32,2789
vggss,Sb5nf9DkzTs_000050,2662,452,0,227,3879
vggss,ScNLWuogqpI_000150,2663,834,458,616,1259
vggss,ScQ2F8LTkuY_000021,2664,5369,12,0,0
vggss,SdeVFx40BKQ_000090,2665,0,798,463,0
vggss,SdtxQcBJjBs_000060,2666,2493,644,0,0
vggss,Sem8fMv0bKQ_000212,2667,2046,63,0,2
vggss,Sevpt7V3RiI_000004,2668,6499,1045,0,123
vggss,SgCRYHWzTmU_000012,2669,2247,268,5,613
vggss,Sgdq22nyfTM_000240,2670,7216,1156,138,0
vggss,SkFx45lxlvA_000060,2671,25,3145,0,0
vggss,SkQb0gnQg6s_000218,2672,5696,916,32,700
vggss,Skrr-UgHeHg_000008,2673,613,588,814,923
vggss,Slcg717UTrM_000004,2674,274,1172,2019,329
vggss,SmtW2FlpPX4_000057,2675,3,0,0,2067
vggss,SmuyUnEZaJw_000030,2676,1451,0,0,3026
vggss,SmzESvmFENY_000014,2677,114,1273,264,110
vggss,SmzESvmFENY_000024,2678,538,1094,0,7
vggss,So8G7UXguNA_000077,2679,19,1974,151,89
vggss,SqEWh1M2SIc_000030,2680,453,0,0,2490
vggss,Sr35u7b1OFI_000039,2681,1758,0,0,877
vggss,StO32FBBIH4_000011,2682,6353,742,0,38
vggss,StmGbhL9dgQ_000064,2683,416,0,0,842
vggss,SuRVsbK22io_000320,2684,604,0,149,435
vggss,SvsCM0fLM5g_000030,2685,2071,5505,13,4
vggss,SwRjY1-ojAU_000030,2686,2984,0,309,611
vggss,Swien0oGl7o_000090,2687,57,951,95,0
vggss,Sx3WV9GSOmc_000060,2688,200,571,323,53
vggss,SyWbd9bOCps_000096,2689,4770,263,0,147
vggss,T-28g9G-WKo_000000,2690,3294,0,0,62
vggss,T-3hHhrPBeg_000087,2691,149,2781,1889,752
vggss,T0DQyRrjewU_000003,2692,669,1406,7,0
vggss,T0nvf328Ll4_000013,2693,758,0,575,1162
vggss,T1_nZvxh5kI_000008,2694,138,608,123,138
vggss,T1rrvpQtj-U_000004,2695,1183,1983,0,7
vggss,T29-jYwTQ9A_000056,2696,3680,0,219,2363
vggss,T6cqaSkv9MQ_000084,2697,1206,0,462,1470
vggss,T7fsXVDXFQo_000300,2698,1444,0,0,289
vggss,T834Iasgjs4_000336,2699,5401,1,0,60
vggss,T9dKp1EN4p8_000030,2700,130,130,68,1189
vggss,TAHDbSl7F_4_000290,2701,105,5,147,342
vggss,TAexBL5eToE_000022,2702,3956,1294,0,0
vggss,TAexBL5eToE_000052,2703,1698,0,713,3834
vggss,TB3VhNczX88_000010,2704,894,0,1074,4134
vggss,TDORLm3QYyA_000003,2705,0,1775,544,127
vggss,TGJje4EKoKM_000030,2706,17,0,246,3534
vggss,TGrNNgXVp44_000077,2707,123,0,340,2098
vggss,THgnXOLqpTg_000365,2708,2653,1205,0,207
vggss,THhP1idrWXA_000030,2709,343,0,0,3343
vggss,TIllmI1n5cw_000129,2710,1154,8009,148,18
vggss,TM23x21Qs2Q_000030,2711,258,2368,64,2208
vggss,TMWj5Y6djcM_000040,2712,0,291,3912,2562
vggss,TNCJ68vFKg8_000120,2713,2703,283,0,21
vggss,TNERQa_7oB8_000013,2714,2095,1,0,733
vggss,TO7d2wx7Cq8_000058,2715,1464,17,67,1785
vggss,TOEwQXeyNe8_000210,2716,0,0,2974,40
vggss,TOEwQXeyNe8_000227,2717,391,17,1203,1374
vggss,TP50fDa5Cls_000000,2718,3005,23,389,427
vggss,TPeA5xENWIM_000065,2719,0,0,103,1580
vggss,TR4-xSB97w8_000030,2720,24,3082,736,408
vggss,TRW3OqA1cXE_000030,2721,1406,1667,178,0
vggss,TRvyzeR1xzI_000190,2722,3618,1332,73,167
vggss,TSpGd9p17n0_000202,2723,284,85,339,455
vggss,TUpX4p-Ej_o_000336,2724,311,322,685,74
vggss,TW_dVmqr9ac_000107,2725,2499,609,27,1381
vggss,TXW3Qm9qT0c_000030,2726,1220,13,288,582
vggss,TY7UehpsaFQ_000144,2727,0,1232,191,0
vggss,TYa0xjMBupM_000613,2728,2424,327,0,0
vggss,TZGKriaJKAY_000163,2729,3853,496,237,3967
vggss,TZl2cGkWZL4_000030,2730,3622,324,57,4987
vggss,T_kADs0ZIeM_000713,2731,286,737,323,2710
vggss,Ta3F2prvIZY_000091,2732,704,98,1036,317
vggss,Ta5bgIdRUjE_000048,2733,321,871,599,677
vggss,Ta9R_TuzIUM_000153,2734,1640,232,0,499
vggss,Ta9R_TuzIUM_000341,2735,21,0,180,889
vggss,TauSQlIbIME_000030,2736,1168,0,608,2296
vggss,TdGJdqDxrNc_000091,2737,637,0,0,185
vggss,TdpZLhPN_WM_000074,2738,339,0,0,1386
vggss,TeUgb183cGM_000024,2739,99,845,520,381
vggss,TeweFm49s4M_000090,2740,1219,549,933,923
vggss,Tf5WWrpzSj8_000095,2741,4,156,2595,343
vggss,ThVGE9TjEjM_000136,2742,125,0,0,8897
vggss,Ti0Ck0xTdw4_000030,2743,0,1075,257,0
vggss,Ti2XbGtfyNg_000225,2744,665,153,40,1673
vggss,TipVfZMxZbk_000010,2745,475,0,80,3285
vggss,TkrtTUPxHNI_000030,2746,0,432,2493,225
vggss,TmJZxQ_Lo8M_000147,2747,368,10,0,267
vggss,ToIdgjI3u4Q_000030,2748,123,59,129,625
vggss,Tr7PDdzq40o_000180,2749,859,894,135,0
vggss,Ts04bBeY1d4_000030,2750,2849,181,11,0
vggss,TsHBKTYuBUM_000062,2751,2993,796,0,338
vggss,TslB1VMKXmM_000010,2752,327,4502,210,38
vggss,TstsLM4IUV8_000128,2753,458,0,186,1523
vggss,TwucF4h5v3U_000084,2754,724,0,0,1784
vggss,TxXjcJo7Q2I_000531,2755,1577,0,0,1366
vggss,TxuwrWYaUD0_000000,2756,705,0,0,683
vggss,U-1saFb-zRY_000006,2757,1381,92,242,52
vggss,U-L9YCIdLbg_000080,2758,0,1131,310,0
vggss,U-Qe9aNkrdE_000030,2759,4175,28,107,1820
vggss,U-hpbrpact0_000112,2760,58,1854,3497,126
vggss,U0uy9GWzSQ8_000065,2761,1933,0,0,1745
vggss,U2Ek06LbrYs_000030,2762,593,0,0,1122
vggss,U2Z3gH8r1hE_000160,2763,943,127,1010,2381
vggss,U37ysgI02r8_000020,2764,0,935,5084,407
vggss,U3OC4jICMlI_000020,2765,2314,0,396,1120
vggss,U3Zom0wPRg0_000030,2766,1266,135,41,462
vggss,U4LITdDmjvg_000011,2767,763,3376,531,0
vggss,U595LzVDCAY_000015,2768,221,0,287,780
vggss,U6_Ui8bpY9g_000042,2769,1667,0,0,207
vggss,U7WkuGO-lps_000020,2770,64,671,3609,1303
vggss,U7vFb50UjgY_000040,2771,1849,519,1775,562
vggss,U8golAIXZps_000001,2772,1008,0,0,3531
vggss,U8hJTpSZVWE_000103,2773,1564,0,50,306
vggss,U8rWZXjH2cU_000040,2774,1823,2,3,837
vggss,U95UReP4mdo_000030,2775,5625,76,0,0
vggss,U9o30JY6aYc_000030,2776,412,1115,1,367
vggss,U9oonzVSTtY_000056,2777,254,0,0,1483
vggss,UAhzckt0y3U_000030,2778,63,2993,1438,0
vggss,UAlfXv5Aabc_000046,2779,0,514,1042,60
vggss,UBg665RgDeQ_000018,2780,2262,0,191,1540
vggss,UBzbRcWlsKI_000747,2781,1358,2081,15,753
vggss,UCgErb1ImPY_000031,2782,897,175,0,695
vggss,UCtiIWMRy-M_000004,2783,117,87,8,2682
vggss,UDSjSpHKu1I_000462,2784,320,0,0,1178
vggss,UDlc1slA8PA_000590,2785,249,0,1942,2340
vggss,UESue-_05Vs_000000,2786,4724,0,0,461
vggss,UF0HDsK0fwo_000070,2787,143,29,659,3756
vggss,UFIBEBkm7ao_000030,2788,73,1757,977,653
vggss,UFSp546472I_000010,2789,3626,148,480,510
vggss,UFcUTwPlFAU_000019,2790,120,233,405,1409
vggss,UFyOGqmITjM_000000,2791,1237,73,19,2
vggss,UGlqxl1oiJk_000130,2792,3011,985,0,1028
vggss,UILmgKExLgk_000095,2793,575,36,1811,4181
vggss,UIM4OykJJrc_000046,2794,24,1155,1554,2
vggss,UIll96Hdmd4_000094,2795,132,56,283,410
vggss,UKgZCUgOSfo_000062,2796,932,0,0,738
vggss,ULLEA-jLmpI_000030,2797,533,0,212,3182
vggss,ULLJMxwt8Jc_000150,2798,5270,12,173,600
vggss,ULZ6auGvLAw_000311,2799,267,0,268,2510
vggss,UMidlzROhC0_000082,2800,1849,7976,217,0
vggss,UNJswfXKJ3s_000030,2801,3062,429,381,667
vggss,UP30sk9je00_000049,2802,150,737,20,1286
vggss,UR-2P-NHz1w_000240,2803,1396,156,0,2275
vggss,URosKU18wTk_000018,2804,652,1985,54,212
vggss,URtpQZsUmBY_000030,2805,338,1016,34,115
vggss,USlCCt8En7A_000460,2806,0,0,673,4838
vggss,UVsgxlTzy-c_000073,2807,88,1274,448,1040
vggss,UWFjhEYXbbU_000009,2808,905,0,0,1828
vggss,UWz5OIijWM4_000030,2809,0,0,2568,2059
vggss,UX7R8WWJLoI_000160,2810,527,997,26,10
vggss,UY4v-zjlnlo_000010,2811,891,4,139,21
vggss,UZ6zyRcElGw_000070,2812,474,270,0,1354
vggss,UZidCXq6gmw_000006,2813,142,413,1186,262
vggss,U_bYlL9ap-o_000060,2814,2179,0,0,1937
vggss,UaFiUiC_Izo_000054,2815,2580,969,252,33
vggss,UbPJ8MIGZNA_000000,2816,2254,0,0,655
vggss,Ubd5GQAZMEo_000373,2817,1299,63,3774,895
vggss,UdWyYaDcEMs_001257,2818,1087,445,0,1381
vggss,UeEMaZqMRp0_000030,2819,5065,798,0,108
vggss,UeRUivHxW3c_000020,2820,715,82,1028,1005
vggss,UfJg3VBTLow_000420,2821,1181,752,1624,1091
vggss,UfMr4FFsS28_000021,2822,1505,0,3059,1137
vggss,UfkehxAd_M4_000040,2823,10899,281,17,211
vggss,UhEQ1E8XPp4_000003,2824,1677,457,4,34
vggss,UhEQ1E8XPp4_000017,2825,2037,561,854,576
vggss,UkKDHtVKDrc_000473,2826,2576,0,250,1195
vggss,UltPy7eml7I_000012,2827,111,0,277,2047
vggss,UmGzdua2Ayc_000014,2828,2647,10,195,235
vggss,UnMk7X7PM80_000139,2829,1877,0,0,154
vggss,UoRitfnYmKU_000030,2830,114,358,2082,0
vggss,UoSID1KzWuI_000030,2831,27,889,543,38
vggss,Up72EgZT_B0_000049,2832,504,391,160,973
vggss,Up72EgZT_B0_000060,2833,2551,729,0,484
vggss,Upq4yFKwiTM_000024,2834,1300,144,6,163
vggss,Uq-owMVP9qI_000030,2835,0,0,1399,2396
vggss,UqMeR5Erq8I_000030,2836,1024,1053,371,572
vggss,UqtPREndv_0_000000,2837,802,0,330,1323
vggss,UrUJ9tUJynA_000030,2838,316,993,304,7
vggss,UrluLxHLwQM_000110,2839,163,406,280,1227
vggss,Us0qIYoVRvU_000144,2840,1760,230,575,369
vggss,UsNUR6tsoTs_000030,2841,453,0,0,2123
vggss,UsdoUjuczY4_000030,2842,437,6797,626,12
vggss,Usz7ZnOHaxY_000030,2843,1669,2353,0,78
vggss,UtMZGT9opoU_000265,2844,352,228,0,985
vggss,UtZofZjccBs_000290,2845,213,0,0,1669
vggss,UuBSbvH6ql8_000029,2846,263,67,915,265
vggss,Uv3K_pEUlX8_000020,2847,786,0,0,570
vggss,Uvn7waPvseo_000030,2848,449,922,1580,58
vggss,Uvvl1qfsh8A_000063,2849,537,0,0,2849
vggss,UyCw7pCgYg8_000055,2850,584,0,0,401
vggss,UzUTFdlYT68_000055,2851,136,241,33,472
vggss,UztuiHbZvCw_000991,2852,513,24,9,591
vggss,V0zQHNmz0gU_000030,2853,1,0,0,5166
vggss,V1M3HiUz0ZQ_000070,2854,2049,0,0,1251
vggss,V2CS8ToddTE_000030,2855,0,3,879,778
vggss,V2OjPsg7ydY_000060,2856,1364,646,54,881
vggss,V2YcUPfFy6U_000335,2857,0,0,89,4810
vggss,V3Mh5k7AOxE_000063,2858,749,229,386,8
vggss,V4I4dNkN1xs_000064,2859,5,0,0,5222
vggss,V4RmD_obUBo_000125,2860,287,287,509,1659
vggss,V5a0OUeceeY_000042,2861,1209,141,0,443
vggss,V7M8J64sUZs_000077,2862,1078,861,129,6
vggss,V7edkwJsgN0_000030,2863,517,4543,165,222
vggss,V8tcqAyPSYw_000064,2864,3166,0,113,217
vggss,VAfO711tnQA_000030,2865,0,866,1138,176
vggss,VAqgpoyD2jc_000030,2866,271,1461,0,0
vggss,VB-yZzj969U_000240,2867,3392,38,6,122
vggss,VBQPcmmUkkg_000010,2868,1609,0,0,56
vggss,VFXf1DTi2IA_000383,2869,3333,0,0,4099
vggss,VHoOg4twnO0_000060,2870,47,0,1416,1558
vggss,VIQqrHGMJRQ_000173,2871,1190,309,12,104
vggss,VJ9E_Td0_dk_000030,2872,1190,374,0,2991
vggss,VKfgSYvbohY_000042,2873,2541,324,157,145
vggss,VM-U7MyZAck_000030,2874,0,1543,189,0
vggss,VMbJTgzMhKE_000030,2875,1222,0,486,302
vggss,VN4AS5J25os_000040,2876,1419,0,0,431
vggss,VO1QA-Ihceo_000368,2877,5912,1,279,1042
vggss,VOkiX4gWRI0_000125,2878,950,762,23,8
vggss,VPM383zJz68_000030,2879,154,108,1240,883
vggss,VQ60kd-BrC8_000030,2880,1622,127,110,534
vggss,VQbC7Oth7wQ_000030,2881,214,1880,87,0
vggss,VSkdiYt87rg_000030,2882,3817,60,34,755
vggss,VSxoWInFsIA_000030,2883,9922,285,0,956
vggss,VV-DgnPPhSo_000220,2884,2613,0,497,310
vggss,VViXFIbJNbk_000130,2885,2489,0,0,517
vggss,VWTGBdK9VK8_000009,2886,165,0,2321,2433
vggss,VXq0Dkog0RU_000023,2887,2054,42,261,222
vggss,VYQfSG_FUjY_000080,2888,986,309,0,0
vggss,VZJfkEet6EQ_000030,2889,10,460,185,0
vggss,VaAzelfgmMY_000055,2890,3050,3085,440,150
vggss,VaqR7OOMHSM_000033,2891,2640,20,0,421
vggss,Vb5-6-BQzlI_000502,2892,104,993,2292,112
vggss,VbPkC6aRKc8_000151,2893,760,941,517,7
vggss,Vbc-veezx0w_000030,2894,23,34,1258,186
vggss,Vbsefb2ve2g_000067,2895,106,0,262,1623
vggss,VcJnduCJz8g_000029,2896,944,1642,1629,632
vggss,VcLXzvRjTXg_000017,2897,0,0,3185,676
vggss,VeUQBYHtFB8_000365,2898,0,727,1047,30
vggss,VeXcCHo5iMI_000030,2899,2950,1303,13,874
vggss,VeiJYltEZFc_000034,2900,3577,208,0,0
vggss,Vf2KIuN4VOw_000013,2901,478,340,1754,49
vggss,VfNh9LIuYH0_000022,2902,269,0,0,8581
vggss,VfXAJJFrmnw_000028,2903,7298,221,0,0
vggss,VgAXZHMi_ws_000015,2904,107,0,0,2364
vggss,VgwsGjRk61M_000020,2905,2185,0,286,1745
vggss,VhVKUAk6_R4_000006,2906,5,0,738,2470
vggss,ViP3M-Hlm18_000030,2907,2567,206,0,0
vggss,Via5YWUC1Lk_000180,2908,1287,440,341,607
vggss,VimrLKGBCNE_000019,2909,359,0,418,134
vggss,Vj13osgy2M0_000020,2910,834,680,16,15
vggss,VjR_I34Vczk_000010,2911,84,1263,103,0
vggss,VkABXTeQSKk_000099,2912,670,224,107,6466
vggss,VkcsBNzy1UA_000091,2913,2626,455,20,38
vggss,Vlh9AMaTrLQ_000441,2914,1915,0,0,735
vggss,Vlh9AMaTrLQ_000451,2915,2135,0,0,482
vggss,VmYPBzrkKGw_000140,2916,1579,5,28,315
vggss,Vp4lOXVBQzQ_000010,2917,1918,124,98,1131
vggss,VpCCJy5atYU_000144,2918,62,363,10583,1276
vggss,VpYJRHq8TC0_000110,2919,3107,16,0,85
vggss,VpuNCFDYgnA_000070,2920,282,323,228,363
vggss,VrwW35FmP0w_000025,2921,1431,2338,416,871
vggss,Vu-x88iPIv8_000013,2922,700,0,0,840
vggss,VuXmHBFFkPw_000030,2923,5295,0,0,152
vggss,VulCKZgWspc_000080,2924,0,0,1008,2167
vggss,VvEIueKlA2k_000093,2925,2428,270,403,554
vggss,VwaLVY1oF6k_000026,2926,187,0,26,1710
vggss,Vx3kxcFd5GU_000022,2927,1335,596,0,0
vggss,Vx5SUjzoLy8_000228,2928,14,1342,818,14
vggss,VyGTIJZajCM_000005,2929,0,443,338,684
vggss,VyGYjbe6gJU_000027,2930,215,1,362,2862
vggss,W1VYWwYdJRQ_000370,2931,587,100,14,5438
vggss,W1imZelV1h4_000017,2932,0,26,156,2192
vggss,W3vkkSbyODo_000043,2933,168,760,294,120
vggss,W6hBBs-MuM8_000145,2934,1767,19,0,305
vggss,W6iwVLm51-k_000030,2935,2461,470,0,823
vggss,W7EC4nQ6Qqk_000010,2936,11,0,1587,1163
vggss,W7EC4nQ6Qqk_000068,2937,766,471,967,419
vggss,WAUn8kFhvZw_000000,2938,1892,918,851,2098
vggss,WBYa_u20cVo_000000,2939,273,0,0,1611
vggss,WCC01d0hcBQ_000024,2940,1454,769,712,67
vggss,WDoZneKkmVg_000030,2941,1387,494,6,1252
vggss,WEHe6W_D4lo_000041,2942,261,20,2098,2178
vggss,WElvc92V5Q4_000617,2943,2118,236,0,0
vggss,WF7ugi9ipYw_000120,2944,7739,0,0,0
vggss,WFJ96PH4rvo_000020,2945,102,419,1581,350
vggss,WFV3FUlTzas_000061,2946,414,0,2,2632
vggss,WFgIargH3-4_000039,2947,104,0,0,3862
vggss,WFjx0sH7mlc_000020,2948,1267,1438,709,394
vggss,WGYzVpMeSEg_000210,2949,1023,0,0,5242
vggss,WGqz-OVwLGs_000040,2950,4017,1751,0,0
vggss,WGuc_McKm_4_000030,2951,107,59,349,3040
vggss,WJIcGFOnRXs_000040,2952,1300,102,13,420
vggss,WJLbFJxe11o_000030,2953,1955,0,0,1586
vggss,WJORWlj6BW8_000030,2954,1805,817,26,266
vggss,WJV6Ey6hXEw_000005,2955,807,689,77,109
vggss,WJVc82XgbZk_000014,2956,73,1219,816,243
vggss,WLEZDT_vGuM_000016,2957,421,10,4702,2368
vggss,WLPj0LIokkM_000020,2958,148,0,630,4740
vggss,WLX3Db60418_000020,2959,460,915,1349,205
vggss,WMPQ44bukK0_000397,2960,1504,0,0,658
vggss,WMXkrLwPVCU_000098,2961,343,425,231,583
vggss,WMZ3ZAMcE3s_000220,2962,1182,1,0,2041
vggss,WQQfK8Bqkw0_000230,2963,1179,210,2,56
vggss,WQcS2qPupwQ_000094,2964,72,38,2211,6047
vggss,WSuGM1DGvCM_000006,2965,39,48,375,1558
vggss,WTQhmOYZNJQ_000024,2966,130,154,357,4236
vggss,WTlaLznHD1c_000053,2967,1104,0,0,256
vggss,WUJXiIqMhCs_000036,2968,479,9,612,434
vggss,WUZOa6rFj6s_000030,2969,1646,1196,0,3
vggss,WUiy_6hI-xU_000061,2970,360,0,140,1061
vggss,WVS46ZGovGw_000030,2971,4489,0,0,727
vggss,WWkwE6vhGwY_000030,2972,0,1086,320,0
vggss,WZLxZKna7xY_000276,2973,9,1107,30,130
vggss,W_-t9sBGOg4_000072,2974,457,923,567,226
vggss,W_Rr3hZw4Yk_000007,2975,8,0,148,853
vggss,W_UE04p_tYY_000094,2976,48,5397,121,6
vggss,W_UE04p_tYY_000105,2977,88,3240,230,23
vggss,WaGwzEFsJLs_000246,2978,556,292,0,2846
vggss,Wb1u17uxbYU_000304,2979,275,206,654,2501
vggss,WclYLl_KlwA_000050,2980,198,3751,394,35
vggss,Wdg90rCeA34_000508,2981,3640,0,0,627
vggss,We4ilLBQBrc_000001,2982,310,0,269,1138
vggss,WeAejlzuFMQ_000460,2983,1031,1247,71,199
vggss,WeBPE7xdTH4_000012,2984,382,944,191,0
vggss,WegRDdpH2ks_000518,2985,183,28,865,4448
vggss,WesKosc-_c0_000047,2986,1649,0,72,1722
vggss,Weu8nsJRMqE_000030,2987,703,1616,0,19
vggss,WftXzNONXZo_000169,2988,1955,0,0,641
vggss,Wg2l9hxzqH4_000301,2989,390,13,1450,3308
vggss,WgXR9P0vl30_000011,2990,840,191,209,657
vggss,WgllfeO855E_000147,2991,87,0,0,1453
vggss,Wgnr_ftHhUw_000030,2992,2631,16,273,801
vggss,WhD232bSL3w_000104,2993,135,690,2940,674
vggss,Wh_g-Eiw9Kc_000010,2994,564,120,0,414
vggss,Wj5qDj8_nSw_000025,2995,1344,523,712,2774
vggss,Wjgj2_InitY_000514,2996,692,0,83,3873
vggss,WlO51U31vYs_000014,2997,1565,0,0,770
vggss,WmZicfOUkd0_000014,2998,946,0,425,844
vggss,WmxNXcXMcdw_000113,2999,672,6096,0,0
vggss,WoXgPQQjcJU_000060,3000,4633,1240,0,0
vggss,WohJxQ1ll6w_000052,3001,0,0,4,6356
vggss,WokAaq70lRM_000378,3002,255,2712,487,500
vggss,Wqux-4IupdU_000112,3003,4757,97,0,887
vggss,Wqv0fvaXGM4_000052,3004,2095,363,1,927
vggss,Wr44Q8MQHL0_000030,3005,149,16,219,1503
vggss,WrSpubuVkN0_000330,3006,1307,103,57,1203
vggss,WrbQ5NIU0R0_000170,3007,0,2637,871,480
vggss,WrwRZ0NgEss_000538,3008,2046,0,133,2698
vggss,WsG_Mg0VDn8_000025,3009,586,179,266,777
vggss,WsKJwVVs-MY_000000,3010,4901,69,0,663
vggss,WsfNsX9qA20_000079,3011,129,392,422,3957
vggss,Wu--g0m8oWA_000011,3012,526,2,1547,1153
vggss,WvquSD2PcCE_000030,3013,1548,114,0,331
vggss,Wx0Aw9na7Jo_000007,3014,2100,213,59,3691
vggss,Wx0Aw9na7Jo_000034,3015,2819,162,22,116
