dataset,sample_id,sample_index,RemoveFP,RemoveTP,AddTP,AddFP
vggss,Cpwy_3wUjSc_000330,1316,91,0,334,1178
vggss,Cqb1zyyTiHw_000000,1317,606,0,195,2264
vggss,Cqb1zyyTiHw_000011,1318,1422,0,295,2021
vggss,CqmuLdNiEjE_000077,1319,313,1241,846,154
vggss,CrOlDmMSVSM_000120,1320,1009,1349,517,140
vggss,Cs0UHi69c7Y_000030,1321,1134,3462,111,12
vggss,CsRF3qYnSLI_000030,1322,372,354,1157,43
vggss,Cs_DJvnYWTs_000010,1323,655,1175,0,0
vggss,Ct9ltnuEPvc_000038,1324,2333,187,0,75
vggss,CxSALNdzjKs_000096,1325,223,69,499,431
vggss,CxSALNdzjKs_000125,1326,2355,217,0,122
vggss,D-7c7OP4dFg_000051,1327,172,2962,210,1455
vggss,D-p9s8y2z_U_000000,1328,2064,2,0,20
vggss,D05-MrPXqjw_000030,1329,0,32,4070,995
vggss,D0L-M4trkpw_000210,1330,2937,1413,0,0
vggss,D0Vk5yjzXB0_000017,1331,2310,894,75,546
vggss,D1KdCkSFmnk_000000,1332,332,0,28,2274
vggss,D1VQAb8CfWM_000008,1333,372,1905,685,5
vggss,D1VQAb8CfWM_000022,1334,70,1587,898,1
vggss,D1eDJb5FMw0_000065,1335,47,0,207,365
vggss,D1tl1eS7ubI_000000,1336,1850,271,0,177
vggss,D2ISzNuhtxE_000009,1337,405,950,126,697
vggss,D2IvCQMkGWk_000055,1338,436,186,113,662
vggss,D30UC-C-lIs_000029,1339,2776,0,0,1376
vggss,D3BJuOwltoI_000010,1340,1549,822,0,218
vggss,D3FV0JAngZ4_000210,1341,0,1232,142,8
vggss,D4Jb8jIl-2A_000378,1342,2551,243,1417,742
vggss,D5Zi0Mfo0Ts_000048,1343,1019,135,216,1171
vggss,D668Jl6zuAk_000190,1344,2368,121,0,617
vggss,D7iyQCgox0g_000017,1345,442,1004,153,165
vggss,D8R-u0sG5eg_000009,1346,755,0,334,5759
vggss,D9ag3OB7E4k_000000,1347,688,0,106,106
vggss,D9qpDjafWRM_000030,1348,27,779,1737,1188
vggss,DA2QCyip6mY_000618,1349,68,2416,1365,363
vggss,DC4_1CHRcx8_000196,1350,0,0,1438,5077
vggss,DCftdpZ9lIs_000162,1351,861,181,1920,3582
vggss,DCrct29xGEY_000030,1352,302,375,3630,1193
vggss,DDZlMjb-0i4_000150,1353,551,78,269,3058
vggss,DDhKU_VH0Js_000228,1354,649,49,118,3264
vggss,DDlAcAppYtE_000026,1355,1400,1815,2,0
vggss,DDoJMpe85o0_000386,1356,2284,26,390,674
vggss,DEGSyVygE98_000110,1357,995,6,102,173
vggss,DEXE_V8oBYI_000030,1358,603,3663,949,38
vggss,DFTZgruYPL4_000115,1359,70,416,2335,248
vggss,DFf71XYDX3g_000016,1360,46,0,334,1561
vggss,DGS6j6k14ak_000105,1361,3995,2955,80,991
vggss,DGeHJrq-FoI_000012,1362,3026,0,127,1151
vggss,DHoVXJe-MXY_000293,1363,2798,1317,796,72
vggss,DHoVXJe-MXY_000729,1364,6,3817,277,154
vggss,DIAS8gDM8Hg_000003,1365,2752,0,0,1463
vggss,DIooS7FSHYk_000030,1366,4969,229,0,36
vggss,DJbFAoB4-_o_000170,1367,2205,0,515,136
vggss,DKH0HIZP284_000070,1368,46,4249,68,40
vggss,DKPvyyDnRe4_000003,1369,747,1069,1159,2121
vggss,DKSrNxPQrbY_000090,1370,1931,632,1,202
vggss,DLMKy0_82iw_000150,1371,2125,0,0,972
vggss,DLbcnJVnyaI_000134,1372,109,0,0,3603
vggss,DLncH1MUazE_000005,1373,326,0,3040,1461
vggss,DNDz_sjBBY0_000230,1374,3218,5036,11,0
vggss,DNwWLZCupMc_000300,1375,3934,0,0,20
vggss,DPdAsDw3chc_000030,1376,828,17,109,2549
vggss,DPpmV4JqYsM_000030,1377,236,46,430,407
vggss,DQIwRVrlYqI_000159,1378,346,0,185,8057
vggss,DRC7KTs-BLc_000008,1379,5993,694,210,1551
vggss,DRSs6q_sTr4_000000,1380,2359,184,0,68
vggss,DSGMDArb1QI_000030,1381,715,0,0,1491
vggss,DShnW2mZR-0_000002,1382,0,2514,81,245
vggss,DTkc7PSmJ90_000030,1383,100,589,751,16
vggss,DUNOn71oGCw_000040,1384,0,1886,179,0
vggss,DUSKxRMntZY_000268,1385,1461,0,1644,679
vggss,DUlxiX4ri1Q_000045,1386,2409,0,0,1774
vggss,DVDQyIt56nQ_000200,1387,0,0,305,3896
vggss,DVU3ovcB058_000037,1388,497,894,3,733
vggss,DWLJMnVOT20_000083,1389,3714,464,0,1237
vggss,DXWEVucEPvU_000006,1390,221,3160,199,581
vggss,DYTLct-5tVs_000000,1391,87,19,2,1303
vggss,DYdalOQnx1Y_000030,1392,694,83,618,263
vggss,DZ2idjIBgKk_000030,1393,0,0,378,1372
vggss,DZFP5hm7iKg_000161,1394,3361,1611,411,538
vggss,DZFP5hm7iKg_000195,1395,5250,1385,560,0
vggss,DaaY_n80b2Y_000005,1396,593,1975,12,1190
vggss,Daqv2F6SEmQ_000030,1397,405,11,51,1188
vggss,Db0c4aAwUbY_000030,1398,2084,1561,13,300
vggss,Db6Hjt0x28k_000056,1399,1524,1681,107,390
vggss,Dbo9tI1f2mo_000083,1400,100,0,62,1681
vggss,DcMUa81JfBE_000010,1401,1635,0,0,2855
vggss,DcMUa81JfBE_000032,1402,2123,0,0,1379
vggss,DcU6AzN7imA_000210,1403,1833,98,14,761
vggss,Ddo9DOeh-PA_000218,1404,5945,597,0,35
vggss,DeiK0fdPv8Y_000008,1405,4394,1615,191,147
vggss,DexDu4FDEWM_000031,1406,1694,0,0,713
vggss,DfrOLl-Or0Q_000011,1407,9,25,735,211
vggss,DhiZ6pZ8LEc_000170,1408,1831,84,0,2466
vggss,DiUgEH6m7fw_000099,1409,100,0,3,1471
vggss,DitJemO43co_000014,1410,202,34,21,2176
vggss,Dj9gyAoqmQ0_000030,1411,784,0,0,395
vggss,DjPrMmqCqlg_000075,1412,1920,1024,57,3874
vggss,DjXyE3_g0b4_000156,1413,2075,0,0,670
vggss,DjqOjkoVu3M_000153,1414,500,7,522,1438
vggss,DkhdvvtvwTE_000020,1415,0,1488,189,0
vggss,Dm8tMkoPiX0_000090,1416,2273,0,163,93
vggss,Dm8tMkoPiX0_000135,1417,4322,88,0,0
vggss,DmJL3kSguyw_000023,1418,330,0,1313,1409
vggss,DmTSz-8AGRg_000003,1419,0,0,0,4590
vggss,Do5DfkHBhtg_000400,1420,3,0,496,843
vggss,DoPxrS9KYB0_000490,1421,1951,0,15,855
vggss,DoT_HlcSeck_000030,1422,8709,801,0,0
vggss,DpLi9YH5idY_000030,1423,2173,0,0,2257
vggss,DpdjtEEqTIQ_000003,1424,2692,987,105,710
vggss,DpxmQlaOtDg_000194,1425,1837,85,0,0
vggss,DqQT03hOLA4_000240,1426,6577,257,348,59
vggss,Dqv8aWzOgmo_000049,1427,35,0,394,572
vggss,Dr0Crzj0f4I_000141,1428,0,0,2198,85
vggss,DrN1hZuDLqA_000153,1429,2898,581,0,527
vggss,Dr_iScgnMPY_000026,1430,1468,346,695,247
vggss,DroAzooK4yw_000030,1431,4,768,86,0
vggss,DtUw0XOALfk_000064,1432,1078,0,0,27
vggss,Dtj3xlb92Vk_000070,1433,1668,140,27,597
vggss,Dvq1kY70ip4_000025,1434,403,1140,809,223
vggss,Dx13FJh7_tU_000022,1435,164,0,813,596
vggss,DyC9UIPr8tY_000034,1436,643,752,717,2127
vggss,DymSRUrjT5c_000560,1437,1106,0,764,107
vggss,DyzH7KzpIMk_000013,1438,56,24,1147,1306
vggss,E-hmA_v9ePI_000022,1439,1017,342,2754,1453
vggss,E-pIudhSCSg_000496,1440,113,0,0,3195
vggss,E0pr-jw5Nrg_000129,1441,1895,894,0,0
vggss,E1cKPUWHa8I_000084,1442,848,1166,358,0
vggss,E2DcawleYIY_000030,1443,8403,10,0,45
vggss,E3KhunKjg9s_000181,1444,2281,22,0,94
vggss,E3XIdP8kxwg_000110,1445,1629,0,0,2672
vggss,E3rjAlJCmUs_000422,1446,1277,1497,64,3
vggss,E4oNVFYPj8Y_000300,1447,3839,0,0,74
vggss,E6QQRZHrx6s_000030,1448,2156,0,117,712
vggss,E6_602iIrgY_000561,1449,2965,0,36,1701
vggss,E6tdua70y5E_000316,1450,1203,0,0,1284
vggss,E7CeefZM4I8_000008,1451,0,467,283,1105
vggss,E7m7feGvswI_000229,1452,1870,425,35,733
vggss,E7m7feGvswI_000620,1453,2126,10,546,142
vggss,E7n4klULtxI_000530,1454,122,0,0,3772
vggss,E7q_QwLYI8U_000210,1455,314,1941,0,0
vggss,E8SPrMj1cto_000030,1456,1815,376,276,651
vggss,E9Xbw70cul8_000037,1457,1922,416,271,337
vggss,EAJT9Bk_GeQ_000030,1458,256,0,0,1151
vggss,EBEXWRdUZB8_000024,1459,1457,682,184,107
vggss,EBHtpU1tB3E_000000,1460,128,149,1425,3006
vggss,EC7ZXHrHhvE_000057,1461,93,1433,1583,170
vggss,ECP7EJka6N8_000590,1462,84,52,94,516
vggss,ECVfSkmVy5Y_000001,1463,678,0,667,838
vggss,ED8UQJIMgeY_000521,1464,2474,296,858,1542
vggss,EFSxZd_eGjM_000017,1465,468,385,317,1144
vggss,EF_X0Ri1S3U_000030,1466,91,2840,0,0
vggss,EHiNnO7ZU9I_000110,1467,580,184,68,119
vggss,EIzBD62ja8E_000030,1468,596,90,88,0
vggss,EJJx3eIB6ro_000081,1469,133,217,178,3394
vggss,EJPTTiY0zxI_000308,1470,0,0,4212,1735
vggss,EJwOhdjhxXY_000012,1471,321,0,0,293
vggss,EM2O8RPZcuk_000000,1472,2190,993,0,0
vggss,ENQli94rpHM_000000,1473,71,36,1450,755
vggss,ENX0totqysA_000030,1474,1717,1406,0,0
vggss,EN_fOMt-IVE_000060,1475,1630,31,64,32
vggss,EO2y901299I_000030,1476,117,0,0,3308
vggss,EOKUV6hgMhM_000122,1477,669,935,85,698
vggss,EOSB-mXWEHA_000092,1478,584,363,6,7
vggss,EPzNwL4OVYI_000263,1479,476,1216,0,934
vggss,EQ91XVsmq-I_000030,1480,986,0,307,621
vggss,EQHrQIaQNv8_000030,1481,87,943,34,0
vggss,EQKs1YLMUuI_000004,1482,1549,350,0,124
vggss,ER2x_QMrxeU_000860,1483,1078,668,211,60
vggss,ERxlveTpCnw_000137,1484,532,606,0,4176
vggss,EScf6Anv-8E_000030,1485,0,0,1931,352
vggss,ETJOLbXNiwA_000007,1486,935,0,134,1019
vggss,EUF5k23kQuc_000034,1487,223,609,323,996
vggss,EUXUKCqUKyo_000005,1488,523,24,55,2470
vggss,EUy-RsUXJ00_000030,1489,1732,437,696,392
vggss,EVSNLohmKFc_000540,1490,2320,100,451,11
vggss,EVX-0lgG7Zo_000120,1491,3349,0,0,236
vggss,EW2eK_x3Rfc_000020,1492,214,86,494,777
vggss,EW3ZkpsGNBA_000001,1493,2609,3482,0,0
vggss,EWWyukVobq8_000009,1494,994,158,903,809
vggss,EXEYAlExz_o_000067,1495,33,1623,612,434
vggss,EYWZz8l8yKg_000110,1496,5788,5244,1,0
vggss,Ef0c2AieZ24_000130,1497,316,0,0,364
vggss,EfpGZ55vTVo_000030,1498,5037,0,0,12
vggss,EfzPbZ8MKAo_000017,1499,1606,340,152,293
vggss,EhlXJGEcuBU_000010,1500,1525,2096,431,322
vggss,EhvCJi5Zbsw_000088,1501,1454,1903,751,115
vggss,EiOtCVfF83c_000001,1502,336,75,1,1024
vggss,EksjhWF0zqE_000020,1503,185,0,776,2689
vggss,EktnWQuAjdI_000030,1504,297,0,0,2267
vggss,ElJFYwRtrH4_000030,1505,1733,509,0,621
vggss,EnXFqxbu-w0_000150,1506,402,0,0,3015
vggss,EqFttu-PgP0_000030,1507,1380,976,307,55
vggss,EqfXm8FwFe0_000009,1508,972,0,286,1889
vggss,EqkH0kLuIic_000054,1509,3,0,515,1427
vggss,EsLDe5fYDrs_000080,1510,3219,0,0,685
vggss,EtcoN3RhRZg_000127,1511,2651,1645,4,9
vggss,EtoEpxSMfSc_000090,1512,67,665,195,21
vggss,Evh-bm79BgQ_000275,1513,3691,3727,0,0
vggss,ExrHL878QsA_000039,1514,759,72,276,292
vggss,EyEVKlDZtrw_000025,1515,182,0,0,4357
vggss,EzCuOP46kpM_000210,1516,3095,479,913,46
vggss,F-bjopMLAo4_000090,1517,3336,26,0,0
vggss,F-c6oa091zo_000150,1518,862,125,360,1081
vggss,F-mbfDB9bN4_000020,1519,1673,545,218,834
vggss,F-p8xsDSjnw_000030,1520,105,967,1067,293
vggss,F0AtWOUItaQ_000060,1521,1282,574,248,287
vggss,F0CgRLr_pTI_000003,1522,1991,107,3,1069
vggss,F0xRrtS-_Wk_000030,1523,475,0,0,1255
vggss,F1X7egd8Us0_000030,1524,10,1004,471,106
vggss,F4JohaJr23s_000072,1525,1861,0,324,2277
vggss,F6IUxAJutsk_000030,1526,3055,6,0,37
vggss,F6oEu35qy_A_000025,1527,801,0,751,1333
vggss,F9Z4BYM8ttI_000395,1528,892,242,731,802
vggss,FD1LeLl1xBA_000060,1529,26,293,1,5651
vggss,FF2bhR7s3VY_000030,1530,0,0,17,3140
vggss,FFSWmryaZ60_000030,1531,1024,0,0,432
vggss,FGEcmA0EFpI_000000,1532,1584,0,0,360
vggss,FH0MZoQHSro_000030,1533,654,667,353,152
vggss,FHChU52nch0_000010,1534,0,0,0,3631
vggss,FHgtLE-TzQ4_000030,1535,163,91,0,2411
vggss,FHhZzDbLmw0_000016,1536,923,1048,280,0
vggss,FIktp5ggvX4_000010,1537,746,807,12,473
vggss,FJ6cTKn5MUw_000010,1538,747,1891,176,125
vggss,FK1DCWrW02s_000030,1539,1172,0,0,2362
vggss,FKElIiHW0Ws_000001,1540,278,10,0,7435
vggss,FKbldjY5sJw_000020,1541,24,947,98,729
vggss,FLuiWytkGd4_000029,1542,899,1277,600,0
vggss,FMLhPfYb-oY_000030,1543,0,0,15,10888
vggss,FMr1WHtXJbc_000030,1544,1485,126,1192,505
vggss,FNFgjJ00J9w_000030,1545,387,1356,423,1103
vggss,FQHhMhW4sHw_000040,1546,677,122,11,1298
vggss,FRoMl49q5gc_000160,1547,33,71,166,1726
vggss,FRwFfq3Tl1g_000310,1548,3970,11,119,43
vggss,FRzHx9ibb9I_000240,1549,596,3078,214,504
vggss,FTOafffuu5U_000150,1550,734,0,0,3575
vggss,FZiKkwC6bIE_000000,1551,0,0,1071,5110
vggss,FaMZfnJKuqA_000019,1552,85,96,4581,591
vggss,FatuEXsaQ20_000030,1553,1226,3354,469,940
vggss,FayXchyGICg_000027,1554,539,250,20,284
vggss,FbwgXeLSRTE_000002,1555,550,575,4,84
vggss,Fc_P1r8SSRw_000071,1556,4883,711,0,375
vggss,FfwAkXR6JMc_000025,1557,3201,0,3097,808
vggss,FgzVC4jxtxg_000100,1558,61,29,1,745
vggss,Fh6RuC3pNhw_000030,1559,2003,459,65,541
vggss,FjRjHKz1kU0_000030,1560,492,203,0,316
vggss,Fl0yc47JSWM_000025,1561,3139,23,5,85
vggss,Fl_gvQ9bPvM_000129,1562,230,3543,299,106
vggss,Fm5ZiCupuqc_000045,1563,965,0,0,3283
vggss,FmekHi2dLdI_000083,1564,111,235,1640,153
vggss,FmpWIi0pt7o_000094,1565,0,0,17,5929
vggss,FndCEC7yK2g_000104,1566,14,0,127,3101
vggss,Fo_FDiZhzDo_000030,1567,555,0,0,818
vggss,Fot4v0DdGyE_000020,1568,3195,0,0,5
vggss,FpYuJwh_vo8_000070,1569,3899,108,0,0
vggss,FrCNRlxXulg_000012,1570,73,0,229,450
vggss,FrJx8vk4GWs_000100,1571,359,0,1227,441
vggss,FrLkQovl2Ok_000000,1572,0,0,1143,1466
vggss,FrnRa5sseEM_000104,1573,2904,1668,0,3770
vggss,FsO5303dhUc_000072,1574,250,34,168,734
vggss,FsVcCpJ6Gak_000030,1575,1091,178,15,174
vggss,Fsu8KjtWhPo_000003,1576,0,0,615,2316
vggss,Fsu8KjtWhPo_000079,1577,389,2679,1983,66
vggss,FsywuRmOMTM_000030,1578,4587,6339,571,35
vggss,Fup02r6oh-8_000030,1579,1358,1476,325,0
vggss,FvmWB20IUaM_000184,1580,11814,7132,0,0
vggss,FwVYUHKoLtQ_000034,1581,547,1006,1,0
vggss,FxkZsO4Kd78_000022,1582,482,153,0,1380
vggss,Fz-dxPOWP58_000038,1583,170,826,1815,850
vggss,FzzboZDObbs_000041,1584,479,917,1021,394
vggss,G--718JDmAQ_000000,1585,82,127,13,2960
vggss,G-tO6Sqyiu4_000030,1586,803,3798,723,135
vggss,G2jq2X-00n4_000000,1587,538,0,1684,560
vggss,G3Ze1ntr30g_000440,1588,2105,376,0,800
vggss,G3c7Ye58Y2Q_000025,1589,324,26,924,1278
vggss,G4fTKotMoWI_000030,1590,34,2161,0,0
vggss,G5LqrMcq1QE_000280,1591,0,2125,453,0
vggss,G7Fr50rWppo_000040,1592,998,781,372,27
vggss,G7IRrV4fNpU_000191,1593,3,20,52,1117
vggss,G7ZE5J9gHMQ_000150,1594,2846,0,0,1380
vggss,G7qe64jM9zs_000200,1595,1142,513,0,865
vggss,G8VETC-kEio_000049,1596,467,1905,663,0
vggss,G93_g41lh7U_000032,1597,125,2455,404,20
vggss,GBLKj2d0iC4_000030,1598,245,0,76,1045
vggss,GBifExKnaWI_000001,1599,99,1620,62,16
vggss,GC1ajVlK-ek_000050,1600,0,0,0,1385
vggss,GCDWVj9BjU8_000012,1601,301,0,492,116
vggss,GD8XWhkFC50_000030,1602,797,319,0,1457
vggss,GESrnHr-SjU_000021,1603,1815,471,126,0
vggss,GG6XkHATIyw_000090,1604,6,442,710,6
vggss,GGpS5Zychoc_000053,1605,185,0,9,4912
vggss,GGqC1H9BeTg_000180,1606,1366,6,181,1427
vggss,GHowpWCU9Lo_000030,1607,32,1135,492,16
vggss,GIWJpC_OW1E_000023,1608,951,0,974,1969
vggss,GIvdJOuBLgI_000340,1609,3056,825,23,780
vggss,GK9b04Q2X90_000018,1610,4096,1310,463,69
vggss,GKPDhTCffNw_000292,1611,213,0,652,2048
vggss,GLIXnXZEOxY_000090,1612,7638,68,0,109
vggss,GMKY1SWCmIQ_000055,1613,81,211,2481,1291
vggss,GNYKzDo4w7w_000110,1614,1055,269,597,1535
vggss,GO2Tf8KLJ14_000061,1615,58,2825,26,0
vggss,GOZBp_5NGtk_000016,1616,3835,1261,0,243
vggss,GO_1gBjIR1c_000030,1617,0,0,180,3604
vggss,GS8dnIAHj2A_000013,1618,3073,1086,0,0
vggss,GSAMEMX_oAg_000200,1619,1572,911,93,19
vggss,GSSWxAo_oyo_000011,1620,251,0,0,2412
vggss,GUJCLsTnqTA_000174,1621,1970,7,216,5357
vggss,GUJCLsTnqTA_000192,1622,24,0,2769,4282
vggss,GVj556hlo5A_000045,1623,628,0,0,952
vggss,GVk8l4S9NN0_000039,1624,1955,49,16,7
vggss,GW4XJ_zY-SQ_000010,1625,105,445,1569,282
vggss,GWTZtu3NOCc_000030,1626,25,403,828,173
vggss,GWlU-skSlAg_000100,1627,1054,765,1199,97
vggss,GX88nJyAb_I_000030,1628,546,97,374,288
vggss,GXLeUXSVFYU_000030,1629,231,1199,187,0
vggss,GXRooshOGuc_000030,1630,4033,995,632,703
vggss,GXuqtCdONDs_000091,1631,487,2225,0,0
vggss,GYQVFv7wGHY_000026,1632,725,134,0,5712
vggss,GafN7X_ifI0_000030,1633,0,0,1851,3956
vggss,GbI7rZa22Zs_000052,1634,185,0,0,379
vggss,GbJ84ESfKOs_000030,1635,1897,0,0,214
vggss,GdFlyobMoAE_000009,1636,889,424,575,44
vggss,GeUJHkgzFSE_000012,1637,0,0,3277,378
vggss,Gg6Jx9UTBZI_000158,1638,891,0,0,4869
vggss,Ggh5JPnDPNw_000070,1639,728,598,29,154
vggss,GhEPMDQZ174_000030,1640,1262,47,53,2840
vggss,GjoBV2mf8jo_000080,1641,3459,0,0,518
vggss,GjoBV2mf8jo_000131,1642,2256,0,0,640
vggss,GjqHhBTAO0U_000030,1643,1925,647,0,195
vggss,GkStiQ3hR5g_000220,1644,963,0,0,1778
vggss,Gl91Nx0dVuU_000167,1645,957,0,0,263
vggss,GlnhrMSrP5c_000014,1646,415,1332,409,26
vggss,GmIZBYNqyT0_000010,1647,678,1157,41,207
vggss,GmgaXjkHfk4_000164,1648,2119,528,27,752
vggss,GmnVEP2AlQI_000102,1649,45,1009,467,38
vggss,Gn7-NxQCzok_000010,1650,721,26,24,1714
vggss,GnmgSQq6E54_000180,1651,449,21,71,4328
vggss,GnyxoE5mCeQ_000030,1652,104,1102,240,76
vggss,GouCuaIlrTU_000036,1653,432,5,55,1796
vggss,GpCE19eTlaM_000079,1654,0,0,0,4415
vggss,Gr-aT8sYNN8_000030,1655,1240,1342,0,34
vggss,GrACpo7aonA_000030,1656,10,1021,1469,30
vggss,Grnk9p9P7Qk_000017,1657,43,1246,820,76
vggss,GsBd9c0-Mk4_000330,1658,2373,30,103,838
vggss,GtJiY4ezw_E_000010,1659,633,179,0,645
vggss,GtZEBM9fBts_000005,1660,189,799,140,169
vggss,GteozUDpJRc_000030,1661,30,0,0,2752
vggss,GuEoGHNGYr4_000030,1662,1430,223,169,438
vggss,Guwl5G6Wr4Y_000030,1663,776,66,184,884
vggss,GvBjQc3Tywo_000130,1664,3790,862,0,80
vggss,GvRM_UnjJoE_000030,1665,4857,344,268,87
vggss,GvegcC3HzLA_000058,1666,165,0,0,1780
vggss,GwBS2NzjAvA_000030,1667,2839,0,0,347
vggss,GyHmkrrU0ZM_000125,1668,1845,32,4,131
vggss,GydL9SSi7U0_000070,1669,184,1451,911,1457
vggss,GzPqONtFJXA_000060,1670,326,96,4084,2974
vggss,H-bTMbePj0A_000121,1671,6993,1465,8,46
vggss,H0MTqgT8UkU_000110,1672,648,1136,1912,900
vggss,H1ynbvzW0js_000026,1673,358,15,585,1106
vggss,H2g3fH2PfM0_000102,1674,191,693,346,356
vggss,H3P5GZ8fMCw_000030,1675,1586,0,478,555
vggss,H3XoJGQoMJI_000040,1676,89,174,36,739
vggss,H4rdJlSSt5Y_000030,1677,1147,275,40,2
vggss,H5XxUukegis_000002,1678,1965,0,0,802
vggss,H5rRqioLDxY_000030,1679,3131,0,0,111
vggss,H6RE7PjUrjI_000015,1680,1002,940,6,65
vggss,H6c8ZDrdUaM_000030,1681,145,1390,2010,741
vggss,H85puQUqrQY_000150,1682,453,139,95,4058
vggss,H942QC8B3bc_000030,1683,613,0,0,793
vggss,HAEoz3VbaP8_000000,1684,0,706,0,0
vggss,HALbfdYE3hM_000215,1685,2469,593,0,0
vggss,HAkUrI9yU8U_000062,1686,3035,0,0,47
vggss,HC4f5gUkLME_000171,1687,0,2181,198,0
vggss,HCmwbTIHIcw_000002,1688,1606,1054,4657,110
vggss,HDWZu2roOgU_000032,1689,625,696,111,0
vggss,HDvPMEU33HM_000089,1690,239,827,323,1724
vggss,HEBbCfH6xME_000003,1691,694,1062,3284,429
vggss,HINQ5Td2jZc_000090,1692,2726,1832,0,0
vggss,HIQ63_WoKwg_000030,1693,1670,202,219,350
vggss,HIT2YWOALto_000002,1694,76,673,1583,130
vggss,HJ6T0inw2mo_000012,1695,652,286,1094,639
vggss,HJg4jZNv1pc_000150,1696,3688,613,0,180
vggss,HJhFxiKjBoo_000030,1697,336,0,0,807
vggss,HJrYNAIm1AY_000110,1698,637,0,0,238
vggss,HKN2548Ts6A_000030,1699,514,19,12,4908
vggss,HKhBeY4I830_000009,1700,1904,1417,11,0
vggss,HKvc2fgaeak_000189,1701,4243,1471,47,0
vggss,HKvimMUXe7c_000181,1702,629,10,31,3238
vggss,HLn-Q2t8NH8_000000,1703,2073,0,0,1664
vggss,HLsRePLObfI_000030,1704,5125,483,0,0
vggss,HLxIwN7KAks_000020,1705,1014,452,155,0
vggss,HMhAM5aicvI_000030,1706,153,33,540,1122
vggss,HMyRA33XJRM_000077,1707,1875,928,2382,3836
vggss,HN4KMLVaT74_000061,1708,668,0,24,164
vggss,HNNDBeHGlBc_000015,1709,996,3746,29,22
vggss,HN_mjGAWjJ4_000171,1710,1460,1103,0,0
vggss,HNtNFaXeYQ4_000140,1711,457,454,1903,26
vggss,HOTIBJemUB8_000087,1712,469,589,4,289
vggss,HOhpKjQWqxc_000030,1713,529,768,0,701
vggss,HOm3GkVl8D8_000040,1714,769,510,510,84
vggss,HOqx0IZGgBk_000286,1715,1121,680,104,16
vggss,HP4bUf_w4hU_000522,1716,9,0,1018,1561
vggss,HPfBYRU8tVM_000030,1717,1957,187,59,1677
vggss,HQ8eR2lvjSE_000030,1718,1437,4175,7,99
vggss,HQAaW-5IwHo_000002,1719,566,703,330,1143
vggss,HQAaW-5IwHo_000016,1720,54,292,1105,1321
vggss,HQSHJVH2x4w_000024,1721,80,0,2156,964
vggss,HS28EUWt8dE_000110,1722,237,1330,0,2819
vggss,HSPBrLMYWQA_000030,1723,2019,0,0,1572
vggss,HShbaC9ORSo_000410,1724,0,2458,250,0
vggss,HU7oqkJeItQ_000000,1725,0,1,997,332
vggss,HUm2vzjI6DQ_000220,1726,700,1500,55,465
vggss,HVSrOlC3270_000045,1727,1233,4059,851,120
vggss,HXq7yu1jWJE_000035,1728,0,0,273,1058
vggss,HXqj_9oZReQ_000014,1729,2047,103,288,225
vggss,HYQ8F3qtKEA_000083,1730,410,5,0,2438
vggss,HZDIyvYqEC8_000066,1731,508,381,1636,3400
vggss,HZRJxOXw2os_000207,1732,682,211,11,2559
vggss,H_-2X4LNDH0_000001,1733,2364,11,31,22
vggss,HaLZD-2ppdU_000008,1734,691,6,0,2380
vggss,HajY_r6RNy0_000090,1735,4017,288,94,5
vggss,HbKm3MFLDjQ_000000,1736,3022,0,46,2196
vggss,Hc_UM8l_sTg_000030,1737,576,1879,15,0
vggss,HeLV1buhzpI_000030,1738,1642,2408,0,101
vggss,HejDlgS37cw_000288,1739,263,405,81,16
vggss,Hexc6YWqptw_000005,1740,458,775,22,68
vggss,HfnGMq0S-vo_000019,1741,356,1544,862,284
vggss,HgJaV3YXwnM_000030,1742,144,1568,1001,0
vggss,HhJNtJYbWkk_000032,1743,1347,0,0,503
vggss,HhUYxDk7_98_000018,1744,108,0,257,2088
vggss,HhsGpNE4abY_000300,1745,394,0,1,6249
vggss,HhvCh6gOZS8_000372,1746,116,0,0,232
vggss,Hi6yZLHQ2SA_000000,1747,2462,0,0,395
vggss,HiM0cqYAV7Q_000020,1748,827,2349,352,42
vggss,Hjj6LamDw20_000030,1749,0,0,2566,3766
vggss,Hjx-S-6U9k0_000000,1750,1898,68,286,135
vggss,Hjx-S-6U9k0_000050,1751,4,2417,1385,1015
vggss,Hjyl1n_1muU_000006,1752,4158,5552,0,169
vggss,Hk8N0oXixHU_000270,1753,3454,945,85,786
vggss,HkQHdrxx_v0_000010,1754,1721,0,221,739
vggss,Hm6hH83SFGk_000010,1755,0,0,554,5919
vggss,Hmh623kqD5g_000030,1756,98,19,185,618
vggss,HmqjTIXdF5Y_000004,1757,315,0,0,727
vggss,HoJJ9jdljtw_000292,1758,2380,239,0,0
vggss,HoO07sydAZI_000030,1759,1410,667,205,2500
vggss,HpDgnUgkNTo_000120,1760,267,111,1241,1478
vggss,HpseKJL6jRQ_000129,1761,750,75,84,1804
vggss,HqF7uiKEjUA_000050,1762,0,0,0,2719
vggss,HqHNS2jKgu8_000115,1763,34,1922,280,351
vggss,HrEUzoS9ErQ_000000,1764,114,180,16,2563
vggss,HrPnGYGrvm0_000100,1765,56,1746,639,0
vggss,Ht9kn-X06os_000184,1766,2147,128,0,141
vggss,HwGK5RvNOFI_000030,1767,350,716,914,503
