dataset,model,sample_id,sample_index,readout,iou
vggss,mean_cram,1aDnyPubxdY_000118,266,AUD,0.6552259982433619
vggss,mean_cram,1cqcTbDxsHM_000130,267,AUD,0.6264330447281065
vggss,mean_cram,1cwGW0cBdRs_000030,268,AUD,0.3789311119430925
vggss,mean_cram,1cxvg7qu0G0_000070,269,AUD,0.4302868254739913
vggss,mean_cram,1dyFP4MGkIM_000030,270,AUD,0.35797943248904973
vggss,mean_cram,1eBzpkIY-TY_000198,271,AUD,0.6088029267462636
vggss,mean_cram,1f-L1M-S6RQ_000030,272,AUD,0.11662155194637794
vggss,mean_cram,1g3n6Zaqid8_000064,273,AUD,0.531941640318464
vggss,mean_cram,1gSwLBNvEWE_000034,274,AUD,0.5279508264806047
vggss,mean_cram,1gWu-9hPzFs_000022,275,AUD,0.7455845735132318
vggss,mean_cram,1hba9jmspEQ_000030,276,AUD,0.3904471870492066
vggss,mean_cram,1hknEtsmdOc_000030,277,AUD,0.26623970722781337
vggss,mean_cram,1hoUEfsTmdE_000030,278,AUD,0.17784577138212937
vggss,mean_cram,1hwkxJOl1PY_000020,279,AUD,0.25794419338641417
vggss,mean_cram,1kTMiyc5eXg_000163,280,AUD,0.5894389438943894
vggss,mean_cram,1kiR-BU9Fik_000071,281,AUD,0.08825465670139024
vggss,mean_cram,1mkIuq3rjUg_000019,282,AUD,0.4190577111183567
vggss,mean_cram,1n6JyJt4kJ4_000018,283,AUD,0.2555346610821438
vggss,mean_cram,1nUqhH8bAPk_000030,284,AUD,0.29082795290543106
vggss,mean_cram,1oJAVJPX0YY_000020,285,AUD,0.5857251195893128
vggss,mean_cram,1obzCbmFpa8_000410,286,AUD,0.2379343991593485
vggss,mean_cram,1p3NSKpuJDs_000144,287,AUD,0.011596613984439987
vggss,mean_cram,1p5jl5JeZx8_000117,288,AUD,0.49622422649906495
vggss,mean_cram,1q8kkQhS97g_000140,289,AUD,0.484963347040944
vggss,mean_cram,1rtXsGC-q3Q_000030,290,AUD,0.5888627911528674
vggss,mean_cram,1sukRxLM77w_000021,291,AUD,0.595904931934836
vggss,mean_cram,1tC7bTilFWk_000030,292,AUD,0.6631615041719053
vggss,mean_cram,1uCzQCdCC1U_000170,293,AUD,0.0407224644277296
vggss,mean_cram,1uhuVsFGe6E_000050,294,AUD,0.13188354963170817
vggss,mean_cram,1veIcvGPRYw_000003,295,AUD,0.18624825961229516
vggss,mean_cram,1vrJPFfLMvA_000233,296,AUD,0.3518160326670965
vggss,mean_cram,1vrR6Im_RDo_000030,297,AUD,0.35336104463198553
vggss,mean_cram,1vy-ZxTMQf4_000377,298,AUD,0.6204156992195149
vggss,mean_cram,1woaZGPrY9g_000002,299,AUD,0.012269221780789904
vggss,mean_cram,1xS-iGBR2b8_000014,300,AUD,0.5550245861901794
vggss,mean_cram,1xYpHbg0fEE_000030,301,AUD,0.22249242264044547
vggss,mean_cram,1xyVkQJ8A54_000000,302,AUD,0.6856568882478687
vggss,mean_cram,1yKGjTOk7NY_000030,303,AUD,0.1434360616369822
vggss,mean_cram,1yWGmdevTuM_000030,304,AUD,0.41738617471979406
vggss,mean_cram,1z19uJK6SB0_000076,305,AUD,0.5378399622700833
vggss,mean_cram,1zQtgRqPHZU_000024,306,AUD,0.0793107383316216
vggss,mean_cram,20Nlj7Cz4E0_000030,307,AUD,0.1208844773341605
vggss,mean_cram,20qZLse0acs_000030,308,AUD,0.6420454545454546
vggss,mean_cram,21I0YiLHzvg_000038,309,AUD,0.4100058387879905
vggss,mean_cram,24tWz7gmngI_000030,310,AUD,0.617925940712646
vggss,mean_cram,253aGgk7NSE_000010,311,AUD,0.5859528487229863
vggss,mean_cram,25PvbXDbZO8_000035,312,AUD,0.4714530481401647
vggss,mean_cram,25QsgUI0x8U_000020,313,AUD,0.32971014492753625
vggss,mean_cram,26dqZUTv5os_000175,314,AUD,0.25814385985961963
vggss,mean_cram,28StN9ykZ68_000094,315,AUD,0.02020248293554446
vggss,mean_cram,28ehZa0fzmo_000028,316,AUD,0.5254270859123545
vggss,mean_cram,28p0DrP3KgI_000021,317,AUD,0.21669261912176893
vggss,mean_cram,29MZ0dwOBOM_000112,318,AUD,0.6058478965967953
vggss,mean_cram,29ZWMYIEq3g_000141,319,AUD,0.21921689850592477
vggss,mean_cram,29dwfsI1XlQ_000006,320,AUD,0.6380413999501205
vggss,mean_cram,2ACsPTob5cY_000118,321,AUD,0.5840840466149277
vggss,mean_cram,2ACsPTob5cY_000349,322,AUD,0.5655152239097048
vggss,mean_cram,2ASyuuVhr6M_000052,323,AUD,0.7734668335419274
vggss,mean_cram,2B-xGbzOjYY_000030,324,AUD,0.4870800113895216
vggss,mean_cram,2BR2Ivk_EFA_000021,325,AUD,0.49235024126162175
vggss,mean_cram,2Bljhdt61Y4_000038,326,AUD,0.5341618497109827
vggss,mean_cram,2C4aXzGI2eI_000415,327,AUD,0.631986208002566
vggss,mean_cram,2EYGJpU7juM_000130,328,AUD,0.17464038359083645
vggss,mean_cram,2HZcxlRs-hg_000030,329,AUD,0.7462013632490769
vggss,mean_cram,2IEoe3YvCJo_000020,330,AUD,0.5694172057489096
vggss,mean_cram,2INpPpv4NRg_000560,331,AUD,0.15562913907284767
vggss,mean_cram,2ISY5z0QQfc_000101,332,AUD,0.4685146931431998
vggss,mean_cram,2Jpg_KvJWL0_000030,333,AUD,0.6251944925579074
vggss,mean_cram,2JpvRGz5Dq0_000001,334,AUD,0.7792978615928607
vggss,mean_cram,2K5Px-N6BEI_000447,335,AUD,0.6632558753630843
vggss,mean_cram,2KEg1a42Wx0_000288,336,AUD,0.42908465624712133
vggss,mean_cram,2LRhkMH48_Q_000030,337,AUD,0.6402119400447681
vggss,mean_cram,2M0i--pR-To_000037,338,AUD,0.40804333853640623
vggss,mean_cram,2MKPKDQcgVc_000036,339,AUD,0.7352509539184033
vggss,mean_cram,2NESqWU89V0_000338,340,AUD,0.4948975426565434
vggss,mean_cram,2Oe5kao1ycY_000310,341,AUD,0.5951340206185567
vggss,mean_cram,2PHV2xNjGVU_000126,342,AUD,0.10677036665352496
vggss,mean_cram,2Pl5B1Tpn1U_000024,343,AUD,0.30945850828863375
vggss,mean_cram,2QuZzkvq_YQ_000000,344,AUD,0.29239766081871343
vggss,mean_cram,2REf8hLLYMw_000030,345,AUD,0.3823416716842739
vggss,mean_cram,2RHarmH7DEk_000024,346,AUD,0.7858206933911159
vggss,mean_cram,2SchRwpsT7s_000048,347,AUD,0.6662990736656375
vggss,mean_cram,2Ssh4YWMroo_000030,348,AUD,0.6130810165073849
vggss,mean_cram,2T8OhRXZDTs_000030,349,AUD,0.3543389786004989
vggss,mean_cram,2TprtMP1RDo_000030,350,AUD,0.3904608488583835
