readout,grid,sample_index,gt_response,nearfp_response,gt_nearfp_gap,precision,coverage,activated_area
AUD,native_14x14_descriptive,2635.2616822429904,0.79474676,0.7271147151441607,0.06763200742927113,0.47024948770288216,0.854291,0.4458325386229258
IMG_QUERY,native_14x14_descriptive,2635.2616822429904,0.768098,0.7104425128945834,0.0576555149424703,0.49231302185561215,0.8005816,0.3966240701888232
IQR,native_14x14_descriptive,2635.2616822429904,0.786175,0.7219714841728826,0.06420352458588059,0.48222188277995764,0.83645225,0.42251573526606906
