scale,dataset,sample_id,sample_index,readout,precision,coverage,activated_area,gt_nearfp_gap,gt_response,nearfp_response,groupA,ogl_help,aud_better,ogl_minus_aud_iou
144k,flickr,10013411946,4,AUD,0.6833072916666667,0.7106025815010071,0.3826530612244898,0.06064879894256592,0.6829104423522949,0.622261643409729,False,False,False,-0.029859166915057633
144k,flickr,10013411946,4,IMG_QUERY,0.657298573437814,0.7087609767913818,0.39676339285714285,0.0758821964263916,0.6888841390609741,0.6130019426345825,False,False,False,-0.029859166915057633
144k,flickr,10013411946,4,IQR,0.6996686913307565,0.6863101124763489,0.36092952806122447,0.07081210613250732,0.6709444522857666,0.6001323461532593,False,False,False,-0.029859166915057633
144k,flickr,10013411946,4,OGL,0.9589236430542778,0.5645768642425537,0.2166374362244898,0.16938400268554688,0.6123900413513184,0.4430060386657715,False,False,False,-0.029859166915057633
144k,flickr,10016382545,5,AUD,0.617763115337344,0.8507795333862305,0.6161910076530612,0.03372693061828613,0.7298048734664917,0.6960779428482056,False,False,False,0.0046352722017724
144k,flickr,10016382545,5,IMG_QUERY,0.5871477072851474,0.6393764019012451,0.4872249681122449,-0.017117023468017578,0.6502841711044312,0.6674011945724487,False,False,False,0.0046352722017724
144k,flickr,10016382545,5,IQR,0.6191168023786194,0.8162137866020203,0.5898636798469388,0.013497114181518555,0.7029885053634644,0.6894913911819458,False,False,False,0.0046352722017724
144k,flickr,10016382545,5,OGL,0.6380329107836065,0.8272828459739685,0.5801379145408163,0.05643808841705322,0.729324221611023,0.6728861331939697,False,False,False,0.0046352722017724
144k,flickr,10031203703,6,AUD,0.9234115645166469,0.9059025645256042,0.6207549426020408,0.23521649837493896,0.7953217029571533,0.5601052045822144,False,False,False,-0.07325057788659772
144k,flickr,10031203703,6,IMG_QUERY,0.862400540238997,0.9251472353935242,0.6787906568877551,0.16887354850769043,0.7987364530563354,0.629862904548645,False,False,False,-0.07325057788659772
144k,flickr,10031203703,6,IQR,0.905885826159918,0.9181548953056335,0.6413225446428571,0.20953595638275146,0.7969061136245728,0.5873701572418213,False,False,False,-0.07325057788659772
144k,flickr,10031203703,6,OGL,0.9835659700561448,0.794560432434082,0.5111607142857143,0.24622410535812378,0.7109730243682861,0.46474891901016235,False,False,False,-0.07325057788659772
144k,flickr,10035917404,7,AUD,0.8306185875833146,0.6989916563034058,0.5322464923469388,0.029065310955047607,0.7024328112602234,0.6733675003051758,False,False,False,-0.020926435973823487
144k,flickr,10035917404,7,IMG_QUERY,0.7726308195051564,0.5736725926399231,0.4696069834183674,-0.07703304290771484,0.6099896430969238,0.6870226860046387,False,False,False,-0.020926435973823487
144k,flickr,10035917404,7,IQR,0.8051441780285222,0.6475657820701599,0.5086894132653061,-0.013644814491271973,0.6687979698181152,0.6824427843093872,False,False,False,-0.020926435973823487
144k,flickr,10035917404,7,OGL,0.7802930580573646,0.7097998857498169,0.5753348214285714,0.015823781490325928,0.7113747596740723,0.6955509781837463,False,False,False,-0.020926435973823487
144k,flickr,10045181004,8,AUD,0.825117479038054,0.720043420791626,0.43259725765306123,0.018991827964782715,0.7140322327613831,0.6950404047966003,False,False,False,-0.018027862682679308
144k,flickr,10045181004,8,IMG_QUERY,0.8308636634038181,0.6176654100418091,0.36852279974489793,-0.014495551586151123,0.6590729355812073,0.6735684871673584,False,False,False,-0.018027862682679308
144k,flickr,10045181004,8,IQR,0.8303276669130327,0.6774880886077881,0.404476243622449,0.005625665187835693,0.6949973702430725,0.6893717050552368,False,False,False,-0.018027862682679308
144k,flickr,10045181004,8,OGL,0.9093113755569342,0.6481999158859253,0.35337611607142855,0.09445035457611084,0.6710638999938965,0.5766135454177856,False,False,False,-0.018027862682679308
144k,flickr,10060697266,9,AUD,0.9640027627676431,0.8057937622070312,0.4905333227040816,0.12752771377563477,0.7275571823120117,0.600029468536377,False,False,False,-0.070710354055599
144k,flickr,10060697266,9,IMG_QUERY,0.9117069980379333,0.7101255059242249,0.4570910395408163,0.04039478302001953,0.6952255368232727,0.6548307538032532,False,False,False,-0.070710354055599
144k,flickr,10060697266,9,IQR,0.9468642956823276,0.7604048252105713,0.47128109056122447,0.09559643268585205,0.714529275894165,0.618932843208313,False,False,False,-0.070710354055599
144k,flickr,10060697266,9,OGL,0.9789652950382031,0.7223175168037415,0.43299585459183676,0.1780497431755066,0.6867305040359497,0.5086807608604431,False,False,False,-0.070710354055599
144k,flickr,10061269855,10,AUD,0.9607210549663265,0.718718409538269,0.4942004145408163,0.056275248527526855,0.7040665149688721,0.6477912664413452,False,False,False,-0.07798739832486856
144k,flickr,10061269855,10,IMG_QUERY,0.9942378891380299,0.5752190947532654,0.38219467474489793,0.08631473779678345,0.5778688192367554,0.4915540814399719,False,False,False,-0.07798739832486856
144k,flickr,10061269855,10,IQR,0.9802551776809381,0.6582746505737305,0.4436184630102041,0.06889253854751587,0.6589176058769226,0.5900250673294067,False,False,False,-0.07798739832486856
144k,flickr,10061269855,10,OGL,0.9971449136276391,0.6269289255142212,0.4153380102040816,0.1272900104522705,0.6412540078163147,0.5139639973640442,False,False,False,-0.07798739832486856
144k,flickr,10067897816,11,AUD,0.343221199404359,0.7953181862831116,0.5888871173469388,-0.03737765550613403,0.7984317541122437,0.8358094096183777,False,True,False,0.12271077514594408
144k,flickr,10067897816,11,IMG_QUERY,0.3224891486527139,0.58847975730896,0.4637476084183674,-0.1531749963760376,0.675452709197998,0.8286277055740356,False,True,False,0.12271077514594408
144k,flickr,10067897816,11,IQR,0.3395969003528941,0.732031524181366,0.5478117028061225,-0.08890324831008911,0.7631916999816895,0.8520949482917786,False,True,False,0.12271077514594408
144k,flickr,10067897816,11,OGL,0.4456173169428113,0.9153825044631958,0.5220424107142857,0.06642180681228638,0.8025301098823547,0.7361083030700684,False,True,False,0.12271077514594408
144k,flickr,10069511285,12,AUD,0.8318284424379232,0.9130155444145203,0.6974848533163265,0.06996440887451172,0.8254510164260864,0.7554866075515747,False,False,False,-0.013464146611122718
144k,flickr,10069511285,12,IMG_QUERY,0.8738251257611861,0.8280853033065796,0.6022002551020408,0.11796653270721436,0.7496200203895569,0.6316534876823425,False,False,False,-0.013464146611122718
144k,flickr,10069511285,12,IQR,0.8508987299566548,0.8804140090942383,0.6575055803571429,0.09162044525146484,0.8010777235031128,0.709457278251648,False,False,False,-0.013464146611122718
144k,flickr,10069511285,12,OGL,0.8853896423762766,0.8455700278282166,0.6068837691326531,0.10781753063201904,0.7466655969619751,0.638848066329956,False,False,False,-0.013464146611122718
144k,flickr,10079676496,13,AUD,0.7889526975970984,0.9411563277244568,0.6593789859693877,0.1403130292892456,0.7824456691741943,0.6421326398849487,False,False,False,-0.030095812789505016
144k,flickr,10079676496,13,IMG_QUERY,0.8431081660238025,0.9221006035804749,0.6045320471938775,0.15954726934432983,0.7469690442085266,0.5874217748641968,False,False,False,-0.030095812789505016
144k,flickr,10079676496,13,IQR,0.8095245523179634,0.935603678226471,0.6388313137755102,0.1482330560684204,0.7686033844947815,0.6203703284263611,False,False,False,-0.030095812789505016
144k,flickr,10079676496,13,OGL,0.8872518367984993,0.8185833692550659,0.5099649234693877,0.1714944839477539,0.6828193664550781,0.5113248825073242,False,False,False,-0.030095812789505016
144k,flickr,10080652613,14,AUD,0.958975451095795,0.8344507813453674,0.5147082270408163,0.28011229634284973,0.765485405921936,0.4853731095790863,False,False,False,-0.08690322161949715
144k,flickr,10080652613,14,IMG_QUERY,0.9396890875062068,0.828908383846283,0.5217833227040817,0.24309265613555908,0.7344260215759277,0.49133336544036865,False,False,False,-0.08690322161949715
144k,flickr,10080652613,14,IQR,0.958869395711501,0.8286725282669067,0.5112005739795918,0.27194464206695557,0.7534322738647461,0.4814876317977905,False,False,False,-0.08690322161949715
144k,flickr,10080652613,14,OGL,0.9710054974286221,0.7379379868507385,0.4495376275510204,0.3027912378311157,0.7235586643218994,0.4207674264907837,False,False,False,-0.08690322161949715
144k,flickr,10106776154,15,AUD,0.7938546945098925,0.7425543665885925,0.6174864477040817,0.06621503829956055,0.703726053237915,0.6375110149383545,False,False,False,0.05538964367848842
144k,flickr,10106776154,15,IMG_QUERY,0.8668559904514961,0.6358627676963806,0.48423549107142855,0.028698444366455078,0.6263840198516846,0.5976855754852295,False,False,False,0.05538964367848842
144k,flickr,10106776154,15,IQR,0.8249071436298727,0.6906123757362366,0.5526745854591837,0.0526767373085022,0.6701057553291321,0.6174290180206299,False,False,False,0.05538964367848842
144k,flickr,10106776154,15,OGL,0.910446631339894,0.7261914014816284,0.5265465561224489,0.20213466882705688,0.645560622215271,0.4434259533882141,False,False,False,0.05538964367848842
144k,flickr,10109936483,16,AUD,0.6945124617402711,0.9739698171615601,0.4557955994897959,0.16873157024383545,0.8371037244796753,0.6683721542358398,False,False,True,-0.16836800132093066
