scale,dataset,sample_id,sample_index,readout,precision,coverage,activated_area,gt_nearfp_gap,gt_response,nearfp_response,groupA,ogl_help,aud_better,ogl_minus_aud_iou
144k,vggss,-kZVoaYYU6o_000000,80,OGL,0.734063796016589,0.8365132212638855,0.38924984056122447,0.07143044471740723,0.7546919584274292,0.683261513710022,True,True,False,0.18293788944502853
144k,vggss,-oGJwGEsIiA_000090,84,AUD,0.4922158666998259,0.7649968862533569,0.4006895727040816,-0.016227006912231445,0.7500476241111755,0.766274631023407,True,True,False,0.10974724900917243
144k,vggss,-oGJwGEsIiA_000090,84,IMG_QUERY,0.4970899865691688,0.7724953889846802,0.4006497130102041,-0.02013188600540161,0.7336918115615845,0.7538236975669861,True,True,False,0.10974724900917243
144k,vggss,-oGJwGEsIiA_000090,84,IQR,0.4930921379584534,0.7670068144798279,0.40102838010204084,-0.01805245876312256,0.7458350658416748,0.7638875246047974,True,True,False,0.10974724900917243
144k,vggss,-oGJwGEsIiA_000090,84,OGL,0.6603643863870746,0.7425015568733215,0.2898796237244898,0.05338245630264282,0.7211669087409973,0.6677844524383545,True,True,False,0.10974724900917243
144k,vggss,-oSzD8P2BtU_000030,86,AUD,0.4340248176565312,0.9978222846984863,0.42079878826530615,0.1524624228477478,0.8665347099304199,0.7140722870826721,True,True,False,0.19832171474464422
144k,vggss,-oSzD8P2BtU_000030,86,IMG_QUERY,0.8374083129584352,0.8950348496437073,0.19563137755102042,0.2131165862083435,0.7683426141738892,0.5552260279655457,True,True,False,0.19832171474464422
144k,vggss,-oSzD8P2BtU_000030,86,IQR,0.677361184161094,0.981598436832428,0.26524633290816324,0.1789373755455017,0.8272610306739807,0.648323655128479,True,True,False,0.19832171474464422
144k,vggss,-oSzD8P2BtU_000030,86,OGL,0.6341294084976395,0.9945557713508606,0.28706951530612246,0.17338967323303223,0.8559447526931763,0.682555079460144,True,True,False,0.19832171474464422
144k,vggss,-r2-9oyIzkQ_000030,88,AUD,0.7599724896836314,0.5657961964607239,0.3477359693877551,-0.04731869697570801,0.6392602324485779,0.6865789294242859,False,False,True,-0.1952235617616237
144k,vggss,-r2-9oyIzkQ_000030,88,IMG_QUERY,0.7400937366851299,0.5188171863555908,0.32742745535714285,-0.10619544982910156,0.583721935749054,0.6899173855781555,False,False,True,-0.1952235617616237
144k,vggss,-r2-9oyIzkQ_000030,88,IQR,0.7491854815661617,0.5592678189277649,0.34867267219387754,-0.07199037075042725,0.6261729001998901,0.6981632709503174,False,False,True,-0.1952235617616237
144k,vggss,-r2-9oyIzkQ_000030,88,OGL,0.638728323699422,0.3394777178764343,0.24824617346938777,-0.16212493181228638,0.5431897044181824,0.7053146362304688,False,False,True,-0.1952235617616237
144k,vggss,-wi8kPVJLcw_000205,97,AUD,0.9977191158219568,0.6035427451133728,0.5941685267857143,-0.03352212905883789,0.637448251247406,0.6709703803062439,False,False,True,-0.20290592571077387
144k,vggss,-wi8kPVJLcw_000205,97,IMG_QUERY,0.9979573868638845,0.5749736428260803,0.5659080038265306,-0.04637223482131958,0.6190875172615051,0.6654597520828247,False,False,True,-0.20290592571077387
144k,vggss,-wi8kPVJLcw_000205,97,IQR,0.9978503429214863,0.5933771729469299,0.5840840242346939,-0.03872805833816528,0.6303799152374268,0.669107973575592,False,False,True,-0.20290592571077387
144k,vggss,-wi8kPVJLcw_000205,97,OGL,1.0,0.3998052179813385,0.3926977040816326,0.0037292838096618652,0.5470489263534546,0.5433196425437927,False,False,True,-0.20290592571077387
144k,vggss,0E6KS8B6DMc_000540,126,AUD,0.3937007874015748,1.0,0.45053411989795916,0.1024254560470581,0.8902815580368042,0.7878561019897461,True,True,False,0.23794795283711684
144k,vggss,0E6KS8B6DMc_000540,126,IMG_QUERY,0.41470574530543775,1.0,0.42771444515306123,0.11114627122879028,0.9189033508300781,0.8077570796012878,True,True,False,0.23794795283711684
144k,vggss,0E6KS8B6DMc_000540,126,IQR,0.40211448967604935,1.0,0.4411073022959184,0.10606008768081665,0.9024204015731812,0.7963603138923645,True,True,False,0.23794795283711684
144k,vggss,0E6KS8B6DMc_000540,126,OGL,0.6471920289855072,0.9633708000183105,0.26403061224489793,0.14951330423355103,0.8029447793960571,0.6534314751625061,True,True,False,0.23794795283711684
144k,vggss,0IzhjqyDzt8_000000,137,AUD,0.7654478277487579,0.7131580710411072,0.31285873724489793,-0.004641294479370117,0.7366476058959961,0.7412889003753662,True,True,False,0.13766528459672156
144k,vggss,0IzhjqyDzt8_000000,137,IMG_QUERY,0.7195676206854195,0.6953528523445129,0.32449776785714285,-0.07142198085784912,0.7295032739639282,0.8009252548217773,True,True,False,0.13766528459672156
