dataset,candidate,pearson_mean,pearson_std,pearson_median,pearson_num_samples,spearman_mean,spearman_std,spearman_median,spearman_num_samples,js_divergence_mean,js_divergence_std,js_divergence_median,js_divergence_num_samples
flickr_144k,ORIGINAL_HR14,0.9559815259623429,0.024282136833879583,0.9619183897630883,250,0.975428806195629,0.02645122015009822,0.9823150566936906,250,0.016681078520484612,0.013468851813518047,0.012398516612615644,250
flickr_144k,OWN14_24,0.9521419717394612,0.029584194945631265,0.9594012169883036,250,0.9581631965174344,0.04453977537044622,0.9723228010525802,250,0.012544981923867094,0.010157498075047502,0.00894559115416345,250
flickr_144k,L3_NATIVE_READOUT,0.125908419977756,0.2263921450493693,0.13366342338652287,250,0.12204917775674566,0.2187803974007727,0.14393346929188494,250,0.043309071562120646,0.015983199317888972,0.040048341595963696,250
