epoch,learning_rate,epoch_seconds,loss_aud_coarse,loss_aud_equiv,loss_img_coarse,loss_total,mean_valid_ratio,skipped_small_overlap_samples,actual_flip_ratio,mean_crop_scale,grad_norm_aud,grad_norm_img,grad_norm_ratio,grad_cosine,negative_grad_cosine_ratio,gradient_diagnostic_batches,aud_l4_ciou,aud_l4_auc,aud_fine_ciou,aud_fine_auc,img_l4_ciou,img_l4_auc,img_fine_ciou,img_fine_auc,iqr_fine_ciou,iqr_fine_auc
12,5e-05,10.038698434829712,0.00021230225833371663,0.000759268324308766,8.12811803114481e-05,0.0010528517707895774,0.6628319468253698,0,0.48778044871794873,0.7786334447371654,0.00020918185230776897,0.00010495984379499073,0.5021276521776707,-0.5808348157438221,1.0,2,0.764,0.5916000000000001,0.8,0.6134000000000001,0.752,0.5890000000000001,0.78,0.6048000000000001,0.788,0.6126
13,5e-05,9.222320556640625,0.00021569809737579466,0.00076773382562141,8.100376054734134e-05,0.0010644356803729748,0.6619928616743821,0,0.5022035256410257,0.7776920229960711,0.00018389050226224972,0.00011657212374807069,0.6441158940925714,-0.3888657095401837,1.0,2,0.764,0.5916000000000001,0.796,0.6126,0.752,0.5890000000000001,0.784,0.6048,0.784,0.6112
14,5e-05,8.463169813156128,0.00021468295838134602,0.0007535056166279202,7.968831274550981e-05,0.0010478768903666581,0.6622943572508984,0,0.4911858974358974,0.777753580839206,0.00016941107258818558,0.0001328661332628912,0.7875180328746783,-0.365441365431322,1.0,2,0.764,0.5916000000000001,0.796,0.613,0.752,0.5890000000000001,0.78,0.6045999999999999,0.78,0.6115999999999999
15,5e-05,8.435511112213135,0.0002153438783865661,0.0007579880154643876,7.93044615793639e-05,0.001052636348714049,0.6632780661949744,0,0.5002003205128205,0.7790793745945661,0.00014801222181151064,0.00013389098377387303,0.9116061424719797,-0.5795212904475865,1.0,2,0.764,0.5916000000000001,0.796,0.612,0.752,0.5890000000000001,0.78,0.6043999999999999,0.78,0.612
16,5e-05,10.025764226913452,0.00021255539710788676,0.0007505975350236091,7.85991923737292e-05,0.0010417521161098892,0.6635872400723971,0,0.4973958333333333,0.779707459303049,0.00016067811418476585,0.0001316386936042872,0.8868096033300552,-0.2926518408591783,1.0,2,0.764,0.5916000000000001,0.8,0.6124,0.752,0.5890000000000001,0.784,0.6052,0.784,0.6122
17,5e-05,9.222208976745605,0.0002143340321848742,0.000751383222030619,7.79630100647083e-05,0.001043680270250218,0.6624261966118445,0,0.5055088141025641,0.7786492155148432,0.0001780174747757171,0.0001129071985186778,0.6445904918355576,-0.656087372886721,1.0,2,0.764,0.5916000000000001,0.792,0.6112,0.752,0.5890000000000001,0.784,0.6045999999999999,0.784,0.6113999999999999
18,5e-05,8.67686653137207,0.0002159242188402762,0.0007542733711978564,7.775668815996211e-05,0.0010479542856606154,0.6617955947533632,0,0.5032051282051282,0.7777628333140643,0.00017440042482343284,0.00015156597249635687,0.8829056252727239,-0.1085738893289711,0.5,2,0.764,0.5916000000000001,0.784,0.6113999999999999,0.752,0.5890000000000001,0.78,0.6043999999999999,0.78,0.611
19,5e-05,8.846680402755737,0.0002157159943658954,0.0007468462572433054,7.786106699570201e-05,0.0010404233247614824,0.6633266225839273,0,0.4989983974358974,0.7793875550612425,0.00018728295360818698,0.00013550768280161957,0.7346552697053458,-0.34138376264490444,1.0,2,0.764,0.5916000000000001,0.8,0.613,0.752,0.5890000000000001,0.78,0.6052000000000001,0.788,0.6122000000000001
20,5e-05,10.055985689163208,0.0002169207567558027,0.00074799639883284,7.755855133440584e-05,0.0010424756970352088,0.6631978337581341,0,0.5036057692307693,0.7789845650012677,0.0001585201689325235,0.00011346233453434241,0.7218563038123722,-0.4380118207157182,1.0,2,0.764,0.5916000000000001,0.788,0.6123999999999999,0.752,0.5890000000000001,0.772,0.6028,0.78,0.611
21,5e-05,9.051230669021606,0.00021369291621690185,0.000747351435562357,7.671925339262742e-05,0.0010377636077837683,0.6633215072827462,0,0.4996995192307692,0.779719638518798,0.0001873976737381498,0.00012882220570661036,0.6899682029965102,-0.6054587785647159,1.0,2,0.764,0.5916000000000001,0.788,0.6124,0.752,0.5890000000000001,0.78,0.6038,0.784,0.6114
22,5e-05,8.523549795150757,0.00021821709061698176,0.0007457822465743774,7.667509336711075e-05,0.0010406744251481425,0.6623510794761853,0,0.495693108974359,0.7782894403506548,0.00016155027513456725,0.0001395350479883227,0.8750564896803675,-0.3260205817456261,1.0,2,0.764,0.5916000000000001,0.788,0.613,0.752,0.5890000000000001,0.784,0.6038,0.788,0.6118
23,5e-05,8.485437631607056,0.0002160187103958705,0.0007418439192219805,7.66431071380607e-05,0.0010345057339574664,0.6625038798038776,0,0.49759615384615385,0.7785706856311896,0.00021108477847491067,0.00011480674390258118,0.5413439800511938,-0.5381426933753555,1.0,2,0.764,0.5916000000000001,0.788,0.6132,0.752,0.5890000000000001,0.78,0.6034,0.788,0.6122
24,5e-05,9.688894033432007,0.00021704600210516498,0.0007398752376246146,7.581165585016164e-05,0.0010327329017365207,0.6620173866932209,0,0.4963942307692308,0.7782945571801602,0.0001898549652858388,0.00011089657657028182,0.5860543240144115,-0.5460804724744073,1.0,2,0.764,0.5916000000000001,0.788,0.6122,0.752,0.5890000000000001,0.78,0.6028,0.784,0.6116
