dataset,group,seed,sample_index,sample_id,mean_spearman,mean_top10_jaccard,mean_map_mae,matched_minus_wrong_abs_mean
vggss,C0,12345,0,-0BIyqJj9ZU_000030,0.9768622448979591,0.6346153846153846,0.00019537811567715835,0.0001092134989448823
vggss,C0,12345,1,-0UuUoXQUoI_000107,0.9814158163265305,0.7840909090909091,0.000324375771015184,0.00023647930356673896
vggss,C0,12345,2,-2-wdcN5vOw_000017,0.9858545918367346,0.8674242424242424,0.00026735631581686903,0.00022951916616875678
vggss,C0,12345,3,-23CeprtibU_000030,0.8606377551020408,0.5865384615384615,0.0003435854177951114,0.0002799699723254889
vggss,C0,12345,4,-2Dm0VjW8oM_000001,0.9871683673469387,0.7840909090909091,0.0003940500846510986,0.0003812519134953618
vggss,C0,12345,5,-2sOH8XovEE_000484,0.9858163265306121,0.9545454545454546,0.0002468518723617308,0.00021092049428261817
vggss,C0,12345,6,-3Kv4fdm7Uk_000030,0.9655994897959184,0.8324592074592075,0.0004128287127969088,0.00040245457785204053
vggss,C0,12345,7,-4bPiXbovf0_000008,0.9583673469387755,0.7234848484848485,0.00026727614203991834,0.0002048160822596401
vggss,C0,12345,8,-5CGQGSFGyg_000060,0.9669005102040815,0.6856060606060606,0.00033561567397555336,0.00031200580997392535
vggss,C0,12345,9,-5z9IXBJefc_000227,0.9827678571428571,0.9545454545454546,0.0005531636325031286,0.0005047720042057335
vggss,C0,12345,10,-79qo5MUYBk_000207,0.9839413265306121,0.8712121212121212,0.00035291815220261924,0.00032033841125667095
vggss,C0,12345,11,-7TanrCbmME_000030,0.9407653061224489,0.6185897435897436,0.000463261592813069,0.0004464643425308168
vggss,C0,12345,12,-7sg--aJdrc_000049,0.9216709183673468,0.5054945054945055,0.00023499552662542555,0.00018055341206490993
vggss,C0,12345,13,-7tYmeOmsRg_000058,0.9455357142857141,0.6244172494172494,0.00032391565218858887,0.0002541262947488576
vggss,C0,12345,14,-7tYmeOmsRg_000180,0.9269387755102041,0.6666666666666666,0.00026729785713541787,0.00023035542108118534
vggss,C0,12345,15,-86gl1hp1Aw_000105,0.9929081632653061,0.9545454545454546,0.0003144948714179918,0.0002609556831885129
vggss,C0,12345,16,-8cgbhIR_pw_000030,0.9607780612244897,0.6937229437229437,0.0004200315015623346,0.00038127601146698
vggss,C0,12345,17,-A3zsFeU_OI_000030,0.9874489795918366,0.8068181818181819,0.00031771411340741906,0.00018622513744048774
vggss,C0,12345,18,-ANxUxvGASw_000010,0.982219387755102,0.840909090909091,0.00022357522720994893,0.00018090431694872677
vggss,C0,12345,19,-ByoSbgzr4M_000000,0.9547448979591836,0.7487928737928737,0.00029917628762632376,0.00014451523020397872
vggss,C0,12345,20,-CZ1LIc8aos_000020,0.9358928571428571,0.7613636363636364,0.0005447462244774215,0.0005461426335386932
vggss,C0,12345,21,-Cr0WQoFQQs_000045,0.990408163265306,0.9772727272727273,0.00018845186605176423,0.00012132856500102207
vggss,C0,12345,22,-Cv3gOXEoxA_000040,0.9862882653061222,0.8164335664335665,0.00020145729286014102,9.409338235855103e-05
vggss,C0,12345,23,-D64b_8YJK4_000046,0.985688775510204,0.6914335664335665,0.0003173665163558326,0.0002330652205273509
vggss,C0,12345,24,-E5o64ACjm0_000017,0.9636607142857142,0.7263986013986015,0.00030240385603974573,0.00022788980277255177
vggss,C0,12345,25,-FoTxwPOz3U_000000,0.9846173469387755,0.9772727272727273,0.0003290121348982211,0.0002667602093424648
vggss,C0,12345,26,-GOaBCyC5Js_000087,0.9832780612244897,0.9318181818181819,0.0005574779315793421,0.0005124847521074116
vggss,C0,12345,27,-GW1J75oAKU_000304,0.9791836734693877,0.7992424242424243,0.00045391484673018567,0.0004433352733030915
vggss,C0,12345,28,-HMEhGV38GM_000216,0.9854209183673468,0.7453379953379953,0.00027527822203410324,0.0001815370487747714
vggss,C0,12345,29,-IKnJa9U66I_000150,0.9621938775510204,0.7613636363636365,0.0002841995683411369,0.00021735821792390198
vggss,C0,12345,30,-Igq1W20Gi8_000000,0.9796938775510202,1.0,0.00040244146475743037,0.0003407210169825703
vggss,C0,12345,31,-JGpAlLrSD0_000458,0.9859821428571427,0.840909090909091,0.00030526275259035174,0.00024398807727266103
vggss,C0,12345,32,-JUBdOr8Hes_000030,0.9878698979591836,1.0,0.0003779627822950715,0.00021357994410209358
vggss,C0,12345,33,-JUhUI_KvUI_000026,0.9671938775510203,0.6914335664335665,0.0002481338906363817,0.00023609984782524407
vggss,C0,12345,34,-K-ccLMFE5M_000259,0.9854719387755101,0.7045454545454546,0.00021797051522298716,0.0001196879893541336
vggss,C0,12345,35,-K1BRF6qng8_000030,0.9814668367346937,0.840909090909091,0.00022082909708842635,0.00014434698096010834
vggss,C0,12345,36,-KBH8YmHR-0_000050,0.9768367346938774,0.6427322677322677,0.00022806518063589465,0.00016762551967985928
vggss,C0,12345,37,-Lmibx_Iu_E_000173,0.9780229591836733,0.7680652680652681,0.00028137368462921586,0.00020480589591898024
vggss,C0,12345,38,-Lv13WPa4xk_000170,0.987627551020408,0.7803030303030303,0.00025149462999252137,0.0001881607313407585
vggss,C0,12345,39,-N00SskHxS4_000529,0.9794132653061223,0.9772727272727273,0.0005439621454570442,0.0004713422094937414
vggss,C0,12345,40,-NCa3eFLULw_000221,0.9792857142857142,0.8164335664335665,0.0002369376725255279,0.00017224829935003072
vggss,C0,12345,41,-NwBdmVSg1w_000000,0.9583673469387755,0.840909090909091,0.00032222779373114463,0.00022359180729836226
vggss,C0,12345,42,-OAyRsvFGgc_000030,0.9866581632653061,1.0,0.00104381258279318,0.0010363853070884943
vggss,C0,12345,43,-OVb-UG8yJw_000030,0.9833545918367347,0.8863636363636365,0.0003153984962409595,0.0002166390186175704
vggss,C0,12345,44,-PvlrLjIAYo_000009,0.9844260204081632,0.9090909090909092,0.000287044564174721,0.00018947781063616276
vggss,C0,12345,45,-Q3MX7Tgx_E_000111,0.9851785714285713,0.9318181818181819,0.0003940707156289136,0.00033602179610170424
vggss,C0,12345,46,-RBs9pPhHY8_000030,0.9694005102040815,0.6152597402597402,0.0003791858325712383,0.0003428836353123188
vggss,C0,12345,47,-S-TDT5oq0Q_000290,0.9878698979591836,0.7491258741258741,0.00026831915965885855,0.00017172779189422727
vggss,C0,12345,48,-SWaCArvQug_000021,0.9398979591836734,0.6776973026973027,0.00025802770505833905,0.0001641998824197799
vggss,C0,12345,49,-Vo4CAMX26U_000030,0.9609311224489796,0.9090909090909092,0.00036198500674800016,0.0003287396102678031
vggss,C0,12345,50,-W3WpZvJX2o_000027,0.898469387755102,0.6569264069264069,0.0003404391718504485,0.0002081309794448316
