dataset,group,seed,region,raw_macro_auroc,raw_lo,raw_hi,raw_valid_images,conditional_macro_auroc,conditional_lo,conditional_hi,conditional_valid_images,conditional_pairs
vggss,C0,12345,FP,0.5630840786513043,0.556777708002221,0.569123224298811,5087,0.505144547584844,0.4985905669700179,0.5117648615903913,5086,24611470
vggss,C0,12345,FarFP,0.6112774976899461,0.6016536174712753,0.621343078861442,3921,0.5257822916258411,0.5156702215039866,0.5366737853913606,3802,13481731
vggss,C0,12345,HighAUDFP,0.4427998143979289,0.4351230269228508,0.45061253105837695,4377,0.494047840634344,0.4855142201631177,0.5023066472497733,4233,9509634
vggss,C0,12345,NearFP,0.5374527859952852,0.5319649770261539,0.5425215621894901,5075,0.5005680804264878,0.4953028837906041,0.506378105488252,5073,32091619
