dataset,model,sample_index,sample_id,gt_response,nearfp_response,farfp_response,background_response,gt_nearfp_gap,gt_vs_nearfp_auroc,wrong_gt_response,wrong_nearfp_response,matched_minus_wrong_gt,matched_minus_wrong_nearfp,counterfactual_gt_nearfp_gap,counterfactual_gt_vs_nearfp_auroc,counterfactual_gt_vs_nearfp_conditional_auroc,counterfactual_gt_vs_nearfp_conditional_pairs,iou,precision,coverage,pred_area_ratio,fp_area_ratio,AddTP,AddFP,RemoveTP,RemoveFP,addtp_rate_vs_baseline_fn,removefp_rate_vs_baseline_fp,scale
vggss,mean,13,-7tYmeOmsRg_000058,0.7326223254203796,0.8301764726638794,0.694354236125946,0.596064567565918,-0.09755414724349976,0.322296142578125,0.7227090001106262,0.8222454786300659,1.837241325119976e-05,1.7096543160732836e-05,1.275870090466924e-06,0.5286407470703125,0.5521200061227614,6533,0.12206252245777938,0.1275868544600939,0.7381573229030857,0.530632174744898,0.46293048469387754,0,1077,1205,6091,0.0,0.21567169463918986,10k
vggss,mean,14,-7tYmeOmsRg_000180,0.8796259164810181,0.8653281927108765,0.7789610624313354,0.5422119498252869,0.014297723770141602,0.5612945556640625,0.8584882020950317,0.8404948711395264,4.773538967128843e-05,5.342657823348418e-05,-5.691188562195748e-06,0.450469970703125,0.4694043321299639,11080,0.1862785862785863,0.1862785862785863,1.0,0.4313815369897959,0.3510243941326531,0,2310,0,4812,0.0,0.23922445935868755,10k
vggss,mean,15,-86gl1hp1Aw_000105,0.8553524017333984,0.7203289270401001,0.4931187927722931,0.41086769104003906,0.13502347469329834,0.8466796875,0.8420382142066956,0.7083125114440918,3.6024663131684065e-05,3.411843135836534e-05,1.9062317733187228e-06,0.494873046875,0.4101048617731173,5245,0.6297995879378161,0.6333584479186287,0.9911569638909359,0.42323022959183676,0.15517378826530612,58,1786,0,0,0.3258426966292135,0.0,10k
vggss,mean,16,-8cgbhIR_pw_000030,0.7716265916824341,0.7658501863479614,0.6951223015785217,0.48643553256988525,0.005776405334472656,0.5092926025390625,0.7755764722824097,0.7845478057861328,8.325699309352785e-05,5.430090823210776e-05,2.8956084861420095e-05,0.6098098754882812,0.5177921872528863,6323,0.2705635600948386,0.2817931427485991,0.8716216216216216,0.4196827168367347,0.30141900510204084,9,5180,189,50,0.012968299711815562,0.005003001801080648,10k
vggss,mean,17,-A3zsFeU_OI_000030,0.7550007104873657,0.6798718571662903,0.743924081325531,0.5097390413284302,0.07512885332107544,0.6131439208984375,0.7724635601043701,0.7058899998664856,3.0382101613213308e-05,5.898578820051625e-06,2.4483522793161683e-05,0.6445693969726562,0.5726021314387212,6756,0.1423261229790855,0.14566622358711098,0.8612466124661247,0.4348094706632653,0.37147241709183676,0,349,512,9942,0.0,0.35215358458486823,10k
vggss,mean,18,-ANxUxvGASw_000010,0.9525049328804016,0.9166362285614014,0.7295401096343994,0.5968602895736694,0.035868704319000244,0.724212646484375,0.9409674406051636,0.905733585357666,6.856883555883542e-05,6.165550439618528e-05,6.913331162650138e-06,0.5402679443359375,0.5911546610169491,18880,0.06153376340802382,0.06153376340802382,1.0,0.522102200255102,0.4899752869897959,0,304,0,4205,0.0,0.14761637295513585,10k
vggss,mean,19,-ByoSbgzr4M_000000,0.5985655784606934,0.54679936170578,,0.4026826322078705,0.05176621675491333,0.600341796875,0.562470555305481,0.5369686484336853,4.207701567793265e-05,-7.110835213097744e-06,4.91878527100198e-05,0.812744140625,0.8014216922724146,4361,0.438675169718165,0.8431124466234382,0.47766677120200707,0.2520328443877551,0.039540816326530615,0,0,7369,11786,0.0,0.855918663761801,10k
vggss,mean,20,-CZ1LIc8aos_000020,0.9044876098632812,0.808754563331604,0.6199179887771606,0.5386577844619751,0.09573304653167725,0.8883514404296875,0.8773590326309204,0.7766498923301697,0.00010229722101939842,8.060294203460217e-05,2.1694278984796256e-05,0.561004638671875,0.35359116022099446,7602,0.35696475754530904,0.35696475754530904,1.0,0.5355349170918368,0.34436782525510207,0,3163,0,971,0.0,0.06436004507191621,10k
vggss,mean,21,-Cr0WQoFQQs_000045,0.9039153456687927,0.8151038289070129,0.5512450933456421,0.449008971452713,0.08881151676177979,0.7641143798828125,0.896833062171936,0.8078092336654663,5.785552639281377e-05,4.999699012842029e-05,7.858536264393479e-06,0.6332855224609375,0.42131228416378885,8108,0.3272228710709389,0.3272228710709389,1.0,0.39247847576530615,0.26405054209183676,0,37,0,3391,0.0,0.2042401975546588,10k
vggss,mean,22,-Cv3gOXEoxA_000040,0.8469241857528687,0.843972384929657,0.7549620270729065,0.44742491841316223,0.00295180082321167,0.496612548828125,0.8508397340774536,0.8587671518325806,0.00010309237404726446,8.005603740457445e-05,2.3036336642690003e-05,0.6910400390625,0.904701531959852,9465,0.3566643960036331,0.3574354306519513,0.9939882929916153,0.3503268494897959,0.22510762117346939,105,1742,21,5712,0.860655737704918,0.3741893219783819,10k
vggss,mean,23,-D64b_8YJK4_000046,0.8370030522346497,0.8003141283988953,0.6307766437530518,0.46913594007492065,0.036688923835754395,0.6351318359375,0.8250218033790588,0.793499231338501,-5.981837603030726e-05,-6.498054426629096e-05,5.1621682359836996e-06,0.50885009765625,0.530977409975397,8942,0.27285513361462727,0.27285513361462727,1.0,0.49595424107142855,0.36063058035714285,1,452,0,3662,1.0,0.17188453414691388,10k
vggss,mean,24,-E5o64ACjm0_000017,0.7725062370300293,0.805550754070282,0.6852303147315979,0.5013841986656189,-0.033044517040252686,0.4490966796875,0.6658401489257812,0.7192564606666565,0.00014452767209149897,0.00011190383520442992,3.2623836887069046e-05,0.7349319458007812,0.8465435041716329,6712,0.2595386412302901,0.2763069271022227,0.8104863221884498,0.38466597576530615,0.2783801020408163,2997,2866,0,2273,0.7061734213006597,0.16994392523364485,10k
vggss,mean,25,-FoTxwPOz3U_000000,0.8600147366523743,0.8398170471191406,0.8507648706436157,0.45048949122428894,0.020197689533233643,0.6435317993164062,0.9122774004936218,0.8838334679603577,-4.207354868412949e-05,-2.603022767289076e-05,-1.604332101123873e-05,0.34696197509765625,0.22953274760383385,15024,0.1570657561405441,0.1570657561405441,1.0,0.3618861607142857,0.30504623724489793,0,3696,0,311,0.0,0.0260884154013925,10k
vggss,mean,26,-GOaBCyC5Js_000087,0.9228121638298035,0.8161667585372925,0.6494463682174683,0.4231990575790405,0.10664540529251099,0.838531494140625,0.9243110418319702,0.841998279094696,0.0001421731139998883,7.377594738500193e-05,6.839716661488637e-05,0.9418792724609375,0.8868516890619114,7963,0.3184217996026114,0.3184217996026114,1.0,0.3510642538265306,0.23927774234693877,0,437,0,1058,0.0,0.08378870673952642,10k
