scale,dataset,sample_index,sample_id,d_pos,d_neg_1,d_neg_2,d_neg_3,d_neg_4,D_min,D_mean,D_max,D_std,mean_minus_min,pos_minus_min,pos_minus_mean,negative_cv,weight_max,N_eff,weight_entropy,group,delta_iou,group_a
10k,vggss,3898,gcyPMu7k1LM_000184,1.6352594684576616e-05,5.499554754351266e-05,1.9320596038596705e-05,1.3595553355116864e-05,2.2660266040475108e-05,1.3595553355116864e-05,2.7642990744425333e-05,5.499554754351266e-05,1.6121279879159718e-05,1.404743738930847e-05,2.757041329459753e-06,-1.1290396059848716e-05,0.5831959366556906,0.3683049904412431,3.37101939857632,1.2736476014202074,,,
10k,vggss,3899,gd2-qjVH_DI_000020,2.2294188966043293e-05,1.5907722627162002e-05,2.501899507478811e-05,8.774088200880215e-06,1.6164967746590264e-05,8.774088200880215e-06,1.6466443412355147e-05,2.501899507478811e-05,5.760241425733508e-06,7.692355211474933e-06,1.352010076516308e-05,5.827745553688146e-06,0.3498169751345009,0.3276853324147066,3.823726997120515,1.363052780967012,,,
10k,vggss,3900,gd2-qjVH_DI_000032,3.5617831599665806e-05,3.841541547444649e-05,2.3970935217221268e-05,2.0450417650863528e-05,1.5343701306846924e-05,1.5343701306846924e-05,2.4545117412344556e-05,3.841541547444649e-05,8.575364103172664e-06,9.201416105497628e-06,2.027413029281888e-05,1.1072714187321251e-05,0.3493714843205366,0.3384332738232007,3.693039298000941,1.341734091762156,,,
10k,vggss,3901,gdR6nuDBghI_000134,3.8236117688938975e-05,7.016875315457582e-05,0.0001313624525209,4.3903000914724544e-05,5.545979365706444e-05,4.3903000914724544e-05,7.522350006183842e-05,0.0001313624525209,3.3722063279052564e-05,3.132049914711388e-05,-5.666883225785568e-06,-3.698738237289945e-05,0.4482916010466266,0.4893128916378746,2.698032401150501,1.0914437511208597,,,
10k,vggss,3902,ge191yHHQio_000030,1.2226578292029444e-05,2.0478635633480732e-05,1.1320827070449012e-05,5.4050351536716335e-06,3.345276854815893e-05,5.4050351536716335e-06,1.7664316601440078e-05,3.345276854815893e-05,1.0579761901070236e-05,1.2259281447768444e-05,6.821543138357811e-06,-5.4377383094106335e-06,0.5989341189801662,0.3702540829783747,3.5271779065934257,1.3162356694709292,,,
10k,vggss,3903,gefp9ta8LTA_000030,3.2996507798088714e-05,5.514094664249569e-05,3.168727198499255e-05,5.723275535274297e-05,3.914032276952639e-05,3.168727198499255e-05,4.58003241874394e-05,5.723275535274297e-05,1.0741061069011052e-05,1.4113052202446852e-05,1.3092358130961657e-06,-1.2803816389350686e-05,0.2345193240347577,0.394393090198414,3.4327374843404765,1.3043149008871526,,,
10k,vggss,3904,gf1y74QzhTI_000030,3.564185317372903e-05,0.000155392466695,3.742759508895688e-05,5.368052370613441e-05,3.4459622838767245e-05,3.4459622838767245e-05,7.024005208222661e-05,0.000155392466695,4.9704245656718814e-05,3.5780429243459366e-05,1.1822303349617869e-06,-3.459819890849758e-05,0.7076339521863177,0.4198866845720748,2.7989049382263165,1.0773494289789225,,,
10k,vggss,3905,gfFpHArBxQU_000030,3.29480244545266e-05,3.3535208785906434e-05,2.6773133868118748e-05,2.0284796846681274e-05,2.3305994545808065e-05,2.0284796846681274e-05,2.597478351162863e-05,3.3535208785906434e-05,4.931931072384601e-06,5.689986664947355e-06,1.2663227607845329e-05,6.973240942897974e-06,0.1898738085796414,0.305517437016757,3.87497018036248,1.369708531532634,,,
10k,vggss,3906,gg6yoeBoYxg_000000,1.5441462892340496e-05,6.134249269962311e-05,8.065164729487151e-05,3.375134474481456e-05,5.0585924327606335e-05,3.375134474481456e-05,5.658285226672888e-05,8.065164729487151e-05,1.7023527481014647e-05,2.283150752191432e-05,-1.8309881852474064e-05,-4.114138937438838e-05,0.300860186417725,0.4904345645590029,2.919109581453862,1.2047620598295858,,,
10k,vggss,3907,gg_wdPHtU7Y_000001,2.383230639679823e-05,4.277216794434935e-05,0.0001068375422619,3.637512418208644e-05,2.1062232917756774e-05,2.1062232917756774e-05,5.176176682653022e-05,0.0001068375422619,3.2761883652945894e-05,3.0699533908773446e-05,2.770073479041457e-06,-2.792946042973199e-05,0.6329359614547385,0.492684794837677,2.7447675940844976,1.107609053130567,,,
10k,vggss,3908,ggb93ZYIeaA_000082,1.7958316675503738e-05,6.0356411268003285e-05,1.4371383258549033e-05,9.447830234421416e-05,7.024484511930496e-05,1.4371383258549033e-05,5.986273549751786e-05,9.447830234421416e-05,2.905052715792436e-05,4.549135223896883e-05,3.5869334169547078e-06,-4.190441882201412e-05,0.4852856608787766,0.7482204670713997,1.708244332135595,0.812094958543236,,,
10k,vggss,3909,ggjbkDEZKXQ_000090,1.3454211511998436e-05,2.9419987185974605e-05,5.319736374076456e-05,1.630975748412311e-05,5.659818998537958e-05,1.630975748412311e-05,3.888132459906046e-05,5.659818998537958e-05,1.6716973735489146e-05,2.2571567114937352e-05,-2.855545972124673e-06,-2.5427113087062025e-05,0.4299486683612908,0.4846986794194609,2.892138472162665,1.1981583407928968,,,
10k,vggss,3910,gh4oE_5g4YY_000439,1.5089352018549109e-05,1.658294968365226e-05,2.182063508371357e-05,9.591800335329026e-06,2.7227579266764224e-05,9.591800335329026e-06,1.880574109236477e-05,2.7227579266764224e-05,6.516411012506301e-06,9.213940757035743e-06,5.497551683220081e-06,-3.7163890738156624e-06,0.3465117902294208,0.3447506445769122,3.761147629517165,1.3550501107970407,,,
10k,vggss,3911,ghRyW0bkt8c_000105,7.262217695824802e-05,4.569976954371669e-05,4.063221422256902e-05,6.268396828090772e-05,0.0001206828674185,4.063221422256902e-05,6.74247048664256e-05,0.0001206828674185,3.181476399203062e-05,2.679249064385658e-05,3.1989962735679e-05,5.197472091822419e-06,0.4718561846886616,0.4347050003129495,2.836618429385719,1.1225047297116426,,,
10k,vggss,3912,gkIENhK7fxg_000020,1.2523270015663002e-05,2.0623570890165865e-05,2.950362068077084e-05,1.763438558555208e-05,4.781483221449889e-05,1.763438558555208e-05,2.889410234274692e-05,4.781483221449889e-05,1.1763805118291674e-05,1.1259716757194838e-05,-5.11111556988908e-06,-1.6370832327083917e-05,0.4071351647733282,0.3518842336536773,3.514633824683276,1.3098946063586674,,,
10k,vggss,3913,gkaTHw410NA_000011,1.555828748678323e-05,5.710950790671632e-05,3.019730320374947e-05,6.562541238963604e-05,4.666655513574369e-05,3.019730320374947e-05,4.989969465896138e-05,6.562541238963604e-05,1.3209059631966211e-05,1.970239145521191e-05,-1.4639015716966242e-05,-3.434140717217815e-05,0.2647122336568051,0.4657361445154745,3.1206085610247807,1.2544383449452876,,,
10k,vggss,3914,gklbB7TYoK4_000030,4.385129795991816e-05,2.361543374718167e-05,5.2720311941811815e-05,1.6703696019249037e-05,2.3567165044369176e-05,1.6703696019249037e-05,2.9151651688152924e-05,5.2720311941811815e-05,1.3894869076856464e-05,1.2447955668903887e-05,2.714760194066912e-05,1.4699646271765232e-05,0.4766408855832777,0.3586128220742974,3.4651972372673048,1.2953214691219403,,,
10k,vggss,3915,gl9j63Ln1y4_000144,1.797059303498827e-05,0.0001028037077048,4.504028038354591e-05,3.843328158836812e-05,6.388332258211449e-05,3.843328158836812e-05,6.254014806472696e-05,0.0001028037077048,2.505167026790881e-05,2.410686647635885e-05,-2.046268855337985e-05,-4.456955502973869e-05,0.4005694109003575,0.4465773842762724,2.860617426128598,1.1517225132436688,,,
10k,vggss,3916,glLQrEijrKg_000300,2.8390779334586117e-05,8.456084287900012e-06,5.8862235164269805e-05,3.985120565630496e-05,1.837891613831744e-05,8.456084287900012e-06,3.138711031169805e-05,5.8862235164269805e-05,1.950364367126998e-05,2.293102602379804e-05,1.9934695046686105e-05,-2.9963309771119384e-06,0.6213902292241579,0.4694818729328674,2.872537535889211,1.1792962191851029,,,
10k,vggss,3917,glLssX4biLE_000094,1.5245232134475373e-05,7.224544970085844e-05,6.220947398105636e-05,6.662340456387028e-05,5.0075283070327714e-05,5.0075283070327714e-05,6.27884028290282e-05,7.224544970085844e-05,8.156309619740883e-06,1.2713119758700486e-05,-3.483005093585234e-05,-4.754317069455283e-05,0.1299015304139903,0.3864916398854903,3.599171379865175,1.333765005270886,,,
10k,vggss,3918,gmy8czZ3uLc_000030,2.975348434119951e-05,3.286541686975397e-05,3.603886943892576e-05,6.179065530886874e-05,4.389033347251825e-05,3.286541686975397e-05,4.364631877251668e-05,6.179065530886874e-05,1.121803929747042e-05,1.0780901902762707e-05,-3.111932528554462e-06,-1.389283443131717e-05,0.2570214307405513,0.3481977541962689,3.5496243807843872,1.3161966798896587,,,
10k,vggss,3919,gmyjKCxNFwY_000030,1.0719981219153851e-05,8.673081902088597e-05,6.518431473523378e-05,3.017070412170142e-05,0.0001667951146373,3.017070412170142e-05,8.722023812879343e-05,0.0001667951146373,5.018125086286907e-05,5.7049534007092007e-05,-1.9450722902547568e-05,-7.650025690963957e-05,0.5753395305888654,0.7236027053267831,1.7655052648420786,0.7774753304476376,,,
10k,vggss,3920,gpIWcn9yiXg_000350,1.628267091291491e-05,2.7636075174086727e-05,1.7069127352442592e-05,2.595080695755314e-05,1.394474475091556e-05,1.394474475091556e-05,2.1150188558749505e-05,2.7636075174086727e-05,5.781136203970165e-06,7.205443807833944e-06,2.337926161999349e-06,-4.867517645834596e-06,0.2733373363510085,0.321436032281891,3.815196708047377,1.3620857558419126,,,
10k,vggss,3921,gpJFhQtQ4cs_000133,1.8509328583604656e-05,9.0910061771865e-06,2.6842335500987247e-05,5.334853085514624e-06,1.873448127298616e-05,5.334853085514624e-06,1.5000669009168632e-05,2.6842335500987247e-05,8.404143793132177e-06,9.665815923654009e-06,1.3174475498090032e-05,3.508659574436024e-06,0.5602512653265957,0.344359702350865,3.664165581588088,1.3391433072398478,,,
10k,vggss,3922,gpO6rllg_84_000000,1.3305608263181057e-05,1.3701485841011165e-05,4.152225665166043e-05,3.345961158629507e-05,3.042714888579212e-05,1.3701485841011165e-05,2.977762574118969e-05,4.152225665166043e-05,1.0128641683269126e-05,1.6076139900178532e-05,-3.95877577830106e-07,-1.6472017478008638e-05,0.3401426887187568,0.4270804905290934,3.390053269482214,1.3033291192775611,,,
10k,vggss,3923,grryyLLuWk0_000034,6.103024134063162e-05,4.005703522125259e-05,2.9532428015954792e-05,1.799989513528999e-05,2.189873339375481e-05,1.799989513528999e-05,2.737202294156305e-05,4.005703522125259e-05,8.416807065517713e-06,9.372127806273056e-06,4.303034620534163e-05,3.3658218399068573e-05,0.3074967123725888,0.3407806938197044,3.679193960073997,1.340732846562219,,,
10k,vggss,3924,gs-lSymjBVE_000030,2.8288752218941227e-05,5.858071017428301e-05,4.066850306116976e-05,2.742242213571444e-05,4.556305066216737e-05,2.742242213571444e-05,4.3058671508333646e-05,5.858071017428301e-05,1.1151354165996347e-05,1.5636249372619204e-05,8.663300832267851e-07,-1.476991928939242e-05,0.2589804509839115,0.4157635634635818,3.394361881606545,1.2992145512175337,,,
10k,vggss,3925,gseikrqMhAY_000029,2.031983240158297e-05,2.6099525712197646e-05,0.000141095399158,2.043491986114532e-05,8.38334108266281e-06,8.38334108266281e-06,4.900329645352031e-05,0.000141095399158,5.3552943453585294e-05,4.06199553708575e-05,1.1936491318920162e-05,-2.8683464051937332e-05,1.0928436927581051,0.4663455388932933,2.777952453689742,1.0736998264363011,,,
10k,vggss,3926,guD3o7aspko_000030,2.956840580736753e-05,7.566138719994342e-06,2.582096385594923e-05,2.8684022254310548e-05,2.2981723304837946e-05,7.566138719994342e-06,2.1263212033773016e-05,2.8684022254310548e-05,8.160953136025074e-06,1.3697073313778674e-05,2.2002267087373184e-05,8.30519377359451e-06,0.3838062247163213,0.4004441489150795,3.557125750090225,1.3294988357225268,,,
10k,vggss,3927,guGNQyMTm8Y_000101,1.350765069219051e-05,3.627971454989165e-05,1.3888832654629368e-05,0.0001304550969507,1.946560041687917e-05,1.3888832654629368e-05,5.002231114303868e-05,0.0001304550969507,4.716363226042499e-05,3.613347848840931e-05,-3.8118196243885915e-07,-3.651466045084817e-05,0.9428519231260766,0.4456719351511263,2.746914364811791,1.0700795649897934,,,
10k,vggss,3928,gvuoL6ugzvw_000040,3.985382136306725e-05,3.8613739889115095e-05,3.147053575958125e-05,1.261861325474456e-05,5.429027442005463e-05,1.261861325474456e-05,3.4248290830873884e-05,5.429027442005463e-05,1.496911092009553e-05,2.1629677576129325e-05,2.723520810832269e-05,5.60553053219337e-06,0.4370761447342444,0.4857407777577193,2.997127875404908,1.2283168240610034,,,
10k,vggss,3929,gwi6bU0Rbbc_000000,1.6503623555763625e-05,3.080246096942574e-05,1.369285109831253e-05,1.4446968634729274e-05,4.379187521408312e-05,1.369285109831253e-05,2.5683538979137666e-05,4.379187521408312e-05,1.2491520248759738e-05,1.1990687880825137e-05,2.810772457451094e-06,-9.17991542337404e-06,0.4863628902117579,0.3562399147357321,3.4057273992795687,1.293019285768051,,,
10k,vggss,3930,gx7Ylk3LVaU_000020,3.0845396850054385e-06,1.1593276212806812e-05,1.051033177645877e-05,7.813730917405337e-06,1.914798849611543e-05,7.813730917405337e-06,1.2266331850696588e-05,1.914798849611543e-05,4.204741175417396e-06,4.452600933291251e-06,-4.729191232399899e-06,-9.18179216569115e-06,0.3427871695138115,0.292799011459225,3.911263282511317,1.3744850638222847,,,
10k,vggss,3931,gxVhAVNjSU0_000030,1.895022069220431e-05,2.1750256564700976e-05,1.946261909324676e-05,2.433653935440816e-05,2.5060626285267062e-05,1.946261909324676e-05,2.265251032440574e-05,2.5060626285267062e-05,2.214974275718134e-06,3.189891231158981e-06,-5.123984010424465e-07,-3.702289632201428e-06,0.0977805216286218,0.2814408811980502,3.9707391397231424,1.382643527241152,,,
10k,vggss,3932,gyhxCxzvIps_000010,2.1979511075187474e-05,9.800028237805236e-06,7.164269482018426e-05,3.571062188711949e-05,2.071763083222322e-05,9.800028237805236e-06,3.446774394433305e-05,7.164269482018426e-05,2.3351035988669263e-05,2.4667715706527812e-05,1.2179482837382238e-05,-1.2488232869145577e-05,0.6774750336541386,0.4709878257957344,2.8531793286927973,1.1603048995433338,,,
10k,vggss,3933,gykTJfcqaH4_000234,2.432287146802992e-05,3.508258669171482e-05,0.0001010874329949,2.823934846674092e-05,3.173973163939081e-05,2.823934846674092e-05,4.903727494820487e-05,0.0001010874329949,3.014842876286437e-05,2.0797926481463943e-05,-3.916476998711005e-06,-2.471440348017495e-05,0.6148063650500226,0.3695848365610237,3.1008150270230064,1.1765850763186414,,,
10k,vggss,3934,h0vsyCyimhY_000155,7.366542558884248e-05,8.598286513006315e-05,6.970551476115361e-05,4.244468436809257e-05,4.214955697534606e-05,4.214955697534606e-05,6.0070655308663845e-05,8.598286513006315e-05,1.868230279949291e-05,1.7921098333317786e-05,3.151586861349642e-05,1.3594770280178636e-05,0.3110054768588217,0.3962110841831739,2.9852081070712897,1.199958190716378,,,
10k,vggss,3935,h1LxMPb7WD8_000085,0.0001290871296077,6.795882654841989e-05,0.0002035093202721,8.934578363550827e-05,0.0001356499269604,6.795882654841989e-05,0.0001241159643541,0.0002035093202721,5.195894256781551e-05,5.615713780571241e-05,6.112830305937678e-05,4.971165253664367e-06,0.4186322270321674,0.6571903580720848,1.9291390770933905,0.8037273796912049,,,
10k,vggss,3936,h1QxsOmXVCE_000187,1.805470674298704e-05,3.024190664291382e-05,1.9027524103876203e-05,7.189117604866624e-05,1.6795373085187748e-05,1.6795373085187748e-05,3.4488994970161e-05,7.189117604866624e-05,2.2187171098667087e-05,1.7693621884973254e-05,1.2593336577992886e-06,-1.6434288227173965e-05,0.6433116162956578,0.379184510443071,3.1400422062994613,1.2131817858259186,,,
10k,vggss,3937,h4MaAn43I20_000069,2.078673605865333e-05,1.8868606275646016e-05,1.393618822476128e-05,2.2379623260349035e-05,7.720493158558384e-06,7.720493158558384e-06,1.572622772982868e-05,2.2379623260349035e-05,5.509951053913629e-06,8.005734571270295e-06,1.3066242900094949e-05,5.060508328824653e-06,0.3503669887383511,0.3320511039583492,3.822026125863277,1.3635057171909786,,,
10k,vggss,3938,h6HkOxlVt5c_000070,3.278038320786436e-06,1.157535098172957e-05,1.0483568075869698e-05,1.2434149539330974e-05,6.368886261043372e-06,6.368886261043372e-06,1.0215488714493404e-05,1.2434149539330974e-05,2.325935200107977e-06,3.846602453450032e-06,-3.0908479402569355e-06,-6.937450393706968e-06,0.2276871195411352,0.2884780380953745,3.9661730440086553,1.3821371942847538,,,
10k,vggss,3939,h6YMk2FOHHM_000017,2.1376383756432915e-06,2.0256560674170032e-05,1.4098747669777367e-05,3.2465526601299644e-05,1.957392487383913e-05,1.4098747669777367e-05,2.1598689954771544e-05,3.2465526601299644e-05,6.712642132934336e-06,7.499942284994177e-06,-1.1961109294134076e-05,-1.946105157912825e-05,0.3107893185647304,0.3229855834970901,3.793475523454627,1.357584694980059,,,
10k,vggss,3940,h6zc38gOkA4_000130,9.943260920408648e-06,9.11067945708055e-06,2.400090124865528e-05,1.8744558474281803e-05,7.769180228933692e-06,7.769180228933692e-06,1.4906329852237832e-05,2.400090124865528e-05,6.744844254835118e-06,7.13714962330414e-06,2.1740806914749555e-06,-4.963068931829184e-06,0.4524818866679339,0.3180411335702345,3.769440694972321,1.355014184059851,,,
10k,vggss,3941,h7hGEzZUXQQ_000000,6.491637577710208e-06,2.385222251177765e-05,8.351044925802853e-06,7.570522575406358e-05,5.733391662943177e-05,8.351044925802853e-06,4.131060245526896e-05,7.570522575406358e-05,2.660293297636276e-05,3.295955752946611e-05,-1.8594073480926452e-06,-3.481896487755876e-05,0.6439734933705787,0.5612115908588116,2.3790509760671568,1.0328737942515216,,,
10k,vggss,3942,h8-Z6EtIYQA_000030,7.834009011276066e-06,4.556766361929476e-05,3.597295290092006e-05,2.7134719857713208e-05,7.818838639650494e-06,7.818838639650494e-06,2.9123543754394632e-05,4.556766361929476e-05,1.3920931760355748e-05,2.1304705114744135e-05,1.5170371625572443e-08,-2.128953474311857e-05,0.4779958056531198,0.486924617930649,3.0137838378620527,1.2360210792095545,,,
10k,vggss,3943,h8fMUaesCrA_000168,3.420472057769075e-05,2.382905586273409e-05,6.727883010171354e-05,4.460458512767218e-05,2.325162677152548e-05,2.325162677152548e-05,3.974102446591132e-05,6.727883010171354e-05,1.8076752630782188e-05,1.6489397694385843e-05,1.095309380616527e-05,-5.536303888220573e-06,0.4548637805320769,0.3838426998708141,3.104573939608676,1.2243003789106046,,,
10k,vggss,3944,h9vUucEhRN4_000090,1.1409898434067143e-05,2.1927842681179754e-05,3.9263119106180966e-05,1.4957923667680006e-05,1.3835505342285614e-05,1.3835505342285614e-05,2.2496097699331585e-05,3.9263119106180966e-05,1.0164716527402391e-05,8.660592357045971e-06,-2.425606908218469e-06,-1.108619926526444e-05,0.451843544745292,0.325787195390102,3.625542451304978,1.3287506570322891,,,
10k,vggss,3945,hAukn8dWZ2M_000030,4.782534233527258e-06,3.076308348681778e-05,1.7286483853240497e-05,2.906962254201062e-05,3.83451406378299e-05,1.7286483853240497e-05,2.88660826299747e-05,3.83451406378299e-05,7.542872286024121e-06,1.15795987767342e-05,-1.250394961971324e-05,-2.408354839644744e-05,0.2613057124069741,0.3730372092900657,3.663164137090184,1.342403002285856,,,
10k,vggss,3946,hBQFoDI3NMI_000030,6.518608279293403e-05,8.770126441959292e-06,1.2012645129289012e-05,3.409982309676707e-05,6.499629671452567e-05,8.770126441959292e-06,2.996972284563526e-05,6.499629671452567e-05,2.2448820307907527e-05,2.119959640367597e-05,5.641595635097474e-05,3.521635994729877e-05,0.7490499803262924,0.4203708784814381,2.9206068679368604,1.1724394652309824,,,
10k,vggss,3947,hBTte9j8Xrk_000136,5.768702976638451e-05,5.312995199346915e-05,2.860134009097237e-05,3.51570597558748e-05,9.758302621776238e-05,2.860134009097237e-05,5.361784451451968e-05,9.758302621776238e-05,2.6924901619084987e-05,2.5016504423547303e-05,2.908568967541214e-05,4.0691852518648375e-06,0.5021630739332265,0.4463172081204333,2.846684064729941,1.1418070884657392,,,
10k,vggss,3948,hC7sSMWLwDo_000016,1.470943880121922e-05,2.670497997314669e-05,2.53550497291144e-05,3.85888597520534e-05,1.5082916434039362e-05,1.5082916434039362e-05,2.6432951472088465e-05,3.85888597520534e-05,8.334045733447183e-06,1.13500350380491e-05,-3.7347763282014057e-07,-1.172351267086924e-05,0.3152900175467508,0.3672956746149766,3.648324206951437,1.33815552732435,,,
10k,vggss,3949,hCR2_Lrjw8I_000048,3.492438918328844e-05,2.237443550257012e-05,2.6105270080734044e-05,6.164042133605108e-05,3.1116389436647296e-05,2.237443550257012e-05,3.5309129089000635e-05,6.164042133605108e-05,1.551558358563167e-05,1.2934693586430512e-05,1.2549953680718318e-05,-3.8473990571219474e-07,0.4394213050829686,0.3564957059063557,3.401515278575252,1.28012694829423,,,
10k,vggss,3950,hCX2DpwEBQY_000030,6.108049274189398e-05,2.3430493456544355e-05,5.360452996683307e-05,1.4471233953372575e-05,3.7547772080870345e-05,1.4471233953372575e-05,3.2263507364405086e-05,5.360452996683307e-05,1.4815109070982375e-05,1.779227341103251e-05,4.66092587885214e-05,2.881698537748889e-05,0.459190902701646,0.4261103529429388,3.193401023036418,1.2550793305566594,,,
10k,vggss,3951,hCbPUyqgdPY_000191,1.4257469956646672e-05,1.7692822439130396e-05,6.28590933047235e-05,2.399035838607233e-05,2.3503293050453067e-05,1.7692822439130396e-05,3.2011391795094823e-05,6.28590933047235e-05,1.7981426792846144e-05,1.4318569355964428e-05,-3.4353524824837223e-06,-1.775392183844815e-05,0.5617196186890405,0.361799497095895,3.3360026190075454,1.2606343493697616,,,
10k,vggss,3952,hDGiU8zHWdU_000030,1.444753070245497e-05,9.23473562579602e-05,5.0376111175864935e-05,0.0001018813636619,2.651811701070983e-05,2.651811701070983e-05,6.778073702662368e-05,0.0001018813636619,3.0707883063484934e-05,4.126262001591385e-05,-1.207058630825486e-05,-5.333320632416872e-05,0.4530473466439756,0.6503339843692499,2.019800533523305,0.9053012629129008,,,
10k,vggss,3953,hDIziLujP38_000160,0.0002057029487332,0.0001049074344336,3.3191798138432205e-05,2.167976344935596e-05,1.5566532965749502e-05,1.5566532965749502e-05,4.383638224680908e-05,0.0001049074344336,3.582276064516656e-05,2.8269849281059575e-05,0.0001901364157674,0.0001618665664864,0.8171924508613883,0.4285407036199376,2.885910353378186,1.121935501851867,,,
10k,vggss,3954,hDnMfsCScSc_000096,1.557512405270245e-05,2.632569521665573e-05,0.0001382234477205,0.0001026680984068,1.8353159248363227e-05,1.8353159248363227e-05,7.139260014810134e-05,0.0001382234477205,5.0716681648247294e-05,5.303944089973811e-05,-2.7780351956607774e-06,-5.581747609539889e-05,0.7103912946585136,0.559633852668538,2.066783021366336,0.8041096553893181,,,
10k,vggss,3955,hFkC9DzHoho_000099,1.9632678231573664e-05,5.29707467649132e-05,8.708342647878453e-05,4.552784230327234e-05,3.473819015198387e-05,3.473819015198387e-05,5.5080051424738485e-05,8.708342647878453e-05,1.958124868425219e-05,2.0341861272754613e-05,-1.5105511920410208e-05,-3.544737319316482e-05,0.3555052723762986,0.4358720395639353,3.089474303718319,1.2186551703546795,,,
10k,vggss,3956,hFkC9DzHoho_000189,1.1361434189893773e-05,3.0133236577967185e-05,2.126597064489033e-05,5.741404947912088e-06,4.171223554294557e-05,5.741404947912088e-06,2.471321192842879e-05,4.171223554294557e-05,1.3135413998247416e-05,1.8971806980516703e-05,5.620029241981683e-06,-1.335177773853502e-05,0.5315138330172745,0.4550427081822873,3.17096106109359,1.2617534567824646,,,
10k,vggss,3957,hH6thMA3640_000120,1.257848725799704e-05,9.801580745261164e-05,3.600914351409301e-05,4.990342131350189e-05,1.799160054360982e-05,1.799160054360982e-05,5.047999320595409e-05,9.801580745261164e-05,2.968538032359951e-05,3.248839266234427e-05,-5.413113285612781e-06,-3.790150594795705e-05,0.5880622884097008,0.5424813288220969,2.5341511983579146,1.0723460976378263,,,
10k,vggss,3958,hHb0Eq1I7Fk_000000,2.207352372352034e-05,0.000231309357332,0.0001430188276572,0.0001185083019663,8.750900633458514e-06,8.750900633458514e-06,0.0001253968468972,0.000231309357332,7.934375038960186e-05,0.0001166459462638,1.3322623090061825e-05,-0.0001033233231737,0.6327411920859589,0.979384020400852,1.0422730485265164,0.1136662152853457,,,
10k,vggss,3959,hHbJRPjqgXQ_000090,4.963176706951344e-06,4.137402720516548e-05,1.52597640408203e-05,1.50585183291696e-05,1.647086173761636e-05,1.50585183291696e-05,2.204079282819293e-05,4.137402720516548e-05,1.1175112890074224e-05,6.982274499023333e-06,-1.0095341622218257e-05,-1.707761612124159e-05,0.5070195513012515,0.3025752566548574,3.622025323278756,1.324541016637213,,,
10k,vggss,3960,hIYihNrwF2Q_000440,7.98944165580906e-05,5.178109131520614e-05,2.4698108973097987e-05,4.469298801268451e-05,5.023987614549696e-05,2.4698108973097987e-05,4.28530161116214e-05,5.178109131520614e-05,1.080812631548645e-05,1.8154907138523413e-05,5.519630758499261e-05,3.70414004464692e-05,0.2522138998882595,0.4553464600124235,3.250482481829814,1.2836770388927143,,,
10k,vggss,3961,hIazzIF19gY_000110,2.4985956770251505e-05,6.387090252246708e-05,3.427960109547712e-05,7.237132376758382e-05,6.659190694335848e-05,3.427960109547712e-05,5.927843358222162e-05,7.237132376758382e-05,1.4755872243597156e-05,2.4998832486744504e-05,-9.293644325225614e-06,-3.429247681197012e-05,0.2489248003345121,0.5419182991799302,2.7410030455309924,1.188850450792175,,,
10k,vggss,3962,hNL5kuYOnok_000119,4.4925509428139776e-05,9.306987340096384e-05,7.882845966378227e-05,4.415286093717441e-05,6.713695620419458e-05,4.415286093717441e-05,7.079703755152877e-05,9.306987340096384e-05,1.7915714476731637e-05,2.6644176614354365e-05,7.726484909653664e-07,-2.5871528123389e-05,0.2530574031956054,0.5452705287696619,2.656352266674725,1.1544245002399898,,,
10k,vggss,3963,hQYRDNl-lGI_000382,1.0926308277703356e-05,2.3334045181400143e-05,1.7095841030823067e-05,2.7282963856123388e-05,5.594331014435738e-06,5.594331014435738e-06,1.8326795270695584e-05,2.7282963856123388e-05,8.199335365998414e-06,1.2732464256259846e-05,5.331977263267618e-06,-7.400486992992228e-06,0.44739602559478,0.3865361198287213,3.594636379662309,1.3330846978698645,,,
10k,vggss,3964,hRHKxyErgZw_000030,1.8474018361303024e-05,2.368190325796604e-05,1.943690767802764e-05,6.510334060294554e-05,6.767796003259718e-05,1.943690767802764e-05,4.39750278928841e-05,6.767796003259718e-05,2.2484243600358523e-05,2.4538120214856463e-05,-9.62889316724613e-07,-2.550100953158108e-05,0.5112957211789934,0.4582898219532846,2.678138796941272,1.116583729639504,,,
10k,vggss,3965,hSAgDYarzOs_000060,1.5481306036235765e-05,2.176025736844167e-05,3.467058195383288e-05,3.0375564165296964e-05,7.250544877024367e-05,2.176025736844167e-05,3.98279630644538e-05,7.250544877024367e-05,1.943068762318244e-05,1.806770569601213e-05,-6.2789513322059065e-06,-2.4346657028218036e-05,0.4878654625579937,0.4044281177716187,3.201102009016115,1.2357288326873577,,,
10k,vggss,3966,hSV8LmYR6TY_000010,5.846581643709214e-06,1.8511540474719368e-05,9.622933248465417e-06,1.2925416740472429e-05,7.651736814295873e-05,9.622933248465417e-06,2.9394314651653985e-05,7.651736814295873e-05,2.739137211390566e-05,1.977138140318857e-05,-3.7763516047562007e-06,-2.354773300794477e-05,0.9318595258476072,0.3745051041920516,3.1148199580217133,1.188633927539503,,,
10k,vggss,3967,hT8dAeHe7Ow_000050,6.041985398042016e-05,0.0001479505008319,0.0002406713465461,0.000130856904434,2.8018246666761115e-05,2.8018246666761115e-05,0.0001368742496197,0.0002406713465461,7.546913026736373e-05,0.0001088560029529,3.240160731365904e-05,-7.645439563930267e-05,0.55137566399114,0.9709002209244004,1.0603285076919071,0.1517049146537408,,,
